FinanceBudgetForecastKey,SnapshotDateKey,FiscalPeriodDateKey,FinancePlanningVersionKey,GlAccountKey,CostCenterKey,BusinessUnitKey,ProductKey,FinanceProfitObjectKey,FinanceScenarioTypeKey,CurrencyKey,BudgetAmount,ForecastAmount,BudgetQuantity,ForecastQuantity,SourceSystemKey,BatchId,LoadedAtUtc
631,20260802,20260718,32,146,373,142,479,232,6,4,874.4700,874.4700,441.8000,441.8000,1,1,2026-08-24T00:00:00.000
632,20260703,20260527,448,346,297,400,213,70,9,3,875.8400,875.8400,442.5000,442.5000,1,1,2026-08-24T00:00:00.000
633,20260722,20260703,458,434,357,344,478,39,4,2,877.2100,877.2100,443.2000,443.2000,1,1,2026-08-24T00:00:00.000
634,20260629,20260527,468,304,172,327,205,229,7,1,878.5800,878.5800,443.9000,443.9000,1,1,2026-08-24T00:00:00.000
635,20260802,20260816,213,345,484,239,228,240,10,3,879.9500,879.9500,444.6000,444.6000,1,1,2026-08-24T00:00:00.000
636,20260614,20260819,249,218,304,472,218,385,8,1,881.3200,881.3200,445.3000,445.3000,1,1,2026-08-24T00:00:00.000
637,20260528,20260808,228,167,388,408,383,390,3,1,882.6900,882.6900,446.0000,446.0000,1,1,2026-08-24T00:00:00.000
638,20260708,20260617,199,266,184,402,13,243,8,4,884.0600,884.0600,446.7000,446.7000,1,1,2026-08-24T00:00:00.000
639,20260812,20260718,190,254,102,300,450,103,2,2,885.4300,885.4300,447.4000,447.4000,1,1,2026-08-24T00:00:00.000
640,20260603,20260816,455,212,430,164,272,295,3,4,886.8000,886.8000,448.1000,448.1000,1,1,2026-08-24T00:00:00.000
641,20260817,20260717,297,407,93,373,174,425,3,1,888.1700,888.1700,448.8000,448.8000,1,1,2026-08-24T00:00:00.000
642,20260701,20260630,33,230,448,306,39,268,5,5,889.5400,889.5400,449.5000,449.5000,1,1,2026-08-24T00:00:00.000
643,20260602,20260717,297,339,96,334,158,84,3,1,890.9100,890.9100,450.2000,450.2000,1,1,2026-08-24T00:00:00.000
644,20260602,20260703,401,335,356,374,371,254,3,3,892.2800,892.2800,450.9000,450.9000,1,1,2026-08-24T00:00:00.000
645,20260625,20260717,78,192,83,129,289,299,9,3,893.6500,893.6500,451.6000,451.6000,1,1,2026-08-24T00:00:00.000
646,20260709,20260616,229,306,-1,31,-1,-1,2,1,895.0200,895.0200,452.3000,452.3000,1,1,2026-08-24T00:00:00.000
647,20260609,20260805,398,25,423,428,179,420,2,3,896.3900,896.3900,453.0000,453.0000,1,1,2026-08-24T00:00:00.000
648,20260603,20260715,214,372,352,77,42,265,5,4,897.7600,897.7600,453.7000,453.7000,1,1,2026-08-24T00:00:00.000
649,20260815,20260824,88,168,61,289,162,139,10,2,899.1300,899.1300,454.4000,454.4000,1,1,2026-08-24T00:00:00.000
650,20260712,20260817,414,87,363,70,53,335,2,2,900.5000,900.5000,455.1000,455.1000,1,1,2026-08-24T00:00:00.000
651,20260729,20260808,53,323,213,236,80,428,3,4,901.8700,901.8700,455.8000,455.8000,1,1,2026-08-24T00:00:00.000
652,20260611,20260725,166,40,499,374,124,291,8,1,903.2400,903.2400,456.5000,456.5000,1,1,2026-08-24T00:00:00.000
653,20260724,20260717,96,120,295,215,193,286,6,2,904.6100,904.6100,457.2000,457.2000,1,1,2026-08-24T00:00:00.000
654,20260706,20260601,128,492,417,347,483,56,4,4,905.9800,905.9800,457.9000,457.9000,1,1,2026-08-24T00:00:00.000
655,20260809,20260607,481,419,153,426,142,488,4,2,907.3500,907.3500,458.6000,458.6000,1,1,2026-08-24T00:00:00.000
656,20260704,20260823,62,248,399,421,354,352,9,1,908.7200,908.7200,459.3000,459.3000,1,1,2026-08-24T00:00:00.000
657,20260719,20260820,189,32,125,117,318,411,2,2,910.0900,910.0900,460.0000,460.0000,1,1,2026-08-24T00:00:00.000
658,20260730,20260805,472,372,461,63,317,473,1,3,911.4600,911.4600,460.7000,460.7000,1,1,2026-08-24T00:00:00.000
659,20260603,20260603,298,391,147,276,209,103,7,5,912.8300,912.8300,461.4000,461.4000,1,1,2026-08-24T00:00:00.000
660,20260624,20260708,274,134,314,404,277,402,1,2,914.2000,914.2000,462.1000,462.1000,1,1,2026-08-24T00:00:00.000
661,20260609,20260616,34,338,324,457,25,130,10,4,915.5700,915.5700,462.8000,462.8000,1,1,2026-08-24T00:00:00.000
662,20260626,20260623,196,323,452,253,459,182,9,2,916.9400,916.9400,463.5000,463.5000,1,1,2026-08-24T00:00:00.000
663,20260724,20260701,353,176,-1,202,-1,-1,10,1,918.3100,918.3100,464.2000,464.2000,1,1,2026-08-24T00:00:00.000
664,20260712,20260803,396,162,460,186,399,75,7,5,919.6800,919.6800,464.9000,464.9000,1,1,2026-08-24T00:00:00.000
665,20260720,20260613,175,206,160,216,103,274,6,1,921.0500,921.0500,465.6000,465.6000,1,1,2026-08-24T00:00:00.000
666,20260808,20260711,326,308,491,378,187,16,7,1,922.4200,922.4200,466.3000,466.3000,1,1,2026-08-24T00:00:00.000
667,20260531,20260705,57,176,485,276,262,212,10,5,923.7900,923.7900,467.0000,467.0000,1,1,2026-08-24T00:00:00.000
668,20260805,20260810,313,429,498,291,208,84,2,5,925.1600,925.1600,467.7000,467.7000,1,1,2026-08-24T00:00:00.000
669,20260729,20260714,84,324,345,408,190,428,10,4,926.5300,926.5300,468.4000,468.4000,1,1,2026-08-24T00:00:00.000
670,20260805,20260606,462,310,441,459,429,72,4,1,927.9000,927.9000,469.1000,469.1000,1,1,2026-08-24T00:00:00.000
671,20260803,20260612,385,313,486,241,193,113,5,2,929.2700,929.2700,469.8000,469.8000,1,1,2026-08-24T00:00:00.000
672,20260813,20260807,287,326,494,93,436,142,1,2,930.6400,930.6400,470.5000,470.5000,1,1,2026-08-24T00:00:00.000
673,20260823,20260726,381,337,39,23,490,458,5,3,932.0100,932.0100,471.2000,471.2000,1,1,2026-08-24T00:00:00.000
674,20260622,20260720,69,289,394,344,426,274,8,5,933.3800,933.3800,471.9000,471.9000,1,1,2026-08-24T00:00:00.000
675,20260807,20260812,476,452,114,376,105,237,3,3,934.7500,934.7500,472.6000,472.6000,1,1,2026-08-24T00:00:00.000
676,20260616,20260810,436,494,244,173,479,265,6,2,936.1200,936.1200,473.3000,473.3000,1,1,2026-08-24T00:00:00.000
677,20260815,20260712,377,115,113,376,90,166,2,1,937.4900,937.4900,474.0000,474.0000,1,1,2026-08-24T00:00:00.000
678,20260610,20260618,177,245,190,57,451,428,10,1,938.8600,938.8600,474.7000,474.7000,1,1,2026-08-24T00:00:00.000
679,20260626,20260721,384,198,38,302,14,34,7,1,940.2300,940.2300,475.4000,475.4000,1,1,2026-08-24T00:00:00.000
680,20260530,20260607,300,487,-1,473,-1,-1,10,5,941.6000,941.6000,476.1000,476.1000,1,1,2026-08-24T00:00:00.000
681,20260617,20260724,200,474,22,150,284,500,1,4,942.9700,942.9700,476.8000,476.8000,1,1,2026-08-24T00:00:00.000
682,20260727,20260605,293,173,250,250,264,290,10,5,944.3400,944.3400,477.5000,477.5000,1,1,2026-08-24T00:00:00.000
683,20260708,20260715,187,237,425,135,371,277,2,5,945.7100,945.7100,478.2000,478.2000,1,1,2026-08-24T00:00:00.000
684,20260716,20260728,350,410,176,384,287,482,5,1,947.0800,947.0800,478.9000,478.9000,1,1,2026-08-24T00:00:00.000
685,20260824,20260816,71,265,119,132,16,82,2,5,948.4500,948.4500,479.6000,479.6000,1,1,2026-08-24T00:00:00.000
686,20260728,20260822,350,135,164,57,211,257,8,2,949.8200,949.8200,480.3000,480.3000,1,1,2026-08-24T00:00:00.000
687,20260723,20260712,283,490,484,474,426,166,2,4,951.1900,951.1900,481.0000,481.0000,1,1,2026-08-24T00:00:00.000
688,20260720,20260702,486,272,294,315,47,186,9,5,952.5600,952.5600,481.7000,481.7000,1,1,2026-08-24T00:00:00.000
689,20260720,20260601,216,102,202,327,99,304,8,2,953.9300,953.9300,482.4000,482.4000,1,1,2026-08-24T00:00:00.000
690,20260607,20260807,472,421,345,339,204,52,6,5,955.3000,955.3000,483.1000,483.1000,1,1,2026-08-24T00:00:00.000
691,20260817,20260610,173,114,89,321,423,67,9,3,956.6700,956.6700,483.8000,483.8000,1,1,2026-08-24T00:00:00.000
692,20260804,20260603,81,174,131,491,29,305,5,2,958.0400,958.0400,484.5000,484.5000,1,1,2026-08-24T00:00:00.000
693,20260705,20260721,300,437,56,435,299,205,5,4,959.4100,959.4100,485.2000,485.2000,1,1,2026-08-24T00:00:00.000
694,20260808,20260630,155,313,272,361,236,314,1,4,960.7800,960.7800,485.9000,485.9000,1,1,2026-08-24T00:00:00.000
695,20260613,20260622,47,306,308,444,378,352,6,5,962.1500,962.1500,486.6000,486.6000,1,1,2026-08-24T00:00:00.000
696,20260623,20260812,77,107,218,365,411,235,4,1,963.5200,963.5200,487.3000,487.3000,1,1,2026-08-24T00:00:00.000
697,20260602,20260706,178,239,-1,150,-1,-1,2,3,964.8900,964.8900,488.0000,488.0000,1,1,2026-08-24T00:00:00.000
698,20260815,20260603,159,415,116,218,21,224,5,5,966.2600,966.2600,488.7000,488.7000,1,1,2026-08-24T00:00:00.000
699,20260614,20260801,429,401,344,352,251,309,10,4,967.6300,967.6300,489.4000,489.4000,1,1,2026-08-24T00:00:00.000
700,20260712,20260706,472,140,257,300,244,320,7,2,969.0000,969.0000,490.1000,490.1000,1,1,2026-08-24T00:00:00.000
701,20260614,20260813,388,426,495,24,331,448,7,5,970.3700,970.3700,490.8000,490.8000,1,1,2026-08-24T00:00:00.000
702,20260731,20260715,77,412,408,446,119,73,5,4,971.7400,971.7400,491.5000,491.5000,1,1,2026-08-24T00:00:00.000
703,20260619,20260811,369,209,136,373,63,203,1,3,973.1100,973.1100,492.2000,492.2000,1,1,2026-08-24T00:00:00.000
704,20260817,20260617,421,359,49,333,243,150,9,3,974.4800,974.4800,492.9000,492.9000,1,1,2026-08-24T00:00:00.000
705,20260813,20260716,407,266,364,42,449,410,6,1,975.8500,975.8500,493.6000,493.6000,1,1,2026-08-24T00:00:00.000
706,20260819,20260608,242,274,291,20,471,256,3,5,977.2200,977.2200,494.3000,494.3000,1,1,2026-08-24T00:00:00.000
707,20260608,20260622,291,92,181,500,102,327,8,1,978.5900,978.5900,495.0000,495.0000,1,1,2026-08-24T00:00:00.000
708,20260712,20260603,360,46,273,310,286,345,3,4,979.9600,979.9600,495.7000,495.7000,1,1,2026-08-24T00:00:00.000
709,20260724,20260529,339,2,200,23,428,365,2,5,981.3300,981.3300,496.4000,496.4000,1,1,2026-08-24T00:00:00.000
710,20260615,20260701,90,380,185,376,146,123,7,2,982.7000,982.7000,497.1000,497.1000,1,1,2026-08-24T00:00:00.000
711,20260725,20260624,78,134,134,370,350,419,6,4,984.0700,984.0700,497.8000,497.8000,1,1,2026-08-24T00:00:00.000
712,20260820,20260802,223,168,51,81,114,208,9,2,985.4400,985.4400,498.5000,498.5000,1,1,2026-08-24T00:00:00.000
713,20260717,20260617,418,355,167,400,222,198,2,5,986.8100,986.8100,499.2000,499.2000,1,1,2026-08-24T00:00:00.000
714,20260819,20260727,432,315,-1,350,-1,-1,4,3,988.1800,988.1800,499.9000,499.9000,1,1,2026-08-24T00:00:00.000
715,20260530,20260821,309,490,2,172,25,229,1,1,989.5500,989.5500,500.6000,500.6000,1,1,2026-08-24T00:00:00.000
716,20260804,20260818,56,477,237,364,156,3,9,4,990.9200,990.9200,501.3000,501.3000,1,1,2026-08-24T00:00:00.000
717,20260704,20260628,281,39,454,341,128,17,10,4,992.2900,992.2900,502.0000,502.0000,1,1,2026-08-24T00:00:00.000
718,20260810,20260626,477,175,2,130,245,226,3,1,993.6600,993.6600,502.7000,502.7000,1,1,2026-08-24T00:00:00.000
719,20260614,20260624,243,430,158,133,62,435,4,2,995.0300,995.0300,503.4000,503.4000,1,1,2026-08-24T00:00:00.000
720,20260530,20260615,385,472,57,330,60,11,10,4,996.4000,996.4000,504.1000,504.1000,1,1,2026-08-24T00:00:00.000
721,20260619,20260720,54,136,308,372,84,114,2,2,997.7700,997.7700,504.8000,504.8000,1,1,2026-08-24T00:00:00.000
722,20260809,20260712,457,47,439,309,279,236,2,2,999.1400,999.1400,505.5000,505.5000,1,1,2026-08-24T00:00:00.000
723,20260530,20260808,321,371,118,193,46,51,3,3,1000.5100,1000.5100,506.2000,506.2000,1,1,2026-08-24T00:00:00.000
724,20260619,20260824,493,274,373,251,90,326,8,5,1001.8800,1001.8800,506.9000,506.9000,1,1,2026-08-24T00:00:00.000
725,20260627,20260711,237,4,242,299,219,356,9,3,1003.2500,1003.2500,507.6000,507.6000,1,1,2026-08-24T00:00:00.000
726,20260802,20260714,204,420,295,88,164,443,5,5,1004.6200,1004.6200,508.3000,508.3000,1,1,2026-08-24T00:00:00.000
727,20260705,20260809,119,188,95,46,156,79,1,1,1005.9900,1005.9900,509.0000,509.0000,1,1,2026-08-24T00:00:00.000
728,20260701,20260606,235,204,7,357,118,38,6,3,1007.3600,1007.3600,509.7000,509.7000,1,1,2026-08-24T00:00:00.000
729,20260808,20260812,300,365,140,412,491,125,7,4,1008.7300,1008.7300,510.4000,510.4000,1,1,2026-08-24T00:00:00.000
730,20260815,20260718,202,245,172,161,345,214,10,5,1010.1000,1010.1000,511.1000,511.1000,1,1,2026-08-24T00:00:00.000
731,20260628,20260622,464,231,-1,454,-1,-1,10,3,1011.4700,1011.4700,511.8000,511.8000,1,1,2026-08-24T00:00:00.000
732,20260531,20260617,403,278,228,387,215,437,7,3,1012.8400,1012.8400,512.5000,512.5000,1,1,2026-08-24T00:00:00.000
733,20260722,20260807,67,371,76,389,91,193,7,1,1014.2100,1014.2100,513.2000,513.2000,1,1,2026-08-24T00:00:00.000
734,20260809,20260814,287,236,449,119,380,72,2,5,1015.5800,1015.5800,513.9000,513.9000,1,1,2026-08-24T00:00:00.000
735,20260708,20260813,89,113,416,262,97,169,6,4,1016.9500,1016.9500,514.6000,514.6000,1,1,2026-08-24T00:00:00.000
736,20260727,20260821,34,119,316,115,486,443,5,5,1018.3200,1018.3200,515.3000,515.3000,1,1,2026-08-24T00:00:00.000
737,20260622,20260531,311,81,462,46,403,309,7,3,1019.6900,1019.6900,516.0000,516.0000,1,1,2026-08-24T00:00:00.000
738,20260717,20260616,451,7,279,464,175,324,3,2,1021.0600,1021.0600,516.7000,516.7000,1,1,2026-08-24T00:00:00.000
739,20260702,20260824,114,415,246,179,404,480,3,1,1022.4300,1022.4300,517.4000,517.4000,1,1,2026-08-24T00:00:00.000
740,20260617,20260719,134,491,223,472,81,295,4,1,1023.8000,1023.8000,518.1000,518.1000,1,1,2026-08-24T00:00:00.000
741,20260529,20260730,145,281,495,453,449,69,8,5,1025.1700,1025.1700,518.8000,518.8000,1,1,2026-08-24T00:00:00.000
742,20260812,20260611,5,30,483,32,49,380,1,3,1026.5400,1026.5400,519.5000,519.5000,1,1,2026-08-24T00:00:00.000
743,20260729,20260618,383,367,95,89,360,3,2,4,1027.9100,1027.9100,520.2000,520.2000,1,1,2026-08-24T00:00:00.000
744,20260824,20260629,67,431,230,112,181,3,6,2,1029.2800,1029.2800,520.9000,520.9000,1,1,2026-08-24T00:00:00.000
745,20260824,20260615,423,275,5,488,338,204,4,3,1030.6500,1030.6500,521.6000,521.6000,1,1,2026-08-24T00:00:00.000
746,20260701,20260818,46,128,309,84,304,298,4,2,1032.0200,1032.0200,522.3000,522.3000,1,1,2026-08-24T00:00:00.000
747,20260604,20260601,167,291,45,299,120,441,10,4,1033.3900,1033.3900,523.0000,523.0000,1,1,2026-08-24T00:00:00.000
748,20260723,20260602,325,252,-1,78,-1,-1,8,3,1034.7600,1034.7600,523.7000,523.7000,1,1,2026-08-24T00:00:00.000
749,20260704,20260527,384,353,333,180,92,406,1,3,1036.1300,1036.1300,524.4000,524.4000,1,1,2026-08-24T00:00:00.000
750,20260814,20260808,267,78,480,35,359,445,4,1,1037.5000,1037.5000,525.1000,525.1000,1,1,2026-08-24T00:00:00.000
751,20260821,20260808,295,56,253,180,171,161,3,3,1038.8700,1038.8700,525.8000,525.8000,1,1,2026-08-24T00:00:00.000
752,20260610,20260819,324,349,289,118,286,102,5,3,1040.2400,1040.2400,526.5000,526.5000,1,1,2026-08-24T00:00:00.000
753,20260628,20260721,35,92,447,102,479,193,9,1,1041.6100,1041.6100,527.2000,527.2000,1,1,2026-08-24T00:00:00.000
754,20260731,20260713,292,415,291,214,329,397,8,1,1042.9800,1042.9800,527.9000,527.9000,1,1,2026-08-24T00:00:00.000
755,20260613,20260813,390,279,219,454,266,195,10,3,1044.3500,1044.3500,528.6000,528.6000,1,1,2026-08-24T00:00:00.000
756,20260628,20260611,188,290,5,300,65,185,4,4,1045.7200,1045.7200,529.3000,529.3000,1,1,2026-08-24T00:00:00.000
757,20260626,20260708,463,368,316,417,430,466,5,4,1047.0900,1047.0900,530.0000,530.0000,1,1,2026-08-24T00:00:00.000
758,20260809,20260727,155,471,431,65,237,340,10,5,1048.4600,1048.4600,530.7000,530.7000,1,1,2026-08-24T00:00:00.000
759,20260729,20260530,349,425,456,457,211,378,5,5,1049.8300,1049.8300,531.4000,531.4000,1,1,2026-08-24T00:00:00.000
760,20260728,20260724,445,375,485,336,2,295,10,2,1051.2000,1051.2000,532.1000,532.1000,1,1,2026-08-24T00:00:00.000
761,20260630,20260611,450,109,177,81,176,306,3,1,1052.5700,1052.5700,532.8000,532.8000,1,1,2026-08-24T00:00:00.000
762,20260626,20260613,193,176,156,41,266,97,7,2,1053.9400,1053.9400,533.5000,533.5000,1,1,2026-08-24T00:00:00.000
763,20260819,20260621,296,443,25,46,274,163,5,5,1055.3100,1055.3100,534.2000,534.2000,1,1,2026-08-24T00:00:00.000
764,20260629,20260620,27,249,19,36,167,335,9,5,1056.6800,1056.6800,534.9000,534.9000,1,1,2026-08-24T00:00:00.000
765,20260705,20260814,377,218,-1,309,-1,-1,8,3,1058.0500,1058.0500,535.6000,535.6000,1,1,2026-08-24T00:00:00.000
766,20260615,20260725,239,387,51,412,215,58,7,3,1059.4200,1059.4200,536.3000,536.3000,1,1,2026-08-24T00:00:00.000
767,20260709,20260814,431,268,101,470,246,366,8,1,1060.7900,1060.7900,537.0000,537.0000,1,1,2026-08-24T00:00:00.000
768,20260818,20260606,82,221,201,400,429,40,3,4,1062.1600,1062.1600,537.7000,537.7000,1,1,2026-08-24T00:00:00.000
769,20260810,20260801,300,294,264,84,390,131,3,5,1063.5300,1063.5300,538.4000,538.4000,1,1,2026-08-24T00:00:00.000
770,20260816,20260603,454,2,84,5,326,171,9,3,1064.9000,1064.9000,539.1000,539.1000,1,1,2026-08-24T00:00:00.000
771,20260804,20260708,326,294,155,105,482,44,6,5,1066.2700,1066.2700,539.8000,539.8000,1,1,2026-08-24T00:00:00.000
772,20260607,20260710,494,397,316,53,207,111,4,4,1067.6400,1067.6400,540.5000,540.5000,1,1,2026-08-24T00:00:00.000
773,20260714,20260714,181,425,325,174,94,180,6,5,1069.0100,1069.0100,541.2000,541.2000,1,1,2026-08-24T00:00:00.000
774,20260610,20260616,118,104,390,50,362,15,10,4,1070.3800,1070.3800,541.9000,541.9000,1,1,2026-08-24T00:00:00.000
775,20260714,20260802,247,391,483,182,470,30,3,5,1071.7500,1071.7500,542.6000,542.6000,1,1,2026-08-24T00:00:00.000
776,20260707,20260621,395,143,167,299,428,363,2,5,1073.1200,1073.1200,543.3000,543.3000,1,1,2026-08-24T00:00:00.000
777,20260619,20260613,353,309,69,126,180,284,1,3,1074.4900,1074.4900,544.0000,544.0000,1,1,2026-08-24T00:00:00.000
778,20260804,20260604,293,274,124,201,199,73,9,1,1075.8600,1075.8600,544.7000,544.7000,1,1,2026-08-24T00:00:00.000
779,20260707,20260711,403,348,408,67,349,352,4,1,1077.2300,1077.2300,545.4000,545.4000,1,1,2026-08-24T00:00:00.000
780,20260705,20260528,411,68,206,127,20,308,8,2,1078.6000,1078.6000,546.1000,546.1000,1,1,2026-08-24T00:00:00.000
781,20260720,20260802,122,373,164,156,240,370,9,5,1079.9700,1079.9700,546.8000,546.8000,1,1,2026-08-24T00:00:00.000
782,20260629,20260613,224,332,-1,93,-1,-1,3,1,1081.3400,1081.3400,547.5000,547.5000,1,1,2026-08-24T00:00:00.000
783,20260718,20260614,374,362,293,190,133,124,1,4,1082.7100,1082.7100,548.2000,548.2000,1,1,2026-08-24T00:00:00.000
784,20260817,20260727,285,188,276,193,298,402,5,4,1084.0800,1084.0800,548.9000,548.9000,1,1,2026-08-24T00:00:00.000
785,20260616,20260818,131,85,57,225,341,255,4,5,1085.4500,1085.4500,549.6000,549.6000,1,1,2026-08-24T00:00:00.000
786,20260530,20260815,16,450,60,474,410,189,2,5,1086.8200,1086.8200,550.3000,550.3000,1,1,2026-08-24T00:00:00.000
787,20260802,20260718,164,81,160,110,182,343,1,1,1088.1900,1088.1900,551.0000,551.0000,1,1,2026-08-24T00:00:00.000
788,20260712,20260620,47,372,26,116,121,59,2,4,1089.5600,1089.5600,551.7000,551.7000,1,1,2026-08-24T00:00:00.000
789,20260610,20260616,252,102,70,283,444,14,5,4,1090.9300,1090.9300,552.4000,552.4000,1,1,2026-08-24T00:00:00.000
790,20260705,20260716,428,457,355,355,421,347,4,2,1092.3000,1092.3000,553.1000,553.1000,1,1,2026-08-24T00:00:00.000
791,20260621,20260811,449,51,275,169,43,79,2,1,1093.6700,1093.6700,553.8000,553.8000,1,1,2026-08-24T00:00:00.000
792,20260715,20260726,197,11,404,111,231,196,4,4,1095.0400,1095.0400,554.5000,554.5000,1,1,2026-08-24T00:00:00.000
793,20260629,20260606,240,347,91,311,285,292,6,4,1096.4100,1096.4100,555.2000,555.2000,1,1,2026-08-24T00:00:00.000
794,20260624,20260612,9,300,186,195,471,88,2,4,1097.7800,1097.7800,555.9000,555.9000,1,1,2026-08-24T00:00:00.000
795,20260628,20260709,267,101,274,226,140,470,8,4,1099.1500,1099.1500,556.6000,556.6000,1,1,2026-08-24T00:00:00.000
796,20260625,20260701,244,47,273,469,309,138,4,1,1100.5200,1100.5200,557.3000,557.3000,1,1,2026-08-24T00:00:00.000
797,20260817,20260809,383,239,145,249,245,2,8,1,1101.8900,1101.8900,558.0000,558.0000,1,1,2026-08-24T00:00:00.000
798,20260803,20260731,273,337,223,470,123,166,8,5,1103.2600,1103.2600,558.7000,558.7000,1,1,2026-08-24T00:00:00.000
799,20260730,20260807,263,116,-1,383,-1,-1,2,4,1104.6300,1104.6300,559.4000,559.4000,1,1,2026-08-24T00:00:00.000
800,20260730,20260601,320,214,258,387,314,40,9,3,1106.0000,1106.0000,560.1000,560.1000,1,1,2026-08-24T00:00:00.000
801,20260716,20260529,424,194,199,471,36,496,1,4,1107.3700,1107.3700,560.8000,560.8000,1,1,2026-08-24T00:00:00.000
802,20260625,20260731,493,402,5,161,292,228,3,1,1108.7400,1108.7400,561.5000,561.5000,1,1,2026-08-24T00:00:00.000
803,20260620,20260614,362,321,413,231,404,402,10,4,1110.1100,1110.1100,562.2000,562.2000,1,1,2026-08-24T00:00:00.000
804,20260725,20260620,454,226,261,29,18,219,1,2,1111.4800,1111.4800,562.9000,562.9000,1,1,2026-08-24T00:00:00.000
805,20260712,20260528,195,466,377,113,202,244,3,5,1112.8500,1112.8500,563.6000,563.6000,1,1,2026-08-24T00:00:00.000
806,20260612,20260821,11,352,14,265,165,157,8,1,1114.2200,1114.2200,564.3000,564.3000,1,1,2026-08-24T00:00:00.000
807,20260821,20260602,216,240,137,221,274,344,1,5,1115.5900,1115.5900,565.0000,565.0000,1,1,2026-08-24T00:00:00.000
808,20260717,20260711,480,10,404,247,481,176,4,2,1116.9600,1116.9600,565.7000,565.7000,1,1,2026-08-24T00:00:00.000
809,20260725,20260729,324,195,398,417,419,227,1,3,1118.3300,1118.3300,566.4000,566.4000,1,1,2026-08-24T00:00:00.000
810,20260601,20260814,239,118,344,482,57,232,6,3,1119.7000,1119.7000,567.1000,567.1000,1,1,2026-08-24T00:00:00.000
811,20260624,20260714,209,201,242,118,478,244,5,5,1121.0700,1121.0700,567.8000,567.8000,1,1,2026-08-24T00:00:00.000
812,20260723,20260629,8,131,290,137,157,214,8,5,1122.4400,1122.4400,568.5000,568.5000,1,1,2026-08-24T00:00:00.000
813,20260715,20260530,334,126,265,187,70,157,3,4,1123.8100,1123.8100,569.2000,569.2000,1,1,2026-08-24T00:00:00.000
814,20260813,20260618,255,498,287,408,33,9,1,1,1125.1800,1125.1800,569.9000,569.9000,1,1,2026-08-24T00:00:00.000
815,20260714,20260819,205,165,358,419,325,11,7,3,1126.5500,1126.5500,570.6000,570.6000,1,1,2026-08-24T00:00:00.000
816,20260709,20260731,173,237,-1,151,-1,-1,5,5,1127.9200,1127.9200,571.3000,571.3000,1,1,2026-08-24T00:00:00.000
