InventoryBalanceSnapshotKey,SnapshotDateKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryConsignmentOwnerKey,InventoryStockStatusKey,UnitOfMeasureKey,OnHandQuantity,AvailableQuantity,ReservedQuantity,InventoryValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
3001,20260708,193,335,348,147,23,240,6,5,100.8000,100.8000,100.8000,4121.3700,1,1,2026-08-24T00:00:00.000
3002,20260724,318,118,94,8,69,475,10,6,101.5000,101.5000,101.5000,4122.7400,1,1,2026-08-24T00:00:00.000
3003,20260602,194,82,263,325,45,366,4,3,102.2000,102.2000,102.2000,4124.1100,1,1,2026-08-24T00:00:00.000
3004,20260704,232,145,224,320,299,179,4,4,102.9000,102.9000,102.9000,4125.4800,1,1,2026-08-24T00:00:00.000
3005,20260725,360,339,274,370,328,228,1,5,103.6000,103.6000,103.6000,4126.8500,1,1,2026-08-24T00:00:00.000
3006,20260712,425,175,426,120,155,214,4,4,104.3000,104.3000,104.3000,4128.2200,1,1,2026-08-24T00:00:00.000
3007,20260715,415,260,154,147,287,372,6,1,105.0000,105.0000,105.0000,4129.5900,1,1,2026-08-24T00:00:00.000
3008,20260809,99,26,93,277,368,338,10,4,105.7000,105.7000,105.7000,4130.9600,1,1,2026-08-24T00:00:00.000
3009,20260721,304,61,288,-1,-1,-1,10,4,106.4000,106.4000,106.4000,4132.3300,1,1,2026-08-24T00:00:00.000
3010,20260702,349,246,394,277,163,300,9,6,107.1000,107.1000,107.1000,4133.7000,1,1,2026-08-24T00:00:00.000
3011,20260808,336,6,82,277,337,418,9,7,107.8000,107.8000,107.8000,4135.0700,1,1,2026-08-24T00:00:00.000
3012,20260812,22,18,76,458,410,357,4,7,108.5000,108.5000,108.5000,4136.4400,1,1,2026-08-24T00:00:00.000
3013,20260528,393,259,232,392,223,206,2,3,109.2000,109.2000,109.2000,4137.8100,1,1,2026-08-24T00:00:00.000
3014,20260530,151,34,396,107,142,388,6,3,109.9000,109.9000,109.9000,4139.1800,1,1,2026-08-24T00:00:00.000
3015,20260726,278,93,104,326,155,90,10,5,110.6000,110.6000,110.6000,4140.5500,1,1,2026-08-24T00:00:00.000
3016,20260601,76,24,303,151,187,59,2,5,111.3000,111.3000,111.3000,4141.9200,1,1,2026-08-24T00:00:00.000
3017,20260715,324,230,117,272,268,27,5,6,112.0000,112.0000,112.0000,4143.2900,1,1,2026-08-24T00:00:00.000
3018,20260603,278,226,261,52,53,169,2,2,112.7000,112.7000,112.7000,4144.6600,1,1,2026-08-24T00:00:00.000
3019,20260726,488,332,353,381,93,111,6,2,113.4000,113.4000,113.4000,4146.0300,1,1,2026-08-24T00:00:00.000
3020,20260601,354,180,145,440,288,374,4,3,114.1000,114.1000,114.1000,4147.4000,1,1,2026-08-24T00:00:00.000
3021,20260529,231,184,286,148,383,18,5,7,114.8000,114.8000,114.8000,4148.7700,1,1,2026-08-24T00:00:00.000
3022,20260713,267,1,494,325,154,268,7,4,115.5000,115.5000,115.5000,4150.1400,1,1,2026-08-24T00:00:00.000
3023,20260728,221,65,70,403,43,36,10,3,116.2000,116.2000,116.2000,4151.5100,1,1,2026-08-24T00:00:00.000
3024,20260807,442,297,31,124,64,432,10,7,116.9000,116.9000,116.9000,4152.8800,1,1,2026-08-24T00:00:00.000
3025,20260728,120,15,41,262,422,83,3,7,117.6000,117.6000,117.6000,4154.2500,1,1,2026-08-24T00:00:00.000
3026,20260718,320,222,1,-1,-1,-1,8,6,118.3000,118.3000,118.3000,4155.6200,1,1,2026-08-24T00:00:00.000
3027,20260620,265,218,198,172,21,320,4,4,119.0000,119.0000,119.0000,4156.9900,1,1,2026-08-24T00:00:00.000
3028,20260715,232,110,195,252,97,253,7,7,119.7000,119.7000,119.7000,4158.3600,1,1,2026-08-24T00:00:00.000
3029,20260604,9,24,156,455,404,320,1,5,120.4000,120.4000,120.4000,4159.7300,1,1,2026-08-24T00:00:00.000
3030,20260604,377,174,6,158,140,381,3,3,121.1000,121.1000,121.1000,4161.1000,1,1,2026-08-24T00:00:00.000
3031,20260530,450,230,183,316,417,112,8,3,121.8000,121.8000,121.8000,4162.4700,1,1,2026-08-24T00:00:00.000
3032,20260621,407,271,119,282,68,78,8,7,122.5000,122.5000,122.5000,4163.8400,1,1,2026-08-24T00:00:00.000
3033,20260711,140,233,372,125,351,145,5,6,123.2000,123.2000,123.2000,4165.2100,1,1,2026-08-24T00:00:00.000
3034,20260803,229,60,281,112,217,215,6,4,123.9000,123.9000,123.9000,4166.5800,1,1,2026-08-24T00:00:00.000
3035,20260719,286,290,433,289,437,237,7,1,124.6000,124.6000,124.6000,4167.9500,1,1,2026-08-24T00:00:00.000
3036,20260823,125,143,313,394,55,254,4,1,125.3000,125.3000,125.3000,4169.3200,1,1,2026-08-24T00:00:00.000
3037,20260613,32,191,410,115,160,223,1,3,126.0000,126.0000,126.0000,4170.6900,1,1,2026-08-24T00:00:00.000
3038,20260713,338,273,384,491,42,195,4,3,126.7000,126.7000,126.7000,4172.0600,1,1,2026-08-24T00:00:00.000
3039,20260603,420,293,356,241,454,221,8,7,127.4000,127.4000,127.4000,4173.4300,1,1,2026-08-24T00:00:00.000
3040,20260716,430,126,19,431,481,287,8,4,128.1000,128.1000,128.1000,4174.8000,1,1,2026-08-24T00:00:00.000
3041,20260817,278,225,358,418,240,169,9,3,128.8000,128.8000,128.8000,4176.1700,1,1,2026-08-24T00:00:00.000
3042,20260731,9,158,104,90,203,183,2,2,129.5000,129.5000,129.5000,4177.5400,1,1,2026-08-24T00:00:00.000
3043,20260706,454,76,65,-1,-1,-1,10,7,130.2000,130.2000,130.2000,4178.9100,1,1,2026-08-24T00:00:00.000
3044,20260609,481,111,476,1,441,153,10,3,130.9000,130.9000,130.9000,4180.2800,1,1,2026-08-24T00:00:00.000
3045,20260620,368,75,419,197,327,401,5,1,131.6000,131.6000,131.6000,4181.6500,1,1,2026-08-24T00:00:00.000
3046,20260530,247,36,390,244,106,173,4,7,132.3000,132.3000,132.3000,4183.0200,1,1,2026-08-24T00:00:00.000
3047,20260714,93,237,202,298,16,14,10,6,133.0000,133.0000,133.0000,4184.3900,1,1,2026-08-24T00:00:00.000
3048,20260809,222,127,35,174,275,299,2,4,133.7000,133.7000,133.7000,4185.7600,1,1,2026-08-24T00:00:00.000
3049,20260605,340,206,7,330,312,452,8,2,134.4000,134.4000,134.4000,4187.1300,1,1,2026-08-24T00:00:00.000
3050,20260728,461,29,122,485,283,455,2,3,135.1000,135.1000,135.1000,4188.5000,1,1,2026-08-24T00:00:00.000
3051,20260608,493,94,81,219,385,127,8,4,135.8000,135.8000,135.8000,4189.8700,1,1,2026-08-24T00:00:00.000
3052,20260815,481,138,471,351,432,222,1,5,136.5000,136.5000,136.5000,4191.2400,1,1,2026-08-24T00:00:00.000
3053,20260811,426,79,72,30,253,479,6,5,137.2000,137.2000,137.2000,4192.6100,1,1,2026-08-24T00:00:00.000
3054,20260629,57,253,445,460,223,58,7,5,137.9000,137.9000,137.9000,4193.9800,1,1,2026-08-24T00:00:00.000
3055,20260823,172,300,126,40,160,138,6,6,138.6000,138.6000,138.6000,4195.3500,1,1,2026-08-24T00:00:00.000
3056,20260705,242,53,256,355,432,438,9,5,139.3000,139.3000,139.3000,4196.7200,1,1,2026-08-24T00:00:00.000
3057,20260626,106,173,411,301,88,370,5,4,140.0000,140.0000,140.0000,4198.0900,1,1,2026-08-24T00:00:00.000
3058,20260824,289,45,74,322,151,36,5,3,140.7000,140.7000,140.7000,4199.4600,1,1,2026-08-24T00:00:00.000
3059,20260618,247,294,270,214,118,71,6,2,141.4000,141.4000,141.4000,4200.8300,1,1,2026-08-24T00:00:00.000
3060,20260819,76,147,454,-1,-1,-1,10,7,142.1000,142.1000,142.1000,4202.2000,1,1,2026-08-24T00:00:00.000
3061,20260715,35,48,122,239,326,486,9,7,142.8000,142.8000,142.8000,4203.5700,1,1,2026-08-24T00:00:00.000
3062,20260812,107,115,49,226,209,480,6,7,143.5000,143.5000,143.5000,4204.9400,1,1,2026-08-24T00:00:00.000
3063,20260724,267,141,470,182,294,188,7,3,144.2000,144.2000,144.2000,4206.3100,1,1,2026-08-24T00:00:00.000
3064,20260803,63,318,320,446,453,433,3,7,144.9000,144.9000,144.9000,4207.6800,1,1,2026-08-24T00:00:00.000
3065,20260703,148,90,90,209,51,442,2,7,145.6000,145.6000,145.6000,4209.0500,1,1,2026-08-24T00:00:00.000
3066,20260801,191,106,157,216,133,142,7,3,146.3000,146.3000,146.3000,4210.4200,1,1,2026-08-24T00:00:00.000
3067,20260728,275,291,14,300,395,404,6,6,147.0000,147.0000,147.0000,4211.7900,1,1,2026-08-24T00:00:00.000
3068,20260629,444,323,389,439,116,323,7,7,147.7000,147.7000,147.7000,4213.1600,1,1,2026-08-24T00:00:00.000
3069,20260611,361,189,222,425,159,376,3,2,148.4000,148.4000,148.4000,4214.5300,1,1,2026-08-24T00:00:00.000
3070,20260805,450,252,193,257,266,426,7,5,149.1000,149.1000,149.1000,4215.9000,1,1,2026-08-24T00:00:00.000
3071,20260817,412,235,53,374,227,69,5,2,149.8000,149.8000,149.8000,4217.2700,1,1,2026-08-24T00:00:00.000
3072,20260719,73,86,428,368,296,13,10,3,150.5000,150.5000,150.5000,4218.6400,1,1,2026-08-24T00:00:00.000
3073,20260707,459,91,384,78,404,137,4,6,151.2000,151.2000,151.2000,4220.0100,1,1,2026-08-24T00:00:00.000
3074,20260611,292,350,175,132,217,252,9,1,151.9000,151.9000,151.9000,4221.3800,1,1,2026-08-24T00:00:00.000
3075,20260705,32,176,272,77,498,77,8,1,152.6000,152.6000,152.6000,4222.7500,1,1,2026-08-24T00:00:00.000
3076,20260717,463,240,92,192,29,220,2,4,153.3000,153.3000,153.3000,4224.1200,1,1,2026-08-24T00:00:00.000
3077,20260717,185,277,468,-1,-1,-1,5,5,154.0000,154.0000,154.0000,4225.4900,1,1,2026-08-24T00:00:00.000
3078,20260624,61,284,486,96,291,435,8,1,154.7000,154.7000,154.7000,4226.8600,1,1,2026-08-24T00:00:00.000
3079,20260625,183,271,4,390,128,484,5,5,155.4000,155.4000,155.4000,4228.2300,1,1,2026-08-24T00:00:00.000
3080,20260622,217,305,155,367,189,438,4,7,156.1000,156.1000,156.1000,4229.6000,1,1,2026-08-24T00:00:00.000
3081,20260816,207,62,328,340,392,206,3,4,156.8000,156.8000,156.8000,4230.9700,1,1,2026-08-24T00:00:00.000
3082,20260602,19,147,342,41,177,207,3,6,157.5000,157.5000,157.5000,4232.3400,1,1,2026-08-24T00:00:00.000
3083,20260805,387,162,12,477,14,379,10,3,158.2000,158.2000,158.2000,4233.7100,1,1,2026-08-24T00:00:00.000
3084,20260711,126,91,374,460,323,326,1,4,158.9000,158.9000,158.9000,4235.0800,1,1,2026-08-24T00:00:00.000
3085,20260721,129,29,17,344,183,26,2,1,159.6000,159.6000,159.6000,4236.4500,1,1,2026-08-24T00:00:00.000
3086,20260814,142,58,438,85,404,59,9,2,160.3000,160.3000,160.3000,4237.8200,1,1,2026-08-24T00:00:00.000
3087,20260703,33,180,456,182,360,24,1,2,161.0000,161.0000,161.0000,4239.1900,1,1,2026-08-24T00:00:00.000
3088,20260811,202,178,461,30,391,407,1,1,161.7000,161.7000,161.7000,4240.5600,1,1,2026-08-24T00:00:00.000
3089,20260601,169,166,251,137,426,267,10,3,162.4000,162.4000,162.4000,4241.9300,1,1,2026-08-24T00:00:00.000
3090,20260805,317,243,485,362,12,337,2,6,163.1000,163.1000,163.1000,4243.3000,1,1,2026-08-24T00:00:00.000
3091,20260719,278,217,180,162,34,417,9,5,163.8000,163.8000,163.8000,4244.6700,1,1,2026-08-24T00:00:00.000
3092,20260623,273,331,490,330,422,39,9,1,164.5000,164.5000,164.5000,4246.0400,1,1,2026-08-24T00:00:00.000
3093,20260719,241,223,184,247,214,329,1,5,165.2000,165.2000,165.2000,4247.4100,1,1,2026-08-24T00:00:00.000
3094,20260528,458,107,310,-1,-1,-1,7,2,165.9000,165.9000,165.9000,4248.7800,1,1,2026-08-24T00:00:00.000
3095,20260711,345,174,275,272,331,98,1,4,166.6000,166.6000,166.6000,4250.1500,1,1,2026-08-24T00:00:00.000
3096,20260624,265,193,121,474,252,345,9,4,167.3000,167.3000,167.3000,4251.5200,1,1,2026-08-24T00:00:00.000
3097,20260806,169,211,336,481,121,334,10,1,168.0000,168.0000,168.0000,4252.8900,1,1,2026-08-24T00:00:00.000
3098,20260606,152,270,146,498,449,54,1,6,168.7000,168.7000,168.7000,4254.2600,1,1,2026-08-24T00:00:00.000
3099,20260604,476,112,311,397,92,215,1,2,169.4000,169.4000,169.4000,4255.6300,1,1,2026-08-24T00:00:00.000
3100,20260807,465,175,46,446,382,148,10,3,170.1000,170.1000,170.1000,4257.0000,1,1,2026-08-24T00:00:00.000
3101,20260723,197,338,420,173,25,253,1,1,170.8000,170.8000,170.8000,4258.3700,1,1,2026-08-24T00:00:00.000
3102,20260803,199,60,209,62,216,121,8,5,171.5000,171.5000,171.5000,4259.7400,1,1,2026-08-24T00:00:00.000
3103,20260614,133,98,102,167,422,354,7,2,172.2000,172.2000,172.2000,4261.1100,1,1,2026-08-24T00:00:00.000
3104,20260805,254,252,500,6,158,283,2,3,172.9000,172.9000,172.9000,4262.4800,1,1,2026-08-24T00:00:00.000
3105,20260610,413,80,447,286,491,69,4,1,173.6000,173.6000,173.6000,4263.8500,1,1,2026-08-24T00:00:00.000
3106,20260629,242,243,320,344,212,361,8,4,174.3000,174.3000,174.3000,4265.2200,1,1,2026-08-24T00:00:00.000
3107,20260604,169,1,347,463,309,490,8,4,175.0000,175.0000,175.0000,4266.5900,1,1,2026-08-24T00:00:00.000
3108,20260709,142,119,266,423,312,90,8,4,175.7000,175.7000,175.7000,4267.9600,1,1,2026-08-24T00:00:00.000
3109,20260621,366,334,430,264,433,230,8,2,176.4000,176.4000,176.4000,4269.3300,1,1,2026-08-24T00:00:00.000
3110,20260822,339,7,386,383,336,39,10,1,177.1000,177.1000,177.1000,4270.7000,1,1,2026-08-24T00:00:00.000
3111,20260721,351,210,37,-1,-1,-1,1,2,177.8000,177.8000,177.8000,4272.0700,1,1,2026-08-24T00:00:00.000
3112,20260709,263,253,185,323,373,443,10,4,178.5000,178.5000,178.5000,4273.4400,1,1,2026-08-24T00:00:00.000
3113,20260725,495,280,450,482,29,36,10,4,179.2000,179.2000,179.2000,4274.8100,1,1,2026-08-24T00:00:00.000
3114,20260609,478,317,362,138,302,247,10,4,179.9000,179.9000,179.9000,4276.1800,1,1,2026-08-24T00:00:00.000
3115,20260803,260,73,462,163,269,176,3,5,180.6000,180.6000,180.6000,4277.5500,1,1,2026-08-24T00:00:00.000
3116,20260626,289,261,356,459,171,214,10,2,181.3000,181.3000,181.3000,4278.9200,1,1,2026-08-24T00:00:00.000
3117,20260717,483,209,63,117,91,338,7,3,182.0000,182.0000,182.0000,4280.2900,1,1,2026-08-24T00:00:00.000
3118,20260704,174,70,169,454,370,209,6,4,182.7000,182.7000,182.7000,4281.6600,1,1,2026-08-24T00:00:00.000
3119,20260819,352,16,487,437,174,383,3,2,183.4000,183.4000,183.4000,4283.0300,1,1,2026-08-24T00:00:00.000
3120,20260530,7,246,479,441,128,291,4,4,184.1000,184.1000,184.1000,4284.4000,1,1,2026-08-24T00:00:00.000
3121,20260721,157,324,198,292,375,285,5,2,184.8000,184.8000,184.8000,4285.7700,1,1,2026-08-24T00:00:00.000
3122,20260812,141,209,333,227,298,349,8,2,185.5000,185.5000,185.5000,4287.1400,1,1,2026-08-24T00:00:00.000
3123,20260606,272,181,473,183,151,149,8,2,186.2000,186.2000,186.2000,4288.5100,1,1,2026-08-24T00:00:00.000
3124,20260728,63,121,493,177,58,360,7,7,186.9000,186.9000,186.9000,4289.8800,1,1,2026-08-24T00:00:00.000
3125,20260705,125,83,75,203,147,359,2,6,187.6000,187.6000,187.6000,4291.2500,1,1,2026-08-24T00:00:00.000
3126,20260614,283,16,339,440,263,187,3,1,188.3000,188.3000,188.3000,4292.6200,1,1,2026-08-24T00:00:00.000
3127,20260711,237,328,159,149,212,291,7,3,189.0000,189.0000,189.0000,4293.9900,1,1,2026-08-24T00:00:00.000
3128,20260709,465,235,95,-1,-1,-1,2,5,189.7000,189.7000,189.7000,4295.3600,1,1,2026-08-24T00:00:00.000
3129,20260607,167,346,334,393,199,385,2,6,190.4000,190.4000,190.4000,4296.7300,1,1,2026-08-24T00:00:00.000
3130,20260709,61,289,214,336,247,458,10,5,191.1000,191.1000,191.1000,4298.1000,1,1,2026-08-24T00:00:00.000
3131,20260703,61,150,148,152,187,448,2,6,191.8000,191.8000,191.8000,4299.4700,1,1,2026-08-24T00:00:00.000
3132,20260803,63,307,486,287,328,424,1,6,192.5000,192.5000,192.5000,4300.8400,1,1,2026-08-24T00:00:00.000
3133,20260823,328,152,139,331,26,363,5,5,193.2000,193.2000,193.2000,4302.2100,1,1,2026-08-24T00:00:00.000
3134,20260805,177,54,374,115,455,267,8,2,193.9000,193.9000,193.9000,4303.5800,1,1,2026-08-24T00:00:00.000
3135,20260609,308,22,96,322,348,77,3,4,194.6000,194.6000,194.6000,4304.9500,1,1,2026-08-24T00:00:00.000
3136,20260603,471,215,61,395,250,335,4,6,195.3000,195.3000,195.3000,4306.3200,1,1,2026-08-24T00:00:00.000
3137,20260621,149,241,405,336,470,41,2,7,196.0000,196.0000,196.0000,4307.6900,1,1,2026-08-24T00:00:00.000
3138,20260819,433,22,41,203,43,363,5,4,196.7000,196.7000,196.7000,4309.0600,1,1,2026-08-24T00:00:00.000
3139,20260708,491,306,32,64,31,47,1,1,197.4000,197.4000,197.4000,4310.4300,1,1,2026-08-24T00:00:00.000
3140,20260731,27,183,77,203,38,263,1,3,198.1000,198.1000,198.1000,4311.8000,1,1,2026-08-24T00:00:00.000
3141,20260804,55,290,3,48,222,117,7,6,198.8000,198.8000,198.8000,4313.1700,1,1,2026-08-24T00:00:00.000
3142,20260607,203,25,121,380,451,426,6,1,199.5000,199.5000,199.5000,4314.5400,1,1,2026-08-24T00:00:00.000
3143,20260619,381,260,369,213,17,348,3,3,200.2000,200.2000,200.2000,4315.9100,1,1,2026-08-24T00:00:00.000
3144,20260824,170,276,226,124,244,186,2,2,200.9000,200.9000,200.9000,4317.2800,1,1,2026-08-24T00:00:00.000
3145,20260812,242,135,176,-1,-1,-1,6,2,201.6000,201.6000,201.6000,4318.6500,1,1,2026-08-24T00:00:00.000
3146,20260530,361,268,411,374,388,20,2,3,202.3000,202.3000,202.3000,4320.0200,1,1,2026-08-24T00:00:00.000
3147,20260606,43,314,400,151,334,47,9,7,203.0000,203.0000,203.0000,4321.3900,1,1,2026-08-24T00:00:00.000
3148,20260527,305,248,131,172,335,316,6,4,203.7000,203.7000,203.7000,4322.7600,1,1,2026-08-24T00:00:00.000
3149,20260607,9,253,77,176,370,83,5,6,204.4000,204.4000,204.4000,4324.1300,1,1,2026-08-24T00:00:00.000
3150,20260611,145,189,148,431,332,439,7,5,205.1000,205.1000,205.1000,4325.5000,1,1,2026-08-24T00:00:00.000
3151,20260730,39,183,260,267,115,494,1,4,205.8000,205.8000,205.8000,4326.8700,1,1,2026-08-24T00:00:00.000
3152,20260712,45,196,204,98,106,62,6,1,206.5000,206.5000,206.5000,4328.2400,1,1,2026-08-24T00:00:00.000
3153,20260628,318,52,394,80,480,148,1,1,207.2000,207.2000,207.2000,4329.6100,1,1,2026-08-24T00:00:00.000
3154,20260601,299,216,468,226,177,245,2,3,207.9000,207.9000,207.9000,4330.9800,1,1,2026-08-24T00:00:00.000
3155,20260618,50,245,142,297,411,447,2,6,208.6000,208.6000,208.6000,4332.3500,1,1,2026-08-24T00:00:00.000
3156,20260623,389,192,62,216,52,29,6,7,209.3000,209.3000,209.3000,4333.7200,1,1,2026-08-24T00:00:00.000
3157,20260703,265,180,56,21,202,179,8,4,210.0000,210.0000,210.0000,4335.0900,1,1,2026-08-24T00:00:00.000
3158,20260625,484,174,335,481,197,266,7,7,210.7000,210.7000,210.7000,4336.4600,1,1,2026-08-24T00:00:00.000
3159,20260616,24,31,395,112,442,110,3,4,211.4000,211.4000,211.4000,4337.8300,1,1,2026-08-24T00:00:00.000
3160,20260602,254,305,426,276,106,99,7,6,212.1000,212.1000,212.1000,4339.2000,1,1,2026-08-24T00:00:00.000
3161,20260810,192,267,118,440,241,479,3,2,212.8000,212.8000,212.8000,4340.5700,1,1,2026-08-24T00:00:00.000
3162,20260628,5,295,417,-1,-1,-1,3,7,213.5000,213.5000,213.5000,4341.9400,1,1,2026-08-24T00:00:00.000
3163,20260722,246,256,35,327,49,203,5,2,214.2000,214.2000,214.2000,4343.3100,1,1,2026-08-24T00:00:00.000
3164,20260625,402,12,394,41,292,413,5,3,214.9000,214.9000,214.9000,4344.6800,1,1,2026-08-24T00:00:00.000
3165,20260615,302,332,424,89,488,341,3,1,215.6000,215.6000,215.6000,4346.0500,1,1,2026-08-24T00:00:00.000
3166,20260704,445,190,385,167,290,72,10,1,216.3000,216.3000,216.3000,4347.4200,1,1,2026-08-24T00:00:00.000
3167,20260628,40,30,87,25,202,318,1,6,217.0000,217.0000,217.0000,4348.7900,1,1,2026-08-24T00:00:00.000
3168,20260719,140,71,59,150,93,122,6,4,217.7000,217.7000,217.7000,4350.1600,1,1,2026-08-24T00:00:00.000
3169,20260724,404,302,316,89,169,149,7,2,218.4000,218.4000,218.4000,4351.5300,1,1,2026-08-24T00:00:00.000
3170,20260801,433,297,36,144,312,140,8,1,219.1000,219.1000,219.1000,4352.9000,1,1,2026-08-24T00:00:00.000
3171,20260808,445,76,20,435,128,52,5,3,219.8000,219.8000,219.8000,4354.2700,1,1,2026-08-24T00:00:00.000
3172,20260824,322,44,208,445,343,484,10,7,220.5000,220.5000,220.5000,4355.6400,1,1,2026-08-24T00:00:00.000
3173,20260725,358,83,349,433,476,98,10,6,221.2000,221.2000,221.2000,4357.0100,1,1,2026-08-24T00:00:00.000
3174,20260703,37,9,447,366,55,176,4,1,221.9000,221.9000,221.9000,4358.3800,1,1,2026-08-24T00:00:00.000
3175,20260610,99,176,312,139,82,119,10,6,222.6000,222.6000,222.6000,4359.7500,1,1,2026-08-24T00:00:00.000
3176,20260625,350,49,426,410,106,150,6,3,223.3000,223.3000,223.3000,4361.1200,1,1,2026-08-24T00:00:00.000
3177,20260715,269,104,33,33,329,168,7,4,224.0000,224.0000,224.0000,4362.4900,1,1,2026-08-24T00:00:00.000
3178,20260724,422,244,497,240,129,74,10,1,224.7000,224.7000,224.7000,4363.8600,1,1,2026-08-24T00:00:00.000
3179,20260717,218,119,394,-1,-1,-1,6,2,225.4000,225.4000,225.4000,4365.2300,1,1,2026-08-24T00:00:00.000
3180,20260529,245,284,272,53,289,221,6,2,226.1000,226.1000,226.1000,4366.6000,1,1,2026-08-24T00:00:00.000
3181,20260619,471,20,73,369,370,406,8,7,226.8000,226.8000,226.8000,4367.9700,1,1,2026-08-24T00:00:00.000
3182,20260814,351,272,268,124,69,225,10,2,227.5000,227.5000,227.5000,4369.3400,1,1,2026-08-24T00:00:00.000
3183,20260618,412,202,333,45,129,381,9,1,228.2000,228.2000,228.2000,4370.7100,1,1,2026-08-24T00:00:00.000
3184,20260818,435,207,122,86,105,119,8,7,228.9000,228.9000,228.9000,4372.0800,1,1,2026-08-24T00:00:00.000
3185,20260607,370,35,465,389,65,420,6,1,229.6000,229.6000,229.6000,4373.4500,1,1,2026-08-24T00:00:00.000
3186,20260820,315,256,131,10,240,437,3,7,230.3000,230.3000,230.3000,4374.8200,1,1,2026-08-24T00:00:00.000
3187,20260808,235,101,321,279,433,150,8,1,231.0000,231.0000,231.0000,4376.1900,1,1,2026-08-24T00:00:00.000
3188,20260617,457,306,240,157,430,373,8,4,231.7000,231.7000,231.7000,4377.5600,1,1,2026-08-24T00:00:00.000
3189,20260607,367,221,482,233,45,216,5,7,232.4000,232.4000,232.4000,4378.9300,1,1,2026-08-24T00:00:00.000
3190,20260613,2,48,123,144,299,225,8,7,233.1000,233.1000,233.1000,4380.3000,1,1,2026-08-24T00:00:00.000
3191,20260614,36,285,377,354,99,424,1,7,233.8000,233.8000,233.8000,4381.6700,1,1,2026-08-24T00:00:00.000
3192,20260705,151,343,474,158,382,135,5,4,234.5000,234.5000,234.5000,4383.0400,1,1,2026-08-24T00:00:00.000
3193,20260728,446,334,360,475,368,163,10,6,235.2000,235.2000,235.2000,4384.4100,1,1,2026-08-24T00:00:00.000
3194,20260724,94,124,111,6,479,387,2,6,235.9000,235.9000,235.9000,4385.7800,1,1,2026-08-24T00:00:00.000
3195,20260704,88,54,456,265,342,311,1,3,236.6000,236.6000,236.6000,4387.1500,1,1,2026-08-24T00:00:00.000
3196,20260624,260,282,65,-1,-1,-1,5,3,237.3000,237.3000,237.3000,4388.5200,1,1,2026-08-24T00:00:00.000
3197,20260625,336,267,88,108,128,430,4,3,238.0000,238.0000,238.0000,4389.8900,1,1,2026-08-24T00:00:00.000
3198,20260721,72,16,192,377,497,396,2,3,238.7000,238.7000,238.7000,4391.2600,1,1,2026-08-24T00:00:00.000
3199,20260812,224,37,76,309,89,87,7,1,239.4000,239.4000,239.4000,4392.6300,1,1,2026-08-24T00:00:00.000
3200,20260809,113,350,66,21,276,235,4,4,240.1000,240.1000,240.1000,4394.0000,1,1,2026-08-24T00:00:00.000
3201,20260621,53,331,217,381,448,36,2,3,240.8000,240.8000,240.8000,4395.3700,1,1,2026-08-24T00:00:00.000
3202,20260604,306,307,413,167,236,481,3,7,241.5000,241.5000,241.5000,4396.7400,1,1,2026-08-24T00:00:00.000
3203,20260729,460,340,159,176,304,288,8,3,242.2000,242.2000,242.2000,4398.1100,1,1,2026-08-24T00:00:00.000
3204,20260711,338,146,280,408,333,330,5,3,242.9000,242.9000,242.9000,4399.4800,1,1,2026-08-24T00:00:00.000
3205,20260703,163,23,68,290,397,103,10,2,243.6000,243.6000,243.6000,4400.8500,1,1,2026-08-24T00:00:00.000
3206,20260807,281,132,342,169,278,482,2,7,244.3000,244.3000,244.3000,4402.2200,1,1,2026-08-24T00:00:00.000
3207,20260527,342,215,470,135,124,156,4,5,245.0000,245.0000,245.0000,4403.5900,1,1,2026-08-24T00:00:00.000
3208,20260626,74,56,483,291,122,473,7,5,245.7000,245.7000,245.7000,4404.9600,1,1,2026-08-24T00:00:00.000
3209,20260614,47,265,242,467,240,119,9,5,246.4000,246.4000,246.4000,4406.3300,1,1,2026-08-24T00:00:00.000
3210,20260807,219,55,148,362,238,47,8,5,247.1000,247.1000,247.1000,4407.7000,1,1,2026-08-24T00:00:00.000
3211,20260627,293,258,360,434,352,400,9,3,247.8000,247.8000,247.8000,4409.0700,1,1,2026-08-24T00:00:00.000
3212,20260609,6,330,488,129,102,28,1,4,248.5000,248.5000,248.5000,4410.4400,1,1,2026-08-24T00:00:00.000
3213,20260703,473,258,74,-1,-1,-1,2,3,249.2000,249.2000,249.2000,4411.8100,1,1,2026-08-24T00:00:00.000
