InventoryMovementKey,PostingDateKey,DocumentDateKey,ExpirationDateKey,PostingTimeOfDayKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryContainerKey,PostedByEmployeeKey,InventoryMovementTypeKey,InventoryStockStatusKey,UnitOfMeasureKey,AdjustmentReasonKey,InventoryDocumentNumber,InventoryDocumentLineNumber,MovementQuantity,MovementValueAmount,WeightKg,SourceSystemKey,BatchId,LoadedAtUtc
1813,20260821,20260801,20260819,65040,73,339,398,305,38,473,112,6,6,2,1,IM001813,1813,269.2000,2493.8100,814.0000,1,1,2026-08-24T00:00:00.000
1814,20260713,20260611,20260809,50880,93,132,338,292,356,170,317,5,6,2,4,IM001814,1814,269.9000,2495.1800,815.0000,1,1,2026-08-24T00:00:00.000
1815,20260629,20260823,20260812,71640,499,296,56,224,418,168,471,1,3,3,3,IM001815,1815,270.6000,2496.5500,816.0000,1,1,2026-08-24T00:00:00.000
1816,20260603,20260601,20260618,80040,200,12,398,208,234,482,230,12,7,2,3,IM001816,1816,271.3000,2497.9200,817.0000,1,1,2026-08-24T00:00:00.000
1817,20260625,20260806,20260730,27540,94,259,25,261,391,334,396,5,9,5,3,IM001817,1817,272.0000,2499.2900,818.0000,1,1,2026-08-24T00:00:00.000
1818,20260604,20260729,20260618,28560,127,196,172,264,311,436,81,6,8,1,2,IM001818,1818,272.7000,2500.6600,819.0000,1,1,2026-08-24T00:00:00.000
1819,20260803,20260722,20260724,15480,172,280,31,-1,-1,-1,-1,3,6,7,-1,IM001819,1819,273.4000,2502.0300,820.0000,1,1,2026-08-24T00:00:00.000
1820,20260716,20260624,20260629,34740,367,100,456,212,369,395,218,1,3,1,4,IM001820,1820,274.1000,2503.4000,821.0000,1,1,2026-08-24T00:00:00.000
1821,20260809,20260717,20260529,60480,418,339,300,61,49,22,95,13,2,3,2,IM001821,1821,274.8000,2504.7700,822.0000,1,1,2026-08-24T00:00:00.000
1822,20260717,20260707,20260726,32820,419,148,136,314,190,38,95,5,6,7,1,IM001822,1822,275.5000,2506.1400,823.0000,1,1,2026-08-24T00:00:00.000
1823,20260818,20260604,20260802,68340,390,115,463,494,254,50,283,15,10,7,2,IM001823,1823,276.2000,2507.5100,824.0000,1,1,2026-08-24T00:00:00.000
1824,20260725,20260531,20260713,2400,172,28,288,214,123,89,440,5,5,6,1,IM001824,1824,276.9000,2508.8800,825.0000,1,1,2026-08-24T00:00:00.000
1825,20260619,20260711,20260706,61860,400,30,160,121,342,203,467,7,4,7,4,IM001825,1825,277.6000,2510.2500,826.0000,1,1,2026-08-24T00:00:00.000
1826,20260714,20260628,20260721,26760,321,145,53,498,373,133,351,2,9,5,1,IM001826,1826,278.3000,2511.6200,827.0000,1,1,2026-08-24T00:00:00.000
1827,20260706,20260722,20260604,41820,169,165,79,135,458,133,150,2,1,3,4,IM001827,1827,279.0000,2512.9900,828.0000,1,1,2026-08-24T00:00:00.000
1828,20260824,20260528,20260715,31800,28,52,329,382,446,381,268,15,8,5,1,IM001828,1828,279.7000,2514.3600,829.0000,1,1,2026-08-24T00:00:00.000
1829,20260603,20260809,20260617,54960,311,187,189,260,336,125,118,4,10,5,3,IM001829,1829,280.4000,2515.7300,830.0000,1,1,2026-08-24T00:00:00.000
1830,20260811,20260713,20260605,13320,247,338,369,294,57,495,353,16,7,7,4,IM001830,1830,281.1000,2517.1000,831.0000,1,1,2026-08-24T00:00:00.000
1831,20260610,20260529,20260610,45660,228,155,90,195,206,335,81,8,6,6,1,IM001831,1831,281.8000,2518.4700,832.0000,1,1,2026-08-24T00:00:00.000
1832,20260705,20260701,20260819,5940,433,47,378,334,118,109,247,13,2,5,4,IM001832,1832,282.5000,2519.8400,833.0000,1,1,2026-08-24T00:00:00.000
1833,20260608,20260610,20260708,61140,168,151,446,497,242,249,23,1,1,7,3,IM001833,1833,283.2000,2521.2100,834.0000,1,1,2026-08-24T00:00:00.000
1834,20260622,20260718,20260822,38820,487,15,499,267,459,339,86,10,5,1,1,IM001834,1834,283.9000,2522.5800,835.0000,1,1,2026-08-24T00:00:00.000
1835,20260715,20260719,20260607,9600,287,96,30,418,138,53,451,11,6,7,1,IM001835,1835,284.6000,2523.9500,836.0000,1,1,2026-08-24T00:00:00.000
1836,20260618,20260808,20260731,30900,178,256,33,-1,-1,-1,-1,3,1,5,-1,IM001836,1836,285.3000,2525.3200,837.0000,1,1,2026-08-24T00:00:00.000
1837,20260719,20260808,20260607,61260,196,110,438,356,133,474,147,9,10,5,2,IM001837,1837,286.0000,2526.6900,838.0000,1,1,2026-08-24T00:00:00.000
1838,20260725,20260628,20260816,84720,5,101,104,140,286,411,324,16,7,7,2,IM001838,1838,286.7000,2528.0600,839.0000,1,1,2026-08-24T00:00:00.000
1839,20260811,20260815,20260710,33540,495,20,118,325,247,334,359,6,1,6,3,IM001839,1839,287.4000,2529.4300,840.0000,1,1,2026-08-24T00:00:00.000
1840,20260820,20260822,20260811,70920,258,25,177,227,102,211,123,9,9,6,3,IM001840,1840,288.1000,2530.8000,841.0000,1,1,2026-08-24T00:00:00.000
1841,20260625,20260620,20260628,10140,471,204,292,265,371,450,211,5,10,4,3,IM001841,1841,288.8000,2532.1700,842.0000,1,1,2026-08-24T00:00:00.000
1842,20260610,20260706,20260812,25500,77,229,54,201,224,489,477,3,6,2,4,IM001842,1842,289.5000,2533.5400,843.0000,1,1,2026-08-24T00:00:00.000
1843,20260714,20260531,20260713,26940,452,306,44,182,389,65,372,6,2,6,2,IM001843,1843,290.2000,2534.9100,844.0000,1,1,2026-08-24T00:00:00.000
1844,20260816,20260704,20260706,61980,458,200,483,162,257,434,13,9,5,6,2,IM001844,1844,290.9000,2536.2800,845.0000,1,1,2026-08-24T00:00:00.000
1845,20260714,20260703,20260621,50280,284,226,73,117,69,100,224,11,3,4,2,IM001845,1845,291.6000,2537.6500,846.0000,1,1,2026-08-24T00:00:00.000
1846,20260607,20260604,20260715,2220,318,112,133,233,178,167,352,9,5,1,2,IM001846,1846,292.3000,2539.0200,847.0000,1,1,2026-08-24T00:00:00.000
1847,20260704,20260821,20260731,49200,272,282,168,48,248,134,84,15,4,5,3,IM001847,1847,293.0000,2540.3900,848.0000,1,1,2026-08-24T00:00:00.000
1848,20260726,20260613,20260615,58500,24,323,271,64,386,241,324,14,10,5,3,IM001848,1848,293.7000,2541.7600,849.0000,1,1,2026-08-24T00:00:00.000
1849,20260610,20260611,20260805,12960,466,319,265,359,343,132,180,9,9,1,2,IM001849,1849,294.4000,2543.1300,850.0000,1,1,2026-08-24T00:00:00.000
1850,20260818,20260606,20260818,2760,389,309,40,146,333,293,314,4,5,6,4,IM001850,1850,295.1000,2544.5000,851.0000,1,1,2026-08-24T00:00:00.000
1851,20260718,20260610,20260803,21720,260,345,79,295,127,470,350,9,1,4,1,IM001851,1851,295.8000,2545.8700,852.0000,1,1,2026-08-24T00:00:00.000
1852,20260629,20260719,20260621,27360,289,219,364,75,389,235,42,16,6,7,3,IM001852,1852,296.5000,2547.2400,853.0000,1,1,2026-08-24T00:00:00.000
1853,20260715,20260620,20260804,17640,491,310,439,-1,-1,-1,-1,1,9,6,-1,IM001853,1853,297.2000,2548.6100,854.0000,1,1,2026-08-24T00:00:00.000
1854,20260621,20260718,20260809,66840,317,261,493,387,293,264,25,8,9,1,1,IM001854,1854,297.9000,2549.9800,855.0000,1,1,2026-08-24T00:00:00.000
1855,20260608,20260722,20260824,63960,296,299,52,2,12,465,212,15,1,7,2,IM001855,1855,298.6000,2551.3500,856.0000,1,1,2026-08-24T00:00:00.000
1856,20260820,20260819,20260605,67680,406,210,463,63,402,335,311,10,6,6,4,IM001856,1856,299.3000,2552.7200,857.0000,1,1,2026-08-24T00:00:00.000
1857,20260627,20260722,20260527,45180,397,42,283,361,178,57,85,11,1,2,2,IM001857,1857,300.0000,2554.0900,858.0000,1,1,2026-08-24T00:00:00.000
1858,20260617,20260601,20260609,15300,16,214,54,414,226,339,385,7,10,3,1,IM001858,1858,300.7000,2555.4600,859.0000,1,1,2026-08-24T00:00:00.000
1859,20260622,20260814,20260601,3300,3,326,262,134,54,403,410,14,10,7,3,IM001859,1859,301.4000,2556.8300,860.0000,1,1,2026-08-24T00:00:00.000
1860,20260622,20260618,20260629,55200,266,169,74,98,200,410,425,9,2,3,4,IM001860,1860,302.1000,2558.2000,861.0000,1,1,2026-08-24T00:00:00.000
1861,20260614,20260602,20260713,69060,124,175,97,385,376,200,240,2,5,3,1,IM001861,1861,302.8000,2559.5700,862.0000,1,1,2026-08-24T00:00:00.000
1862,20260812,20260720,20260701,79440,28,69,463,53,7,159,377,6,10,1,1,IM001862,1862,303.5000,2560.9400,863.0000,1,1,2026-08-24T00:00:00.000
1863,20260823,20260609,20260606,55380,120,348,10,191,28,388,153,8,6,4,3,IM001863,1863,304.2000,2562.3100,864.0000,1,1,2026-08-24T00:00:00.000
1864,20260724,20260720,20260723,10020,417,23,489,35,287,207,349,10,5,5,1,IM001864,1864,304.9000,2563.6800,865.0000,1,1,2026-08-24T00:00:00.000
1865,20260529,20260706,20260601,41700,50,212,318,271,411,247,219,7,6,2,2,IM001865,1865,305.6000,2565.0500,866.0000,1,1,2026-08-24T00:00:00.000
1866,20260604,20260723,20260728,56520,361,241,448,175,424,420,364,9,6,4,3,IM001866,1866,306.3000,2566.4200,867.0000,1,1,2026-08-24T00:00:00.000
1867,20260627,20260708,20260624,9060,337,333,152,253,103,31,239,13,3,2,3,IM001867,1867,307.0000,2567.7900,868.0000,1,1,2026-08-24T00:00:00.000
1868,20260602,20260802,20260701,84900,284,253,433,227,298,483,296,3,1,7,3,IM001868,1868,307.7000,2569.1600,869.0000,1,1,2026-08-24T00:00:00.000
1869,20260820,20260721,20260528,70680,198,75,468,187,239,69,236,7,10,7,1,IM001869,1869,308.4000,2570.5300,870.0000,1,1,2026-08-24T00:00:00.000
1870,20260612,20260530,20260731,49680,488,260,168,-1,-1,-1,-1,9,4,2,-1,IM001870,1870,309.1000,2571.9000,871.0000,1,1,2026-08-24T00:00:00.000
1871,20260714,20260805,20260725,25920,377,7,218,442,148,95,264,1,1,1,4,IM001871,1871,309.8000,2573.2700,872.0000,1,1,2026-08-24T00:00:00.000
1872,20260529,20260703,20260601,1560,140,148,78,354,199,261,144,16,4,4,2,IM001872,1872,310.5000,2574.6400,873.0000,1,1,2026-08-24T00:00:00.000
1873,20260823,20260527,20260608,48660,27,331,481,407,211,325,275,5,4,3,3,IM001873,1873,311.2000,2576.0100,874.0000,1,1,2026-08-24T00:00:00.000
1874,20260619,20260616,20260607,86100,371,147,326,395,373,228,497,3,4,2,4,IM001874,1874,311.9000,2577.3800,875.0000,1,1,2026-08-24T00:00:00.000
1875,20260709,20260707,20260724,22680,396,182,407,164,498,352,320,12,1,1,3,IM001875,1875,312.6000,2578.7500,876.0000,1,1,2026-08-24T00:00:00.000
1876,20260626,20260722,20260708,38580,113,121,385,240,123,290,167,4,3,7,4,IM001876,1876,313.3000,2580.1200,877.0000,1,1,2026-08-24T00:00:00.000
1877,20260630,20260803,20260603,75900,108,60,500,143,453,29,491,9,2,5,1,IM001877,1877,314.0000,2581.4900,878.0000,1,1,2026-08-24T00:00:00.000
1878,20260803,20260601,20260816,42840,388,343,41,449,61,404,320,5,9,2,3,IM001878,1878,314.7000,2582.8600,879.0000,1,1,2026-08-24T00:00:00.000
1879,20260817,20260804,20260627,37500,385,211,298,484,461,428,49,6,9,3,4,IM001879,1879,315.4000,2584.2300,880.0000,1,1,2026-08-24T00:00:00.000
1880,20260620,20260803,20260605,5640,323,214,134,262,441,224,359,14,7,3,1,IM001880,1880,316.1000,2585.6000,881.0000,1,1,2026-08-24T00:00:00.000
1881,20260608,20260703,20260708,68880,297,241,437,449,320,125,199,6,5,7,4,IM001881,1881,316.8000,2586.9700,882.0000,1,1,2026-08-24T00:00:00.000
1882,20260820,20260630,20260812,34200,47,91,125,418,395,146,43,4,3,5,1,IM001882,1882,317.5000,2588.3400,883.0000,1,1,2026-08-24T00:00:00.000
1883,20260628,20260706,20260608,67620,448,320,283,258,431,344,212,12,2,6,2,IM001883,1883,318.2000,2589.7100,884.0000,1,1,2026-08-24T00:00:00.000
1884,20260614,20260805,20260712,41760,410,264,68,246,163,133,263,15,7,3,1,IM001884,1884,318.9000,2591.0800,885.0000,1,1,2026-08-24T00:00:00.000
1885,20260818,20260714,20260528,3780,480,185,401,88,130,406,458,3,9,3,3,IM001885,1885,319.6000,2592.4500,886.0000,1,1,2026-08-24T00:00:00.000
1886,20260616,20260724,20260610,53160,462,62,63,123,99,2,475,9,9,1,4,IM001886,1886,320.3000,2593.8200,887.0000,1,1,2026-08-24T00:00:00.000
1887,20260623,20260624,20260725,44700,299,5,142,-1,-1,-1,-1,7,4,2,-1,IM001887,1887,321.0000,2595.1900,888.0000,1,1,2026-08-24T00:00:00.000
1888,20260730,20260814,20260609,31620,393,50,309,308,397,321,395,10,6,4,4,IM001888,1888,321.7000,2596.5600,889.0000,1,1,2026-08-24T00:00:00.000
1889,20260803,20260811,20260729,77460,371,193,337,410,463,366,268,15,7,5,4,IM001889,1889,322.4000,2597.9300,890.0000,1,1,2026-08-24T00:00:00.000
1890,20260605,20260617,20260603,21900,317,281,373,308,243,84,301,1,3,1,2,IM001890,1890,323.1000,2599.3000,891.0000,1,1,2026-08-24T00:00:00.000
1891,20260723,20260815,20260824,52620,440,187,164,152,309,344,258,4,9,5,3,IM001891,1891,323.8000,2600.6700,892.0000,1,1,2026-08-24T00:00:00.000
1892,20260708,20260607,20260814,47820,261,2,433,263,482,344,258,8,6,5,1,IM001892,1892,324.5000,2602.0400,893.0000,1,1,2026-08-24T00:00:00.000
1893,20260605,20260707,20260620,71820,97,304,240,227,491,467,169,9,1,3,4,IM001893,1893,325.2000,2603.4100,894.0000,1,1,2026-08-24T00:00:00.000
1894,20260805,20260712,20260716,28800,314,25,437,498,261,353,276,8,4,3,1,IM001894,1894,325.9000,2604.7800,895.0000,1,1,2026-08-24T00:00:00.000
1895,20260610,20260708,20260702,26820,339,350,66,297,373,256,13,13,6,3,3,IM001895,1895,326.6000,2606.1500,896.0000,1,1,2026-08-24T00:00:00.000
1896,20260618,20260531,20260702,80280,439,270,243,26,369,126,98,16,3,6,3,IM001896,1896,327.3000,2607.5200,897.0000,1,1,2026-08-24T00:00:00.000
1897,20260621,20260819,20260813,53220,120,30,406,452,269,81,57,6,5,2,2,IM001897,1897,328.0000,2608.8900,898.0000,1,1,2026-08-24T00:00:00.000
1898,20260608,20260727,20260614,19620,381,335,446,222,461,215,445,4,2,6,4,IM001898,1898,328.7000,2610.2600,899.0000,1,1,2026-08-24T00:00:00.000
1899,20260721,20260705,20260724,66660,321,247,220,440,490,441,53,9,7,7,3,IM001899,1899,329.4000,2611.6300,900.0000,1,1,2026-08-24T00:00:00.000
1900,20260621,20260721,20260613,75900,488,324,75,14,77,38,181,12,8,1,1,IM001900,1900,330.1000,2613.0000,901.0000,1,1,2026-08-24T00:00:00.000
1901,20260527,20260603,20260529,62220,453,9,419,276,13,289,43,5,9,2,2,IM001901,1901,330.8000,2614.3700,902.0000,1,1,2026-08-24T00:00:00.000
1902,20260625,20260709,20260807,3900,273,285,337,408,230,252,143,4,8,3,1,IM001902,1902,331.5000,2615.7400,903.0000,1,1,2026-08-24T00:00:00.000
1903,20260711,20260611,20260717,63720,359,19,333,5,313,82,151,16,7,1,3,IM001903,1903,332.2000,2617.1100,904.0000,1,1,2026-08-24T00:00:00.000
1904,20260529,20260727,20260730,46020,151,224,293,-1,-1,-1,-1,2,8,7,-1,IM001904,1904,332.9000,2618.4800,905.0000,1,1,2026-08-24T00:00:00.000
1905,20260806,20260610,20260711,79680,111,318,476,245,364,19,270,9,1,4,1,IM001905,1905,333.6000,2619.8500,906.0000,1,1,2026-08-24T00:00:00.000
1906,20260625,20260622,20260601,45900,283,63,105,291,165,126,47,8,10,2,1,IM001906,1906,334.3000,2621.2200,907.0000,1,1,2026-08-24T00:00:00.000
1907,20260815,20260821,20260713,59580,266,210,439,22,116,255,439,9,6,4,4,IM001907,1907,335.0000,2622.5900,908.0000,1,1,2026-08-24T00:00:00.000
1908,20260727,20260601,20260814,58020,295,228,440,445,480,291,242,7,5,1,1,IM001908,1908,335.7000,2623.9600,909.0000,1,1,2026-08-24T00:00:00.000
1909,20260610,20260707,20260722,11820,291,346,53,128,78,224,300,12,4,4,4,IM001909,1909,336.4000,2625.3300,910.0000,1,1,2026-08-24T00:00:00.000
1910,20260605,20260708,20260530,85320,363,312,236,234,119,442,212,3,4,1,1,IM001910,1910,337.1000,2626.7000,911.0000,1,1,2026-08-24T00:00:00.000
1911,20260611,20260821,20260820,68940,413,209,261,495,229,231,280,2,7,1,4,IM001911,1911,337.8000,2628.0700,912.0000,1,1,2026-08-24T00:00:00.000
1912,20260701,20260630,20260607,36300,279,50,445,381,70,150,338,13,5,1,1,IM001912,1912,338.5000,2629.4400,913.0000,1,1,2026-08-24T00:00:00.000
1913,20260704,20260716,20260822,15900,324,57,146,476,495,47,448,16,2,6,4,IM001913,1913,339.2000,2630.8100,914.0000,1,1,2026-08-24T00:00:00.000
1914,20260820,20260809,20260717,35040,315,50,451,294,140,270,436,15,10,3,1,IM001914,1914,339.9000,2632.1800,915.0000,1,1,2026-08-24T00:00:00.000
1915,20260625,20260609,20260702,77100,319,290,305,187,342,165,384,10,2,3,1,IM001915,1915,340.6000,2633.5500,916.0000,1,1,2026-08-24T00:00:00.000
1916,20260726,20260716,20260822,36960,308,319,479,449,458,224,22,7,7,4,2,IM001916,1916,341.3000,2634.9200,917.0000,1,1,2026-08-24T00:00:00.000
1917,20260606,20260608,20260614,33000,467,49,103,470,127,443,264,2,2,6,2,IM001917,1917,342.0000,2636.2900,918.0000,1,1,2026-08-24T00:00:00.000
1918,20260811,20260728,20260710,79740,367,239,426,329,124,261,172,16,5,6,2,IM001918,1918,342.7000,2637.6600,919.0000,1,1,2026-08-24T00:00:00.000
1919,20260708,20260629,20260707,840,351,318,337,88,370,282,290,12,3,2,4,IM001919,1919,343.4000,2639.0300,920.0000,1,1,2026-08-24T00:00:00.000
1920,20260603,20260712,20260617,40440,197,107,135,99,75,270,281,12,7,2,3,IM001920,1920,344.1000,2640.4000,921.0000,1,1,2026-08-24T00:00:00.000
1921,20260621,20260801,20260722,41220,256,130,372,-1,-1,-1,-1,14,4,4,-1,IM001921,1921,344.8000,2641.7700,922.0000,1,1,2026-08-24T00:00:00.000
1922,20260702,20260618,20260818,8700,370,86,459,227,453,342,340,7,2,1,3,IM001922,1922,345.5000,2643.1400,923.0000,1,1,2026-08-24T00:00:00.000
1923,20260613,20260724,20260527,46920,297,253,488,85,497,489,376,11,7,4,1,IM001923,1923,346.2000,2644.5100,924.0000,1,1,2026-08-24T00:00:00.000
1924,20260628,20260605,20260709,39480,295,190,461,51,400,455,280,2,9,6,4,IM001924,1924,346.9000,2645.8800,925.0000,1,1,2026-08-24T00:00:00.000
1925,20260730,20260813,20260616,47280,467,208,278,416,237,138,9,16,5,7,2,IM001925,1925,347.6000,2647.2500,926.0000,1,1,2026-08-24T00:00:00.000
1926,20260709,20260531,20260618,2220,125,39,175,26,137,415,468,12,2,5,1,IM001926,1926,348.3000,2648.6200,927.0000,1,1,2026-08-24T00:00:00.000
1927,20260531,20260806,20260627,18300,498,205,449,381,132,433,468,6,3,5,3,IM001927,1927,349.0000,2649.9900,928.0000,1,1,2026-08-24T00:00:00.000
1928,20260627,20260629,20260714,5280,248,45,357,243,168,83,8,7,5,6,3,IM001928,1928,349.7000,2651.3600,929.0000,1,1,2026-08-24T00:00:00.000
1929,20260805,20260726,20260813,5220,175,211,331,381,138,162,62,7,8,3,3,IM001929,1929,350.4000,2652.7300,930.0000,1,1,2026-08-24T00:00:00.000
1930,20260701,20260721,20260717,76620,295,209,391,378,164,184,490,12,1,1,1,IM001930,1930,351.1000,2654.1000,931.0000,1,1,2026-08-24T00:00:00.000
1931,20260612,20260713,20260615,10920,167,298,196,412,149,367,74,14,2,7,4,IM001931,1931,351.8000,2655.4700,932.0000,1,1,2026-08-24T00:00:00.000
1932,20260807,20260822,20260601,56340,114,52,163,28,424,117,14,2,7,2,2,IM001932,1932,352.5000,2656.8400,933.0000,1,1,2026-08-24T00:00:00.000
1933,20260612,20260802,20260805,26220,64,61,211,375,451,244,471,8,10,6,3,IM001933,1933,353.2000,2658.2100,934.0000,1,1,2026-08-24T00:00:00.000
1934,20260608,20260628,20260717,34620,74,270,9,376,436,145,236,7,8,2,1,IM001934,1934,353.9000,2659.5800,935.0000,1,1,2026-08-24T00:00:00.000
1935,20260723,20260727,20260814,63600,172,33,68,241,87,151,56,15,5,2,4,IM001935,1935,354.6000,2660.9500,936.0000,1,1,2026-08-24T00:00:00.000
1936,20260805,20260604,20260812,49380,375,127,357,239,388,374,192,5,5,5,4,IM001936,1936,355.3000,2662.3200,937.0000,1,1,2026-08-24T00:00:00.000
1937,20260607,20260824,20260729,56520,236,160,493,245,274,429,429,16,4,7,1,IM001937,1937,356.0000,2663.6900,938.0000,1,1,2026-08-24T00:00:00.000
1938,20260723,20260713,20260617,26640,288,165,151,-1,-1,-1,-1,16,6,1,-1,IM001938,1938,356.7000,2665.0600,939.0000,1,1,2026-08-24T00:00:00.000
1939,20260806,20260707,20260607,27060,385,40,447,321,240,23,279,1,10,2,1,IM001939,1939,357.4000,2666.4300,940.0000,1,1,2026-08-24T00:00:00.000
1940,20260728,20260820,20260531,85560,33,161,146,356,329,186,209,10,9,7,4,IM001940,1940,358.1000,2667.8000,941.0000,1,1,2026-08-24T00:00:00.000
1941,20260707,20260601,20260811,15540,346,15,73,243,481,81,159,1,4,5,2,IM001941,1941,358.8000,2669.1700,942.0000,1,1,2026-08-24T00:00:00.000
1942,20260730,20260819,20260711,72000,332,152,96,395,362,49,403,16,7,1,3,IM001942,1942,359.5000,2670.5400,943.0000,1,1,2026-08-24T00:00:00.000
1943,20260705,20260528,20260619,16200,405,350,443,11,12,176,188,8,5,1,1,IM001943,1943,360.2000,2671.9100,944.0000,1,1,2026-08-24T00:00:00.000
1944,20260618,20260712,20260803,34920,205,106,64,136,301,174,298,5,3,6,4,IM001944,1944,360.9000,2673.2800,945.0000,1,1,2026-08-24T00:00:00.000
1945,20260609,20260807,20260606,660,362,221,74,80,35,162,10,15,9,1,1,IM001945,1945,361.6000,2674.6500,946.0000,1,1,2026-08-24T00:00:00.000
1946,20260804,20260609,20260812,77700,353,293,165,267,329,414,489,5,9,1,3,IM001946,1946,362.3000,2676.0200,947.0000,1,1,2026-08-24T00:00:00.000
1947,20260816,20260630,20260625,58500,243,88,215,440,286,144,430,8,6,1,4,IM001947,1947,363.0000,2677.3900,948.0000,1,1,2026-08-24T00:00:00.000
1948,20260811,20260715,20260718,69840,439,152,55,470,227,301,119,1,3,1,4,IM001948,1948,363.7000,2678.7600,949.0000,1,1,2026-08-24T00:00:00.000
1949,20260804,20260627,20260708,52320,339,210,282,488,477,356,456,3,8,7,3,IM001949,1949,364.4000,2680.1300,950.0000,1,1,2026-08-24T00:00:00.000
1950,20260805,20260701,20260728,43980,176,138,16,484,268,262,287,9,4,7,4,IM001950,1950,365.1000,2681.5000,951.0000,1,1,2026-08-24T00:00:00.000
1951,20260719,20260810,20260727,61140,286,267,123,457,264,71,376,5,5,1,2,IM001951,1951,365.8000,2682.8700,952.0000,1,1,2026-08-24T00:00:00.000
1952,20260623,20260728,20260818,60540,153,108,190,320,432,382,330,1,8,3,2,IM001952,1952,366.5000,2684.2400,953.0000,1,1,2026-08-24T00:00:00.000
1953,20260821,20260726,20260708,71280,10,290,372,456,498,228,99,7,8,5,1,IM001953,1953,367.2000,2685.6100,954.0000,1,1,2026-08-24T00:00:00.000
1954,20260713,20260715,20260615,900,234,143,130,1,375,489,72,2,9,7,1,IM001954,1954,367.9000,2686.9800,955.0000,1,1,2026-08-24T00:00:00.000
1955,20260816,20260529,20260531,25080,352,132,242,-1,-1,-1,-1,7,8,1,-1,IM001955,1955,368.6000,2688.3500,956.0000,1,1,2026-08-24T00:00:00.000
1956,20260615,20260801,20260730,67380,97,74,121,257,51,417,110,6,2,3,1,IM001956,1956,369.3000,2689.7200,957.0000,1,1,2026-08-24T00:00:00.000
1957,20260718,20260616,20260717,63120,254,146,377,113,300,96,383,4,2,3,2,IM001957,1957,370.0000,2691.0900,958.0000,1,1,2026-08-24T00:00:00.000
1958,20260616,20260813,20260716,67320,79,132,422,186,493,456,228,6,3,2,4,IM001958,1958,370.7000,2692.4600,959.0000,1,1,2026-08-24T00:00:00.000
1959,20260705,20260729,20260610,36420,345,9,167,228,424,5,381,3,3,5,3,IM001959,1959,371.4000,2693.8300,960.0000,1,1,2026-08-24T00:00:00.000
1960,20260801,20260814,20260624,42600,384,50,467,213,499,198,74,1,1,7,4,IM001960,1960,372.1000,2695.2000,961.0000,1,1,2026-08-24T00:00:00.000
1961,20260729,20260704,20260802,25800,332,94,265,265,416,172,7,7,9,6,2,IM001961,1961,372.8000,2696.5700,962.0000,1,1,2026-08-24T00:00:00.000
1962,20260712,20260720,20260729,56760,350,29,296,310,122,150,466,10,2,2,2,IM001962,1962,373.5000,2697.9400,963.0000,1,1,2026-08-24T00:00:00.000
1963,20260729,20260608,20260623,59640,481,13,290,302,462,131,216,8,1,4,1,IM001963,1963,374.2000,2699.3100,964.0000,1,1,2026-08-24T00:00:00.000
