PurchaseGoodsReceiptKey,ReceiptDateKey,PostingDateKey,DocumentDateKey,ReceiptTimeOfDayKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,ReceiverEmployeeKey,PurchaseReceiptStatusKey,UnitOfMeasureKey,CurrencyKey,GoodsReceiptNumber,GoodsReceiptLineNumber,ReceivedQuantity,AcceptedQuantity,RejectedQuantity,ReceiptAmount,SourceSystemKey,BatchId,LoadedAtUtc
554,20260701,20260606,20260612,50940,340,341,336,210,304,3,6,4,PGR000554,554,387.9000,387.9000,387.9000,768.9800,1,1,2026-08-24T00:00:00.000
555,20260728,20260820,20260730,56820,68,175,490,107,426,2,1,2,PGR000555,555,388.6000,388.6000,388.6000,770.3500,1,1,2026-08-24T00:00:00.000
556,20260814,20260822,20260810,9060,375,297,41,222,323,7,4,3,PGR000556,556,389.3000,389.3000,389.3000,771.7200,1,1,2026-08-24T00:00:00.000
557,20260529,20260719,20260711,39180,182,45,313,283,74,2,6,4,PGR000557,557,390.0000,390.0000,390.0000,773.0900,1,1,2026-08-24T00:00:00.000
558,20260627,20260808,20260610,4200,185,60,402,250,91,3,2,1,PGR000558,558,390.7000,390.7000,390.7000,774.4600,1,1,2026-08-24T00:00:00.000
559,20260816,20260619,20260629,55860,401,382,487,47,393,6,5,3,PGR000559,559,391.4000,391.4000,391.4000,775.8300,1,1,2026-08-24T00:00:00.000
560,20260731,20260719,20260720,68280,446,493,22,199,82,4,1,2,PGR000560,560,392.1000,392.1000,392.1000,777.2000,1,1,2026-08-24T00:00:00.000
561,20260629,20260806,20260624,50460,120,312,-1,316,-1,4,2,3,PGR000561,561,392.8000,392.8000,392.8000,778.5700,1,1,2026-08-24T00:00:00.000
562,20260609,20260819,20260613,39660,296,234,255,315,366,2,7,2,PGR000562,562,393.5000,393.5000,393.5000,779.9400,1,1,2026-08-24T00:00:00.000
563,20260530,20260818,20260610,76620,274,247,21,285,50,5,6,1,PGR000563,563,394.2000,394.2000,394.2000,781.3100,1,1,2026-08-24T00:00:00.000
564,20260707,20260529,20260812,75060,242,152,336,337,228,7,4,4,PGR000564,564,394.9000,394.9000,394.9000,782.6800,1,1,2026-08-24T00:00:00.000
565,20260623,20260528,20260730,33660,402,170,20,66,131,3,7,4,PGR000565,565,395.6000,395.6000,395.6000,784.0500,1,1,2026-08-24T00:00:00.000
566,20260712,20260528,20260705,45780,406,354,377,296,133,1,6,1,PGR000566,566,396.3000,396.3000,396.3000,785.4200,1,1,2026-08-24T00:00:00.000
567,20260806,20260812,20260720,55560,111,218,166,149,273,2,4,4,PGR000567,567,397.0000,397.0000,397.0000,786.7900,1,1,2026-08-24T00:00:00.000
568,20260812,20260819,20260730,34320,383,17,195,260,440,6,4,5,PGR000568,568,397.7000,397.7000,397.7000,788.1600,1,1,2026-08-24T00:00:00.000
569,20260701,20260801,20260724,38100,233,409,153,72,233,7,7,2,PGR000569,569,398.4000,398.4000,398.4000,789.5300,1,1,2026-08-24T00:00:00.000
570,20260813,20260717,20260612,13080,269,322,474,87,255,2,7,1,PGR000570,570,399.1000,399.1000,399.1000,790.9000,1,1,2026-08-24T00:00:00.000
571,20260707,20260704,20260629,69060,132,460,305,201,234,7,5,3,PGR000571,571,399.8000,399.8000,399.8000,792.2700,1,1,2026-08-24T00:00:00.000
572,20260712,20260707,20260704,83400,469,315,147,143,458,1,6,1,PGR000572,572,400.5000,400.5000,400.5000,793.6400,1,1,2026-08-24T00:00:00.000
573,20260606,20260720,20260823,68280,31,375,71,212,470,7,6,2,PGR000573,573,401.2000,401.2000,401.2000,795.0100,1,1,2026-08-24T00:00:00.000
574,20260714,20260804,20260808,11400,177,156,482,293,17,8,6,5,PGR000574,574,401.9000,401.9000,401.9000,796.3800,1,1,2026-08-24T00:00:00.000
575,20260823,20260710,20260815,72660,450,497,107,208,116,8,6,5,PGR000575,575,402.6000,402.6000,402.6000,797.7500,1,1,2026-08-24T00:00:00.000
576,20260815,20260715,20260712,27660,195,45,135,225,150,1,7,5,PGR000576,576,403.3000,403.3000,403.3000,799.1200,1,1,2026-08-24T00:00:00.000
577,20260613,20260605,20260629,43200,472,243,70,275,220,5,3,1,PGR000577,577,404.0000,404.0000,404.0000,800.4900,1,1,2026-08-24T00:00:00.000
578,20260626,20260723,20260811,19920,260,73,-1,25,-1,8,3,2,PGR000578,578,404.7000,404.7000,404.7000,801.8600,1,1,2026-08-24T00:00:00.000
579,20260629,20260801,20260710,36060,65,177,292,38,372,5,6,1,PGR000579,579,405.4000,405.4000,405.4000,803.2300,1,1,2026-08-24T00:00:00.000
580,20260627,20260602,20260601,81480,103,347,66,211,136,3,4,5,PGR000580,580,406.1000,406.1000,406.1000,804.6000,1,1,2026-08-24T00:00:00.000
581,20260619,20260625,20260815,32520,107,230,8,251,398,2,2,3,PGR000581,581,406.8000,406.8000,406.8000,805.9700,1,1,2026-08-24T00:00:00.000
582,20260712,20260709,20260724,38580,80,372,283,242,242,4,1,5,PGR000582,582,407.5000,407.5000,407.5000,807.3400,1,1,2026-08-24T00:00:00.000
583,20260814,20260731,20260708,74640,301,427,159,1,208,6,2,1,PGR000583,583,408.2000,408.2000,408.2000,808.7100,1,1,2026-08-24T00:00:00.000
584,20260820,20260712,20260626,84600,282,315,164,288,8,1,3,2,PGR000584,584,408.9000,408.9000,408.9000,810.0800,1,1,2026-08-24T00:00:00.000
585,20260623,20260620,20260609,27540,348,186,324,259,491,6,2,2,PGR000585,585,409.6000,409.6000,409.6000,811.4500,1,1,2026-08-24T00:00:00.000
586,20260629,20260812,20260722,22740,422,126,227,15,255,6,7,3,PGR000586,586,410.3000,410.3000,410.3000,812.8200,1,1,2026-08-24T00:00:00.000
587,20260708,20260807,20260528,27540,107,183,499,299,462,7,2,1,PGR000587,587,411.0000,411.0000,411.0000,814.1900,1,1,2026-08-24T00:00:00.000
588,20260721,20260815,20260703,57600,3,97,166,173,177,7,5,1,PGR000588,588,411.7000,411.7000,411.7000,815.5600,1,1,2026-08-24T00:00:00.000
589,20260706,20260619,20260821,69660,35,89,474,77,416,4,5,4,PGR000589,589,412.4000,412.4000,412.4000,816.9300,1,1,2026-08-24T00:00:00.000
590,20260618,20260530,20260628,54540,280,44,485,319,256,6,1,3,PGR000590,590,413.1000,413.1000,413.1000,818.3000,1,1,2026-08-24T00:00:00.000
591,20260707,20260721,20260726,42360,419,271,468,134,472,4,5,2,PGR000591,591,413.8000,413.8000,413.8000,819.6700,1,1,2026-08-24T00:00:00.000
592,20260603,20260618,20260708,55440,232,186,150,43,67,8,3,2,PGR000592,592,414.5000,414.5000,414.5000,821.0400,1,1,2026-08-24T00:00:00.000
593,20260528,20260701,20260619,2100,413,310,70,255,310,5,7,4,PGR000593,593,415.2000,415.2000,415.2000,822.4100,1,1,2026-08-24T00:00:00.000
594,20260628,20260531,20260607,74460,204,237,173,3,311,5,3,5,PGR000594,594,415.9000,415.9000,415.9000,823.7800,1,1,2026-08-24T00:00:00.000
595,20260715,20260613,20260819,2220,147,18,-1,84,-1,5,7,5,PGR000595,595,416.6000,416.6000,416.6000,825.1500,1,1,2026-08-24T00:00:00.000
596,20260803,20260726,20260529,20820,303,377,407,287,38,5,5,3,PGR000596,596,417.3000,417.3000,417.3000,826.5200,1,1,2026-08-24T00:00:00.000
597,20260805,20260706,20260527,21660,272,181,415,132,493,3,7,5,PGR000597,597,418.0000,418.0000,418.0000,827.8900,1,1,2026-08-24T00:00:00.000
598,20260815,20260723,20260824,85140,144,434,136,205,344,3,7,5,PGR000598,598,418.7000,418.7000,418.7000,829.2600,1,1,2026-08-24T00:00:00.000
599,20260711,20260801,20260625,18120,99,114,267,343,384,8,6,5,PGR000599,599,419.4000,419.4000,419.4000,830.6300,1,1,2026-08-24T00:00:00.000
600,20260704,20260618,20260823,52200,304,285,343,118,201,6,4,2,PGR000600,600,420.1000,420.1000,420.1000,832.0000,1,1,2026-08-24T00:00:00.000
601,20260711,20260613,20260617,9180,160,156,206,281,106,2,2,1,PGR000601,601,420.8000,420.8000,420.8000,833.3700,1,1,2026-08-24T00:00:00.000
602,20260625,20260706,20260609,57780,54,330,41,325,137,4,5,1,PGR000602,602,421.5000,421.5000,421.5000,834.7400,1,1,2026-08-24T00:00:00.000
603,20260803,20260713,20260617,19740,205,123,143,109,76,6,1,3,PGR000603,603,422.2000,422.2000,422.2000,836.1100,1,1,2026-08-24T00:00:00.000
604,20260527,20260704,20260627,65520,8,133,310,24,140,5,4,1,PGR000604,604,422.9000,422.9000,422.9000,837.4800,1,1,2026-08-24T00:00:00.000
605,20260729,20260822,20260715,77100,360,304,467,249,422,8,4,1,PGR000605,605,423.6000,423.6000,423.6000,838.8500,1,1,2026-08-24T00:00:00.000
606,20260625,20260813,20260726,40920,359,434,324,53,31,4,4,4,PGR000606,606,424.3000,424.3000,424.3000,840.2200,1,1,2026-08-24T00:00:00.000
607,20260623,20260625,20260720,10080,68,192,472,279,143,4,4,4,PGR000607,607,425.0000,425.0000,425.0000,841.5900,1,1,2026-08-24T00:00:00.000
608,20260701,20260528,20260809,63240,90,498,106,196,95,7,7,1,PGR000608,608,425.7000,425.7000,425.7000,842.9600,1,1,2026-08-24T00:00:00.000
609,20260706,20260726,20260708,60960,413,393,206,218,311,5,2,3,PGR000609,609,426.4000,426.4000,426.4000,844.3300,1,1,2026-08-24T00:00:00.000
610,20260612,20260618,20260809,68040,169,348,349,42,49,4,6,1,PGR000610,610,427.1000,427.1000,427.1000,845.7000,1,1,2026-08-24T00:00:00.000
611,20260807,20260819,20260729,65880,267,311,431,70,322,2,2,2,PGR000611,611,427.8000,427.8000,427.8000,847.0700,1,1,2026-08-24T00:00:00.000
612,20260531,20260811,20260719,85320,85,268,-1,149,-1,1,6,4,PGR000612,612,428.5000,428.5000,428.5000,848.4400,1,1,2026-08-24T00:00:00.000
613,20260614,20260818,20260613,47040,390,102,430,117,483,4,3,5,PGR000613,613,429.2000,429.2000,429.2000,849.8100,1,1,2026-08-24T00:00:00.000
614,20260725,20260610,20260824,59160,92,10,399,127,268,4,3,2,PGR000614,614,429.9000,429.9000,429.9000,851.1800,1,1,2026-08-24T00:00:00.000
615,20260618,20260714,20260820,67560,35,295,247,51,117,1,1,5,PGR000615,615,430.6000,430.6000,430.6000,852.5500,1,1,2026-08-24T00:00:00.000
616,20260816,20260604,20260604,67260,372,250,177,85,277,5,4,5,PGR000616,616,431.3000,431.3000,431.3000,853.9200,1,1,2026-08-24T00:00:00.000
617,20260720,20260611,20260605,22800,97,372,223,143,110,6,4,3,PGR000617,617,432.0000,432.0000,432.0000,855.2900,1,1,2026-08-24T00:00:00.000
618,20260601,20260612,20260608,34440,390,367,395,23,456,7,3,2,PGR000618,618,432.7000,432.7000,432.7000,856.6600,1,1,2026-08-24T00:00:00.000
619,20260627,20260813,20260528,39600,365,325,62,32,254,5,7,4,PGR000619,619,433.4000,433.4000,433.4000,858.0300,1,1,2026-08-24T00:00:00.000
620,20260619,20260719,20260609,51000,50,227,410,253,98,5,6,1,PGR000620,620,434.1000,434.1000,434.1000,859.4000,1,1,2026-08-24T00:00:00.000
621,20260821,20260528,20260822,14100,21,364,379,310,299,8,2,2,PGR000621,621,434.8000,434.8000,434.8000,860.7700,1,1,2026-08-24T00:00:00.000
622,20260725,20260614,20260813,81540,267,263,220,194,497,4,2,2,PGR000622,622,435.5000,435.5000,435.5000,862.1400,1,1,2026-08-24T00:00:00.000
623,20260818,20260708,20260627,5100,460,321,20,207,30,1,2,2,PGR000623,623,436.2000,436.2000,436.2000,863.5100,1,1,2026-08-24T00:00:00.000
624,20260709,20260725,20260720,10380,190,281,56,162,328,3,7,2,PGR000624,624,436.9000,436.9000,436.9000,864.8800,1,1,2026-08-24T00:00:00.000
625,20260604,20260706,20260606,30060,172,64,403,297,444,8,3,3,PGR000625,625,437.6000,437.6000,437.6000,866.2500,1,1,2026-08-24T00:00:00.000
626,20260718,20260809,20260704,39600,72,286,187,69,88,6,4,3,PGR000626,626,438.3000,438.3000,438.3000,867.6200,1,1,2026-08-24T00:00:00.000
627,20260704,20260620,20260627,2640,429,103,110,75,293,7,6,4,PGR000627,627,439.0000,439.0000,439.0000,868.9900,1,1,2026-08-24T00:00:00.000
628,20260727,20260818,20260817,78180,385,395,441,232,237,7,7,3,PGR000628,628,439.7000,439.7000,439.7000,870.3600,1,1,2026-08-24T00:00:00.000
629,20260731,20260823,20260612,42420,320,492,-1,27,-1,7,7,4,PGR000629,629,440.4000,440.4000,440.4000,871.7300,1,1,2026-08-24T00:00:00.000
630,20260703,20260823,20260723,10320,331,228,65,113,422,1,1,5,PGR000630,630,441.1000,441.1000,441.1000,873.1000,1,1,2026-08-24T00:00:00.000
631,20260719,20260723,20260618,54660,254,38,303,347,73,4,5,1,PGR000631,631,441.8000,441.8000,441.8000,874.4700,1,1,2026-08-24T00:00:00.000
632,20260623,20260710,20260626,45900,175,436,187,139,28,2,1,3,PGR000632,632,442.5000,442.5000,442.5000,875.8400,1,1,2026-08-24T00:00:00.000
633,20260531,20260610,20260716,12480,152,111,122,174,275,2,3,2,PGR000633,633,443.2000,443.2000,443.2000,877.2100,1,1,2026-08-24T00:00:00.000
634,20260814,20260711,20260619,8280,131,392,321,320,125,5,3,1,PGR000634,634,443.9000,443.9000,443.9000,878.5800,1,1,2026-08-24T00:00:00.000
635,20260625,20260802,20260703,8100,308,327,365,274,43,6,1,2,PGR000635,635,444.6000,444.6000,444.6000,879.9500,1,1,2026-08-24T00:00:00.000
636,20260527,20260813,20260530,77040,277,197,4,46,389,2,5,5,PGR000636,636,445.3000,445.3000,445.3000,881.3200,1,1,2026-08-24T00:00:00.000
637,20260716,20260613,20260731,43200,322,498,150,322,294,2,4,2,PGR000637,637,446.0000,446.0000,446.0000,882.6900,1,1,2026-08-24T00:00:00.000
638,20260625,20260722,20260620,50880,365,80,187,210,104,6,1,2,PGR000638,638,446.7000,446.7000,446.7000,884.0600,1,1,2026-08-24T00:00:00.000
639,20260822,20260711,20260609,30780,46,156,393,92,176,2,1,5,PGR000639,639,447.4000,447.4000,447.4000,885.4300,1,1,2026-08-24T00:00:00.000
640,20260802,20260722,20260802,76320,331,164,62,14,334,7,5,5,PGR000640,640,448.1000,448.1000,448.1000,886.8000,1,1,2026-08-24T00:00:00.000
641,20260527,20260717,20260624,32760,100,53,147,322,70,3,1,5,PGR000641,641,448.8000,448.8000,448.8000,888.1700,1,1,2026-08-24T00:00:00.000
642,20260626,20260706,20260605,65640,81,218,462,106,472,6,4,4,PGR000642,642,449.5000,449.5000,449.5000,889.5400,1,1,2026-08-24T00:00:00.000
643,20260814,20260725,20260820,52860,242,134,412,311,65,8,4,1,PGR000643,643,450.2000,450.2000,450.2000,890.9100,1,1,2026-08-24T00:00:00.000
644,20260620,20260625,20260813,68220,44,55,192,323,490,4,6,5,PGR000644,644,450.9000,450.9000,450.9000,892.2800,1,1,2026-08-24T00:00:00.000
645,20260821,20260814,20260627,58860,19,285,202,135,272,4,2,2,PGR000645,645,451.6000,451.6000,451.6000,893.6500,1,1,2026-08-24T00:00:00.000
646,20260615,20260726,20260628,2820,152,270,-1,183,-1,8,4,4,PGR000646,646,452.3000,452.3000,452.3000,895.0200,1,1,2026-08-24T00:00:00.000
647,20260720,20260717,20260613,38580,411,404,82,298,500,8,4,4,PGR000647,647,453.0000,453.0000,453.0000,896.3900,1,1,2026-08-24T00:00:00.000
648,20260822,20260813,20260624,30540,255,74,412,20,332,3,4,3,PGR000648,648,453.7000,453.7000,453.7000,897.7600,1,1,2026-08-24T00:00:00.000
649,20260606,20260616,20260626,3240,317,268,282,69,213,3,4,3,PGR000649,649,454.4000,454.4000,454.4000,899.1300,1,1,2026-08-24T00:00:00.000
650,20260702,20260608,20260719,39420,73,310,32,113,12,4,6,4,PGR000650,650,455.1000,455.1000,455.1000,900.5000,1,1,2026-08-24T00:00:00.000
651,20260609,20260711,20260618,78180,68,24,220,177,277,8,1,4,PGR000651,651,455.8000,455.8000,455.8000,901.8700,1,1,2026-08-24T00:00:00.000
652,20260714,20260529,20260608,42540,317,30,58,3,154,1,5,2,PGR000652,652,456.5000,456.5000,456.5000,903.2400,1,1,2026-08-24T00:00:00.000
653,20260606,20260822,20260605,33060,496,134,445,314,73,4,5,2,PGR000653,653,457.2000,457.2000,457.2000,904.6100,1,1,2026-08-24T00:00:00.000
654,20260626,20260627,20260708,64140,24,114,78,113,4,2,3,1,PGR000654,654,457.9000,457.9000,457.9000,905.9800,1,1,2026-08-24T00:00:00.000
655,20260725,20260725,20260708,34500,458,191,163,28,219,6,4,5,PGR000655,655,458.6000,458.6000,458.6000,907.3500,1,1,2026-08-24T00:00:00.000
656,20260722,20260701,20260728,55680,270,429,180,242,395,8,4,5,PGR000656,656,459.3000,459.3000,459.3000,908.7200,1,1,2026-08-24T00:00:00.000
657,20260728,20260808,20260712,47880,136,420,390,255,327,3,5,1,PGR000657,657,460.0000,460.0000,460.0000,910.0900,1,1,2026-08-24T00:00:00.000
658,20260816,20260717,20260531,15960,327,396,11,87,348,4,3,2,PGR000658,658,460.7000,460.7000,460.7000,911.4600,1,1,2026-08-24T00:00:00.000
659,20260726,20260725,20260820,65280,373,309,363,27,298,6,3,5,PGR000659,659,461.4000,461.4000,461.4000,912.8300,1,1,2026-08-24T00:00:00.000
660,20260718,20260625,20260620,76080,447,267,333,102,44,4,1,3,PGR000660,660,462.1000,462.1000,462.1000,914.2000,1,1,2026-08-24T00:00:00.000
661,20260628,20260812,20260601,70680,362,33,154,123,331,6,6,2,PGR000661,661,462.8000,462.8000,462.8000,915.5700,1,1,2026-08-24T00:00:00.000
662,20260707,20260615,20260612,40260,409,74,461,198,451,2,6,4,PGR000662,662,463.5000,463.5000,463.5000,916.9400,1,1,2026-08-24T00:00:00.000
663,20260709,20260624,20260706,57900,178,431,-1,170,-1,1,1,2,PGR000663,663,464.2000,464.2000,464.2000,918.3100,1,1,2026-08-24T00:00:00.000
664,20260602,20260527,20260625,23820,392,231,339,347,197,6,4,5,PGR000664,664,464.9000,464.9000,464.9000,919.6800,1,1,2026-08-24T00:00:00.000
665,20260604,20260718,20260622,21720,488,454,325,161,357,1,6,4,PGR000665,665,465.6000,465.6000,465.6000,921.0500,1,1,2026-08-24T00:00:00.000
666,20260612,20260718,20260616,25860,147,421,131,126,418,8,5,1,PGR000666,666,466.3000,466.3000,466.3000,922.4200,1,1,2026-08-24T00:00:00.000
667,20260717,20260622,20260711,26580,367,37,1,176,499,8,4,5,PGR000667,667,467.0000,467.0000,467.0000,923.7900,1,1,2026-08-24T00:00:00.000
668,20260809,20260610,20260614,20160,62,133,414,196,53,2,3,5,PGR000668,668,467.7000,467.7000,467.7000,925.1600,1,1,2026-08-24T00:00:00.000
669,20260627,20260719,20260528,31860,333,68,297,112,29,7,4,2,PGR000669,669,468.4000,468.4000,468.4000,926.5300,1,1,2026-08-24T00:00:00.000
670,20260725,20260808,20260616,43800,429,222,75,236,222,5,7,1,PGR000670,670,469.1000,469.1000,469.1000,927.9000,1,1,2026-08-24T00:00:00.000
671,20260629,20260605,20260723,13140,381,127,202,15,443,3,1,5,PGR000671,671,469.8000,469.8000,469.8000,929.2700,1,1,2026-08-24T00:00:00.000
672,20260806,20260717,20260619,73560,227,108,248,295,328,7,1,2,PGR000672,672,470.5000,470.5000,470.5000,930.6400,1,1,2026-08-24T00:00:00.000
673,20260704,20260807,20260812,62160,452,453,56,92,274,6,2,3,PGR000673,673,471.2000,471.2000,471.2000,932.0100,1,1,2026-08-24T00:00:00.000
674,20260709,20260821,20260621,64380,116,394,115,101,395,2,2,1,PGR000674,674,471.9000,471.9000,471.9000,933.3800,1,1,2026-08-24T00:00:00.000
675,20260716,20260715,20260730,32640,417,172,164,150,297,5,2,4,PGR000675,675,472.6000,472.6000,472.6000,934.7500,1,1,2026-08-24T00:00:00.000
676,20260730,20260627,20260803,34860,265,437,295,322,105,1,5,5,PGR000676,676,473.3000,473.3000,473.3000,936.1200,1,1,2026-08-24T00:00:00.000
677,20260705,20260721,20260625,82560,178,228,270,123,83,2,3,2,PGR000677,677,474.0000,474.0000,474.0000,937.4900,1,1,2026-08-24T00:00:00.000
678,20260629,20260716,20260802,5880,363,272,429,82,484,8,1,5,PGR000678,678,474.7000,474.7000,474.7000,938.8600,1,1,2026-08-24T00:00:00.000
679,20260622,20260616,20260727,32940,385,323,245,315,256,5,2,5,PGR000679,679,475.4000,475.4000,475.4000,940.2300,1,1,2026-08-24T00:00:00.000
680,20260820,20260713,20260617,15900,227,178,-1,242,-1,4,7,5,PGR000680,680,476.1000,476.1000,476.1000,941.6000,1,1,2026-08-24T00:00:00.000
681,20260611,20260621,20260807,76980,267,28,242,285,316,1,2,3,PGR000681,681,476.8000,476.8000,476.8000,942.9700,1,1,2026-08-24T00:00:00.000
682,20260725,20260818,20260704,48660,464,141,218,136,3,6,1,5,PGR000682,682,477.5000,477.5000,477.5000,944.3400,1,1,2026-08-24T00:00:00.000
683,20260725,20260628,20260807,14580,230,217,86,210,91,2,5,5,PGR000683,683,478.2000,478.2000,478.2000,945.7100,1,1,2026-08-24T00:00:00.000
684,20260725,20260718,20260716,1800,152,184,225,262,95,3,3,2,PGR000684,684,478.9000,478.9000,478.9000,947.0800,1,1,2026-08-24T00:00:00.000
685,20260815,20260619,20260605,48000,94,429,21,330,327,6,2,2,PGR000685,685,479.6000,479.6000,479.6000,948.4500,1,1,2026-08-24T00:00:00.000
686,20260617,20260709,20260628,31200,18,252,104,110,422,4,7,1,PGR000686,686,480.3000,480.3000,480.3000,949.8200,1,1,2026-08-24T00:00:00.000
687,20260609,20260605,20260630,52080,374,19,61,217,125,1,3,3,PGR000687,687,481.0000,481.0000,481.0000,951.1900,1,1,2026-08-24T00:00:00.000
688,20260722,20260626,20260823,78540,16,425,319,47,146,6,1,1,PGR000688,688,481.7000,481.7000,481.7000,952.5600,1,1,2026-08-24T00:00:00.000
689,20260623,20260806,20260821,13680,171,80,289,142,134,6,6,1,PGR000689,689,482.4000,482.4000,482.4000,953.9300,1,1,2026-08-24T00:00:00.000
690,20260727,20260806,20260727,48240,287,268,380,275,109,5,1,2,PGR000690,690,483.1000,483.1000,483.1000,955.3000,1,1,2026-08-24T00:00:00.000
691,20260623,20260627,20260701,59760,348,340,182,149,452,1,3,4,PGR000691,691,483.8000,483.8000,483.8000,956.6700,1,1,2026-08-24T00:00:00.000
692,20260601,20260603,20260705,27060,96,194,448,262,325,4,2,2,PGR000692,692,484.5000,484.5000,484.5000,958.0400,1,1,2026-08-24T00:00:00.000
693,20260724,20260628,20260715,42180,381,44,148,67,365,7,4,3,PGR000693,693,485.2000,485.2000,485.2000,959.4100,1,1,2026-08-24T00:00:00.000
694,20260805,20260710,20260527,54300,113,258,394,335,340,4,4,5,PGR000694,694,485.9000,485.9000,485.9000,960.7800,1,1,2026-08-24T00:00:00.000
695,20260703,20260708,20260723,32880,40,237,161,297,406,3,4,1,PGR000695,695,486.6000,486.6000,486.6000,962.1500,1,1,2026-08-24T00:00:00.000
696,20260727,20260812,20260718,52380,393,138,33,112,316,8,3,1,PGR000696,696,487.3000,487.3000,487.3000,963.5200,1,1,2026-08-24T00:00:00.000
697,20260713,20260624,20260811,28500,33,370,-1,46,-1,5,4,2,PGR000697,697,488.0000,488.0000,488.0000,964.8900,1,1,2026-08-24T00:00:00.000
698,20260529,20260824,20260824,84540,37,244,363,277,181,6,6,5,PGR000698,698,488.7000,488.7000,488.7000,966.2600,1,1,2026-08-24T00:00:00.000
699,20260809,20260813,20260801,6720,91,361,479,259,393,8,6,2,PGR000699,699,489.4000,489.4000,489.4000,967.6300,1,1,2026-08-24T00:00:00.000
700,20260616,20260610,20260623,3300,10,92,259,1,111,3,2,2,PGR000700,700,490.1000,490.1000,490.1000,969.0000,1,1,2026-08-24T00:00:00.000
701,20260624,20260822,20260705,36540,292,125,49,218,20,6,1,3,PGR000701,701,490.8000,490.8000,490.8000,970.3700,1,1,2026-08-24T00:00:00.000
702,20260718,20260707,20260819,53640,79,52,377,328,19,1,7,2,PGR000702,702,491.5000,491.5000,491.5000,971.7400,1,1,2026-08-24T00:00:00.000
703,20260607,20260602,20260623,78120,476,361,105,91,199,3,5,1,PGR000703,703,492.2000,492.2000,492.2000,973.1100,1,1,2026-08-24T00:00:00.000
704,20260712,20260815,20260612,80940,484,397,77,33,365,3,1,1,PGR000704,704,492.9000,492.9000,492.9000,974.4800,1,1,2026-08-24T00:00:00.000
705,20260719,20260623,20260620,58680,484,349,485,110,405,8,5,5,PGR000705,705,493.6000,493.6000,493.6000,975.8500,1,1,2026-08-24T00:00:00.000
