PurchaseOrderSpendKey,OrderDateKey,RequestedDeliveryDateKey,PromisedDeliveryDateKey,PurchaseOrderHeaderKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,CostCenterKey,PurchaseOrderLifecycleStatusKey,UnitOfMeasureKey,CurrencyKey,PurchaseOrderDistributionNumber,OrderedQuantity,UnitPriceAmount,ExtendedAmount,SourceSystemKey,BatchId,LoadedAtUtc
846,20260614,20260613,20260605,221,407,493,310,154,23,10,2,3,POS000846,592.3000,1169.0200,1169.0200,1,1,2026-08-24T00:00:00.000
847,20260817,20260626,20260719,411,93,371,44,301,61,11,2,2,POS000847,593.0000,1170.3900,1170.3900,1,1,2026-08-24T00:00:00.000
848,20260613,20260822,20260531,230,304,64,14,161,328,9,7,5,POS000848,593.7000,1171.7600,1171.7600,1,1,2026-08-24T00:00:00.000
849,20260718,20260822,20260619,402,477,417,188,309,69,4,5,5,POS000849,594.4000,1173.1300,1173.1300,1,1,2026-08-24T00:00:00.000
850,20260722,20260608,20260610,58,145,455,-1,342,-1,8,4,2,POS000850,595.1000,1174.5000,1174.5000,1,1,2026-08-24T00:00:00.000
851,20260728,20260608,20260819,28,208,195,132,190,127,1,6,3,POS000851,595.8000,1175.8700,1175.8700,1,1,2026-08-24T00:00:00.000
852,20260726,20260701,20260628,191,477,436,14,16,117,12,5,5,POS000852,596.5000,1177.2400,1177.2400,1,1,2026-08-24T00:00:00.000
853,20260628,20260730,20260809,480,68,46,450,340,453,12,4,2,POS000853,597.2000,1178.6100,1178.6100,1,1,2026-08-24T00:00:00.000
854,20260620,20260630,20260726,52,498,385,113,162,53,11,4,5,POS000854,597.9000,1179.9800,1179.9800,1,1,2026-08-24T00:00:00.000
855,20260824,20260719,20260617,121,290,179,349,227,389,8,1,5,POS000855,598.6000,1181.3500,1181.3500,1,1,2026-08-24T00:00:00.000
856,20260630,20260621,20260808,32,258,403,465,5,293,12,7,4,POS000856,599.3000,1182.7200,1182.7200,1,1,2026-08-24T00:00:00.000
857,20260625,20260614,20260821,457,295,439,124,60,471,6,3,2,POS000857,600.0000,1184.0900,1184.0900,1,1,2026-08-24T00:00:00.000
858,20260702,20260820,20260801,116,299,371,235,242,255,9,5,2,POS000858,600.7000,1185.4600,1185.4600,1,1,2026-08-24T00:00:00.000
859,20260624,20260630,20260624,382,499,143,373,226,268,7,6,1,POS000859,601.4000,1186.8300,1186.8300,1,1,2026-08-24T00:00:00.000
860,20260619,20260528,20260621,115,105,184,294,334,82,8,7,1,POS000860,602.1000,1188.2000,1188.2000,1,1,2026-08-24T00:00:00.000
861,20260605,20260731,20260709,374,450,97,23,191,459,12,4,5,POS000861,602.8000,1189.5700,1189.5700,1,1,2026-08-24T00:00:00.000
862,20260602,20260704,20260709,92,425,292,83,134,224,10,6,5,POS000862,603.5000,1190.9400,1190.9400,1,1,2026-08-24T00:00:00.000
863,20260719,20260718,20260823,323,141,106,157,36,492,11,2,5,POS000863,604.2000,1192.3100,1192.3100,1,1,2026-08-24T00:00:00.000
864,20260601,20260629,20260527,216,106,407,209,268,22,9,1,2,POS000864,604.9000,1193.6800,1193.6800,1,1,2026-08-24T00:00:00.000
865,20260619,20260716,20260624,82,2,346,6,43,472,6,6,4,POS000865,605.6000,1195.0500,1195.0500,1,1,2026-08-24T00:00:00.000
866,20260801,20260728,20260715,381,429,67,354,139,308,10,4,3,POS000866,606.3000,1196.4200,1196.4200,1,1,2026-08-24T00:00:00.000
867,20260821,20260820,20260609,7,423,500,-1,231,-1,1,3,1,POS000867,607.0000,1197.7900,1197.7900,1,1,2026-08-24T00:00:00.000
868,20260822,20260609,20260720,244,327,87,154,208,446,6,4,5,POS000868,607.7000,1199.1600,1199.1600,1,1,2026-08-24T00:00:00.000
869,20260710,20260728,20260821,401,81,153,224,275,68,9,5,1,POS000869,608.4000,1200.5300,1200.5300,1,1,2026-08-24T00:00:00.000
870,20260528,20260625,20260618,392,154,123,395,227,350,1,7,1,POS000870,609.1000,1201.9000,1201.9000,1,1,2026-08-24T00:00:00.000
871,20260811,20260608,20260610,248,137,464,271,141,234,10,7,3,POS000871,609.8000,1203.2700,1203.2700,1,1,2026-08-24T00:00:00.000
872,20260809,20260805,20260720,493,281,310,270,138,472,5,1,5,POS000872,610.5000,1204.6400,1204.6400,1,1,2026-08-24T00:00:00.000
873,20260722,20260530,20260805,321,163,343,388,230,253,1,1,3,POS000873,611.2000,1206.0100,1206.0100,1,1,2026-08-24T00:00:00.000
874,20260527,20260527,20260713,412,183,382,124,261,264,5,5,5,POS000874,611.9000,1207.3800,1207.3800,1,1,2026-08-24T00:00:00.000
875,20260801,20260810,20260821,165,156,378,500,269,179,1,4,5,POS000875,612.6000,1208.7500,1208.7500,1,1,2026-08-24T00:00:00.000
876,20260712,20260821,20260711,309,113,93,354,76,42,4,6,3,POS000876,613.3000,1210.1200,1210.1200,1,1,2026-08-24T00:00:00.000
877,20260819,20260814,20260824,311,99,251,384,253,378,1,1,4,POS000877,614.0000,1211.4900,1211.4900,1,1,2026-08-24T00:00:00.000
878,20260530,20260812,20260625,50,22,221,466,43,89,1,3,3,POS000878,614.7000,1212.8600,1212.8600,1,1,2026-08-24T00:00:00.000
879,20260530,20260616,20260704,319,227,134,99,339,236,7,7,4,POS000879,615.4000,1214.2300,1214.2300,1,1,2026-08-24T00:00:00.000
880,20260715,20260710,20260824,39,17,155,38,101,290,9,2,2,POS000880,616.1000,1215.6000,1215.6000,1,1,2026-08-24T00:00:00.000
881,20260820,20260527,20260531,245,415,405,429,201,64,4,5,5,POS000881,616.8000,1216.9700,1216.9700,1,1,2026-08-24T00:00:00.000
882,20260703,20260629,20260629,369,113,91,280,177,65,1,3,2,POS000882,617.5000,1218.3400,1218.3400,1,1,2026-08-24T00:00:00.000
883,20260731,20260601,20260807,403,467,377,117,5,7,1,4,4,POS000883,618.2000,1219.7100,1219.7100,1,1,2026-08-24T00:00:00.000
884,20260714,20260627,20260615,250,494,98,-1,32,-1,3,7,2,POS000884,618.9000,1221.0800,1221.0800,1,1,2026-08-24T00:00:00.000
885,20260804,20260529,20260625,280,15,15,287,22,145,12,3,1,POS000885,619.6000,1222.4500,1222.4500,1,1,2026-08-24T00:00:00.000
886,20260625,20260731,20260705,258,488,23,487,289,81,3,2,3,POS000886,620.3000,1223.8200,1223.8200,1,1,2026-08-24T00:00:00.000
887,20260606,20260723,20260711,440,447,22,3,184,190,12,3,5,POS000887,621.0000,1225.1900,1225.1900,1,1,2026-08-24T00:00:00.000
888,20260601,20260707,20260713,58,162,92,369,211,82,12,7,1,POS000888,621.7000,1226.5600,1226.5600,1,1,2026-08-24T00:00:00.000
889,20260823,20260612,20260721,118,21,314,370,230,231,6,4,3,POS000889,622.4000,1227.9300,1227.9300,1,1,2026-08-24T00:00:00.000
890,20260812,20260805,20260624,145,299,129,238,43,105,8,4,5,POS000890,623.1000,1229.3000,1229.3000,1,1,2026-08-24T00:00:00.000
891,20260818,20260615,20260625,147,454,88,277,79,380,10,5,2,POS000891,623.8000,1230.6700,1230.6700,1,1,2026-08-24T00:00:00.000
892,20260616,20260607,20260818,163,146,97,429,346,6,2,6,5,POS000892,624.5000,1232.0400,1232.0400,1,1,2026-08-24T00:00:00.000
893,20260823,20260628,20260629,9,105,252,234,48,6,8,2,2,POS000893,625.2000,1233.4100,1233.4100,1,1,2026-08-24T00:00:00.000
894,20260803,20260727,20260617,237,344,359,183,253,307,5,5,1,POS000894,625.9000,1234.7800,1234.7800,1,1,2026-08-24T00:00:00.000
895,20260717,20260711,20260626,493,112,21,371,98,388,6,3,4,POS000895,626.6000,1236.1500,1236.1500,1,1,2026-08-24T00:00:00.000
896,20260615,20260804,20260703,481,100,237,229,341,472,7,4,5,POS000896,627.3000,1237.5200,1237.5200,1,1,2026-08-24T00:00:00.000
897,20260719,20260806,20260626,384,321,246,341,272,319,7,2,4,POS000897,628.0000,1238.8900,1238.8900,1,1,2026-08-24T00:00:00.000
898,20260615,20260817,20260622,262,150,493,140,232,333,7,4,1,POS000898,628.7000,1240.2600,1240.2600,1,1,2026-08-24T00:00:00.000
899,20260527,20260706,20260824,411,35,159,268,73,333,9,2,4,POS000899,629.4000,1241.6300,1241.6300,1,1,2026-08-24T00:00:00.000
900,20260705,20260626,20260815,434,134,246,316,101,207,12,1,2,POS000900,630.1000,1243.0000,1243.0000,1,1,2026-08-24T00:00:00.000
901,20260816,20260718,20260823,492,215,159,-1,60,-1,6,4,4,POS000901,630.8000,1244.3700,1244.3700,1,1,2026-08-24T00:00:00.000
902,20260813,20260714,20260708,195,6,466,429,151,142,11,4,4,POS000902,631.5000,1245.7400,1245.7400,1,1,2026-08-24T00:00:00.000
903,20260629,20260730,20260612,228,19,137,249,101,249,12,2,5,POS000903,632.2000,1247.1100,1247.1100,1,1,2026-08-24T00:00:00.000
904,20260813,20260627,20260718,475,123,46,175,347,353,6,2,3,POS000904,632.9000,1248.4800,1248.4800,1,1,2026-08-24T00:00:00.000
905,20260609,20260621,20260711,179,417,228,446,331,357,5,2,3,POS000905,633.6000,1249.8500,1249.8500,1,1,2026-08-24T00:00:00.000
906,20260711,20260817,20260727,257,143,94,391,82,234,11,1,1,POS000906,634.3000,1251.2200,1251.2200,1,1,2026-08-24T00:00:00.000
907,20260710,20260619,20260602,253,308,431,400,317,128,12,3,1,POS000907,635.0000,1252.5900,1252.5900,1,1,2026-08-24T00:00:00.000
908,20260802,20260603,20260528,414,434,332,431,292,144,9,1,3,POS000908,635.7000,1253.9600,1253.9600,1,1,2026-08-24T00:00:00.000
909,20260607,20260529,20260714,201,482,496,170,149,63,3,4,5,POS000909,636.4000,1255.3300,1255.3300,1,1,2026-08-24T00:00:00.000
910,20260702,20260804,20260818,245,337,333,398,191,160,2,7,2,POS000910,637.1000,1256.7000,1256.7000,1,1,2026-08-24T00:00:00.000
911,20260613,20260728,20260714,238,231,96,64,221,207,6,6,5,POS000911,637.8000,1258.0700,1258.0700,1,1,2026-08-24T00:00:00.000
912,20260711,20260530,20260614,115,497,160,425,134,334,8,1,5,POS000912,638.5000,1259.4400,1259.4400,1,1,2026-08-24T00:00:00.000
913,20260812,20260615,20260712,227,131,138,75,87,165,1,4,5,POS000913,639.2000,1260.8100,1260.8100,1,1,2026-08-24T00:00:00.000
914,20260530,20260730,20260617,323,466,331,310,334,408,6,1,1,POS000914,639.9000,1262.1800,1262.1800,1,1,2026-08-24T00:00:00.000
915,20260814,20260605,20260629,185,215,30,351,255,363,12,4,2,POS000915,640.6000,1263.5500,1263.5500,1,1,2026-08-24T00:00:00.000
916,20260731,20260821,20260710,421,68,426,308,44,330,6,7,3,POS000916,641.3000,1264.9200,1264.9200,1,1,2026-08-24T00:00:00.000
917,20260821,20260628,20260815,47,373,499,483,86,217,2,6,4,POS000917,642.0000,1266.2900,1266.2900,1,1,2026-08-24T00:00:00.000
918,20260816,20260628,20260726,471,229,59,-1,126,-1,1,5,1,POS000918,642.7000,1267.6600,1267.6600,1,1,2026-08-24T00:00:00.000
919,20260714,20260725,20260628,415,487,460,278,64,263,12,3,5,POS000919,643.4000,1269.0300,1269.0300,1,1,2026-08-24T00:00:00.000
920,20260527,20260607,20260601,96,60,66,404,295,40,9,4,4,POS000920,644.1000,1270.4000,1270.4000,1,1,2026-08-24T00:00:00.000
921,20260811,20260624,20260808,384,77,97,499,203,309,6,5,2,POS000921,644.8000,1271.7700,1271.7700,1,1,2026-08-24T00:00:00.000
922,20260716,20260824,20260731,245,482,434,150,39,466,5,6,2,POS000922,645.5000,1273.1400,1273.1400,1,1,2026-08-24T00:00:00.000
923,20260801,20260712,20260630,157,321,51,390,232,451,6,7,3,POS000923,646.2000,1274.5100,1274.5100,1,1,2026-08-24T00:00:00.000
924,20260618,20260812,20260602,189,361,28,496,301,106,2,6,5,POS000924,646.9000,1275.8800,1275.8800,1,1,2026-08-24T00:00:00.000
925,20260818,20260621,20260728,435,51,433,315,161,50,8,1,1,POS000925,647.6000,1277.2500,1277.2500,1,1,2026-08-24T00:00:00.000
926,20260615,20260823,20260809,135,449,36,345,175,331,9,7,2,POS000926,648.3000,1278.6200,1278.6200,1,1,2026-08-24T00:00:00.000
927,20260702,20260709,20260709,233,204,443,458,182,465,2,3,3,POS000927,649.0000,1279.9900,1279.9900,1,1,2026-08-24T00:00:00.000
928,20260616,20260615,20260719,359,151,110,349,139,123,6,2,1,POS000928,649.7000,1281.3600,1281.3600,1,1,2026-08-24T00:00:00.000
929,20260708,20260619,20260626,99,56,119,7,221,201,6,5,5,POS000929,650.4000,1282.7300,1282.7300,1,1,2026-08-24T00:00:00.000
930,20260610,20260705,20260528,147,211,209,371,280,42,5,2,2,POS000930,651.1000,1284.1000,1284.1000,1,1,2026-08-24T00:00:00.000
931,20260618,20260624,20260726,112,256,232,49,251,230,10,7,2,POS000931,651.8000,1285.4700,1285.4700,1,1,2026-08-24T00:00:00.000
932,20260711,20260625,20260529,399,392,279,303,256,345,2,2,1,POS000932,652.5000,1286.8400,1286.8400,1,1,2026-08-24T00:00:00.000
933,20260808,20260806,20260613,318,379,252,129,3,428,11,7,4,POS000933,653.2000,1288.2100,1288.2100,1,1,2026-08-24T00:00:00.000
934,20260611,20260722,20260707,53,308,322,38,138,260,8,3,1,POS000934,653.9000,1289.5800,1289.5800,1,1,2026-08-24T00:00:00.000
935,20260726,20260806,20260728,437,124,498,-1,35,-1,6,4,4,POS000935,654.6000,1290.9500,1290.9500,1,1,2026-08-24T00:00:00.000
936,20260818,20260805,20260702,424,79,485,70,264,10,12,4,1,POS000936,655.3000,1292.3200,1292.3200,1,1,2026-08-24T00:00:00.000
937,20260819,20260709,20260704,297,143,468,51,54,12,9,2,4,POS000937,656.0000,1293.6900,1293.6900,1,1,2026-08-24T00:00:00.000
938,20260719,20260705,20260626,168,190,54,56,7,463,11,6,4,POS000938,656.7000,1295.0600,1295.0600,1,1,2026-08-24T00:00:00.000
939,20260704,20260806,20260629,26,357,460,236,271,366,5,3,3,POS000939,657.4000,1296.4300,1296.4300,1,1,2026-08-24T00:00:00.000
940,20260821,20260723,20260811,303,184,310,65,145,217,1,7,1,POS000940,658.1000,1297.8000,1297.8000,1,1,2026-08-24T00:00:00.000
941,20260818,20260813,20260701,11,231,1,173,322,18,7,1,5,POS000941,658.8000,1299.1700,1299.1700,1,1,2026-08-24T00:00:00.000
942,20260715,20260606,20260702,221,71,363,197,12,245,7,6,5,POS000942,659.5000,1300.5400,1300.5400,1,1,2026-08-24T00:00:00.000
943,20260623,20260811,20260714,109,200,409,467,151,174,7,7,2,POS000943,660.2000,1301.9100,1301.9100,1,1,2026-08-24T00:00:00.000
944,20260626,20260812,20260811,186,367,15,68,70,5,10,6,4,POS000944,660.9000,1303.2800,1303.2800,1,1,2026-08-24T00:00:00.000
945,20260614,20260730,20260625,389,74,50,427,51,464,10,5,1,POS000945,661.6000,1304.6500,1304.6500,1,1,2026-08-24T00:00:00.000
946,20260702,20260624,20260731,391,467,303,318,148,473,9,6,4,POS000946,662.3000,1306.0200,1306.0200,1,1,2026-08-24T00:00:00.000
947,20260713,20260621,20260802,217,86,447,41,203,1,7,4,4,POS000947,663.0000,1307.3900,1307.3900,1,1,2026-08-24T00:00:00.000
948,20260630,20260626,20260822,287,496,227,434,237,329,5,6,1,POS000948,663.7000,1308.7600,1308.7600,1,1,2026-08-24T00:00:00.000
949,20260616,20260531,20260726,439,257,194,99,128,33,7,3,5,POS000949,664.4000,1310.1300,1310.1300,1,1,2026-08-24T00:00:00.000
950,20260530,20260819,20260619,437,249,344,204,192,265,2,7,5,POS000950,665.1000,1311.5000,1311.5000,1,1,2026-08-24T00:00:00.000
951,20260621,20260813,20260610,391,253,350,16,340,421,9,3,4,POS000951,665.8000,1312.8700,1312.8700,1,1,2026-08-24T00:00:00.000
952,20260620,20260729,20260614,291,28,363,-1,120,-1,6,5,3,POS000952,666.5000,1314.2400,1314.2400,1,1,2026-08-24T00:00:00.000
953,20260708,20260706,20260714,111,384,446,133,109,365,4,4,5,POS000953,667.2000,1315.6100,1315.6100,1,1,2026-08-24T00:00:00.000
954,20260729,20260814,20260630,65,100,351,356,169,257,9,5,5,POS000954,667.9000,1316.9800,1316.9800,1,1,2026-08-24T00:00:00.000
955,20260728,20260620,20260824,21,296,318,280,213,334,8,4,5,POS000955,668.6000,1318.3500,1318.3500,1,1,2026-08-24T00:00:00.000
956,20260613,20260607,20260602,437,100,184,357,304,164,7,7,3,POS000956,669.3000,1319.7200,1319.7200,1,1,2026-08-24T00:00:00.000
957,20260813,20260630,20260709,170,229,402,202,41,267,11,4,4,POS000957,670.0000,1321.0900,1321.0900,1,1,2026-08-24T00:00:00.000
958,20260710,20260803,20260814,64,20,279,282,201,401,12,7,1,POS000958,670.7000,1322.4600,1322.4600,1,1,2026-08-24T00:00:00.000
959,20260810,20260704,20260709,320,109,75,128,58,488,10,6,4,POS000959,671.4000,1323.8300,1323.8300,1,1,2026-08-24T00:00:00.000
960,20260707,20260627,20260727,432,130,117,431,214,198,10,4,3,POS000960,672.1000,1325.2000,1325.2000,1,1,2026-08-24T00:00:00.000
961,20260625,20260706,20260615,424,91,368,202,96,494,2,5,1,POS000961,672.8000,1326.5700,1326.5700,1,1,2026-08-24T00:00:00.000
962,20260725,20260528,20260727,113,289,410,279,337,150,11,7,2,POS000962,673.5000,1327.9400,1327.9400,1,1,2026-08-24T00:00:00.000
963,20260803,20260815,20260626,360,244,112,473,249,354,1,7,3,POS000963,674.2000,1329.3100,1329.3100,1,1,2026-08-24T00:00:00.000
964,20260610,20260810,20260621,208,226,416,196,315,169,12,5,5,POS000964,674.9000,1330.6800,1330.6800,1,1,2026-08-24T00:00:00.000
965,20260806,20260627,20260727,491,101,270,161,203,30,6,1,4,POS000965,675.6000,1332.0500,1332.0500,1,1,2026-08-24T00:00:00.000
966,20260817,20260716,20260624,123,257,424,487,11,418,3,4,4,POS000966,676.3000,1333.4200,1333.4200,1,1,2026-08-24T00:00:00.000
967,20260605,20260612,20260724,158,284,499,448,338,436,1,6,3,POS000967,677.0000,1334.7900,1334.7900,1,1,2026-08-24T00:00:00.000
968,20260614,20260822,20260704,331,204,474,158,32,26,6,6,1,POS000968,677.7000,1336.1600,1336.1600,1,1,2026-08-24T00:00:00.000
969,20260724,20260616,20260617,325,174,345,-1,212,-1,10,4,1,POS000969,678.4000,1337.5300,1337.5300,1,1,2026-08-24T00:00:00.000
970,20260812,20260811,20260716,101,190,200,449,94,333,12,7,2,POS000970,679.1000,1338.9000,1338.9000,1,1,2026-08-24T00:00:00.000
971,20260619,20260811,20260705,140,391,152,59,232,64,1,5,4,POS000971,679.8000,1340.2700,1340.2700,1,1,2026-08-24T00:00:00.000
972,20260626,20260627,20260620,324,152,500,392,179,169,6,3,1,POS000972,680.5000,1341.6400,1341.6400,1,1,2026-08-24T00:00:00.000
973,20260626,20260710,20260702,108,188,212,416,38,121,9,2,1,POS000973,681.2000,1343.0100,1343.0100,1,1,2026-08-24T00:00:00.000
974,20260809,20260605,20260709,247,171,19,474,7,466,1,5,3,POS000974,681.9000,1344.3800,1344.3800,1,1,2026-08-24T00:00:00.000
975,20260619,20260817,20260709,110,449,462,394,280,376,6,5,1,POS000975,682.6000,1345.7500,1345.7500,1,1,2026-08-24T00:00:00.000
976,20260604,20260708,20260809,147,29,203,275,117,149,7,2,3,POS000976,683.3000,1347.1200,1347.1200,1,1,2026-08-24T00:00:00.000
977,20260824,20260811,20260601,130,28,402,353,183,437,2,3,3,POS000977,684.0000,1348.4900,1348.4900,1,1,2026-08-24T00:00:00.000
978,20260807,20260710,20260820,10,39,175,294,75,255,8,3,2,POS000978,684.7000,1349.8600,1349.8600,1,1,2026-08-24T00:00:00.000
979,20260722,20260621,20260822,434,217,475,179,276,287,5,7,4,POS000979,685.4000,1351.2300,1351.2300,1,1,2026-08-24T00:00:00.000
980,20260731,20260625,20260623,408,458,320,171,139,365,6,7,4,POS000980,686.1000,1352.6000,1352.6000,1,1,2026-08-24T00:00:00.000
981,20260815,20260727,20260627,335,167,125,41,163,11,11,2,1,POS000981,686.8000,1353.9700,1353.9700,1,1,2026-08-24T00:00:00.000
982,20260709,20260720,20260608,346,82,452,490,216,175,5,4,5,POS000982,687.5000,1355.3400,1355.3400,1,1,2026-08-24T00:00:00.000
983,20260717,20260816,20260812,38,106,97,274,168,488,8,5,1,POS000983,688.2000,1356.7100,1356.7100,1,1,2026-08-24T00:00:00.000
984,20260601,20260821,20260813,256,377,123,49,335,480,11,2,2,POS000984,688.9000,1358.0800,1358.0800,1,1,2026-08-24T00:00:00.000
985,20260629,20260625,20260723,238,444,320,293,314,48,9,4,4,POS000985,689.6000,1359.4500,1359.4500,1,1,2026-08-24T00:00:00.000
986,20260808,20260712,20260725,185,179,147,-1,168,-1,5,2,4,POS000986,690.3000,1360.8200,1360.8200,1,1,2026-08-24T00:00:00.000
987,20260716,20260617,20260712,377,107,129,142,210,425,10,1,2,POS000987,691.0000,1362.1900,1362.1900,1,1,2026-08-24T00:00:00.000
988,20260704,20260613,20260603,434,415,326,40,212,140,8,7,4,POS000988,691.7000,1363.5600,1363.5600,1,1,2026-08-24T00:00:00.000
989,20260530,20260816,20260822,473,297,226,413,344,249,6,1,2,POS000989,692.4000,1364.9300,1364.9300,1,1,2026-08-24T00:00:00.000
990,20260609,20260728,20260530,181,194,402,232,36,31,7,4,1,POS000990,693.1000,1366.3000,1366.3000,1,1,2026-08-24T00:00:00.000
991,20260711,20260619,20260824,460,198,165,264,6,192,7,4,3,POS000991,693.8000,1367.6700,1367.6700,1,1,2026-08-24T00:00:00.000
992,20260812,20260716,20260704,28,404,349,483,185,402,8,6,1,POS000992,694.5000,1369.0400,1369.0400,1,1,2026-08-24T00:00:00.000
993,20260820,20260603,20260708,7,243,240,273,244,358,3,2,2,POS000993,695.2000,1370.4100,1370.4100,1,1,2026-08-24T00:00:00.000
994,20260711,20260804,20260612,178,364,222,470,234,145,6,2,5,POS000994,695.9000,1371.7800,1371.7800,1,1,2026-08-24T00:00:00.000
995,20260824,20260723,20260814,42,264,129,49,74,418,6,5,5,POS000995,696.6000,1373.1500,1373.1500,1,1,2026-08-24T00:00:00.000
996,20260816,20260824,20260628,418,109,210,372,42,429,11,4,1,POS000996,697.3000,1374.5200,1374.5200,1,1,2026-08-24T00:00:00.000
997,20260713,20260806,20260618,306,322,91,182,166,18,2,2,2,POS000997,698.0000,1375.8900,1375.8900,1,1,2026-08-24T00:00:00.000
998,20260620,20260720,20260623,449,291,241,370,328,208,2,6,5,POS000998,698.7000,1377.2600,1377.2600,1,1,2026-08-24T00:00:00.000
999,20260726,20260818,20260802,271,177,297,97,141,96,7,6,2,POS000999,699.4000,1378.6300,1378.6300,1,1,2026-08-24T00:00:00.000
1000,20260812,20260615,20260610,496,464,360,268,201,446,1,4,2,POS001000,700.1000,1380.0000,1380.0000,1,1,2026-08-24T00:00:00.000
1001,20260726,20260716,20260702,289,208,440,473,3,127,12,1,2,POS001001,700.8000,1381.3700,1381.3700,1,1,2026-08-24T00:00:00.000
1002,20260710,20260728,20260725,347,28,147,259,246,7,4,7,5,POS001002,701.5000,1382.7400,1382.7400,1,1,2026-08-24T00:00:00.000
1003,20260528,20260823,20260612,46,128,354,-1,195,-1,1,4,1,POS001003,702.2000,1384.1100,1384.1100,1,1,2026-08-24T00:00:00.000
1004,20260713,20260808,20260618,22,26,327,167,157,162,2,2,1,POS001004,702.9000,1385.4800,1385.4800,1,1,2026-08-24T00:00:00.000
1005,20260616,20260627,20260629,61,160,497,366,315,473,7,2,2,POS001005,703.6000,1386.8500,1386.8500,1,1,2026-08-24T00:00:00.000
1006,20260603,20260611,20260722,110,360,338,376,211,397,7,3,1,POS001006,704.3000,1388.2200,1388.2200,1,1,2026-08-24T00:00:00.000
1007,20260626,20260608,20260706,51,53,92,277,319,69,11,2,3,POS001007,705.0000,1389.5900,1389.5900,1,1,2026-08-24T00:00:00.000
1008,20260629,20260712,20260712,422,401,477,167,274,282,2,5,5,POS001008,705.7000,1390.9600,1390.9600,1,1,2026-08-24T00:00:00.000
1009,20260809,20260606,20260704,108,48,101,43,106,373,10,2,5,POS001009,706.4000,1392.3300,1392.3300,1,1,2026-08-24T00:00:00.000
1010,20260625,20260812,20260528,204,28,7,401,134,462,7,2,1,POS001010,707.1000,1393.7000,1393.7000,1,1,2026-08-24T00:00:00.000
1011,20260810,20260614,20260710,138,71,492,141,41,309,2,1,2,POS001011,707.8000,1395.0700,1395.0700,1,1,2026-08-24T00:00:00.000
