FinancePurchasePriceVarianceKey,PostingDateKey,InvoiceDateKey,ProductKey,PlantKey,SupplierKey,CostCenterKey,FinanceCostElementDetailKey,FinanceVarianceTypeKey,CurrencyKey,SupplierInvoiceNumber,PurchaseOrderNumber,InvoiceQuantity,StandardCostAmount,ActualPriceAmount,PurchasePriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
603,20260621,20260720,402,140,284,236,277,19,5,FPPV000603,FPPV000603,422.2000,836.1100,836.1100,836.1100,1,1,2026-08-24T00:00:00.000
604,20260617,20260821,424,173,263,324,143,10,1,FPPV000604,FPPV000604,422.9000,837.4800,837.4800,837.4800,1,1,2026-08-24T00:00:00.000
605,20260625,20260718,472,200,439,220,21,6,5,FPPV000605,FPPV000605,423.6000,838.8500,838.8500,838.8500,1,1,2026-08-24T00:00:00.000
606,20260814,20260609,284,38,137,244,218,14,5,FPPV000606,FPPV000606,424.3000,840.2200,840.2200,840.2200,1,1,2026-08-24T00:00:00.000
607,20260810,20260706,267,219,412,115,429,5,5,FPPV000607,FPPV000607,425.0000,841.5900,841.5900,841.5900,1,1,2026-08-24T00:00:00.000
608,20260821,20260712,263,154,417,179,475,7,3,FPPV000608,FPPV000608,425.7000,842.9600,842.9600,842.9600,1,1,2026-08-24T00:00:00.000
609,20260703,20260815,451,350,243,72,321,5,4,FPPV000609,FPPV000609,426.4000,844.3300,844.3300,844.3300,1,1,2026-08-24T00:00:00.000
610,20260702,20260601,4,151,275,471,81,7,4,FPPV000610,FPPV000610,427.1000,845.7000,845.7000,845.7000,1,1,2026-08-24T00:00:00.000
611,20260720,20260702,334,116,72,299,329,6,1,FPPV000611,FPPV000611,427.8000,847.0700,847.0700,847.0700,1,1,2026-08-24T00:00:00.000
612,20260720,20260713,188,88,158,-1,177,19,4,FPPV000612,FPPV000612,428.5000,848.4400,848.4400,848.4400,1,1,2026-08-24T00:00:00.000
613,20260625,20260803,138,177,110,38,49,4,4,FPPV000613,FPPV000613,429.2000,849.8100,849.8100,849.8100,1,1,2026-08-24T00:00:00.000
614,20260728,20260629,224,271,340,151,388,8,4,FPPV000614,FPPV000614,429.9000,851.1800,851.1800,851.1800,1,1,2026-08-24T00:00:00.000
615,20260713,20260705,82,109,127,75,186,15,5,FPPV000615,FPPV000615,430.6000,852.5500,852.5500,852.5500,1,1,2026-08-24T00:00:00.000
616,20260715,20260822,357,275,164,39,55,7,2,FPPV000616,FPPV000616,431.3000,853.9200,853.9200,853.9200,1,1,2026-08-24T00:00:00.000
617,20260625,20260627,492,90,409,337,151,4,1,FPPV000617,FPPV000617,432.0000,855.2900,855.2900,855.2900,1,1,2026-08-24T00:00:00.000
618,20260611,20260715,424,285,302,497,149,14,5,FPPV000618,FPPV000618,432.7000,856.6600,856.6600,856.6600,1,1,2026-08-24T00:00:00.000
619,20260703,20260726,90,115,217,290,475,11,1,FPPV000619,FPPV000619,433.4000,858.0300,858.0300,858.0300,1,1,2026-08-24T00:00:00.000
620,20260730,20260720,73,150,375,458,189,7,2,FPPV000620,FPPV000620,434.1000,859.4000,859.4000,859.4000,1,1,2026-08-24T00:00:00.000
621,20260622,20260708,87,339,359,157,73,6,3,FPPV000621,FPPV000621,434.8000,860.7700,860.7700,860.7700,1,1,2026-08-24T00:00:00.000
622,20260716,20260606,115,39,469,294,2,15,2,FPPV000622,FPPV000622,435.5000,862.1400,862.1400,862.1400,1,1,2026-08-24T00:00:00.000
623,20260611,20260706,397,57,443,457,193,14,5,FPPV000623,FPPV000623,436.2000,863.5100,863.5100,863.5100,1,1,2026-08-24T00:00:00.000
624,20260703,20260819,355,305,8,5,331,11,4,FPPV000624,FPPV000624,436.9000,864.8800,864.8800,864.8800,1,1,2026-08-24T00:00:00.000
625,20260627,20260705,453,334,273,61,460,16,2,FPPV000625,FPPV000625,437.6000,866.2500,866.2500,866.2500,1,1,2026-08-24T00:00:00.000
626,20260716,20260709,300,268,203,221,127,1,3,FPPV000626,FPPV000626,438.3000,867.6200,867.6200,867.6200,1,1,2026-08-24T00:00:00.000
627,20260802,20260705,379,333,272,435,481,6,3,FPPV000627,FPPV000627,439.0000,868.9900,868.9900,868.9900,1,1,2026-08-24T00:00:00.000
628,20260616,20260603,152,144,447,410,287,5,5,FPPV000628,FPPV000628,439.7000,870.3600,870.3600,870.3600,1,1,2026-08-24T00:00:00.000
629,20260731,20260612,438,218,144,-1,303,10,1,FPPV000629,FPPV000629,440.4000,871.7300,871.7300,871.7300,1,1,2026-08-24T00:00:00.000
630,20260608,20260819,162,151,454,235,285,6,4,FPPV000630,FPPV000630,441.1000,873.1000,873.1000,873.1000,1,1,2026-08-24T00:00:00.000
631,20260730,20260722,282,76,364,224,346,15,5,FPPV000631,FPPV000631,441.8000,874.4700,874.4700,874.4700,1,1,2026-08-24T00:00:00.000
632,20260601,20260817,49,280,464,238,197,13,3,FPPV000632,FPPV000632,442.5000,875.8400,875.8400,875.8400,1,1,2026-08-24T00:00:00.000
633,20260717,20260716,134,127,289,119,348,12,1,FPPV000633,FPPV000633,443.2000,877.2100,877.2100,877.2100,1,1,2026-08-24T00:00:00.000
634,20260715,20260727,124,129,497,213,194,14,4,FPPV000634,FPPV000634,443.9000,878.5800,878.5800,878.5800,1,1,2026-08-24T00:00:00.000
635,20260706,20260618,351,164,344,449,117,4,5,FPPV000635,FPPV000635,444.6000,879.9500,879.9500,879.9500,1,1,2026-08-24T00:00:00.000
636,20260619,20260729,38,233,267,139,399,6,1,FPPV000636,FPPV000636,445.3000,881.3200,881.3200,881.3200,1,1,2026-08-24T00:00:00.000
637,20260801,20260627,343,132,257,396,238,11,3,FPPV000637,FPPV000637,446.0000,882.6900,882.6900,882.6900,1,1,2026-08-24T00:00:00.000
638,20260605,20260801,155,178,187,203,224,19,1,FPPV000638,FPPV000638,446.7000,884.0600,884.0600,884.0600,1,1,2026-08-24T00:00:00.000
639,20260628,20260805,207,196,461,206,337,15,3,FPPV000639,FPPV000639,447.4000,885.4300,885.4300,885.4300,1,1,2026-08-24T00:00:00.000
640,20260816,20260809,71,174,27,146,412,1,4,FPPV000640,FPPV000640,448.1000,886.8000,886.8000,886.8000,1,1,2026-08-24T00:00:00.000
641,20260711,20260609,304,56,414,300,287,13,3,FPPV000641,FPPV000641,448.8000,888.1700,888.1700,888.1700,1,1,2026-08-24T00:00:00.000
642,20260628,20260801,134,131,76,318,116,19,2,FPPV000642,FPPV000642,449.5000,889.5400,889.5400,889.5400,1,1,2026-08-24T00:00:00.000
643,20260803,20260728,84,202,119,120,378,5,4,FPPV000643,FPPV000643,450.2000,890.9100,890.9100,890.9100,1,1,2026-08-24T00:00:00.000
644,20260616,20260527,224,173,296,206,461,3,5,FPPV000644,FPPV000644,450.9000,892.2800,892.2800,892.2800,1,1,2026-08-24T00:00:00.000
645,20260807,20260610,327,143,404,496,220,4,1,FPPV000645,FPPV000645,451.6000,893.6500,893.6500,893.6500,1,1,2026-08-24T00:00:00.000
646,20260801,20260613,297,313,494,-1,111,8,5,FPPV000646,FPPV000646,452.3000,895.0200,895.0200,895.0200,1,1,2026-08-24T00:00:00.000
647,20260610,20260823,108,340,347,210,78,13,2,FPPV000647,FPPV000647,453.0000,896.3900,896.3900,896.3900,1,1,2026-08-24T00:00:00.000
648,20260722,20260629,481,166,376,467,227,18,5,FPPV000648,FPPV000648,453.7000,897.7600,897.7600,897.7600,1,1,2026-08-24T00:00:00.000
649,20260808,20260623,122,145,376,388,268,5,2,FPPV000649,FPPV000649,454.4000,899.1300,899.1300,899.1300,1,1,2026-08-24T00:00:00.000
650,20260717,20260708,137,222,326,474,2,8,5,FPPV000650,FPPV000650,455.1000,900.5000,900.5000,900.5000,1,1,2026-08-24T00:00:00.000
651,20260804,20260619,146,185,20,325,2,1,2,FPPV000651,FPPV000651,455.8000,901.8700,901.8700,901.8700,1,1,2026-08-24T00:00:00.000
652,20260810,20260815,265,21,252,389,139,6,3,FPPV000652,FPPV000652,456.5000,903.2400,903.2400,903.2400,1,1,2026-08-24T00:00:00.000
653,20260612,20260804,376,46,132,115,126,12,2,FPPV000653,FPPV000653,457.2000,904.6100,904.6100,904.6100,1,1,2026-08-24T00:00:00.000
654,20260531,20260723,286,1,103,341,164,9,2,FPPV000654,FPPV000654,457.9000,905.9800,905.9800,905.9800,1,1,2026-08-24T00:00:00.000
655,20260705,20260716,260,325,399,177,345,13,5,FPPV000655,FPPV000655,458.6000,907.3500,907.3500,907.3500,1,1,2026-08-24T00:00:00.000
656,20260617,20260823,312,295,459,145,259,6,2,FPPV000656,FPPV000656,459.3000,908.7200,908.7200,908.7200,1,1,2026-08-24T00:00:00.000
657,20260818,20260819,456,130,467,473,161,3,5,FPPV000657,FPPV000657,460.0000,910.0900,910.0900,910.0900,1,1,2026-08-24T00:00:00.000
658,20260805,20260816,301,67,15,21,141,13,1,FPPV000658,FPPV000658,460.7000,911.4600,911.4600,911.4600,1,1,2026-08-24T00:00:00.000
659,20260717,20260817,4,159,99,373,152,3,5,FPPV000659,FPPV000659,461.4000,912.8300,912.8300,912.8300,1,1,2026-08-24T00:00:00.000
660,20260702,20260815,429,301,137,368,167,5,4,FPPV000660,FPPV000660,462.1000,914.2000,914.2000,914.2000,1,1,2026-08-24T00:00:00.000
661,20260813,20260811,323,164,379,468,356,17,2,FPPV000661,FPPV000661,462.8000,915.5700,915.5700,915.5700,1,1,2026-08-24T00:00:00.000
662,20260615,20260821,240,288,335,59,282,16,2,FPPV000662,FPPV000662,463.5000,916.9400,916.9400,916.9400,1,1,2026-08-24T00:00:00.000
663,20260716,20260625,6,348,435,-1,180,5,2,FPPV000663,FPPV000663,464.2000,918.3100,918.3100,918.3100,1,1,2026-08-24T00:00:00.000
664,20260723,20260607,57,265,153,84,326,13,4,FPPV000664,FPPV000664,464.9000,919.6800,919.6800,919.6800,1,1,2026-08-24T00:00:00.000
665,20260813,20260708,498,134,210,224,21,7,2,FPPV000665,FPPV000665,465.6000,921.0500,921.0500,921.0500,1,1,2026-08-24T00:00:00.000
666,20260727,20260612,343,225,306,70,302,13,2,FPPV000666,FPPV000666,466.3000,922.4200,922.4200,922.4200,1,1,2026-08-24T00:00:00.000
667,20260718,20260730,118,260,346,58,379,5,4,FPPV000667,FPPV000667,467.0000,923.7900,923.7900,923.7900,1,1,2026-08-24T00:00:00.000
668,20260715,20260627,152,350,425,434,363,9,2,FPPV000668,FPPV000668,467.7000,925.1600,925.1600,925.1600,1,1,2026-08-24T00:00:00.000
669,20260705,20260722,396,31,154,93,59,6,1,FPPV000669,FPPV000669,468.4000,926.5300,926.5300,926.5300,1,1,2026-08-24T00:00:00.000
670,20260630,20260819,496,99,380,149,278,8,4,FPPV000670,FPPV000670,469.1000,927.9000,927.9000,927.9000,1,1,2026-08-24T00:00:00.000
671,20260630,20260812,182,235,340,404,255,19,1,FPPV000671,FPPV000671,469.8000,929.2700,929.2700,929.2700,1,1,2026-08-24T00:00:00.000
672,20260809,20260802,393,274,311,295,165,7,1,FPPV000672,FPPV000672,470.5000,930.6400,930.6400,930.6400,1,1,2026-08-24T00:00:00.000
673,20260719,20260604,242,210,151,84,3,12,1,FPPV000673,FPPV000673,471.2000,932.0100,932.0100,932.0100,1,1,2026-08-24T00:00:00.000
674,20260627,20260714,279,64,396,109,381,1,4,FPPV000674,FPPV000674,471.9000,933.3800,933.3800,933.3800,1,1,2026-08-24T00:00:00.000
675,20260809,20260603,281,247,414,167,41,16,4,FPPV000675,FPPV000675,472.6000,934.7500,934.7500,934.7500,1,1,2026-08-24T00:00:00.000
676,20260703,20260623,212,312,343,459,284,19,1,FPPV000676,FPPV000676,473.3000,936.1200,936.1200,936.1200,1,1,2026-08-24T00:00:00.000
677,20260704,20260820,215,317,316,156,25,15,4,FPPV000677,FPPV000677,474.0000,937.4900,937.4900,937.4900,1,1,2026-08-24T00:00:00.000
678,20260805,20260628,414,232,364,204,91,2,3,FPPV000678,FPPV000678,474.7000,938.8600,938.8600,938.8600,1,1,2026-08-24T00:00:00.000
679,20260624,20260823,401,222,254,301,315,17,3,FPPV000679,FPPV000679,475.4000,940.2300,940.2300,940.2300,1,1,2026-08-24T00:00:00.000
680,20260723,20260804,107,10,106,-1,21,4,5,FPPV000680,FPPV000680,476.1000,941.6000,941.6000,941.6000,1,1,2026-08-24T00:00:00.000
681,20260715,20260811,199,324,394,24,480,9,3,FPPV000681,FPPV000681,476.8000,942.9700,942.9700,942.9700,1,1,2026-08-24T00:00:00.000
682,20260808,20260627,110,110,473,147,73,13,2,FPPV000682,FPPV000682,477.5000,944.3400,944.3400,944.3400,1,1,2026-08-24T00:00:00.000
683,20260617,20260723,226,196,269,487,435,5,1,FPPV000683,FPPV000683,478.2000,945.7100,945.7100,945.7100,1,1,2026-08-24T00:00:00.000
684,20260707,20260710,54,325,162,137,113,2,4,FPPV000684,FPPV000684,478.9000,947.0800,947.0800,947.0800,1,1,2026-08-24T00:00:00.000
685,20260819,20260606,448,165,136,479,440,4,2,FPPV000685,FPPV000685,479.6000,948.4500,948.4500,948.4500,1,1,2026-08-24T00:00:00.000
686,20260627,20260814,57,196,154,230,271,15,1,FPPV000686,FPPV000686,480.3000,949.8200,949.8200,949.8200,1,1,2026-08-24T00:00:00.000
687,20260601,20260617,465,30,93,189,223,9,3,FPPV000687,FPPV000687,481.0000,951.1900,951.1900,951.1900,1,1,2026-08-24T00:00:00.000
688,20260605,20260531,64,142,235,476,74,2,2,FPPV000688,FPPV000688,481.7000,952.5600,952.5600,952.5600,1,1,2026-08-24T00:00:00.000
689,20260712,20260721,295,350,137,265,161,2,4,FPPV000689,FPPV000689,482.4000,953.9300,953.9300,953.9300,1,1,2026-08-24T00:00:00.000
690,20260728,20260817,189,208,436,442,199,1,5,FPPV000690,FPPV000690,483.1000,955.3000,955.3000,955.3000,1,1,2026-08-24T00:00:00.000
691,20260720,20260718,491,135,240,239,384,2,3,FPPV000691,FPPV000691,483.8000,956.6700,956.6700,956.6700,1,1,2026-08-24T00:00:00.000
692,20260726,20260707,486,345,438,160,278,12,5,FPPV000692,FPPV000692,484.5000,958.0400,958.0400,958.0400,1,1,2026-08-24T00:00:00.000
693,20260809,20260613,306,170,149,283,465,11,4,FPPV000693,FPPV000693,485.2000,959.4100,959.4100,959.4100,1,1,2026-08-24T00:00:00.000
694,20260814,20260606,486,213,127,237,260,4,4,FPPV000694,FPPV000694,485.9000,960.7800,960.7800,960.7800,1,1,2026-08-24T00:00:00.000
695,20260731,20260630,206,118,99,164,41,13,5,FPPV000695,FPPV000695,486.6000,962.1500,962.1500,962.1500,1,1,2026-08-24T00:00:00.000
696,20260811,20260610,241,26,8,199,340,7,3,FPPV000696,FPPV000696,487.3000,963.5200,963.5200,963.5200,1,1,2026-08-24T00:00:00.000
697,20260612,20260802,200,159,310,-1,134,13,4,FPPV000697,FPPV000697,488.0000,964.8900,964.8900,964.8900,1,1,2026-08-24T00:00:00.000
698,20260605,20260604,323,341,430,287,159,1,1,FPPV000698,FPPV000698,488.7000,966.2600,966.2600,966.2600,1,1,2026-08-24T00:00:00.000
699,20260605,20260729,309,210,292,266,288,1,2,FPPV000699,FPPV000699,489.4000,967.6300,967.6300,967.6300,1,1,2026-08-24T00:00:00.000
700,20260531,20260727,173,273,27,458,20,7,2,FPPV000700,FPPV000700,490.1000,969.0000,969.0000,969.0000,1,1,2026-08-24T00:00:00.000
701,20260616,20260727,148,67,138,331,30,6,4,FPPV000701,FPPV000701,490.8000,970.3700,970.3700,970.3700,1,1,2026-08-24T00:00:00.000
702,20260813,20260707,112,159,248,324,67,5,5,FPPV000702,FPPV000702,491.5000,971.7400,971.7400,971.7400,1,1,2026-08-24T00:00:00.000
703,20260726,20260608,112,5,273,246,225,3,5,FPPV000703,FPPV000703,492.2000,973.1100,973.1100,973.1100,1,1,2026-08-24T00:00:00.000
704,20260720,20260610,297,253,26,290,399,4,5,FPPV000704,FPPV000704,492.9000,974.4800,974.4800,974.4800,1,1,2026-08-24T00:00:00.000
705,20260804,20260815,122,231,389,141,366,4,4,FPPV000705,FPPV000705,493.6000,975.8500,975.8500,975.8500,1,1,2026-08-24T00:00:00.000
706,20260618,20260715,181,106,146,434,246,8,5,FPPV000706,FPPV000706,494.3000,977.2200,977.2200,977.2200,1,1,2026-08-24T00:00:00.000
707,20260707,20260708,325,90,132,170,104,19,4,FPPV000707,FPPV000707,495.0000,978.5900,978.5900,978.5900,1,1,2026-08-24T00:00:00.000
708,20260727,20260605,324,37,234,2,379,18,2,FPPV000708,FPPV000708,495.7000,979.9600,979.9600,979.9600,1,1,2026-08-24T00:00:00.000
709,20260804,20260812,227,324,356,293,110,18,5,FPPV000709,FPPV000709,496.4000,981.3300,981.3300,981.3300,1,1,2026-08-24T00:00:00.000
710,20260603,20260626,196,27,427,332,267,2,4,FPPV000710,FPPV000710,497.1000,982.7000,982.7000,982.7000,1,1,2026-08-24T00:00:00.000
711,20260613,20260704,63,342,233,353,428,18,5,FPPV000711,FPPV000711,497.8000,984.0700,984.0700,984.0700,1,1,2026-08-24T00:00:00.000
712,20260609,20260726,273,82,485,279,470,13,3,FPPV000712,FPPV000712,498.5000,985.4400,985.4400,985.4400,1,1,2026-08-24T00:00:00.000
713,20260615,20260817,487,60,64,131,273,4,3,FPPV000713,FPPV000713,499.2000,986.8100,986.8100,986.8100,1,1,2026-08-24T00:00:00.000
714,20260615,20260707,484,76,451,-1,381,7,2,FPPV000714,FPPV000714,499.9000,988.1800,988.1800,988.1800,1,1,2026-08-24T00:00:00.000
715,20260624,20260618,318,31,192,172,250,9,2,FPPV000715,FPPV000715,500.6000,989.5500,989.5500,989.5500,1,1,2026-08-24T00:00:00.000
716,20260804,20260822,397,66,84,347,393,16,1,FPPV000716,FPPV000716,501.3000,990.9200,990.9200,990.9200,1,1,2026-08-24T00:00:00.000
717,20260716,20260617,297,132,429,373,415,2,3,FPPV000717,FPPV000717,502.0000,992.2900,992.2900,992.2900,1,1,2026-08-24T00:00:00.000
718,20260707,20260711,332,268,96,116,254,8,2,FPPV000718,FPPV000718,502.7000,993.6600,993.6600,993.6600,1,1,2026-08-24T00:00:00.000
719,20260722,20260603,467,38,283,72,393,19,4,FPPV000719,FPPV000719,503.4000,995.0300,995.0300,995.0300,1,1,2026-08-24T00:00:00.000
720,20260709,20260824,169,15,416,458,221,12,3,FPPV000720,FPPV000720,504.1000,996.4000,996.4000,996.4000,1,1,2026-08-24T00:00:00.000
721,20260629,20260530,364,203,157,145,307,15,1,FPPV000721,FPPV000721,504.8000,997.7700,997.7700,997.7700,1,1,2026-08-24T00:00:00.000
722,20260704,20260717,154,129,229,263,2,18,4,FPPV000722,FPPV000722,505.5000,999.1400,999.1400,999.1400,1,1,2026-08-24T00:00:00.000
723,20260725,20260820,391,123,333,436,62,19,2,FPPV000723,FPPV000723,506.2000,1000.5100,1000.5100,1000.5100,1,1,2026-08-24T00:00:00.000
724,20260817,20260813,8,105,297,173,456,14,1,FPPV000724,FPPV000724,506.9000,1001.8800,1001.8800,1001.8800,1,1,2026-08-24T00:00:00.000
725,20260625,20260707,395,222,40,371,63,8,2,FPPV000725,FPPV000725,507.6000,1003.2500,1003.2500,1003.2500,1,1,2026-08-24T00:00:00.000
726,20260601,20260717,343,331,51,271,474,8,1,FPPV000726,FPPV000726,508.3000,1004.6200,1004.6200,1004.6200,1,1,2026-08-24T00:00:00.000
727,20260812,20260717,90,340,68,316,20,17,4,FPPV000727,FPPV000727,509.0000,1005.9900,1005.9900,1005.9900,1,1,2026-08-24T00:00:00.000
728,20260615,20260622,385,348,163,229,277,8,2,FPPV000728,FPPV000728,509.7000,1007.3600,1007.3600,1007.3600,1,1,2026-08-24T00:00:00.000
729,20260711,20260823,99,265,222,121,257,7,3,FPPV000729,FPPV000729,510.4000,1008.7300,1008.7300,1008.7300,1,1,2026-08-24T00:00:00.000
730,20260814,20260801,390,192,451,5,214,15,1,FPPV000730,FPPV000730,511.1000,1010.1000,1010.1000,1010.1000,1,1,2026-08-24T00:00:00.000
731,20260812,20260806,40,291,366,-1,170,2,4,FPPV000731,FPPV000731,511.8000,1011.4700,1011.4700,1011.4700,1,1,2026-08-24T00:00:00.000
732,20260821,20260606,91,339,118,352,349,1,5,FPPV000732,FPPV000732,512.5000,1012.8400,1012.8400,1012.8400,1,1,2026-08-24T00:00:00.000
733,20260618,20260714,243,185,187,479,232,8,1,FPPV000733,FPPV000733,513.2000,1014.2100,1014.2100,1014.2100,1,1,2026-08-24T00:00:00.000
734,20260731,20260709,220,40,29,47,223,2,1,FPPV000734,FPPV000734,513.9000,1015.5800,1015.5800,1015.5800,1,1,2026-08-24T00:00:00.000
735,20260805,20260608,24,295,114,170,324,17,4,FPPV000735,FPPV000735,514.6000,1016.9500,1016.9500,1016.9500,1,1,2026-08-24T00:00:00.000
736,20260721,20260725,463,202,446,243,486,3,5,FPPV000736,FPPV000736,515.3000,1018.3200,1018.3200,1018.3200,1,1,2026-08-24T00:00:00.000
737,20260814,20260617,368,144,136,247,79,17,4,FPPV000737,FPPV000737,516.0000,1019.6900,1019.6900,1019.6900,1,1,2026-08-24T00:00:00.000
738,20260616,20260817,45,227,146,481,389,8,5,FPPV000738,FPPV000738,516.7000,1021.0600,1021.0600,1021.0600,1,1,2026-08-24T00:00:00.000
739,20260606,20260702,29,216,60,140,495,10,5,FPPV000739,FPPV000739,517.4000,1022.4300,1022.4300,1022.4300,1,1,2026-08-24T00:00:00.000
740,20260715,20260705,140,168,178,1,100,8,4,FPPV000740,FPPV000740,518.1000,1023.8000,1023.8000,1023.8000,1,1,2026-08-24T00:00:00.000
741,20260608,20260527,139,191,83,470,138,18,5,FPPV000741,FPPV000741,518.8000,1025.1700,1025.1700,1025.1700,1,1,2026-08-24T00:00:00.000
742,20260821,20260811,119,316,115,390,426,11,4,FPPV000742,FPPV000742,519.5000,1026.5400,1026.5400,1026.5400,1,1,2026-08-24T00:00:00.000
743,20260704,20260814,359,343,425,146,309,19,5,FPPV000743,FPPV000743,520.2000,1027.9100,1027.9100,1027.9100,1,1,2026-08-24T00:00:00.000
744,20260707,20260716,134,181,117,417,320,2,2,FPPV000744,FPPV000744,520.9000,1029.2800,1029.2800,1029.2800,1,1,2026-08-24T00:00:00.000
745,20260808,20260711,453,327,190,370,188,5,2,FPPV000745,FPPV000745,521.6000,1030.6500,1030.6500,1030.6500,1,1,2026-08-24T00:00:00.000
746,20260621,20260704,464,57,154,19,445,10,1,FPPV000746,FPPV000746,522.3000,1032.0200,1032.0200,1032.0200,1,1,2026-08-24T00:00:00.000
747,20260704,20260817,247,22,332,54,11,15,5,FPPV000747,FPPV000747,523.0000,1033.3900,1033.3900,1033.3900,1,1,2026-08-24T00:00:00.000
748,20260719,20260816,253,113,4,-1,87,6,2,FPPV000748,FPPV000748,523.7000,1034.7600,1034.7600,1034.7600,1,1,2026-08-24T00:00:00.000
749,20260706,20260816,282,222,162,275,34,1,3,FPPV000749,FPPV000749,524.4000,1036.1300,1036.1300,1036.1300,1,1,2026-08-24T00:00:00.000
750,20260606,20260531,82,26,372,114,256,6,5,FPPV000750,FPPV000750,525.1000,1037.5000,1037.5000,1037.5000,1,1,2026-08-24T00:00:00.000
751,20260721,20260618,246,301,114,223,252,6,4,FPPV000751,FPPV000751,525.8000,1038.8700,1038.8700,1038.8700,1,1,2026-08-24T00:00:00.000
752,20260720,20260616,90,139,266,135,254,2,1,FPPV000752,FPPV000752,526.5000,1040.2400,1040.2400,1040.2400,1,1,2026-08-24T00:00:00.000
753,20260529,20260729,12,139,159,172,350,17,5,FPPV000753,FPPV000753,527.2000,1041.6100,1041.6100,1041.6100,1,1,2026-08-24T00:00:00.000
754,20260806,20260604,368,33,462,383,137,12,2,FPPV000754,FPPV000754,527.9000,1042.9800,1042.9800,1042.9800,1,1,2026-08-24T00:00:00.000
755,20260726,20260713,375,334,243,200,487,19,1,FPPV000755,FPPV000755,528.6000,1044.3500,1044.3500,1044.3500,1,1,2026-08-24T00:00:00.000
756,20260528,20260610,193,243,313,208,435,5,5,FPPV000756,FPPV000756,529.3000,1045.7200,1045.7200,1045.7200,1,1,2026-08-24T00:00:00.000
757,20260711,20260814,339,15,69,427,254,15,4,FPPV000757,FPPV000757,530.0000,1047.0900,1047.0900,1047.0900,1,1,2026-08-24T00:00:00.000
758,20260802,20260603,309,120,449,235,155,3,2,FPPV000758,FPPV000758,530.7000,1048.4600,1048.4600,1048.4600,1,1,2026-08-24T00:00:00.000
759,20260529,20260806,184,79,65,109,16,5,4,FPPV000759,FPPV000759,531.4000,1049.8300,1049.8300,1049.8300,1,1,2026-08-24T00:00:00.000
760,20260708,20260803,39,321,246,135,66,16,4,FPPV000760,FPPV000760,532.1000,1051.2000,1051.2000,1051.2000,1,1,2026-08-24T00:00:00.000
761,20260530,20260602,91,225,285,408,449,8,1,FPPV000761,FPPV000761,532.8000,1052.5700,1052.5700,1052.5700,1,1,2026-08-24T00:00:00.000
762,20260715,20260531,291,290,279,113,34,18,5,FPPV000762,FPPV000762,533.5000,1053.9400,1053.9400,1053.9400,1,1,2026-08-24T00:00:00.000
763,20260715,20260722,51,91,89,361,204,16,3,FPPV000763,FPPV000763,534.2000,1055.3100,1055.3100,1055.3100,1,1,2026-08-24T00:00:00.000
764,20260727,20260723,289,71,144,347,71,12,1,FPPV000764,FPPV000764,534.9000,1056.6800,1056.6800,1056.6800,1,1,2026-08-24T00:00:00.000
765,20260531,20260531,126,197,186,-1,197,6,3,FPPV000765,FPPV000765,535.6000,1058.0500,1058.0500,1058.0500,1,1,2026-08-24T00:00:00.000
