PurchaseInvoiceMatchKey,InvoiceDateKey,MatchDateKey,PostingDateKey,PurchaseOrderLineKey,SupplierKey,ProductKey,CostCenterKey,PurchaseInvoiceMatchStatusKey,CurrencyKey,SupplierInvoiceNumber,SupplierInvoiceLineNumber,InvoiceQuantity,InvoiceAmount,QuantityVariance,PriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
1201,20260709,20260728,20260630,242,237,404,207,6,5,PIM001201,1201,840.8000,1655.3700,840.8000,1655.3700,1,1,2026-08-24T00:00:00.000
1202,20260608,20260528,20260617,1,164,107,79,6,4,PIM001202,1202,841.5000,1656.7400,841.5000,1656.7400,1,1,2026-08-24T00:00:00.000
1203,20260602,20260820,20260715,16,342,195,399,5,1,PIM001203,1203,842.2000,1658.1100,842.2000,1658.1100,1,1,2026-08-24T00:00:00.000
1204,20260717,20260623,20260815,349,292,189,436,9,2,PIM001204,1204,842.9000,1659.4800,842.9000,1659.4800,1,1,2026-08-24T00:00:00.000
1205,20260812,20260718,20260730,296,200,74,34,5,3,PIM001205,1205,843.6000,1660.8500,843.6000,1660.8500,1,1,2026-08-24T00:00:00.000
1206,20260527,20260621,20260621,333,487,54,432,7,3,PIM001206,1206,844.3000,1662.2200,844.3000,1662.2200,1,1,2026-08-24T00:00:00.000
1207,20260823,20260626,20260708,495,318,-1,-1,8,5,PIM001207,1207,845.0000,1663.5900,845.0000,1663.5900,1,1,2026-08-24T00:00:00.000
1208,20260815,20260629,20260707,245,1,398,93,6,5,PIM001208,1208,845.7000,1664.9600,845.7000,1664.9600,1,1,2026-08-24T00:00:00.000
1209,20260622,20260728,20260728,387,285,361,354,4,3,PIM001209,1209,846.4000,1666.3300,846.4000,1666.3300,1,1,2026-08-24T00:00:00.000
1210,20260805,20260814,20260527,339,104,458,165,8,1,PIM001210,1210,847.1000,1667.7000,847.1000,1667.7000,1,1,2026-08-24T00:00:00.000
1211,20260807,20260809,20260627,175,327,24,301,6,1,PIM001211,1211,847.8000,1669.0700,847.8000,1669.0700,1,1,2026-08-24T00:00:00.000
1212,20260706,20260722,20260601,381,363,29,380,9,4,PIM001212,1212,848.5000,1670.4400,848.5000,1670.4400,1,1,2026-08-24T00:00:00.000
1213,20260617,20260529,20260713,361,241,216,23,7,3,PIM001213,1213,849.2000,1671.8100,849.2000,1671.8100,1,1,2026-08-24T00:00:00.000
1214,20260706,20260814,20260818,149,406,156,5,7,1,PIM001214,1214,849.9000,1673.1800,849.9000,1673.1800,1,1,2026-08-24T00:00:00.000
1215,20260708,20260727,20260606,243,176,72,118,6,3,PIM001215,1215,850.6000,1674.5500,850.6000,1674.5500,1,1,2026-08-24T00:00:00.000
1216,20260813,20260630,20260623,405,484,237,154,2,3,PIM001216,1216,851.3000,1675.9200,851.3000,1675.9200,1,1,2026-08-24T00:00:00.000
1217,20260624,20260727,20260708,326,63,492,52,2,1,PIM001217,1217,852.0000,1677.2900,852.0000,1677.2900,1,1,2026-08-24T00:00:00.000
1218,20260812,20260819,20260710,93,330,284,56,2,4,PIM001218,1218,852.7000,1678.6600,852.7000,1678.6600,1,1,2026-08-24T00:00:00.000
1219,20260725,20260803,20260731,334,192,405,31,4,1,PIM001219,1219,853.4000,1680.0300,853.4000,1680.0300,1,1,2026-08-24T00:00:00.000
1220,20260712,20260731,20260601,419,45,236,381,4,2,PIM001220,1220,854.1000,1681.4000,854.1000,1681.4000,1,1,2026-08-24T00:00:00.000
1221,20260730,20260603,20260612,181,116,312,343,7,1,PIM001221,1221,854.8000,1682.7700,854.8000,1682.7700,1,1,2026-08-24T00:00:00.000
1222,20260623,20260624,20260712,379,342,400,275,8,1,PIM001222,1222,855.5000,1684.1400,855.5000,1684.1400,1,1,2026-08-24T00:00:00.000
1223,20260614,20260813,20260616,211,291,500,408,8,1,PIM001223,1223,856.2000,1685.5100,856.2000,1685.5100,1,1,2026-08-24T00:00:00.000
1224,20260609,20260724,20260706,20,403,-1,-1,4,5,PIM001224,1224,856.9000,1686.8800,856.9000,1686.8800,1,1,2026-08-24T00:00:00.000
1225,20260707,20260623,20260528,385,388,241,253,6,3,PIM001225,1225,857.6000,1688.2500,857.6000,1688.2500,1,1,2026-08-24T00:00:00.000
1226,20260619,20260816,20260620,375,75,360,104,2,4,PIM001226,1226,858.3000,1689.6200,858.3000,1689.6200,1,1,2026-08-24T00:00:00.000
1227,20260801,20260619,20260821,143,106,290,198,7,4,PIM001227,1227,859.0000,1690.9900,859.0000,1690.9900,1,1,2026-08-24T00:00:00.000
1228,20260731,20260612,20260726,449,150,218,249,3,1,PIM001228,1228,859.7000,1692.3600,859.7000,1692.3600,1,1,2026-08-24T00:00:00.000
1229,20260630,20260810,20260610,330,366,419,144,8,2,PIM001229,1229,860.4000,1693.7300,860.4000,1693.7300,1,1,2026-08-24T00:00:00.000
1230,20260622,20260610,20260714,463,57,237,403,9,4,PIM001230,1230,861.1000,1695.1000,861.1000,1695.1000,1,1,2026-08-24T00:00:00.000
1231,20260817,20260608,20260622,321,362,195,458,8,5,PIM001231,1231,861.8000,1696.4700,861.8000,1696.4700,1,1,2026-08-24T00:00:00.000
1232,20260530,20260816,20260726,69,392,55,304,9,3,PIM001232,1232,862.5000,1697.8400,862.5000,1697.8400,1,1,2026-08-24T00:00:00.000
1233,20260719,20260622,20260809,367,463,406,460,7,3,PIM001233,1233,863.2000,1699.2100,863.2000,1699.2100,1,1,2026-08-24T00:00:00.000
1234,20260531,20260810,20260804,236,457,193,403,5,1,PIM001234,1234,863.9000,1700.5800,863.9000,1700.5800,1,1,2026-08-24T00:00:00.000
1235,20260602,20260731,20260811,12,362,386,195,5,2,PIM001235,1235,864.6000,1701.9500,864.6000,1701.9500,1,1,2026-08-24T00:00:00.000
1236,20260809,20260702,20260709,289,320,112,290,6,1,PIM001236,1236,865.3000,1703.3200,865.3000,1703.3200,1,1,2026-08-24T00:00:00.000
1237,20260610,20260730,20260527,235,114,197,340,9,3,PIM001237,1237,866.0000,1704.6900,866.0000,1704.6900,1,1,2026-08-24T00:00:00.000
1238,20260713,20260726,20260613,220,419,349,269,1,1,PIM001238,1238,866.7000,1706.0600,866.7000,1706.0600,1,1,2026-08-24T00:00:00.000
1239,20260814,20260731,20260701,10,211,40,120,7,3,PIM001239,1239,867.4000,1707.4300,867.4000,1707.4300,1,1,2026-08-24T00:00:00.000
1240,20260704,20260820,20260528,167,237,411,152,4,1,PIM001240,1240,868.1000,1708.8000,868.1000,1708.8000,1,1,2026-08-24T00:00:00.000
1241,20260622,20260722,20260609,118,342,-1,-1,6,5,PIM001241,1241,868.8000,1710.1700,868.8000,1710.1700,1,1,2026-08-24T00:00:00.000
1242,20260605,20260527,20260815,262,49,405,15,9,4,PIM001242,1242,869.5000,1711.5400,869.5000,1711.5400,1,1,2026-08-24T00:00:00.000
1243,20260617,20260820,20260806,198,241,312,115,2,4,PIM001243,1243,870.2000,1712.9100,870.2000,1712.9100,1,1,2026-08-24T00:00:00.000
1244,20260626,20260613,20260626,66,92,372,97,5,1,PIM001244,1244,870.9000,1714.2800,870.9000,1714.2800,1,1,2026-08-24T00:00:00.000
1245,20260817,20260801,20260824,271,488,34,372,5,3,PIM001245,1245,871.6000,1715.6500,871.6000,1715.6500,1,1,2026-08-24T00:00:00.000
1246,20260721,20260814,20260706,71,145,274,255,3,3,PIM001246,1246,872.3000,1717.0200,872.3000,1717.0200,1,1,2026-08-24T00:00:00.000
1247,20260610,20260529,20260701,302,208,356,356,2,1,PIM001247,1247,873.0000,1718.3900,873.0000,1718.3900,1,1,2026-08-24T00:00:00.000
1248,20260626,20260704,20260622,139,376,115,361,3,1,PIM001248,1248,873.7000,1719.7600,873.7000,1719.7600,1,1,2026-08-24T00:00:00.000
1249,20260531,20260814,20260530,192,99,114,262,9,1,PIM001249,1249,874.4000,1721.1300,874.4000,1721.1300,1,1,2026-08-24T00:00:00.000
1250,20260705,20260623,20260715,499,214,476,85,6,3,PIM001250,1250,875.1000,1722.5000,875.1000,1722.5000,1,1,2026-08-24T00:00:00.000
1251,20260823,20260823,20260728,86,314,364,97,4,5,PIM001251,1251,875.8000,1723.8700,875.8000,1723.8700,1,1,2026-08-24T00:00:00.000
1252,20260615,20260607,20260823,444,133,336,7,9,4,PIM001252,1252,876.5000,1725.2400,876.5000,1725.2400,1,1,2026-08-24T00:00:00.000
1253,20260712,20260720,20260613,448,162,90,150,9,1,PIM001253,1253,877.2000,1726.6100,877.2000,1726.6100,1,1,2026-08-24T00:00:00.000
1254,20260606,20260710,20260722,342,51,283,270,4,2,PIM001254,1254,877.9000,1727.9800,877.9000,1727.9800,1,1,2026-08-24T00:00:00.000
1255,20260624,20260708,20260712,394,457,300,326,5,5,PIM001255,1255,878.6000,1729.3500,878.6000,1729.3500,1,1,2026-08-24T00:00:00.000
1256,20260612,20260628,20260527,81,375,483,245,1,4,PIM001256,1256,879.3000,1730.7200,879.3000,1730.7200,1,1,2026-08-24T00:00:00.000
1257,20260530,20260529,20260703,255,500,275,397,1,3,PIM001257,1257,880.0000,1732.0900,880.0000,1732.0900,1,1,2026-08-24T00:00:00.000
1258,20260704,20260731,20260617,388,471,-1,-1,9,4,PIM001258,1258,880.7000,1733.4600,880.7000,1733.4600,1,1,2026-08-24T00:00:00.000
1259,20260602,20260723,20260622,197,52,367,432,6,2,PIM001259,1259,881.4000,1734.8300,881.4000,1734.8300,1,1,2026-08-24T00:00:00.000
1260,20260626,20260618,20260710,262,25,69,424,1,1,PIM001260,1260,882.1000,1736.2000,882.1000,1736.2000,1,1,2026-08-24T00:00:00.000
1261,20260611,20260618,20260703,220,423,206,79,3,2,PIM001261,1261,882.8000,1737.5700,882.8000,1737.5700,1,1,2026-08-24T00:00:00.000
1262,20260818,20260817,20260613,323,244,241,442,7,1,PIM001262,1262,883.5000,1738.9400,883.5000,1738.9400,1,1,2026-08-24T00:00:00.000
1263,20260609,20260614,20260813,92,492,283,101,7,1,PIM001263,1263,884.2000,1740.3100,884.2000,1740.3100,1,1,2026-08-24T00:00:00.000
1264,20260805,20260614,20260806,276,241,425,206,9,3,PIM001264,1264,884.9000,1741.6800,884.9000,1741.6800,1,1,2026-08-24T00:00:00.000
1265,20260810,20260814,20260820,317,386,11,317,6,2,PIM001265,1265,885.6000,1743.0500,885.6000,1743.0500,1,1,2026-08-24T00:00:00.000
1266,20260626,20260628,20260721,400,382,66,446,3,2,PIM001266,1266,886.3000,1744.4200,886.3000,1744.4200,1,1,2026-08-24T00:00:00.000
1267,20260601,20260624,20260812,114,397,344,282,5,2,PIM001267,1267,887.0000,1745.7900,887.0000,1745.7900,1,1,2026-08-24T00:00:00.000
1268,20260810,20260528,20260529,434,132,196,226,1,4,PIM001268,1268,887.7000,1747.1600,887.7000,1747.1600,1,1,2026-08-24T00:00:00.000
1269,20260716,20260726,20260711,497,189,198,172,5,2,PIM001269,1269,888.4000,1748.5300,888.4000,1748.5300,1,1,2026-08-24T00:00:00.000
1270,20260811,20260607,20260625,76,307,68,100,7,1,PIM001270,1270,889.1000,1749.9000,889.1000,1749.9000,1,1,2026-08-24T00:00:00.000
1271,20260812,20260527,20260606,37,390,147,422,8,5,PIM001271,1271,889.8000,1751.2700,889.8000,1751.2700,1,1,2026-08-24T00:00:00.000
1272,20260715,20260725,20260806,416,374,145,349,9,2,PIM001272,1272,890.5000,1752.6400,890.5000,1752.6400,1,1,2026-08-24T00:00:00.000
1273,20260813,20260730,20260615,333,355,103,83,1,3,PIM001273,1273,891.2000,1754.0100,891.2000,1754.0100,1,1,2026-08-24T00:00:00.000
1274,20260711,20260812,20260601,447,408,72,45,1,3,PIM001274,1274,891.9000,1755.3800,891.9000,1755.3800,1,1,2026-08-24T00:00:00.000
1275,20260621,20260718,20260531,436,281,-1,-1,7,2,PIM001275,1275,892.6000,1756.7500,892.6000,1756.7500,1,1,2026-08-24T00:00:00.000
1276,20260726,20260624,20260717,388,260,228,421,4,1,PIM001276,1276,893.3000,1758.1200,893.3000,1758.1200,1,1,2026-08-24T00:00:00.000
1277,20260621,20260708,20260530,145,347,350,265,5,2,PIM001277,1277,894.0000,1759.4900,894.0000,1759.4900,1,1,2026-08-24T00:00:00.000
1278,20260719,20260609,20260622,479,125,320,317,1,3,PIM001278,1278,894.7000,1760.8600,894.7000,1760.8600,1,1,2026-08-24T00:00:00.000
1279,20260703,20260811,20260813,395,190,270,340,1,1,PIM001279,1279,895.4000,1762.2300,895.4000,1762.2300,1,1,2026-08-24T00:00:00.000
1280,20260723,20260629,20260720,20,210,3,78,3,5,PIM001280,1280,896.1000,1763.6000,896.1000,1763.6000,1,1,2026-08-24T00:00:00.000
1281,20260701,20260824,20260724,260,167,76,270,1,4,PIM001281,1281,896.8000,1764.9700,896.8000,1764.9700,1,1,2026-08-24T00:00:00.000
1282,20260811,20260728,20260706,418,497,70,490,3,2,PIM001282,1282,897.5000,1766.3400,897.5000,1766.3400,1,1,2026-08-24T00:00:00.000
1283,20260529,20260714,20260626,96,81,110,466,8,4,PIM001283,1283,898.2000,1767.7100,898.2000,1767.7100,1,1,2026-08-24T00:00:00.000
1284,20260725,20260606,20260703,426,349,144,72,9,3,PIM001284,1284,898.9000,1769.0800,898.9000,1769.0800,1,1,2026-08-24T00:00:00.000
1285,20260801,20260613,20260713,65,242,446,185,4,3,PIM001285,1285,899.6000,1770.4500,899.6000,1770.4500,1,1,2026-08-24T00:00:00.000
1286,20260717,20260530,20260611,199,439,290,448,4,1,PIM001286,1286,900.3000,1771.8200,900.3000,1771.8200,1,1,2026-08-24T00:00:00.000
1287,20260802,20260727,20260621,162,24,27,409,2,3,PIM001287,1287,901.0000,1773.1900,901.0000,1773.1900,1,1,2026-08-24T00:00:00.000
1288,20260716,20260818,20260623,117,3,294,349,7,4,PIM001288,1288,901.7000,1774.5600,901.7000,1774.5600,1,1,2026-08-24T00:00:00.000
1289,20260809,20260601,20260711,380,295,181,157,4,3,PIM001289,1289,902.4000,1775.9300,902.4000,1775.9300,1,1,2026-08-24T00:00:00.000
1290,20260603,20260604,20260728,181,415,314,398,3,2,PIM001290,1290,903.1000,1777.3000,903.1000,1777.3000,1,1,2026-08-24T00:00:00.000
1291,20260729,20260824,20260619,395,214,165,484,4,4,PIM001291,1291,903.8000,1778.6700,903.8000,1778.6700,1,1,2026-08-24T00:00:00.000
1292,20260811,20260708,20260702,463,132,-1,-1,8,1,PIM001292,1292,904.5000,1780.0400,904.5000,1780.0400,1,1,2026-08-24T00:00:00.000
1293,20260721,20260811,20260529,244,488,199,193,6,5,PIM001293,1293,905.2000,1781.4100,905.2000,1781.4100,1,1,2026-08-24T00:00:00.000
1294,20260814,20260607,20260806,417,106,64,175,8,3,PIM001294,1294,905.9000,1782.7800,905.9000,1782.7800,1,1,2026-08-24T00:00:00.000
1295,20260613,20260713,20260706,45,334,303,354,4,4,PIM001295,1295,906.6000,1784.1500,906.6000,1784.1500,1,1,2026-08-24T00:00:00.000
1296,20260625,20260626,20260821,319,165,376,334,8,5,PIM001296,1296,907.3000,1785.5200,907.3000,1785.5200,1,1,2026-08-24T00:00:00.000
1297,20260706,20260702,20260823,135,386,273,461,1,3,PIM001297,1297,908.0000,1786.8900,908.0000,1786.8900,1,1,2026-08-24T00:00:00.000
1298,20260715,20260609,20260820,411,401,224,390,1,1,PIM001298,1298,908.7000,1788.2600,908.7000,1788.2600,1,1,2026-08-24T00:00:00.000
1299,20260608,20260811,20260709,431,443,38,261,6,5,PIM001299,1299,909.4000,1789.6300,909.4000,1789.6300,1,1,2026-08-24T00:00:00.000
1300,20260811,20260610,20260720,26,153,279,290,9,5,PIM001300,1300,910.1000,1791.0000,910.1000,1791.0000,1,1,2026-08-24T00:00:00.000
1301,20260721,20260730,20260620,203,372,190,264,5,1,PIM001301,1301,910.8000,1792.3700,910.8000,1792.3700,1,1,2026-08-24T00:00:00.000
1302,20260811,20260704,20260819,278,80,377,37,4,3,PIM001302,1302,911.5000,1793.7400,911.5000,1793.7400,1,1,2026-08-24T00:00:00.000
1303,20260823,20260616,20260727,311,441,429,2,2,1,PIM001303,1303,912.2000,1795.1100,912.2000,1795.1100,1,1,2026-08-24T00:00:00.000
1304,20260709,20260715,20260613,26,259,484,101,9,5,PIM001304,1304,912.9000,1796.4800,912.9000,1796.4800,1,1,2026-08-24T00:00:00.000
1305,20260711,20260701,20260729,425,349,89,339,6,4,PIM001305,1305,913.6000,1797.8500,913.6000,1797.8500,1,1,2026-08-24T00:00:00.000
1306,20260613,20260722,20260802,395,32,181,12,1,5,PIM001306,1306,914.3000,1799.2200,914.3000,1799.2200,1,1,2026-08-24T00:00:00.000
1307,20260602,20260721,20260623,447,42,190,71,8,1,PIM001307,1307,915.0000,1800.5900,915.0000,1800.5900,1,1,2026-08-24T00:00:00.000
1308,20260528,20260709,20260720,162,461,163,370,3,4,PIM001308,1308,915.7000,1801.9600,915.7000,1801.9600,1,1,2026-08-24T00:00:00.000
1309,20260528,20260621,20260623,456,353,-1,-1,7,3,PIM001309,1309,916.4000,1803.3300,916.4000,1803.3300,1,1,2026-08-24T00:00:00.000
1310,20260731,20260620,20260804,247,337,178,351,1,2,PIM001310,1310,917.1000,1804.7000,917.1000,1804.7000,1,1,2026-08-24T00:00:00.000
1311,20260701,20260712,20260705,332,170,340,275,3,3,PIM001311,1311,917.8000,1806.0700,917.8000,1806.0700,1,1,2026-08-24T00:00:00.000
1312,20260725,20260717,20260623,5,160,52,465,6,2,PIM001312,1312,918.5000,1807.4400,918.5000,1807.4400,1,1,2026-08-24T00:00:00.000
1313,20260816,20260623,20260614,339,193,198,382,7,4,PIM001313,1313,919.2000,1808.8100,919.2000,1808.8100,1,1,2026-08-24T00:00:00.000
1314,20260704,20260823,20260812,154,50,84,246,4,3,PIM001314,1314,919.9000,1810.1800,919.9000,1810.1800,1,1,2026-08-24T00:00:00.000
1315,20260607,20260807,20260804,141,251,23,14,2,3,PIM001315,1315,920.6000,1811.5500,920.6000,1811.5500,1,1,2026-08-24T00:00:00.000
1316,20260716,20260814,20260720,146,260,335,299,6,5,PIM001316,1316,921.3000,1812.9200,921.3000,1812.9200,1,1,2026-08-24T00:00:00.000
1317,20260719,20260719,20260803,461,474,387,265,9,1,PIM001317,1317,922.0000,1814.2900,922.0000,1814.2900,1,1,2026-08-24T00:00:00.000
1318,20260606,20260716,20260729,424,286,258,329,3,5,PIM001318,1318,922.7000,1815.6600,922.7000,1815.6600,1,1,2026-08-24T00:00:00.000
1319,20260809,20260712,20260613,115,255,300,426,3,1,PIM001319,1319,923.4000,1817.0300,923.4000,1817.0300,1,1,2026-08-24T00:00:00.000
1320,20260615,20260718,20260714,314,403,12,222,1,2,PIM001320,1320,924.1000,1818.4000,924.1000,1818.4000,1,1,2026-08-24T00:00:00.000
1321,20260728,20260727,20260614,204,8,171,474,5,2,PIM001321,1321,924.8000,1819.7700,924.8000,1819.7700,1,1,2026-08-24T00:00:00.000
1322,20260620,20260711,20260627,6,245,194,348,5,1,PIM001322,1322,925.5000,1821.1400,925.5000,1821.1400,1,1,2026-08-24T00:00:00.000
1323,20260824,20260810,20260807,419,271,412,260,2,3,PIM001323,1323,926.2000,1822.5100,926.2000,1822.5100,1,1,2026-08-24T00:00:00.000
1324,20260624,20260701,20260603,471,225,271,454,7,4,PIM001324,1324,926.9000,1823.8800,926.9000,1823.8800,1,1,2026-08-24T00:00:00.000
1325,20260605,20260802,20260705,286,485,222,128,4,2,PIM001325,1325,927.6000,1825.2500,927.6000,1825.2500,1,1,2026-08-24T00:00:00.000
1326,20260528,20260718,20260625,434,274,-1,-1,8,2,PIM001326,1326,928.3000,1826.6200,928.3000,1826.6200,1,1,2026-08-24T00:00:00.000
1327,20260706,20260704,20260820,417,117,382,190,3,1,PIM001327,1327,929.0000,1827.9900,929.0000,1827.9900,1,1,2026-08-24T00:00:00.000
1328,20260813,20260723,20260614,432,251,81,161,7,1,PIM001328,1328,929.7000,1829.3600,929.7000,1829.3600,1,1,2026-08-24T00:00:00.000
1329,20260530,20260629,20260706,83,75,81,15,5,3,PIM001329,1329,930.4000,1830.7300,930.4000,1830.7300,1,1,2026-08-24T00:00:00.000
1330,20260704,20260602,20260707,287,310,161,88,7,4,PIM001330,1330,931.1000,1832.1000,931.1000,1832.1000,1,1,2026-08-24T00:00:00.000
1331,20260720,20260710,20260529,83,323,36,485,7,4,PIM001331,1331,931.8000,1833.4700,931.8000,1833.4700,1,1,2026-08-24T00:00:00.000
1332,20260528,20260805,20260726,261,283,110,444,5,2,PIM001332,1332,932.5000,1834.8400,932.5000,1834.8400,1,1,2026-08-24T00:00:00.000
1333,20260824,20260820,20260619,55,407,383,309,9,1,PIM001333,1333,933.2000,1836.2100,933.2000,1836.2100,1,1,2026-08-24T00:00:00.000
1334,20260808,20260630,20260815,450,231,45,227,9,5,PIM001334,1334,933.9000,1837.5800,933.9000,1837.5800,1,1,2026-08-24T00:00:00.000
1335,20260731,20260715,20260702,386,455,301,497,5,2,PIM001335,1335,934.6000,1838.9500,934.6000,1838.9500,1,1,2026-08-24T00:00:00.000
1336,20260804,20260623,20260823,408,266,61,145,5,1,PIM001336,1336,935.3000,1840.3200,935.3000,1840.3200,1,1,2026-08-24T00:00:00.000
1337,20260621,20260630,20260724,37,238,458,317,4,4,PIM001337,1337,936.0000,1841.6900,936.0000,1841.6900,1,1,2026-08-24T00:00:00.000
1338,20260528,20260703,20260528,168,305,196,174,9,1,PIM001338,1338,936.7000,1843.0600,936.7000,1843.0600,1,1,2026-08-24T00:00:00.000
1339,20260721,20260718,20260603,53,419,66,115,3,4,PIM001339,1339,937.4000,1844.4300,937.4000,1844.4300,1,1,2026-08-24T00:00:00.000
1340,20260614,20260811,20260629,217,359,293,417,1,2,PIM001340,1340,938.1000,1845.8000,938.1000,1845.8000,1,1,2026-08-24T00:00:00.000
1341,20260813,20260615,20260710,351,458,416,69,8,4,PIM001341,1341,938.8000,1847.1700,938.8000,1847.1700,1,1,2026-08-24T00:00:00.000
1342,20260613,20260527,20260812,413,407,473,223,1,2,PIM001342,1342,939.5000,1848.5400,939.5000,1848.5400,1,1,2026-08-24T00:00:00.000
1343,20260715,20260623,20260614,234,153,-1,-1,5,4,PIM001343,1343,940.2000,1849.9100,940.2000,1849.9100,1,1,2026-08-24T00:00:00.000
1344,20260614,20260619,20260622,6,97,215,419,5,4,PIM001344,1344,940.9000,1851.2800,940.9000,1851.2800,1,1,2026-08-24T00:00:00.000
1345,20260813,20260711,20260802,367,19,493,437,2,4,PIM001345,1345,941.6000,1852.6500,941.6000,1852.6500,1,1,2026-08-24T00:00:00.000
1346,20260605,20260529,20260716,28,27,46,293,8,1,PIM001346,1346,942.3000,1854.0200,942.3000,1854.0200,1,1,2026-08-24T00:00:00.000
1347,20260614,20260811,20260714,378,261,322,331,4,2,PIM001347,1347,943.0000,1855.3900,943.0000,1855.3900,1,1,2026-08-24T00:00:00.000
1348,20260802,20260729,20260716,462,438,230,269,1,4,PIM001348,1348,943.7000,1856.7600,943.7000,1856.7600,1,1,2026-08-24T00:00:00.000
1349,20260726,20260608,20260707,262,299,293,307,1,2,PIM001349,1349,944.4000,1858.1300,944.4000,1858.1300,1,1,2026-08-24T00:00:00.000
1350,20260801,20260725,20260615,274,77,418,474,1,3,PIM001350,1350,945.1000,1859.5000,945.1000,1859.5000,1,1,2026-08-24T00:00:00.000
1351,20260712,20260809,20260628,180,446,273,492,6,4,PIM001351,1351,945.8000,1860.8700,945.8000,1860.8700,1,1,2026-08-24T00:00:00.000
1352,20260601,20260711,20260618,475,213,190,460,9,2,PIM001352,1352,946.5000,1862.2400,946.5000,1862.2400,1,1,2026-08-24T00:00:00.000
1353,20260624,20260620,20260610,168,28,142,120,7,4,PIM001353,1353,947.2000,1863.6100,947.2000,1863.6100,1,1,2026-08-24T00:00:00.000
1354,20260723,20260621,20260715,179,320,114,277,4,2,PIM001354,1354,947.9000,1864.9800,947.9000,1864.9800,1,1,2026-08-24T00:00:00.000
1355,20260712,20260813,20260605,39,251,469,182,7,1,PIM001355,1355,948.6000,1866.3500,948.6000,1866.3500,1,1,2026-08-24T00:00:00.000
1356,20260605,20260625,20260614,386,225,163,251,7,5,PIM001356,1356,949.3000,1867.7200,949.3000,1867.7200,1,1,2026-08-24T00:00:00.000
1357,20260608,20260718,20260730,366,270,72,492,2,1,PIM001357,1357,950.0000,1869.0900,950.0000,1869.0900,1,1,2026-08-24T00:00:00.000
1358,20260612,20260817,20260809,180,38,260,63,9,5,PIM001358,1358,950.7000,1870.4600,950.7000,1870.4600,1,1,2026-08-24T00:00:00.000
1359,20260604,20260603,20260615,443,378,376,35,9,5,PIM001359,1359,951.4000,1871.8300,951.4000,1871.8300,1,1,2026-08-24T00:00:00.000
1360,20260819,20260610,20260625,275,385,-1,-1,1,2,PIM001360,1360,952.1000,1873.2000,952.1000,1873.2000,1,1,2026-08-24T00:00:00.000
1361,20260709,20260606,20260705,248,63,168,49,3,4,PIM001361,1361,952.8000,1874.5700,952.8000,1874.5700,1,1,2026-08-24T00:00:00.000
1362,20260819,20260819,20260529,376,54,215,347,4,3,PIM001362,1362,953.5000,1875.9400,953.5000,1875.9400,1,1,2026-08-24T00:00:00.000
