EnergyDemandPeakKey,PeakDateKey,PeakTimeOfDayKey,EnergyMeterPointKey,EnergyDemandContractKey,PlantKey,UnitOfMeasureKey,DemandPeakEventNumber,PeakDemandQuantity,ContractExcessQuantity,PenaltyCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
1116,20260815,17040,1,225,111,1,EDP001116,781.300000,781.300000,1538.9200,1,1,2026-08-24T00:00:00.000
1117,20260812,64380,311,7,131,7,EDP001117,782.000000,782.000000,1540.2900,1,1,2026-08-24T00:00:00.000
1118,20260711,52620,9,328,175,6,EDP001118,782.700000,782.700000,1541.6600,1,1,2026-08-24T00:00:00.000
1119,20260616,2580,475,247,10,5,EDP001119,783.400000,783.400000,1543.0300,1,1,2026-08-24T00:00:00.000
1120,20260622,65100,443,357,260,3,EDP001120,784.100000,784.100000,1544.4000,1,1,2026-08-24T00:00:00.000
1121,20260802,6600,308,141,191,7,EDP001121,784.800000,784.800000,1545.7700,1,1,2026-08-24T00:00:00.000
1122,20260707,63600,168,-1,117,4,EDP001122,785.500000,785.500000,1547.1400,1,1,2026-08-24T00:00:00.000
1123,20260722,83820,161,368,37,7,EDP001123,786.200000,786.200000,1548.5100,1,1,2026-08-24T00:00:00.000
1124,20260807,83880,272,100,270,5,EDP001124,786.900000,786.900000,1549.8800,1,1,2026-08-24T00:00:00.000
1125,20260729,33180,66,454,194,5,EDP001125,787.600000,787.600000,1551.2500,1,1,2026-08-24T00:00:00.000
1126,20260607,84420,479,308,300,7,EDP001126,788.300000,788.300000,1552.6200,1,1,2026-08-24T00:00:00.000
1127,20260703,61140,495,177,120,1,EDP001127,789.000000,789.000000,1553.9900,1,1,2026-08-24T00:00:00.000
1128,20260720,8520,362,62,30,4,EDP001128,789.700000,789.700000,1555.3600,1,1,2026-08-24T00:00:00.000
1129,20260717,15840,47,12,59,3,EDP001129,790.400000,790.400000,1556.7300,1,1,2026-08-24T00:00:00.000
1130,20260802,45180,169,454,91,7,EDP001130,791.100000,791.100000,1558.1000,1,1,2026-08-24T00:00:00.000
1131,20260607,5100,232,95,112,5,EDP001131,791.800000,791.800000,1559.4700,1,1,2026-08-24T00:00:00.000
1132,20260701,52620,174,38,242,5,EDP001132,792.500000,792.500000,1560.8400,1,1,2026-08-24T00:00:00.000
1133,20260823,2160,135,296,159,3,EDP001133,793.200000,793.200000,1562.2100,1,1,2026-08-24T00:00:00.000
1134,20260608,55620,185,350,126,2,EDP001134,793.900000,793.900000,1563.5800,1,1,2026-08-24T00:00:00.000
1135,20260731,75300,35,362,48,2,EDP001135,794.600000,794.600000,1564.9500,1,1,2026-08-24T00:00:00.000
1136,20260724,45900,441,112,255,6,EDP001136,795.300000,795.300000,1566.3200,1,1,2026-08-24T00:00:00.000
1137,20260623,49800,51,486,207,3,EDP001137,796.000000,796.000000,1567.6900,1,1,2026-08-24T00:00:00.000
1138,20260629,54780,62,373,141,3,EDP001138,796.700000,796.700000,1569.0600,1,1,2026-08-24T00:00:00.000
1139,20260706,60960,106,-1,17,6,EDP001139,797.400000,797.400000,1570.4300,1,1,2026-08-24T00:00:00.000
1140,20260627,15060,324,175,51,4,EDP001140,798.100000,798.100000,1571.8000,1,1,2026-08-24T00:00:00.000
1141,20260722,3240,90,59,181,6,EDP001141,798.800000,798.800000,1573.1700,1,1,2026-08-24T00:00:00.000
1142,20260720,1800,96,422,180,3,EDP001142,799.500000,799.500000,1574.5400,1,1,2026-08-24T00:00:00.000
1143,20260605,11580,255,253,157,6,EDP001143,800.200000,800.200000,1575.9100,1,1,2026-08-24T00:00:00.000
1144,20260614,35700,115,197,267,1,EDP001144,800.900000,800.900000,1577.2800,1,1,2026-08-24T00:00:00.000
1145,20260814,72360,354,232,155,4,EDP001145,801.600000,801.600000,1578.6500,1,1,2026-08-24T00:00:00.000
1146,20260623,20820,36,461,174,2,EDP001146,802.300000,802.300000,1580.0200,1,1,2026-08-24T00:00:00.000
1147,20260618,1680,78,379,34,7,EDP001147,803.000000,803.000000,1581.3900,1,1,2026-08-24T00:00:00.000
1148,20260823,52260,41,316,213,6,EDP001148,803.700000,803.700000,1582.7600,1,1,2026-08-24T00:00:00.000
1149,20260701,9420,316,285,273,6,EDP001149,804.400000,804.400000,1584.1300,1,1,2026-08-24T00:00:00.000
1150,20260810,2100,70,467,30,5,EDP001150,805.100000,805.100000,1585.5000,1,1,2026-08-24T00:00:00.000
1151,20260529,50400,327,148,305,7,EDP001151,805.800000,805.800000,1586.8700,1,1,2026-08-24T00:00:00.000
1152,20260710,8040,95,67,215,7,EDP001152,806.500000,806.500000,1588.2400,1,1,2026-08-24T00:00:00.000
1153,20260715,55980,72,250,93,6,EDP001153,807.200000,807.200000,1589.6100,1,1,2026-08-24T00:00:00.000
1154,20260822,5220,448,306,201,7,EDP001154,807.900000,807.900000,1590.9800,1,1,2026-08-24T00:00:00.000
1155,20260722,4500,201,382,133,4,EDP001155,808.600000,808.600000,1592.3500,1,1,2026-08-24T00:00:00.000
1156,20260606,54060,291,-1,189,5,EDP001156,809.300000,809.300000,1593.7200,1,1,2026-08-24T00:00:00.000
1157,20260606,33660,293,190,139,3,EDP001157,810.000000,810.000000,1595.0900,1,1,2026-08-24T00:00:00.000
1158,20260621,13920,264,138,129,2,EDP001158,810.700000,810.700000,1596.4600,1,1,2026-08-24T00:00:00.000
1159,20260622,83220,397,84,339,5,EDP001159,811.400000,811.400000,1597.8300,1,1,2026-08-24T00:00:00.000
1160,20260823,63720,470,188,55,7,EDP001160,812.100000,812.100000,1599.2000,1,1,2026-08-24T00:00:00.000
1161,20260815,40080,203,328,346,4,EDP001161,812.800000,812.800000,1600.5700,1,1,2026-08-24T00:00:00.000
1162,20260628,62580,82,130,257,3,EDP001162,813.500000,813.500000,1601.9400,1,1,2026-08-24T00:00:00.000
1163,20260606,22980,44,318,185,1,EDP001163,814.200000,814.200000,1603.3100,1,1,2026-08-24T00:00:00.000
1164,20260804,66240,99,371,215,2,EDP001164,814.900000,814.900000,1604.6800,1,1,2026-08-24T00:00:00.000
1165,20260806,56460,330,64,213,3,EDP001165,815.600000,815.600000,1606.0500,1,1,2026-08-24T00:00:00.000
1166,20260611,65040,372,367,122,1,EDP001166,816.300000,816.300000,1607.4200,1,1,2026-08-24T00:00:00.000
1167,20260630,9540,159,114,111,1,EDP001167,817.000000,817.000000,1608.7900,1,1,2026-08-24T00:00:00.000
1168,20260606,58260,390,109,249,1,EDP001168,817.700000,817.700000,1610.1600,1,1,2026-08-24T00:00:00.000
1169,20260713,8220,162,448,238,1,EDP001169,818.400000,818.400000,1611.5300,1,1,2026-08-24T00:00:00.000
1170,20260807,41820,253,362,97,6,EDP001170,819.100000,819.100000,1612.9000,1,1,2026-08-24T00:00:00.000
1171,20260602,3360,196,217,125,2,EDP001171,819.800000,819.800000,1614.2700,1,1,2026-08-24T00:00:00.000
1172,20260614,55140,265,376,5,7,EDP001172,820.500000,820.500000,1615.6400,1,1,2026-08-24T00:00:00.000
1173,20260822,5520,312,-1,302,7,EDP001173,821.200000,821.200000,1617.0100,1,1,2026-08-24T00:00:00.000
1174,20260603,76560,278,260,125,7,EDP001174,821.900000,821.900000,1618.3800,1,1,2026-08-24T00:00:00.000
1175,20260605,50760,440,162,12,3,EDP001175,822.600000,822.600000,1619.7500,1,1,2026-08-24T00:00:00.000
1176,20260606,46380,58,358,53,3,EDP001176,823.300000,823.300000,1621.1200,1,1,2026-08-24T00:00:00.000
1177,20260529,57360,390,264,93,5,EDP001177,824.000000,824.000000,1622.4900,1,1,2026-08-24T00:00:00.000
1178,20260727,17040,263,301,206,7,EDP001178,824.700000,824.700000,1623.8600,1,1,2026-08-24T00:00:00.000
1179,20260805,29400,213,342,264,3,EDP001179,825.400000,825.400000,1625.2300,1,1,2026-08-24T00:00:00.000
1180,20260629,52020,54,239,185,3,EDP001180,826.100000,826.100000,1626.6000,1,1,2026-08-24T00:00:00.000
1181,20260611,46080,266,155,277,2,EDP001181,826.800000,826.800000,1627.9700,1,1,2026-08-24T00:00:00.000
1182,20260806,37380,202,435,112,6,EDP001182,827.500000,827.500000,1629.3400,1,1,2026-08-24T00:00:00.000
1183,20260625,76440,363,324,284,7,EDP001183,828.200000,828.200000,1630.7100,1,1,2026-08-24T00:00:00.000
1184,20260710,39180,445,43,24,5,EDP001184,828.900000,828.900000,1632.0800,1,1,2026-08-24T00:00:00.000
1185,20260730,4020,145,113,99,4,EDP001185,829.600000,829.600000,1633.4500,1,1,2026-08-24T00:00:00.000
1186,20260613,24960,145,128,96,2,EDP001186,830.300000,830.300000,1634.8200,1,1,2026-08-24T00:00:00.000
1187,20260718,45180,392,79,11,3,EDP001187,831.000000,831.000000,1636.1900,1,1,2026-08-24T00:00:00.000
1188,20260729,46740,73,80,88,3,EDP001188,831.700000,831.700000,1637.5600,1,1,2026-08-24T00:00:00.000
1189,20260710,52440,289,398,8,3,EDP001189,832.400000,832.400000,1638.9300,1,1,2026-08-24T00:00:00.000
1190,20260818,40080,240,-1,313,6,EDP001190,833.100000,833.100000,1640.3000,1,1,2026-08-24T00:00:00.000
1191,20260621,55920,350,55,68,5,EDP001191,833.800000,833.800000,1641.6700,1,1,2026-08-24T00:00:00.000
1192,20260817,41820,442,175,150,1,EDP001192,834.500000,834.500000,1643.0400,1,1,2026-08-24T00:00:00.000
1193,20260602,39420,417,49,16,7,EDP001193,835.200000,835.200000,1644.4100,1,1,2026-08-24T00:00:00.000
1194,20260727,17820,333,336,155,7,EDP001194,835.900000,835.900000,1645.7800,1,1,2026-08-24T00:00:00.000
1195,20260801,57540,476,284,186,5,EDP001195,836.600000,836.600000,1647.1500,1,1,2026-08-24T00:00:00.000
1196,20260704,46320,61,50,103,3,EDP001196,837.300000,837.300000,1648.5200,1,1,2026-08-24T00:00:00.000
1197,20260619,20100,243,297,49,6,EDP001197,838.000000,838.000000,1649.8900,1,1,2026-08-24T00:00:00.000
1198,20260602,65280,411,57,345,3,EDP001198,838.700000,838.700000,1651.2600,1,1,2026-08-24T00:00:00.000
1199,20260720,52500,315,362,300,4,EDP001199,839.400000,839.400000,1652.6300,1,1,2026-08-24T00:00:00.000
1200,20260802,69960,31,29,238,2,EDP001200,840.100000,840.100000,1654.0000,1,1,2026-08-24T00:00:00.000
1201,20260815,33420,124,60,298,7,EDP001201,840.800000,840.800000,1655.3700,1,1,2026-08-24T00:00:00.000
1202,20260812,58140,413,479,97,2,EDP001202,841.500000,841.500000,1656.7400,1,1,2026-08-24T00:00:00.000
1203,20260606,15840,496,266,133,1,EDP001203,842.200000,842.200000,1658.1100,1,1,2026-08-24T00:00:00.000
1204,20260623,38760,52,40,170,3,EDP001204,842.900000,842.900000,1659.4800,1,1,2026-08-24T00:00:00.000
1205,20260731,70560,33,203,116,6,EDP001205,843.600000,843.600000,1660.8500,1,1,2026-08-24T00:00:00.000
1206,20260820,4140,393,290,31,1,EDP001206,844.300000,844.300000,1662.2200,1,1,2026-08-24T00:00:00.000
1207,20260714,42300,131,-1,119,1,EDP001207,845.000000,845.000000,1663.5900,1,1,2026-08-24T00:00:00.000
1208,20260607,48720,158,384,256,2,EDP001208,845.700000,845.700000,1664.9600,1,1,2026-08-24T00:00:00.000
1209,20260703,84000,230,3,158,3,EDP001209,846.400000,846.400000,1666.3300,1,1,2026-08-24T00:00:00.000
1210,20260719,43080,414,123,279,3,EDP001210,847.100000,847.100000,1667.7000,1,1,2026-08-24T00:00:00.000
1211,20260623,46380,60,265,181,1,EDP001211,847.800000,847.800000,1669.0700,1,1,2026-08-24T00:00:00.000
1212,20260811,65340,267,429,218,3,EDP001212,848.500000,848.500000,1670.4400,1,1,2026-08-24T00:00:00.000
1213,20260709,36540,417,301,294,6,EDP001213,849.200000,849.200000,1671.8100,1,1,2026-08-24T00:00:00.000
1214,20260810,8340,372,116,59,5,EDP001214,849.900000,849.900000,1673.1800,1,1,2026-08-24T00:00:00.000
1215,20260603,2820,285,78,186,7,EDP001215,850.600000,850.600000,1674.5500,1,1,2026-08-24T00:00:00.000
1216,20260620,70200,67,159,104,6,EDP001216,851.300000,851.300000,1675.9200,1,1,2026-08-24T00:00:00.000
1217,20260619,81420,328,268,137,5,EDP001217,852.000000,852.000000,1677.2900,1,1,2026-08-24T00:00:00.000
1218,20260609,1020,382,31,62,1,EDP001218,852.700000,852.700000,1678.6600,1,1,2026-08-24T00:00:00.000
1219,20260609,43440,88,343,222,5,EDP001219,853.400000,853.400000,1680.0300,1,1,2026-08-24T00:00:00.000
1220,20260725,49740,272,303,23,7,EDP001220,854.100000,854.100000,1681.4000,1,1,2026-08-24T00:00:00.000
1221,20260630,13320,471,419,90,3,EDP001221,854.800000,854.800000,1682.7700,1,1,2026-08-24T00:00:00.000
1222,20260816,13140,329,370,152,3,EDP001222,855.500000,855.500000,1684.1400,1,1,2026-08-24T00:00:00.000
1223,20260620,29520,12,124,1,5,EDP001223,856.200000,856.200000,1685.5100,1,1,2026-08-24T00:00:00.000
1224,20260716,9000,406,-1,115,2,EDP001224,856.900000,856.900000,1686.8800,1,1,2026-08-24T00:00:00.000
1225,20260530,65940,390,209,130,2,EDP001225,857.600000,857.600000,1688.2500,1,1,2026-08-24T00:00:00.000
1226,20260616,58680,479,33,283,4,EDP001226,858.300000,858.300000,1689.6200,1,1,2026-08-24T00:00:00.000
1227,20260730,61440,325,304,186,6,EDP001227,859.000000,859.000000,1690.9900,1,1,2026-08-24T00:00:00.000
1228,20260810,35640,404,167,308,2,EDP001228,859.700000,859.700000,1692.3600,1,1,2026-08-24T00:00:00.000
1229,20260803,75180,69,292,264,7,EDP001229,860.400000,860.400000,1693.7300,1,1,2026-08-24T00:00:00.000
1230,20260820,14040,339,316,255,7,EDP001230,861.100000,861.100000,1695.1000,1,1,2026-08-24T00:00:00.000
1231,20260718,59460,67,83,126,2,EDP001231,861.800000,861.800000,1696.4700,1,1,2026-08-24T00:00:00.000
1232,20260703,22080,300,273,113,6,EDP001232,862.500000,862.500000,1697.8400,1,1,2026-08-24T00:00:00.000
1233,20260528,26400,414,201,95,5,EDP001233,863.200000,863.200000,1699.2100,1,1,2026-08-24T00:00:00.000
1234,20260726,79500,247,182,330,2,EDP001234,863.900000,863.900000,1700.5800,1,1,2026-08-24T00:00:00.000
1235,20260708,72960,321,414,11,7,EDP001235,864.600000,864.600000,1701.9500,1,1,2026-08-24T00:00:00.000
1236,20260623,300,485,256,208,4,EDP001236,865.300000,865.300000,1703.3200,1,1,2026-08-24T00:00:00.000
1237,20260622,57840,91,141,12,7,EDP001237,866.000000,866.000000,1704.6900,1,1,2026-08-24T00:00:00.000
1238,20260530,4620,290,222,7,1,EDP001238,866.700000,866.700000,1706.0600,1,1,2026-08-24T00:00:00.000
1239,20260729,55320,327,9,327,2,EDP001239,867.400000,867.400000,1707.4300,1,1,2026-08-24T00:00:00.000
1240,20260810,14760,315,92,245,2,EDP001240,868.100000,868.100000,1708.8000,1,1,2026-08-24T00:00:00.000
1241,20260819,54840,22,-1,75,6,EDP001241,868.800000,868.800000,1710.1700,1,1,2026-08-24T00:00:00.000
1242,20260720,37800,232,233,163,5,EDP001242,869.500000,869.500000,1711.5400,1,1,2026-08-24T00:00:00.000
1243,20260619,80460,435,436,347,5,EDP001243,870.200000,870.200000,1712.9100,1,1,2026-08-24T00:00:00.000
1244,20260608,63360,174,447,225,4,EDP001244,870.900000,870.900000,1714.2800,1,1,2026-08-24T00:00:00.000
1245,20260601,77760,354,359,72,1,EDP001245,871.600000,871.600000,1715.6500,1,1,2026-08-24T00:00:00.000
1246,20260612,56940,152,290,8,4,EDP001246,872.300000,872.300000,1717.0200,1,1,2026-08-24T00:00:00.000
1247,20260627,35940,435,87,184,3,EDP001247,873.000000,873.000000,1718.3900,1,1,2026-08-24T00:00:00.000
1248,20260721,66300,284,66,260,3,EDP001248,873.700000,873.700000,1719.7600,1,1,2026-08-24T00:00:00.000
1249,20260619,45120,157,157,27,2,EDP001249,874.400000,874.400000,1721.1300,1,1,2026-08-24T00:00:00.000
1250,20260721,74940,74,440,253,5,EDP001250,875.100000,875.100000,1722.5000,1,1,2026-08-24T00:00:00.000
1251,20260609,57600,210,83,98,5,EDP001251,875.800000,875.800000,1723.8700,1,1,2026-08-24T00:00:00.000
1252,20260606,48720,493,95,312,6,EDP001252,876.500000,876.500000,1725.2400,1,1,2026-08-24T00:00:00.000
1253,20260618,68340,286,163,299,5,EDP001253,877.200000,877.200000,1726.6100,1,1,2026-08-24T00:00:00.000
1254,20260818,12540,50,296,97,1,EDP001254,877.900000,877.900000,1727.9800,1,1,2026-08-24T00:00:00.000
1255,20260531,73200,31,79,163,7,EDP001255,878.600000,878.600000,1729.3500,1,1,2026-08-24T00:00:00.000
1256,20260717,21420,477,65,144,6,EDP001256,879.300000,879.300000,1730.7200,1,1,2026-08-24T00:00:00.000
1257,20260824,42900,307,38,207,6,EDP001257,880.000000,880.000000,1732.0900,1,1,2026-08-24T00:00:00.000
1258,20260616,39840,444,-1,70,1,EDP001258,880.700000,880.700000,1733.4600,1,1,2026-08-24T00:00:00.000
1259,20260603,82680,205,454,311,2,EDP001259,881.400000,881.400000,1734.8300,1,1,2026-08-24T00:00:00.000
1260,20260818,3180,288,390,243,7,EDP001260,882.100000,882.100000,1736.2000,1,1,2026-08-24T00:00:00.000
1261,20260724,18540,301,162,297,3,EDP001261,882.800000,882.800000,1737.5700,1,1,2026-08-24T00:00:00.000
1262,20260527,85020,89,458,237,4,EDP001262,883.500000,883.500000,1738.9400,1,1,2026-08-24T00:00:00.000
1263,20260824,82980,496,208,231,7,EDP001263,884.200000,884.200000,1740.3100,1,1,2026-08-24T00:00:00.000
1264,20260705,53220,12,282,253,4,EDP001264,884.900000,884.900000,1741.6800,1,1,2026-08-24T00:00:00.000
1265,20260821,74580,343,302,309,6,EDP001265,885.600000,885.600000,1743.0500,1,1,2026-08-24T00:00:00.000
1266,20260704,34320,463,220,225,6,EDP001266,886.300000,886.300000,1744.4200,1,1,2026-08-24T00:00:00.000
1267,20260726,57060,262,47,76,2,EDP001267,887.000000,887.000000,1745.7900,1,1,2026-08-24T00:00:00.000
1268,20260822,41220,305,258,308,1,EDP001268,887.700000,887.700000,1747.1600,1,1,2026-08-24T00:00:00.000
1269,20260809,50700,300,5,153,7,EDP001269,888.400000,888.400000,1748.5300,1,1,2026-08-24T00:00:00.000
1270,20260614,33900,61,240,241,3,EDP001270,889.100000,889.100000,1749.9000,1,1,2026-08-24T00:00:00.000
1271,20260806,25620,107,13,286,1,EDP001271,889.800000,889.800000,1751.2700,1,1,2026-08-24T00:00:00.000
1272,20260721,84180,355,38,189,2,EDP001272,890.500000,890.500000,1752.6400,1,1,2026-08-24T00:00:00.000
1273,20260527,13320,484,30,174,4,EDP001273,891.200000,891.200000,1754.0100,1,1,2026-08-24T00:00:00.000
1274,20260806,12840,13,127,292,6,EDP001274,891.900000,891.900000,1755.3800,1,1,2026-08-24T00:00:00.000
1275,20260713,39480,79,-1,106,1,EDP001275,892.600000,892.600000,1756.7500,1,1,2026-08-24T00:00:00.000
1276,20260712,62340,242,296,221,5,EDP001276,893.300000,893.300000,1758.1200,1,1,2026-08-24T00:00:00.000
1277,20260723,78120,154,320,304,4,EDP001277,894.000000,894.000000,1759.4900,1,1,2026-08-24T00:00:00.000
1278,20260728,36540,54,251,292,7,EDP001278,894.700000,894.700000,1760.8600,1,1,2026-08-24T00:00:00.000
1279,20260806,59460,291,229,297,1,EDP001279,895.400000,895.400000,1762.2300,1,1,2026-08-24T00:00:00.000
1280,20260719,2400,177,387,73,4,EDP001280,896.100000,896.100000,1763.6000,1,1,2026-08-24T00:00:00.000
1281,20260602,76620,475,28,47,1,EDP001281,896.800000,896.800000,1764.9700,1,1,2026-08-24T00:00:00.000
1282,20260708,40680,127,222,192,1,EDP001282,897.500000,897.500000,1766.3400,1,1,2026-08-24T00:00:00.000
1283,20260729,68880,410,331,1,7,EDP001283,898.200000,898.200000,1767.7100,1,1,2026-08-24T00:00:00.000
1284,20260624,74520,354,191,213,7,EDP001284,898.900000,898.900000,1769.0800,1,1,2026-08-24T00:00:00.000
1285,20260531,75600,418,99,57,4,EDP001285,899.600000,899.600000,1770.4500,1,1,2026-08-24T00:00:00.000
1286,20260713,16500,229,4,189,2,EDP001286,900.300000,900.300000,1771.8200,1,1,2026-08-24T00:00:00.000
1287,20260605,48000,461,171,156,5,EDP001287,901.000000,901.000000,1773.1900,1,1,2026-08-24T00:00:00.000
1288,20260730,60780,353,460,320,7,EDP001288,901.700000,901.700000,1774.5600,1,1,2026-08-24T00:00:00.000
1289,20260625,60360,228,413,223,6,EDP001289,902.400000,902.400000,1775.9300,1,1,2026-08-24T00:00:00.000
1290,20260812,33300,296,496,146,1,EDP001290,903.100000,903.100000,1777.3000,1,1,2026-08-24T00:00:00.000
1291,20260716,36660,198,481,307,2,EDP001291,903.800000,903.800000,1778.6700,1,1,2026-08-24T00:00:00.000
1292,20260805,8460,119,-1,108,5,EDP001292,904.500000,904.500000,1780.0400,1,1,2026-08-24T00:00:00.000
1293,20260808,6420,108,105,153,4,EDP001293,905.200000,905.200000,1781.4100,1,1,2026-08-24T00:00:00.000
1294,20260609,22320,4,176,343,6,EDP001294,905.900000,905.900000,1782.7800,1,1,2026-08-24T00:00:00.000
1295,20260715,12900,107,309,88,3,EDP001295,906.600000,906.600000,1784.1500,1,1,2026-08-24T00:00:00.000
1296,20260701,5940,152,67,98,5,EDP001296,907.300000,907.300000,1785.5200,1,1,2026-08-24T00:00:00.000
1297,20260711,63840,165,200,167,1,EDP001297,908.000000,908.000000,1786.8900,1,1,2026-08-24T00:00:00.000
1298,20260819,39180,375,275,17,7,EDP001298,908.700000,908.700000,1788.2600,1,1,2026-08-24T00:00:00.000
1299,20260731,840,435,297,174,3,EDP001299,909.400000,909.400000,1789.6300,1,1,2026-08-24T00:00:00.000
1300,20260529,75840,42,368,163,1,EDP001300,910.100000,910.100000,1791.0000,1,1,2026-08-24T00:00:00.000
1301,20260612,53580,248,209,228,2,EDP001301,910.800000,910.800000,1792.3700,1,1,2026-08-24T00:00:00.000
1302,20260810,75300,175,16,223,4,EDP001302,911.500000,911.500000,1793.7400,1,1,2026-08-24T00:00:00.000
1303,20260811,83100,137,197,179,7,EDP001303,912.200000,912.200000,1795.1100,1,1,2026-08-24T00:00:00.000
1304,20260627,82980,337,216,126,1,EDP001304,912.900000,912.900000,1796.4800,1,1,2026-08-24T00:00:00.000
1305,20260722,7620,384,451,218,1,EDP001305,913.600000,913.600000,1797.8500,1,1,2026-08-24T00:00:00.000
1306,20260805,81840,198,187,344,5,EDP001306,914.300000,914.300000,1799.2200,1,1,2026-08-24T00:00:00.000
1307,20260605,81420,279,50,344,5,EDP001307,915.000000,915.000000,1800.5900,1,1,2026-08-24T00:00:00.000
1308,20260610,45300,154,24,310,2,EDP001308,915.700000,915.700000,1801.9600,1,1,2026-08-24T00:00:00.000
1309,20260717,40740,333,-1,257,3,EDP001309,916.400000,916.400000,1803.3300,1,1,2026-08-24T00:00:00.000
1310,20260812,9480,218,77,132,6,EDP001310,917.100000,917.100000,1804.7000,1,1,2026-08-24T00:00:00.000
1311,20260715,24180,279,358,294,4,EDP001311,917.800000,917.800000,1806.0700,1,1,2026-08-24T00:00:00.000
1312,20260617,24060,226,341,110,4,EDP001312,918.500000,918.500000,1807.4400,1,1,2026-08-24T00:00:00.000
1313,20260702,39480,425,500,269,2,EDP001313,919.200000,919.200000,1808.8100,1,1,2026-08-24T00:00:00.000
1314,20260719,39900,36,136,181,4,EDP001314,919.900000,919.900000,1810.1800,1,1,2026-08-24T00:00:00.000
1315,20260718,23580,245,334,84,3,EDP001315,920.600000,920.600000,1811.5500,1,1,2026-08-24T00:00:00.000
1316,20260705,22980,412,105,331,4,EDP001316,921.300000,921.300000,1812.9200,1,1,2026-08-24T00:00:00.000
1317,20260628,12000,101,452,67,3,EDP001317,922.000000,922.000000,1814.2900,1,1,2026-08-24T00:00:00.000
1318,20260611,23460,227,489,111,5,EDP001318,922.700000,922.700000,1815.6600,1,1,2026-08-24T00:00:00.000
