LaborTimesheetKey,ClaimDateKey,LaborDateKey,StartTimeOfDayKey,EndTimeOfDayKey,EmployeeKey,LaborAssignmentKey,LaborRosterSlotKey,WorkCenterKey,CostCenterKey,LaborPayTypeKey,LaborClaimStatusKey,CurrencyKey,TimesheetNumber,LaborClaimLineNumber,RegularHours,OvertimeHours,LaborCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
4994,20260702,20260708,50940,21660,487,23,417,46,297,1,6,3,LT004994,4994,3.0000,3.0000,6851.7800,1,1,2026-08-24T00:00:00.000
4995,20260619,20260621,31860,24540,278,109,379,458,410,8,1,1,LT004995,4995,4.0000,4.0000,6853.1500,1,1,2026-08-24T00:00:00.000
4996,20260820,20260722,18360,3960,99,455,23,444,49,4,6,5,LT004996,4996,5.0000,5.0000,6854.5200,1,1,2026-08-24T00:00:00.000
4997,20260611,20260810,44220,85440,274,326,447,404,22,2,7,4,LT004997,4997,6.0000,6.0000,6855.8900,1,1,2026-08-24T00:00:00.000
4998,20260630,20260626,72060,75060,66,208,-1,-1,446,3,1,2,LT004998,4998,7.0000,7.0000,6857.2600,1,1,2026-08-24T00:00:00.000
4999,20260807,20260718,57720,9480,42,165,109,65,238,1,4,3,LT004999,4999,8.0000,8.0000,6858.6300,1,1,2026-08-24T00:00:00.000
5000,20260718,20260723,68460,20880,43,283,71,72,443,5,3,5,LT005000,5000,9.0000,9.0000,6860.0000,1,1,2026-08-24T00:00:00.000
5001,20260722,20260619,62520,57360,333,28,197,81,4,3,6,5,LT005001,5001,10.0000,10.0000,6861.3700,1,1,2026-08-24T00:00:00.000
5002,20260705,20260808,6060,63180,193,51,102,321,123,7,7,4,LT005002,5002,11.0000,11.0000,6862.7400,1,1,2026-08-24T00:00:00.000
5003,20260623,20260803,19920,27120,316,430,91,51,133,5,6,4,LT005003,5003,12.0000,12.0000,6864.1100,1,1,2026-08-24T00:00:00.000
5004,20260606,20260705,72840,60300,266,268,431,4,60,2,6,5,LT005004,5004,13.0000,13.0000,6865.4800,1,1,2026-08-24T00:00:00.000
5005,20260604,20260621,62820,19020,262,346,132,325,440,10,5,2,LT005005,5005,14.0000,14.0000,6866.8500,1,1,2026-08-24T00:00:00.000
5006,20260818,20260621,660,63000,107,128,256,206,275,7,3,3,LT005006,5006,15.0000,15.0000,6868.2200,1,1,2026-08-24T00:00:00.000
5007,20260810,20260723,31560,26100,270,394,265,311,499,8,2,3,LT005007,5007,16.0000,16.0000,6869.5900,1,1,2026-08-24T00:00:00.000
5008,20260803,20260813,10080,73500,120,220,401,348,430,6,1,1,LT005008,5008,17.0000,17.0000,6870.9600,1,1,2026-08-24T00:00:00.000
5009,20260618,20260729,28800,20940,321,330,387,439,486,5,7,3,LT005009,5009,18.0000,18.0000,6872.3300,1,1,2026-08-24T00:00:00.000
5010,20260530,20260625,47640,45360,261,267,439,434,180,8,4,1,LT005010,5010,19.0000,19.0000,6873.7000,1,1,2026-08-24T00:00:00.000
5011,20260624,20260709,3180,43740,64,268,199,44,358,7,6,2,LT005011,5011,20.0000,20.0000,6875.0700,1,1,2026-08-24T00:00:00.000
5012,20260714,20260707,28320,8340,360,433,303,459,22,2,5,4,LT005012,5012,21.0000,21.0000,6876.4400,1,1,2026-08-24T00:00:00.000
5013,20260818,20260806,13440,19020,362,135,361,217,326,5,1,1,LT005013,5013,22.0000,22.0000,6877.8100,1,1,2026-08-24T00:00:00.000
5014,20260608,20260818,35520,25020,73,442,433,445,82,6,3,4,LT005014,5014,23.0000,23.0000,6879.1800,1,1,2026-08-24T00:00:00.000
5015,20260618,20260611,35400,77100,281,126,-1,-1,87,11,4,4,LT005015,5015,24.0000,24.0000,6880.5500,1,1,2026-08-24T00:00:00.000
5016,20260824,20260801,86160,23640,39,312,320,335,193,5,2,1,LT005016,5016,1.0000,1.0000,6881.9200,1,1,2026-08-24T00:00:00.000
5017,20260725,20260626,84780,26520,353,80,397,32,494,5,5,3,LT005017,5017,2.0000,2.0000,6883.2900,1,1,2026-08-24T00:00:00.000
5018,20260822,20260719,31680,17520,299,382,29,44,230,12,6,2,LT005018,5018,3.0000,3.0000,6884.6600,1,1,2026-08-24T00:00:00.000
5019,20260611,20260711,22680,50040,93,93,55,243,464,2,4,4,LT005019,5019,4.0000,4.0000,6886.0300,1,1,2026-08-24T00:00:00.000
5020,20260807,20260724,8280,24780,448,458,172,55,162,4,2,4,LT005020,5020,5.0000,5.0000,6887.4000,1,1,2026-08-24T00:00:00.000
5021,20260713,20260822,47640,84300,133,192,83,351,117,8,6,2,LT005021,5021,6.0000,6.0000,6888.7700,1,1,2026-08-24T00:00:00.000
5022,20260823,20260721,16560,70800,405,461,106,17,64,10,6,2,LT005022,5022,7.0000,7.0000,6890.1400,1,1,2026-08-24T00:00:00.000
5023,20260730,20260611,47100,40320,169,421,235,257,393,5,7,3,LT005023,5023,8.0000,8.0000,6891.5100,1,1,2026-08-24T00:00:00.000
5024,20260705,20260605,37320,67500,67,456,291,110,307,4,1,2,LT005024,5024,9.0000,9.0000,6892.8800,1,1,2026-08-24T00:00:00.000
5025,20260611,20260712,3120,15600,175,377,3,71,2,4,2,5,LT005025,5025,10.0000,10.0000,6894.2500,1,1,2026-08-24T00:00:00.000
5026,20260720,20260729,24120,45900,421,136,190,169,332,7,6,3,LT005026,5026,11.0000,11.0000,6895.6200,1,1,2026-08-24T00:00:00.000
5027,20260802,20260617,46080,32940,269,350,196,7,138,8,2,4,LT005027,5027,12.0000,12.0000,6896.9900,1,1,2026-08-24T00:00:00.000
5028,20260718,20260813,66840,10200,290,127,258,53,408,8,1,1,LT005028,5028,13.0000,13.0000,6898.3600,1,1,2026-08-24T00:00:00.000
5029,20260726,20260628,62040,52560,222,312,70,498,234,12,4,5,LT005029,5029,14.0000,14.0000,6899.7300,1,1,2026-08-24T00:00:00.000
5030,20260724,20260723,72720,47640,294,370,355,53,206,6,6,5,LT005030,5030,15.0000,15.0000,6901.1000,1,1,2026-08-24T00:00:00.000
5031,20260606,20260716,4800,22200,128,153,176,113,142,9,6,2,LT005031,5031,16.0000,16.0000,6902.4700,1,1,2026-08-24T00:00:00.000
5032,20260621,20260815,21420,66180,160,492,-1,-1,163,9,6,5,LT005032,5032,17.0000,17.0000,6903.8400,1,1,2026-08-24T00:00:00.000
5033,20260725,20260804,57180,84180,232,164,392,220,307,10,2,4,LT005033,5033,18.0000,18.0000,6905.2100,1,1,2026-08-24T00:00:00.000
5034,20260612,20260530,76680,39000,252,322,359,192,312,4,4,5,LT005034,5034,19.0000,19.0000,6906.5800,1,1,2026-08-24T00:00:00.000
5035,20260822,20260615,79260,71700,440,206,441,458,153,5,7,3,LT005035,5035,20.0000,20.0000,6907.9500,1,1,2026-08-24T00:00:00.000
5036,20260801,20260712,83640,57480,98,118,439,328,141,1,4,5,LT005036,5036,21.0000,21.0000,6909.3200,1,1,2026-08-24T00:00:00.000
5037,20260703,20260709,45960,75120,71,52,259,246,495,9,1,2,LT005037,5037,22.0000,22.0000,6910.6900,1,1,2026-08-24T00:00:00.000
5038,20260821,20260528,7140,85440,407,155,482,465,414,11,1,2,LT005038,5038,23.0000,23.0000,6912.0600,1,1,2026-08-24T00:00:00.000
5039,20260608,20260618,33060,4020,425,449,45,61,29,8,5,2,LT005039,5039,24.0000,24.0000,6913.4300,1,1,2026-08-24T00:00:00.000
5040,20260701,20260616,74940,21900,211,135,253,399,139,8,2,3,LT005040,5040,1.0000,1.0000,6914.8000,1,1,2026-08-24T00:00:00.000
5041,20260804,20260626,82140,35760,208,261,131,275,215,4,4,1,LT005041,5041,2.0000,2.0000,6916.1700,1,1,2026-08-24T00:00:00.000
5042,20260728,20260706,86340,83940,319,157,401,319,134,7,6,3,LT005042,5042,3.0000,3.0000,6917.5400,1,1,2026-08-24T00:00:00.000
5043,20260602,20260527,4380,8580,237,321,373,59,136,12,3,3,LT005043,5043,4.0000,4.0000,6918.9100,1,1,2026-08-24T00:00:00.000
5044,20260627,20260627,20100,81600,295,192,212,131,465,6,3,1,LT005044,5044,5.0000,5.0000,6920.2800,1,1,2026-08-24T00:00:00.000
5045,20260713,20260713,10320,56580,350,261,9,242,450,10,6,1,LT005045,5045,6.0000,6.0000,6921.6500,1,1,2026-08-24T00:00:00.000
5046,20260802,20260618,47100,79980,247,268,93,215,456,4,3,4,LT005046,5046,7.0000,7.0000,6923.0200,1,1,2026-08-24T00:00:00.000
5047,20260708,20260813,84960,22920,389,2,398,92,443,3,4,3,LT005047,5047,8.0000,8.0000,6924.3900,1,1,2026-08-24T00:00:00.000
5048,20260622,20260627,63240,26880,51,221,218,155,411,3,5,2,LT005048,5048,9.0000,9.0000,6925.7600,1,1,2026-08-24T00:00:00.000
5049,20260708,20260731,13980,25320,97,484,-1,-1,452,12,6,1,LT005049,5049,10.0000,10.0000,6927.1300,1,1,2026-08-24T00:00:00.000
5050,20260626,20260723,81240,19920,142,134,431,478,309,6,4,3,LT005050,5050,11.0000,11.0000,6928.5000,1,1,2026-08-24T00:00:00.000
5051,20260805,20260630,54180,27180,218,158,93,395,256,7,4,4,LT005051,5051,12.0000,12.0000,6929.8700,1,1,2026-08-24T00:00:00.000
5052,20260527,20260530,45780,50820,38,220,236,396,342,7,6,3,LT005052,5052,13.0000,13.0000,6931.2400,1,1,2026-08-24T00:00:00.000
5053,20260810,20260710,81000,36840,303,348,236,484,240,8,2,3,LT005053,5053,14.0000,14.0000,6932.6100,1,1,2026-08-24T00:00:00.000
5054,20260707,20260702,10560,35460,403,364,395,61,65,9,4,1,LT005054,5054,15.0000,15.0000,6933.9800,1,1,2026-08-24T00:00:00.000
5055,20260608,20260813,30720,65460,341,27,447,20,37,12,4,2,LT005055,5055,16.0000,16.0000,6935.3500,1,1,2026-08-24T00:00:00.000
5056,20260619,20260818,56340,35280,444,54,130,260,298,9,4,5,LT005056,5056,17.0000,17.0000,6936.7200,1,1,2026-08-24T00:00:00.000
5057,20260823,20260813,34500,28980,260,103,77,237,379,1,7,3,LT005057,5057,18.0000,18.0000,6938.0900,1,1,2026-08-24T00:00:00.000
5058,20260823,20260621,50220,1260,480,219,135,248,182,8,7,5,LT005058,5058,19.0000,19.0000,6939.4600,1,1,2026-08-24T00:00:00.000
5059,20260704,20260707,72720,46020,396,92,491,12,436,1,5,4,LT005059,5059,20.0000,20.0000,6940.8300,1,1,2026-08-24T00:00:00.000
5060,20260731,20260714,20700,18000,311,158,313,463,380,2,1,4,LT005060,5060,21.0000,21.0000,6942.2000,1,1,2026-08-24T00:00:00.000
5061,20260709,20260824,540,71400,279,296,168,340,226,7,2,5,LT005061,5061,22.0000,22.0000,6943.5700,1,1,2026-08-24T00:00:00.000
5062,20260703,20260618,55860,18540,9,381,83,482,204,6,7,5,LT005062,5062,23.0000,23.0000,6944.9400,1,1,2026-08-24T00:00:00.000
5063,20260626,20260615,73500,66480,178,412,148,269,144,8,1,5,LT005063,5063,24.0000,24.0000,6946.3100,1,1,2026-08-24T00:00:00.000
5064,20260730,20260718,47100,2640,187,401,161,146,464,4,1,2,LT005064,5064,1.0000,1.0000,6947.6800,1,1,2026-08-24T00:00:00.000
5065,20260725,20260816,38340,14220,408,463,468,42,480,3,7,5,LT005065,5065,2.0000,2.0000,6949.0500,1,1,2026-08-24T00:00:00.000
5066,20260710,20260708,86220,37020,237,493,-1,-1,48,10,3,2,LT005066,5066,3.0000,3.0000,6950.4200,1,1,2026-08-24T00:00:00.000
5067,20260721,20260625,15660,69240,149,426,388,164,4,8,2,3,LT005067,5067,4.0000,4.0000,6951.7900,1,1,2026-08-24T00:00:00.000
5068,20260626,20260627,15480,80700,250,1,19,101,318,2,2,5,LT005068,5068,5.0000,5.0000,6953.1600,1,1,2026-08-24T00:00:00.000
5069,20260625,20260623,67500,47160,46,185,217,205,374,7,1,4,LT005069,5069,6.0000,6.0000,6954.5300,1,1,2026-08-24T00:00:00.000
5070,20260609,20260706,5700,84180,296,245,46,283,449,8,2,2,LT005070,5070,7.0000,7.0000,6955.9000,1,1,2026-08-24T00:00:00.000
5071,20260715,20260617,6120,22920,75,80,75,249,190,9,1,1,LT005071,5071,8.0000,8.0000,6957.2700,1,1,2026-08-24T00:00:00.000
5072,20260717,20260717,45480,73020,262,390,117,22,198,7,2,4,LT005072,5072,9.0000,9.0000,6958.6400,1,1,2026-08-24T00:00:00.000
5073,20260721,20260626,77160,12180,278,298,96,23,146,11,4,1,LT005073,5073,10.0000,10.0000,6960.0100,1,1,2026-08-24T00:00:00.000
5074,20260807,20260613,69300,27360,148,165,389,358,347,6,5,4,LT005074,5074,11.0000,11.0000,6961.3800,1,1,2026-08-24T00:00:00.000
5075,20260819,20260625,72660,18180,357,96,385,134,183,9,5,3,LT005075,5075,12.0000,12.0000,6962.7500,1,1,2026-08-24T00:00:00.000
5076,20260718,20260718,42360,79020,479,439,293,484,173,10,3,1,LT005076,5076,13.0000,13.0000,6964.1200,1,1,2026-08-24T00:00:00.000
5077,20260818,20260821,81660,81600,444,219,112,410,21,5,5,1,LT005077,5077,14.0000,14.0000,6965.4900,1,1,2026-08-24T00:00:00.000
5078,20260802,20260818,27180,51540,323,46,264,256,125,8,1,4,LT005078,5078,15.0000,15.0000,6966.8600,1,1,2026-08-24T00:00:00.000
5079,20260611,20260625,8340,660,281,482,89,400,236,2,6,4,LT005079,5079,16.0000,16.0000,6968.2300,1,1,2026-08-24T00:00:00.000
5080,20260706,20260729,39000,20460,230,65,330,368,297,1,3,4,LT005080,5080,17.0000,17.0000,6969.6000,1,1,2026-08-24T00:00:00.000
5081,20260716,20260622,16500,66120,170,492,418,259,133,10,7,5,LT005081,5081,18.0000,18.0000,6970.9700,1,1,2026-08-24T00:00:00.000
5082,20260704,20260801,12840,3300,344,65,317,361,5,2,3,3,LT005082,5082,19.0000,19.0000,6972.3400,1,1,2026-08-24T00:00:00.000
5083,20260817,20260622,6000,4380,268,392,-1,-1,6,10,4,3,LT005083,5083,20.0000,20.0000,6973.7100,1,1,2026-08-24T00:00:00.000
5084,20260707,20260713,83280,72600,151,50,259,97,494,7,5,3,LT005084,5084,21.0000,21.0000,6975.0800,1,1,2026-08-24T00:00:00.000
5085,20260803,20260806,47460,49140,162,7,221,221,342,9,3,1,LT005085,5085,22.0000,22.0000,6976.4500,1,1,2026-08-24T00:00:00.000
5086,20260721,20260622,55680,7440,366,413,417,350,327,9,7,3,LT005086,5086,23.0000,23.0000,6977.8200,1,1,2026-08-24T00:00:00.000
5087,20260610,20260817,46440,60120,300,69,72,70,99,9,7,4,LT005087,5087,24.0000,24.0000,6979.1900,1,1,2026-08-24T00:00:00.000
5088,20260603,20260711,24000,27660,208,18,455,111,217,2,6,2,LT005088,5088,1.0000,1.0000,6980.5600,1,1,2026-08-24T00:00:00.000
5089,20260619,20260715,60960,74580,354,182,242,122,242,5,3,2,LT005089,5089,2.0000,2.0000,6981.9300,1,1,2026-08-24T00:00:00.000
5090,20260806,20260813,40920,35940,54,412,473,125,491,12,4,2,LT005090,5090,3.0000,3.0000,6983.3000,1,1,2026-08-24T00:00:00.000
5091,20260708,20260701,48120,77400,26,213,31,411,385,3,1,4,LT005091,5091,4.0000,4.0000,6984.6700,1,1,2026-08-24T00:00:00.000
5092,20260709,20260612,50820,74820,200,102,361,63,443,4,6,2,LT005092,5092,5.0000,5.0000,6986.0400,1,1,2026-08-24T00:00:00.000
5093,20260707,20260811,27180,60540,44,468,431,75,165,3,2,3,LT005093,5093,6.0000,6.0000,6987.4100,1,1,2026-08-24T00:00:00.000
5094,20260602,20260614,18720,67620,342,443,171,38,25,6,7,2,LT005094,5094,7.0000,7.0000,6988.7800,1,1,2026-08-24T00:00:00.000
5095,20260807,20260708,35580,66600,254,234,71,81,118,12,1,4,LT005095,5095,8.0000,8.0000,6990.1500,1,1,2026-08-24T00:00:00.000
5096,20260731,20260531,84240,9060,91,436,481,233,484,9,6,4,LT005096,5096,9.0000,9.0000,6991.5200,1,1,2026-08-24T00:00:00.000
5097,20260723,20260613,8940,47700,244,70,112,330,147,3,4,3,LT005097,5097,10.0000,10.0000,6992.8900,1,1,2026-08-24T00:00:00.000
5098,20260711,20260609,9660,39540,192,394,448,248,487,12,2,1,LT005098,5098,11.0000,11.0000,6994.2600,1,1,2026-08-24T00:00:00.000
5099,20260807,20260608,68340,30180,104,357,285,293,282,2,1,2,LT005099,5099,12.0000,12.0000,6995.6300,1,1,2026-08-24T00:00:00.000
5100,20260531,20260610,58620,78360,346,51,-1,-1,228,3,3,4,LT005100,5100,13.0000,13.0000,6997.0000,1,1,2026-08-24T00:00:00.000
5101,20260806,20260701,50940,12900,452,478,145,165,441,10,2,3,LT005101,5101,14.0000,14.0000,6998.3700,1,1,2026-08-24T00:00:00.000
5102,20260814,20260603,83460,10560,476,385,432,487,436,9,7,3,LT005102,5102,15.0000,15.0000,6999.7400,1,1,2026-08-24T00:00:00.000
5103,20260820,20260719,21240,2220,423,491,262,191,36,4,1,5,LT005103,5103,16.0000,16.0000,7001.1100,1,1,2026-08-24T00:00:00.000
5104,20260712,20260608,68520,37080,140,322,315,239,408,5,2,3,LT005104,5104,17.0000,17.0000,7002.4800,1,1,2026-08-24T00:00:00.000
5105,20260628,20260727,43440,15000,432,221,116,422,393,5,4,4,LT005105,5105,18.0000,18.0000,7003.8500,1,1,2026-08-24T00:00:00.000
5106,20260713,20260620,8520,62280,274,409,129,428,479,6,7,2,LT005106,5106,19.0000,19.0000,7005.2200,1,1,2026-08-24T00:00:00.000
5107,20260806,20260804,19860,38580,272,219,304,19,440,2,1,5,LT005107,5107,20.0000,20.0000,7006.5900,1,1,2026-08-24T00:00:00.000
5108,20260605,20260624,12480,86280,217,343,260,11,377,3,5,2,LT005108,5108,21.0000,21.0000,7007.9600,1,1,2026-08-24T00:00:00.000
5109,20260821,20260701,59220,50400,441,114,424,298,198,12,1,1,LT005109,5109,22.0000,22.0000,7009.3300,1,1,2026-08-24T00:00:00.000
5110,20260726,20260731,41220,68760,303,397,89,159,484,3,5,5,LT005110,5110,23.0000,23.0000,7010.7000,1,1,2026-08-24T00:00:00.000
5111,20260808,20260724,54480,62280,35,62,267,238,410,2,4,4,LT005111,5111,24.0000,24.0000,7012.0700,1,1,2026-08-24T00:00:00.000
5112,20260611,20260823,59640,57660,458,55,213,383,278,4,3,4,LT005112,5112,1.0000,1.0000,7013.4400,1,1,2026-08-24T00:00:00.000
5113,20260609,20260816,86220,51120,269,298,327,222,409,6,4,2,LT005113,5113,2.0000,2.0000,7014.8100,1,1,2026-08-24T00:00:00.000
5114,20260804,20260809,80460,50100,114,215,43,180,424,7,5,1,LT005114,5114,3.0000,3.0000,7016.1800,1,1,2026-08-24T00:00:00.000
5115,20260615,20260608,78780,11400,454,207,55,225,493,10,3,1,LT005115,5115,4.0000,4.0000,7017.5500,1,1,2026-08-24T00:00:00.000
5116,20260530,20260627,59400,63180,360,208,39,5,459,3,6,1,LT005116,5116,5.0000,5.0000,7018.9200,1,1,2026-08-24T00:00:00.000
5117,20260701,20260719,14580,15000,151,143,-1,-1,40,6,2,1,LT005117,5117,6.0000,6.0000,7020.2900,1,1,2026-08-24T00:00:00.000
5118,20260713,20260802,26100,48240,367,245,356,357,29,8,4,5,LT005118,5118,7.0000,7.0000,7021.6600,1,1,2026-08-24T00:00:00.000
5119,20260603,20260719,84120,30240,409,158,409,366,462,10,1,5,LT005119,5119,8.0000,8.0000,7023.0300,1,1,2026-08-24T00:00:00.000
5120,20260630,20260725,60240,23160,228,142,276,134,172,4,1,4,LT005120,5120,9.0000,9.0000,7024.4000,1,1,2026-08-24T00:00:00.000
5121,20260812,20260531,19680,75540,135,162,217,484,86,3,4,2,LT005121,5121,10.0000,10.0000,7025.7700,1,1,2026-08-24T00:00:00.000
5122,20260606,20260717,68340,68640,208,246,168,56,314,12,4,5,LT005122,5122,11.0000,11.0000,7027.1400,1,1,2026-08-24T00:00:00.000
5123,20260710,20260630,16380,27600,116,11,62,439,359,8,1,4,LT005123,5123,12.0000,12.0000,7028.5100,1,1,2026-08-24T00:00:00.000
5124,20260629,20260717,32040,46860,422,11,471,221,395,11,3,5,LT005124,5124,13.0000,13.0000,7029.8800,1,1,2026-08-24T00:00:00.000
5125,20260819,20260713,84660,6540,373,335,425,432,353,5,5,5,LT005125,5125,14.0000,14.0000,7031.2500,1,1,2026-08-24T00:00:00.000
5126,20260619,20260627,12180,16680,283,66,233,305,245,8,2,1,LT005126,5126,15.0000,15.0000,7032.6200,1,1,2026-08-24T00:00:00.000
5127,20260818,20260717,86100,25380,229,70,405,383,316,5,2,4,LT005127,5127,16.0000,16.0000,7033.9900,1,1,2026-08-24T00:00:00.000
5128,20260528,20260726,34740,17880,131,401,221,471,362,10,1,4,LT005128,5128,17.0000,17.0000,7035.3600,1,1,2026-08-24T00:00:00.000
5129,20260623,20260809,33540,31380,486,313,464,259,243,10,6,1,LT005129,5129,18.0000,18.0000,7036.7300,1,1,2026-08-24T00:00:00.000
5130,20260626,20260604,10020,82200,178,332,480,5,277,2,2,5,LT005130,5130,19.0000,19.0000,7038.1000,1,1,2026-08-24T00:00:00.000
5131,20260617,20260731,34500,720,48,22,397,59,63,12,3,1,LT005131,5131,20.0000,20.0000,7039.4700,1,1,2026-08-24T00:00:00.000
5132,20260822,20260808,42300,20220,495,175,315,295,169,10,5,3,LT005132,5132,21.0000,21.0000,7040.8400,1,1,2026-08-24T00:00:00.000
5133,20260620,20260607,56880,34920,499,240,11,212,184,8,5,1,LT005133,5133,22.0000,22.0000,7042.2100,1,1,2026-08-24T00:00:00.000
5134,20260531,20260622,34260,70200,83,140,-1,-1,420,3,4,1,LT005134,5134,23.0000,23.0000,7043.5800,1,1,2026-08-24T00:00:00.000
5135,20260615,20260810,14340,57420,305,231,23,245,366,4,1,3,LT005135,5135,24.0000,24.0000,7044.9500,1,1,2026-08-24T00:00:00.000
5136,20260604,20260624,55800,1020,213,130,38,47,464,3,3,5,LT005136,5136,1.0000,1.0000,7046.3200,1,1,2026-08-24T00:00:00.000
5137,20260619,20260814,66420,2160,369,276,144,76,254,8,7,4,LT005137,5137,2.0000,2.0000,7047.6900,1,1,2026-08-24T00:00:00.000
5138,20260719,20260605,36360,67800,312,435,156,461,243,6,5,5,LT005138,5138,3.0000,3.0000,7049.0600,1,1,2026-08-24T00:00:00.000
5139,20260817,20260615,78960,38280,177,209,416,101,265,9,2,4,LT005139,5139,4.0000,4.0000,7050.4300,1,1,2026-08-24T00:00:00.000
5140,20260629,20260724,45360,20580,251,138,201,416,452,3,7,2,LT005140,5140,5.0000,5.0000,7051.8000,1,1,2026-08-24T00:00:00.000
5141,20260713,20260710,72900,51720,3,174,340,58,484,10,3,1,LT005141,5141,6.0000,6.0000,7053.1700,1,1,2026-08-24T00:00:00.000
5142,20260722,20260610,79500,27300,422,284,479,453,420,10,1,2,LT005142,5142,7.0000,7.0000,7054.5400,1,1,2026-08-24T00:00:00.000
5143,20260612,20260528,81180,64440,65,58,479,380,128,3,3,5,LT005143,5143,8.0000,8.0000,7055.9100,1,1,2026-08-24T00:00:00.000
5144,20260604,20260624,76560,21180,359,109,437,77,288,5,4,1,LT005144,5144,9.0000,9.0000,7057.2800,1,1,2026-08-24T00:00:00.000
5145,20260710,20260527,82140,49020,26,53,439,78,29,12,1,4,LT005145,5145,10.0000,10.0000,7058.6500,1,1,2026-08-24T00:00:00.000
5146,20260819,20260615,75240,35640,68,293,143,203,199,12,1,1,LT005146,5146,11.0000,11.0000,7060.0200,1,1,2026-08-24T00:00:00.000
5147,20260719,20260710,45000,29640,244,466,329,317,132,4,7,4,LT005147,5147,12.0000,12.0000,7061.3900,1,1,2026-08-24T00:00:00.000
5148,20260705,20260627,83400,44280,40,177,26,122,104,7,6,2,LT005148,5148,13.0000,13.0000,7062.7600,1,1,2026-08-24T00:00:00.000
5149,20260729,20260818,5940,30960,128,12,400,67,345,9,7,5,LT005149,5149,14.0000,14.0000,7064.1300,1,1,2026-08-24T00:00:00.000
5150,20260626,20260811,31200,56760,230,178,489,87,373,5,6,4,LT005150,5150,15.0000,15.0000,7065.5000,1,1,2026-08-24T00:00:00.000
5151,20260607,20260527,7320,36060,406,296,-1,-1,128,11,4,4,LT005151,5151,16.0000,16.0000,7066.8700,1,1,2026-08-24T00:00:00.000
5152,20260613,20260529,45660,21660,365,127,93,148,72,11,6,1,LT005152,5152,17.0000,17.0000,7068.2400,1,1,2026-08-24T00:00:00.000
5153,20260720,20260604,17220,76320,404,423,212,482,432,6,2,3,LT005153,5153,18.0000,18.0000,7069.6100,1,1,2026-08-24T00:00:00.000
5154,20260716,20260703,73680,42240,397,98,18,441,339,6,4,5,LT005154,5154,19.0000,19.0000,7070.9800,1,1,2026-08-24T00:00:00.000
5155,20260719,20260613,78840,13920,427,317,54,242,239,11,6,5,LT005155,5155,20.0000,20.0000,7072.3500,1,1,2026-08-24T00:00:00.000
5156,20260713,20260731,41580,30300,295,358,110,459,170,2,5,1,LT005156,5156,21.0000,21.0000,7073.7200,1,1,2026-08-24T00:00:00.000
5157,20260713,20260527,68640,18780,340,341,66,76,351,11,1,3,LT005157,5157,22.0000,22.0000,7075.0900,1,1,2026-08-24T00:00:00.000
5158,20260528,20260722,47220,75540,230,232,486,390,73,10,6,1,LT005158,5158,23.0000,23.0000,7076.4600,1,1,2026-08-24T00:00:00.000
5159,20260803,20260606,47400,53520,443,237,192,428,108,2,7,5,LT005159,5159,24.0000,24.0000,7077.8300,1,1,2026-08-24T00:00:00.000
5160,20260718,20260608,33300,68700,251,33,116,267,301,3,4,4,LT005160,5160,1.0000,1.0000,7079.2000,1,1,2026-08-24T00:00:00.000
5161,20260820,20260607,78780,45000,446,134,85,133,260,10,7,3,LT005161,5161,2.0000,2.0000,7080.5700,1,1,2026-08-24T00:00:00.000
5162,20260620,20260805,5460,44880,66,349,43,70,317,5,7,1,LT005162,5162,3.0000,3.0000,7081.9400,1,1,2026-08-24T00:00:00.000
5163,20260621,20260804,18120,75120,308,378,121,418,49,1,4,1,LT005163,5163,4.0000,4.0000,7083.3100,1,1,2026-08-24T00:00:00.000
5164,20260602,20260720,67800,6600,392,84,323,359,284,11,1,1,LT005164,5164,5.0000,5.0000,7084.6800,1,1,2026-08-24T00:00:00.000
5165,20260711,20260720,26700,33720,425,87,323,94,272,1,5,1,LT005165,5165,6.0000,6.0000,7086.0500,1,1,2026-08-24T00:00:00.000
5166,20260819,20260713,64320,79140,281,367,189,414,491,6,4,2,LT005166,5166,7.0000,7.0000,7087.4200,1,1,2026-08-24T00:00:00.000
5167,20260824,20260623,21000,79560,164,64,74,419,259,10,3,1,LT005167,5167,8.0000,8.0000,7088.7900,1,1,2026-08-24T00:00:00.000
