EnergyGreenhouseGasSnapshotKey,SnapshotDateKey,PlantKey,EnergyCarrierKey,EnergyEmissionFactorKey,BusinessUnitKey,EnergyEmissionScopeKey,UnitOfMeasureKey,ActivityQuantity,CarbonDioxideEquivalentTonnes,BiogenicCarbonDioxideTonnes,SourceSystemKey,BatchId,LoadedAtUtc
1317,20260614,47,26,491,196,4,2,922.000000,318.000000,318.000000,1,1,2026-08-24T00:00:00.000
1318,20260803,40,19,254,177,4,5,922.700000,319.000000,319.000000,1,1,2026-08-24T00:00:00.000
1319,20260623,45,10,22,20,3,2,923.400000,320.000000,320.000000,1,1,2026-08-24T00:00:00.000
1320,20260603,135,20,471,45,4,7,924.100000,321.000000,321.000000,1,1,2026-08-24T00:00:00.000
1321,20260610,216,44,1,278,3,1,924.800000,322.000000,322.000000,1,1,2026-08-24T00:00:00.000
1322,20260807,209,45,206,120,4,6,925.500000,323.000000,323.000000,1,1,2026-08-24T00:00:00.000
1323,20260722,198,6,91,20,2,1,926.200000,324.000000,324.000000,1,1,2026-08-24T00:00:00.000
1324,20260623,50,44,156,330,3,6,926.900000,325.000000,325.000000,1,1,2026-08-24T00:00:00.000
1325,20260722,137,22,466,363,3,2,927.600000,326.000000,326.000000,1,1,2026-08-24T00:00:00.000
1326,20260701,142,29,311,-1,5,1,928.300000,327.000000,327.000000,1,1,2026-08-24T00:00:00.000
1327,20260725,337,23,64,48,5,6,929.000000,328.000000,328.000000,1,1,2026-08-24T00:00:00.000
1328,20260618,134,47,381,225,3,3,929.700000,329.000000,329.000000,1,1,2026-08-24T00:00:00.000
1329,20260713,295,20,211,8,2,4,930.400000,330.000000,330.000000,1,1,2026-08-24T00:00:00.000
1330,20260817,142,21,448,65,5,6,931.100000,331.000000,331.000000,1,1,2026-08-24T00:00:00.000
1331,20260725,148,43,114,244,3,7,931.800000,332.000000,332.000000,1,1,2026-08-24T00:00:00.000
1332,20260811,344,15,240,408,2,1,932.500000,333.000000,333.000000,1,1,2026-08-24T00:00:00.000
1333,20260609,291,34,154,285,5,6,933.200000,334.000000,334.000000,1,1,2026-08-24T00:00:00.000
1334,20260803,85,42,75,17,1,1,933.900000,335.000000,335.000000,1,1,2026-08-24T00:00:00.000
1335,20260823,217,10,185,249,3,3,934.600000,336.000000,336.000000,1,1,2026-08-24T00:00:00.000
1336,20260629,208,6,354,462,4,6,935.300000,337.000000,337.000000,1,1,2026-08-24T00:00:00.000
1337,20260611,344,36,265,322,3,6,936.000000,338.000000,338.000000,1,1,2026-08-24T00:00:00.000
1338,20260810,127,23,263,187,4,7,936.700000,339.000000,339.000000,1,1,2026-08-24T00:00:00.000
1339,20260808,188,11,468,363,1,4,937.400000,340.000000,340.000000,1,1,2026-08-24T00:00:00.000
1340,20260804,194,35,176,356,5,1,938.100000,341.000000,341.000000,1,1,2026-08-24T00:00:00.000
1341,20260604,298,15,355,167,5,6,938.800000,342.000000,342.000000,1,1,2026-08-24T00:00:00.000
1342,20260820,220,38,281,229,5,5,939.500000,343.000000,343.000000,1,1,2026-08-24T00:00:00.000
1343,20260725,213,35,353,-1,1,6,940.200000,344.000000,344.000000,1,1,2026-08-24T00:00:00.000
1344,20260723,169,17,234,79,3,7,940.900000,345.000000,345.000000,1,1,2026-08-24T00:00:00.000
1345,20260708,217,6,401,323,4,5,941.600000,346.000000,346.000000,1,1,2026-08-24T00:00:00.000
1346,20260720,290,27,386,23,4,6,942.300000,347.000000,347.000000,1,1,2026-08-24T00:00:00.000
1347,20260717,348,27,69,233,4,4,943.000000,348.000000,348.000000,1,1,2026-08-24T00:00:00.000
1348,20260712,278,12,322,321,2,7,943.700000,349.000000,349.000000,1,1,2026-08-24T00:00:00.000
1349,20260712,142,41,190,390,3,6,944.400000,350.000000,350.000000,1,1,2026-08-24T00:00:00.000
1350,20260605,120,26,36,229,2,7,945.100000,351.000000,351.000000,1,1,2026-08-24T00:00:00.000
1351,20260615,241,20,82,320,4,1,945.800000,352.000000,352.000000,1,1,2026-08-24T00:00:00.000
1352,20260704,175,41,245,150,5,1,946.500000,353.000000,353.000000,1,1,2026-08-24T00:00:00.000
1353,20260610,104,33,486,269,5,1,947.200000,354.000000,354.000000,1,1,2026-08-24T00:00:00.000
1354,20260619,182,43,488,491,3,3,947.900000,355.000000,355.000000,1,1,2026-08-24T00:00:00.000
1355,20260807,180,32,91,22,2,2,948.600000,356.000000,356.000000,1,1,2026-08-24T00:00:00.000
1356,20260702,14,3,479,113,2,3,949.300000,357.000000,357.000000,1,1,2026-08-24T00:00:00.000
1357,20260702,284,36,254,394,5,5,950.000000,358.000000,358.000000,1,1,2026-08-24T00:00:00.000
1358,20260708,238,6,294,430,4,7,950.700000,359.000000,359.000000,1,1,2026-08-24T00:00:00.000
1359,20260704,85,11,36,47,5,1,951.400000,360.000000,360.000000,1,1,2026-08-24T00:00:00.000
1360,20260817,247,52,234,-1,1,1,952.100000,361.000000,361.000000,1,1,2026-08-24T00:00:00.000
1361,20260821,35,41,45,467,4,4,952.800000,362.000000,362.000000,1,1,2026-08-24T00:00:00.000
1362,20260613,105,51,291,105,4,4,953.500000,363.000000,363.000000,1,1,2026-08-24T00:00:00.000
1363,20260528,88,18,469,324,4,6,954.200000,364.000000,364.000000,1,1,2026-08-24T00:00:00.000
1364,20260810,130,49,73,446,5,4,954.900000,365.000000,365.000000,1,1,2026-08-24T00:00:00.000
1365,20260627,284,3,338,43,5,4,955.600000,366.000000,366.000000,1,1,2026-08-24T00:00:00.000
1366,20260605,200,3,414,326,2,1,956.300000,367.000000,367.000000,1,1,2026-08-24T00:00:00.000
1367,20260719,91,33,425,225,2,3,957.000000,368.000000,368.000000,1,1,2026-08-24T00:00:00.000
1368,20260824,206,40,407,399,1,6,957.700000,369.000000,369.000000,1,1,2026-08-24T00:00:00.000
1369,20260625,192,18,198,74,4,5,958.400000,370.000000,370.000000,1,1,2026-08-24T00:00:00.000
1370,20260712,207,33,378,47,4,1,959.100000,371.000000,371.000000,1,1,2026-08-24T00:00:00.000
1371,20260803,28,49,367,489,3,2,959.800000,372.000000,372.000000,1,1,2026-08-24T00:00:00.000
1372,20260802,2,31,177,446,5,3,960.500000,373.000000,373.000000,1,1,2026-08-24T00:00:00.000
1373,20260701,40,28,221,229,3,3,961.200000,374.000000,374.000000,1,1,2026-08-24T00:00:00.000
1374,20260807,71,11,42,367,2,5,961.900000,375.000000,375.000000,1,1,2026-08-24T00:00:00.000
1375,20260611,83,7,270,394,4,7,962.600000,376.000000,376.000000,1,1,2026-08-24T00:00:00.000
1376,20260729,106,4,249,73,5,5,963.300000,377.000000,377.000000,1,1,2026-08-24T00:00:00.000
1377,20260616,23,4,446,-1,1,7,964.000000,378.000000,378.000000,1,1,2026-08-24T00:00:00.000
1378,20260527,332,44,195,453,3,4,964.700000,379.000000,379.000000,1,1,2026-08-24T00:00:00.000
1379,20260714,74,34,294,323,3,4,965.400000,380.000000,380.000000,1,1,2026-08-24T00:00:00.000
1380,20260807,18,1,100,141,2,7,966.100000,381.000000,381.000000,1,1,2026-08-24T00:00:00.000
1381,20260729,50,37,18,489,4,6,966.800000,382.000000,382.000000,1,1,2026-08-24T00:00:00.000
1382,20260816,274,44,432,368,3,7,967.500000,383.000000,383.000000,1,1,2026-08-24T00:00:00.000
1383,20260604,241,3,263,356,4,5,968.200000,384.000000,384.000000,1,1,2026-08-24T00:00:00.000
1384,20260720,87,37,27,162,2,5,968.900000,385.000000,385.000000,1,1,2026-08-24T00:00:00.000
1385,20260821,307,29,453,48,5,1,969.600000,386.000000,386.000000,1,1,2026-08-24T00:00:00.000
1386,20260726,333,30,326,143,3,6,970.300000,387.000000,387.000000,1,1,2026-08-24T00:00:00.000
1387,20260608,294,27,363,160,4,4,971.000000,388.000000,388.000000,1,1,2026-08-24T00:00:00.000
1388,20260622,50,20,8,98,1,5,971.700000,389.000000,389.000000,1,1,2026-08-24T00:00:00.000
1389,20260529,54,26,486,61,4,3,972.400000,390.000000,390.000000,1,1,2026-08-24T00:00:00.000
1390,20260701,75,2,460,260,2,2,973.100000,391.000000,391.000000,1,1,2026-08-24T00:00:00.000
1391,20260625,261,46,467,447,1,1,973.800000,392.000000,392.000000,1,1,2026-08-24T00:00:00.000
1392,20260719,253,52,116,19,4,3,974.500000,393.000000,393.000000,1,1,2026-08-24T00:00:00.000
1393,20260620,34,11,443,137,2,3,975.200000,394.000000,394.000000,1,1,2026-08-24T00:00:00.000
1394,20260623,123,15,69,-1,1,6,975.900000,395.000000,395.000000,1,1,2026-08-24T00:00:00.000
1395,20260818,316,24,406,20,3,3,976.600000,396.000000,396.000000,1,1,2026-08-24T00:00:00.000
1396,20260713,25,48,377,101,2,6,977.300000,397.000000,397.000000,1,1,2026-08-24T00:00:00.000
1397,20260704,343,51,457,28,4,1,978.000000,398.000000,398.000000,1,1,2026-08-24T00:00:00.000
1398,20260605,284,28,98,415,1,5,978.700000,399.000000,399.000000,1,1,2026-08-24T00:00:00.000
1399,20260527,136,55,371,389,5,2,979.400000,400.000000,400.000000,1,1,2026-08-24T00:00:00.000
1400,20260810,49,23,1,133,3,4,980.100000,401.000000,401.000000,1,1,2026-08-24T00:00:00.000
1401,20260821,240,45,317,220,5,6,980.800000,402.000000,402.000000,1,1,2026-08-24T00:00:00.000
1402,20260808,321,32,451,375,1,7,981.500000,403.000000,403.000000,1,1,2026-08-24T00:00:00.000
1403,20260802,268,24,466,265,1,4,982.200000,404.000000,404.000000,1,1,2026-08-24T00:00:00.000
1404,20260603,278,33,131,38,2,2,982.900000,405.000000,405.000000,1,1,2026-08-24T00:00:00.000
1405,20260601,11,9,93,442,5,5,983.600000,406.000000,406.000000,1,1,2026-08-24T00:00:00.000
1406,20260527,16,25,95,223,1,5,984.300000,407.000000,407.000000,1,1,2026-08-24T00:00:00.000
1407,20260627,51,10,170,122,5,5,985.000000,408.000000,408.000000,1,1,2026-08-24T00:00:00.000
1408,20260601,321,17,498,344,2,3,985.700000,409.000000,409.000000,1,1,2026-08-24T00:00:00.000
1409,20260720,214,19,433,50,3,3,986.400000,410.000000,410.000000,1,1,2026-08-24T00:00:00.000
1410,20260809,349,7,225,272,1,6,987.100000,411.000000,411.000000,1,1,2026-08-24T00:00:00.000
1411,20260528,194,15,266,-1,5,7,987.800000,412.000000,412.000000,1,1,2026-08-24T00:00:00.000
1412,20260816,174,46,363,175,5,6,988.500000,413.000000,413.000000,1,1,2026-08-24T00:00:00.000
1413,20260817,329,16,340,396,4,4,989.200000,414.000000,414.000000,1,1,2026-08-24T00:00:00.000
1414,20260714,208,25,416,288,1,2,989.900000,415.000000,415.000000,1,1,2026-08-24T00:00:00.000
1415,20260701,241,18,142,12,5,3,990.600000,416.000000,416.000000,1,1,2026-08-24T00:00:00.000
1416,20260821,306,15,399,208,4,3,991.300000,417.000000,417.000000,1,1,2026-08-24T00:00:00.000
1417,20260609,59,53,200,220,5,5,992.000000,418.000000,418.000000,1,1,2026-08-24T00:00:00.000
1418,20260819,120,33,234,170,4,7,992.700000,419.000000,419.000000,1,1,2026-08-24T00:00:00.000
1419,20260731,270,21,33,300,2,7,993.400000,420.000000,420.000000,1,1,2026-08-24T00:00:00.000
1420,20260530,328,6,259,149,3,4,994.100000,421.000000,421.000000,1,1,2026-08-24T00:00:00.000
1421,20260819,336,2,353,97,3,5,994.800000,422.000000,422.000000,1,1,2026-08-24T00:00:00.000
1422,20260809,348,2,494,56,2,6,995.500000,423.000000,423.000000,1,1,2026-08-24T00:00:00.000
1423,20260816,235,26,21,206,3,2,996.200000,424.000000,424.000000,1,1,2026-08-24T00:00:00.000
1424,20260816,57,34,144,249,4,7,996.900000,425.000000,425.000000,1,1,2026-08-24T00:00:00.000
1425,20260623,58,24,361,303,5,7,997.600000,426.000000,426.000000,1,1,2026-08-24T00:00:00.000
1426,20260809,141,42,264,483,3,3,998.300000,427.000000,427.000000,1,1,2026-08-24T00:00:00.000
1427,20260701,138,18,336,313,3,2,999.000000,428.000000,428.000000,1,1,2026-08-24T00:00:00.000
1428,20260605,258,10,431,-1,1,1,999.700000,429.000000,429.000000,1,1,2026-08-24T00:00:00.000
1429,20260719,301,27,274,125,3,6,0.400000,430.000000,430.000000,1,1,2026-08-24T00:00:00.000
1430,20260701,149,35,177,63,3,1,1.100000,431.000000,431.000000,1,1,2026-08-24T00:00:00.000
1431,20260701,327,53,359,157,3,6,1.800000,432.000000,432.000000,1,1,2026-08-24T00:00:00.000
1432,20260803,164,25,428,483,2,4,2.500000,433.000000,433.000000,1,1,2026-08-24T00:00:00.000
1433,20260818,119,49,471,480,4,4,3.200000,434.000000,434.000000,1,1,2026-08-24T00:00:00.000
1434,20260607,223,3,10,295,1,3,3.900000,435.000000,435.000000,1,1,2026-08-24T00:00:00.000
1435,20260804,98,41,197,450,2,2,4.600000,436.000000,436.000000,1,1,2026-08-24T00:00:00.000
1436,20260626,34,24,457,65,1,1,5.300000,437.000000,437.000000,1,1,2026-08-24T00:00:00.000
1437,20260627,281,16,16,39,5,1,6.000000,438.000000,438.000000,1,1,2026-08-24T00:00:00.000
1438,20260808,187,47,141,465,5,2,6.700000,439.000000,439.000000,1,1,2026-08-24T00:00:00.000
1439,20260609,11,10,150,446,3,5,7.400000,440.000000,440.000000,1,1,2026-08-24T00:00:00.000
1440,20260704,249,31,445,492,4,3,8.100000,441.000000,441.000000,1,1,2026-08-24T00:00:00.000
1441,20260625,248,33,141,103,5,7,8.800000,442.000000,442.000000,1,1,2026-08-24T00:00:00.000
1442,20260612,49,32,251,499,2,7,9.500000,443.000000,443.000000,1,1,2026-08-24T00:00:00.000
1443,20260811,178,22,387,456,1,4,10.200000,444.000000,444.000000,1,1,2026-08-24T00:00:00.000
1444,20260610,324,38,32,426,1,1,10.900000,445.000000,445.000000,1,1,2026-08-24T00:00:00.000
1445,20260610,244,41,96,-1,3,7,11.600000,446.000000,446.000000,1,1,2026-08-24T00:00:00.000
1446,20260721,1,7,121,72,2,7,12.300000,447.000000,447.000000,1,1,2026-08-24T00:00:00.000
1447,20260618,50,34,395,318,1,7,13.000000,448.000000,448.000000,1,1,2026-08-24T00:00:00.000
1448,20260813,164,25,70,166,4,7,13.700000,449.000000,449.000000,1,1,2026-08-24T00:00:00.000
1449,20260619,117,30,297,450,2,4,14.400000,450.000000,450.000000,1,1,2026-08-24T00:00:00.000
1450,20260529,198,35,323,46,1,3,15.100000,451.000000,451.000000,1,1,2026-08-24T00:00:00.000
1451,20260716,171,14,420,489,1,5,15.800000,452.000000,452.000000,1,1,2026-08-24T00:00:00.000
1452,20260719,294,47,195,42,5,1,16.500000,453.000000,453.000000,1,1,2026-08-24T00:00:00.000
1453,20260704,175,22,400,349,1,3,17.200000,454.000000,454.000000,1,1,2026-08-24T00:00:00.000
1454,20260710,63,22,435,8,1,6,17.900000,455.000000,455.000000,1,1,2026-08-24T00:00:00.000
1455,20260820,212,31,210,150,2,2,18.600000,456.000000,456.000000,1,1,2026-08-24T00:00:00.000
1456,20260811,115,15,19,43,2,4,19.300000,457.000000,457.000000,1,1,2026-08-24T00:00:00.000
1457,20260627,198,51,188,31,3,4,20.000000,458.000000,458.000000,1,1,2026-08-24T00:00:00.000
1458,20260725,142,48,118,303,2,5,20.700000,459.000000,459.000000,1,1,2026-08-24T00:00:00.000
1459,20260613,149,17,4,15,3,3,21.400000,460.000000,460.000000,1,1,2026-08-24T00:00:00.000
1460,20260801,142,49,442,412,4,7,22.100000,461.000000,461.000000,1,1,2026-08-24T00:00:00.000
1461,20260729,221,21,7,343,1,6,22.800000,462.000000,462.000000,1,1,2026-08-24T00:00:00.000
1462,20260703,111,32,414,-1,5,1,23.500000,463.000000,463.000000,1,1,2026-08-24T00:00:00.000
1463,20260804,49,3,10,196,5,7,24.200000,464.000000,464.000000,1,1,2026-08-24T00:00:00.000
1464,20260626,87,23,453,215,4,1,24.900000,465.000000,465.000000,1,1,2026-08-24T00:00:00.000
1465,20260810,45,44,119,307,2,4,25.600000,466.000000,466.000000,1,1,2026-08-24T00:00:00.000
1466,20260603,244,33,323,447,3,6,26.300000,467.000000,467.000000,1,1,2026-08-24T00:00:00.000
1467,20260729,329,24,328,437,5,1,27.000000,468.000000,468.000000,1,1,2026-08-24T00:00:00.000
1468,20260718,285,42,277,170,5,6,27.700000,469.000000,469.000000,1,1,2026-08-24T00:00:00.000
1469,20260720,334,5,237,138,4,6,28.400000,470.000000,470.000000,1,1,2026-08-24T00:00:00.000
1470,20260726,260,32,429,454,3,3,29.100000,471.000000,471.000000,1,1,2026-08-24T00:00:00.000
1471,20260816,88,48,44,197,1,7,29.800000,472.000000,472.000000,1,1,2026-08-24T00:00:00.000
1472,20260612,341,55,18,88,3,2,30.500000,473.000000,473.000000,1,1,2026-08-24T00:00:00.000
1473,20260824,176,9,71,288,1,4,31.200000,474.000000,474.000000,1,1,2026-08-24T00:00:00.000
1474,20260529,143,39,453,169,2,2,31.900000,475.000000,475.000000,1,1,2026-08-24T00:00:00.000
1475,20260730,206,40,169,26,4,7,32.600000,476.000000,476.000000,1,1,2026-08-24T00:00:00.000
1476,20260701,162,30,70,146,2,5,33.300000,477.000000,477.000000,1,1,2026-08-24T00:00:00.000
1477,20260619,253,8,280,31,4,3,34.000000,478.000000,478.000000,1,1,2026-08-24T00:00:00.000
1478,20260624,240,29,70,164,3,1,34.700000,479.000000,479.000000,1,1,2026-08-24T00:00:00.000
1479,20260730,182,18,233,-1,5,5,35.400000,480.000000,480.000000,1,1,2026-08-24T00:00:00.000
1480,20260621,221,41,131,492,1,6,36.100000,481.000000,481.000000,1,1,2026-08-24T00:00:00.000
1481,20260629,20,42,381,346,4,7,36.800000,482.000000,482.000000,1,1,2026-08-24T00:00:00.000
1482,20260615,263,52,154,54,4,6,37.500000,483.000000,483.000000,1,1,2026-08-24T00:00:00.000
1483,20260801,243,21,241,58,1,4,38.200000,484.000000,484.000000,1,1,2026-08-24T00:00:00.000
1484,20260705,213,18,101,250,1,7,38.900000,485.000000,485.000000,1,1,2026-08-24T00:00:00.000
1485,20260814,67,26,295,481,4,2,39.600000,486.000000,486.000000,1,1,2026-08-24T00:00:00.000
1486,20260611,112,55,310,154,3,1,40.300000,487.000000,487.000000,1,1,2026-08-24T00:00:00.000
1487,20260729,2,32,212,308,3,7,41.000000,488.000000,488.000000,1,1,2026-08-24T00:00:00.000
1488,20260630,83,48,20,94,4,1,41.700000,489.000000,489.000000,1,1,2026-08-24T00:00:00.000
1489,20260819,133,43,158,224,1,6,42.400000,490.000000,490.000000,1,1,2026-08-24T00:00:00.000
1490,20260619,5,18,64,242,1,2,43.100000,491.000000,491.000000,1,1,2026-08-24T00:00:00.000
1491,20260604,109,40,231,343,1,4,43.800000,492.000000,492.000000,1,1,2026-08-24T00:00:00.000
1492,20260731,322,53,257,195,3,3,44.500000,493.000000,493.000000,1,1,2026-08-24T00:00:00.000
1493,20260530,83,13,261,429,4,4,45.200000,494.000000,494.000000,1,1,2026-08-24T00:00:00.000
1494,20260607,284,23,434,131,2,5,45.900000,495.000000,495.000000,1,1,2026-08-24T00:00:00.000
1495,20260707,107,12,215,477,4,3,46.600000,496.000000,496.000000,1,1,2026-08-24T00:00:00.000
1496,20260719,233,9,80,-1,5,2,47.300000,497.000000,497.000000,1,1,2026-08-24T00:00:00.000
1497,20260726,172,9,2,493,1,6,48.000000,498.000000,498.000000,1,1,2026-08-24T00:00:00.000
1498,20260801,171,41,113,321,1,1,48.700000,499.000000,499.000000,1,1,2026-08-24T00:00:00.000
1499,20260804,155,35,248,17,5,3,49.400000,500.000000,500.000000,1,1,2026-08-24T00:00:00.000
1500,20260610,164,18,74,295,5,4,50.100000,501.000000,501.000000,1,1,2026-08-24T00:00:00.000
1501,20260601,325,19,466,115,4,5,50.800000,502.000000,502.000000,1,1,2026-08-24T00:00:00.000
1502,20260621,269,16,206,204,5,2,51.500000,503.000000,503.000000,1,1,2026-08-24T00:00:00.000
1503,20260607,340,49,472,53,5,7,52.200000,504.000000,504.000000,1,1,2026-08-24T00:00:00.000
1504,20260606,172,31,297,271,5,4,52.900000,505.000000,505.000000,1,1,2026-08-24T00:00:00.000
1505,20260613,106,10,133,138,1,7,53.600000,506.000000,506.000000,1,1,2026-08-24T00:00:00.000
1506,20260713,261,14,131,185,5,1,54.300000,507.000000,507.000000,1,1,2026-08-24T00:00:00.000
1507,20260614,35,10,468,440,3,1,55.000000,508.000000,508.000000,1,1,2026-08-24T00:00:00.000
1508,20260824,303,52,78,62,2,4,55.700000,509.000000,509.000000,1,1,2026-08-24T00:00:00.000
1509,20260728,142,47,371,176,2,4,56.400000,510.000000,510.000000,1,1,2026-08-24T00:00:00.000
1510,20260710,305,33,236,297,1,5,57.100000,511.000000,511.000000,1,1,2026-08-24T00:00:00.000
1511,20260704,207,33,382,7,5,3,57.800000,512.000000,512.000000,1,1,2026-08-24T00:00:00.000
1512,20260703,234,53,35,343,3,5,58.500000,513.000000,513.000000,1,1,2026-08-24T00:00:00.000
1513,20260622,87,49,303,-1,5,7,59.200000,514.000000,514.000000,1,1,2026-08-24T00:00:00.000
1514,20260713,133,17,36,273,4,6,59.900000,515.000000,515.000000,1,1,2026-08-24T00:00:00.000
1515,20260619,34,4,491,173,3,5,60.600000,516.000000,516.000000,1,1,2026-08-24T00:00:00.000
1516,20260719,11,44,115,323,5,2,61.300000,517.000000,517.000000,1,1,2026-08-24T00:00:00.000
1517,20260818,236,55,127,485,4,4,62.000000,518.000000,518.000000,1,1,2026-08-24T00:00:00.000
1518,20260615,68,29,262,497,2,5,62.700000,519.000000,519.000000,1,1,2026-08-24T00:00:00.000
1519,20260701,259,34,70,19,1,1,63.400000,520.000000,520.000000,1,1,2026-08-24T00:00:00.000
1520,20260702,249,40,71,434,4,6,64.100000,521.000000,521.000000,1,1,2026-08-24T00:00:00.000
1521,20260626,210,44,437,131,5,5,64.800000,522.000000,522.000000,1,1,2026-08-24T00:00:00.000
1522,20260605,23,32,4,206,4,5,65.500000,523.000000,523.000000,1,1,2026-08-24T00:00:00.000
1523,20260715,332,21,103,187,4,7,66.200000,524.000000,524.000000,1,1,2026-08-24T00:00:00.000
1524,20260609,128,16,454,112,3,7,66.900000,525.000000,525.000000,1,1,2026-08-24T00:00:00.000
1525,20260618,134,43,369,163,2,6,67.600000,526.000000,526.000000,1,1,2026-08-24T00:00:00.000
1526,20260614,110,14,35,15,4,3,68.300000,527.000000,527.000000,1,1,2026-08-24T00:00:00.000
1527,20260619,285,24,416,372,5,7,69.000000,528.000000,528.000000,1,1,2026-08-24T00:00:00.000
1528,20260703,6,24,299,498,3,6,69.700000,529.000000,529.000000,1,1,2026-08-24T00:00:00.000
1529,20260820,280,41,13,66,5,6,70.400000,530.000000,530.000000,1,1,2026-08-24T00:00:00.000
1530,20260810,152,32,498,-1,1,1,71.100000,531.000000,531.000000,1,1,2026-08-24T00:00:00.000
1531,20260704,294,42,153,24,2,5,71.800000,532.000000,532.000000,1,1,2026-08-24T00:00:00.000
1532,20260818,311,34,26,74,4,3,72.500000,533.000000,533.000000,1,1,2026-08-24T00:00:00.000
1533,20260708,206,41,476,451,1,3,73.200000,534.000000,534.000000,1,1,2026-08-24T00:00:00.000
1534,20260702,33,26,474,266,3,7,73.900000,535.000000,535.000000,1,1,2026-08-24T00:00:00.000
1535,20260728,177,4,438,309,3,1,74.600000,536.000000,536.000000,1,1,2026-08-24T00:00:00.000
1536,20260716,275,24,284,69,5,7,75.300000,537.000000,537.000000,1,1,2026-08-24T00:00:00.000
1537,20260807,155,24,312,182,2,4,76.000000,538.000000,538.000000,1,1,2026-08-24T00:00:00.000
1538,20260810,236,2,293,76,1,2,76.700000,539.000000,539.000000,1,1,2026-08-24T00:00:00.000
1539,20260727,208,43,3,246,4,7,77.400000,540.000000,540.000000,1,1,2026-08-24T00:00:00.000
1540,20260819,304,55,317,265,3,7,78.100000,541.000000,541.000000,1,1,2026-08-24T00:00:00.000
1541,20260606,37,37,374,322,2,1,78.800000,542.000000,542.000000,1,1,2026-08-24T00:00:00.000
1542,20260527,156,5,63,416,5,5,79.500000,543.000000,543.000000,1,1,2026-08-24T00:00:00.000
1543,20260813,202,17,227,213,2,2,80.200000,544.000000,544.000000,1,1,2026-08-24T00:00:00.000
1544,20260612,136,16,81,406,3,2,80.900000,545.000000,545.000000,1,1,2026-08-24T00:00:00.000
1545,20260528,58,22,257,223,4,7,81.600000,546.000000,546.000000,1,1,2026-08-24T00:00:00.000
1546,20260815,240,36,389,48,5,5,82.300000,547.000000,547.000000,1,1,2026-08-24T00:00:00.000
1547,20260608,291,14,281,-1,1,7,83.000000,548.000000,548.000000,1,1,2026-08-24T00:00:00.000
1548,20260706,338,27,157,164,5,4,83.700000,549.000000,549.000000,1,1,2026-08-24T00:00:00.000
1549,20260528,128,19,314,375,1,5,84.400000,550.000000,550.000000,1,1,2026-08-24T00:00:00.000
1550,20260606,285,23,353,248,3,2,85.100000,551.000000,551.000000,1,1,2026-08-24T00:00:00.000
1551,20260730,21,3,389,142,5,3,85.800000,552.000000,552.000000,1,1,2026-08-24T00:00:00.000
1552,20260613,204,55,240,67,4,3,86.500000,553.000000,553.000000,1,1,2026-08-24T00:00:00.000
1553,20260809,236,29,122,444,3,4,87.200000,554.000000,554.000000,1,1,2026-08-24T00:00:00.000
1554,20260606,301,55,441,349,1,6,87.900000,555.000000,555.000000,1,1,2026-08-24T00:00:00.000
1555,20260724,193,43,162,342,3,2,88.600000,556.000000,556.000000,1,1,2026-08-24T00:00:00.000
1556,20260809,159,26,319,264,5,5,89.300000,557.000000,557.000000,1,1,2026-08-24T00:00:00.000
1557,20260604,138,47,407,458,5,4,90.000000,558.000000,558.000000,1,1,2026-08-24T00:00:00.000
1558,20260711,306,9,129,201,1,2,90.700000,559.000000,559.000000,1,1,2026-08-24T00:00:00.000
1559,20260820,163,25,257,151,3,2,91.400000,560.000000,560.000000,1,1,2026-08-24T00:00:00.000
1560,20260801,65,41,245,240,4,4,92.100000,561.000000,561.000000,1,1,2026-08-24T00:00:00.000
1561,20260717,241,11,354,475,4,4,92.800000,562.000000,562.000000,1,1,2026-08-24T00:00:00.000
1562,20260709,241,36,201,282,4,4,93.500000,563.000000,563.000000,1,1,2026-08-24T00:00:00.000
1563,20260610,276,11,497,169,1,2,94.200000,564.000000,564.000000,1,1,2026-08-24T00:00:00.000
1564,20260717,166,39,173,-1,3,7,94.900000,565.000000,565.000000,1,1,2026-08-24T00:00:00.000
1565,20260708,56,31,136,15,5,7,95.600000,566.000000,566.000000,1,1,2026-08-24T00:00:00.000
1566,20260622,81,18,456,347,2,6,96.300000,567.000000,567.000000,1,1,2026-08-24T00:00:00.000
1567,20260714,199,5,278,303,1,3,97.000000,568.000000,568.000000,1,1,2026-08-24T00:00:00.000
1568,20260808,17,23,407,367,2,1,97.700000,569.000000,569.000000,1,1,2026-08-24T00:00:00.000
1569,20260702,312,32,405,88,4,3,98.400000,570.000000,570.000000,1,1,2026-08-24T00:00:00.000
1570,20260612,32,31,235,351,5,7,99.100000,571.000000,571.000000,1,1,2026-08-24T00:00:00.000
1571,20260712,329,49,281,91,4,1,99.800000,572.000000,572.000000,1,1,2026-08-24T00:00:00.000
1572,20260608,72,44,147,344,5,2,100.500000,573.000000,573.000000,1,1,2026-08-24T00:00:00.000
1573,20260704,14,24,247,5,1,7,101.200000,574.000000,574.000000,1,1,2026-08-24T00:00:00.000
1574,20260824,87,2,289,414,3,5,101.900000,575.000000,575.000000,1,1,2026-08-24T00:00:00.000
1575,20260812,255,38,172,275,1,4,102.600000,576.000000,576.000000,1,1,2026-08-24T00:00:00.000
1576,20260527,251,11,482,298,1,2,103.300000,577.000000,577.000000,1,1,2026-08-24T00:00:00.000
