LogisticsTrackingEventKey,EventDateKey,EventTimeOfDayKey,LogisticsShipmentHeaderKey,LogisticsDeliveryKey,LogisticsTransportLoadKey,LogisticsContainerKey,LogisticsDockDoorKey,LogisticsTrackingEventTypeKey,SeverityKey,TrackingReferenceNumber,EventCount,EventSequenceNumber,SourceSystemKey,BatchId,LoadedAtUtc
7561,20260721,27540,21,406,295,454,96,18,1,LTE007561,562,7561,1,1,2026-08-24T00:00:00.000
7562,20260620,73560,84,469,453,197,10,17,1,LTE007562,563,7562,1,1,2026-08-24T00:00:00.000
7563,20260530,16740,208,179,197,462,354,11,5,LTE007563,564,7563,1,1,2026-08-24T00:00:00.000
7564,20260725,82740,284,15,334,225,369,21,4,LTE007564,565,7564,1,1,2026-08-24T00:00:00.000
7565,20260629,65940,-1,-1,-1,-1,-1,8,-1,LTE007565,566,7565,1,1,2026-08-24T00:00:00.000
7566,20260611,82620,301,132,412,400,432,9,3,LTE007566,567,7566,1,1,2026-08-24T00:00:00.000
7567,20260721,73200,21,289,455,19,27,20,3,LTE007567,568,7567,1,1,2026-08-24T00:00:00.000
7568,20260812,77220,290,118,486,385,410,24,4,LTE007568,569,7568,1,1,2026-08-24T00:00:00.000
7569,20260807,80640,124,216,388,346,261,9,5,LTE007569,570,7569,1,1,2026-08-24T00:00:00.000
7570,20260729,46680,138,449,5,129,182,23,2,LTE007570,571,7570,1,1,2026-08-24T00:00:00.000
7571,20260604,45240,57,342,124,337,287,25,4,LTE007571,572,7571,1,1,2026-08-24T00:00:00.000
7572,20260822,47520,482,71,379,463,339,5,5,LTE007572,573,7572,1,1,2026-08-24T00:00:00.000
7573,20260726,81240,172,496,401,397,336,28,1,LTE007573,574,7573,1,1,2026-08-24T00:00:00.000
7574,20260807,42420,483,470,94,329,33,21,1,LTE007574,575,7574,1,1,2026-08-24T00:00:00.000
7575,20260702,38880,248,337,451,488,57,22,2,LTE007575,576,7575,1,1,2026-08-24T00:00:00.000
7576,20260824,42720,270,49,102,325,225,9,2,LTE007576,577,7576,1,1,2026-08-24T00:00:00.000
7577,20260710,23880,197,406,258,11,328,7,1,LTE007577,578,7577,1,1,2026-08-24T00:00:00.000
7578,20260802,2940,266,364,76,192,483,29,3,LTE007578,579,7578,1,1,2026-08-24T00:00:00.000
7579,20260618,54240,214,72,350,90,192,15,1,LTE007579,580,7579,1,1,2026-08-24T00:00:00.000
7580,20260628,39360,419,321,300,444,285,34,5,LTE007580,581,7580,1,1,2026-08-24T00:00:00.000
7581,20260815,43200,202,78,16,185,101,3,3,LTE007581,582,7581,1,1,2026-08-24T00:00:00.000
7582,20260704,16740,-1,-1,-1,-1,-1,16,-1,LTE007582,583,7582,1,1,2026-08-24T00:00:00.000
7583,20260622,39120,215,152,68,469,17,7,4,LTE007583,584,7583,1,1,2026-08-24T00:00:00.000
7584,20260807,4680,154,227,418,369,289,5,3,LTE007584,585,7584,1,1,2026-08-24T00:00:00.000
7585,20260720,62340,378,219,163,305,183,17,1,LTE007585,586,7585,1,1,2026-08-24T00:00:00.000
7586,20260730,74820,445,93,435,247,295,20,5,LTE007586,587,7586,1,1,2026-08-24T00:00:00.000
7587,20260816,83160,226,11,360,179,6,34,1,LTE007587,588,7587,1,1,2026-08-24T00:00:00.000
7588,20260714,22260,429,123,357,71,368,2,1,LTE007588,589,7588,1,1,2026-08-24T00:00:00.000
7589,20260806,69720,368,282,354,462,495,32,2,LTE007589,590,7589,1,1,2026-08-24T00:00:00.000
7590,20260607,81660,408,414,212,10,223,2,2,LTE007590,591,7590,1,1,2026-08-24T00:00:00.000
7591,20260807,27900,77,388,43,16,316,30,1,LTE007591,592,7591,1,1,2026-08-24T00:00:00.000
7592,20260819,72960,467,122,422,493,81,8,2,LTE007592,593,7592,1,1,2026-08-24T00:00:00.000
7593,20260731,38040,146,263,169,262,487,1,1,LTE007593,594,7593,1,1,2026-08-24T00:00:00.000
7594,20260819,84540,337,350,263,95,306,33,2,LTE007594,595,7594,1,1,2026-08-24T00:00:00.000
7595,20260618,79860,254,250,270,408,158,1,3,LTE007595,596,7595,1,1,2026-08-24T00:00:00.000
7596,20260726,63900,67,130,104,444,473,4,1,LTE007596,597,7596,1,1,2026-08-24T00:00:00.000
7597,20260730,51120,447,120,385,458,442,35,1,LTE007597,598,7597,1,1,2026-08-24T00:00:00.000
7598,20260812,14340,151,181,253,186,26,33,2,LTE007598,599,7598,1,1,2026-08-24T00:00:00.000
7599,20260626,120,-1,-1,-1,-1,-1,2,-1,LTE007599,600,7599,1,1,2026-08-24T00:00:00.000
7600,20260608,65340,112,438,140,145,405,22,3,LTE007600,601,7600,1,1,2026-08-24T00:00:00.000
7601,20260613,38340,94,131,316,23,128,1,2,LTE007601,602,7601,1,1,2026-08-24T00:00:00.000
7602,20260801,38280,404,268,26,331,429,19,4,LTE007602,603,7602,1,1,2026-08-24T00:00:00.000
7603,20260823,1440,205,407,407,100,186,28,4,LTE007603,604,7603,1,1,2026-08-24T00:00:00.000
7604,20260804,19860,26,393,290,406,229,33,2,LTE007604,605,7604,1,1,2026-08-24T00:00:00.000
7605,20260715,33720,100,460,107,399,403,14,5,LTE007605,606,7605,1,1,2026-08-24T00:00:00.000
7606,20260604,20520,430,64,488,436,482,32,1,LTE007606,607,7606,1,1,2026-08-24T00:00:00.000
7607,20260528,78600,489,375,350,330,26,25,5,LTE007607,608,7607,1,1,2026-08-24T00:00:00.000
7608,20260719,10740,485,9,163,7,313,24,4,LTE007608,609,7608,1,1,2026-08-24T00:00:00.000
7609,20260721,12840,230,410,251,336,412,28,2,LTE007609,610,7609,1,1,2026-08-24T00:00:00.000
7610,20260722,45300,20,402,440,158,393,31,5,LTE007610,611,7610,1,1,2026-08-24T00:00:00.000
7611,20260624,8580,362,224,346,473,323,32,2,LTE007611,612,7611,1,1,2026-08-24T00:00:00.000
7612,20260710,52080,33,190,146,38,159,28,1,LTE007612,613,7612,1,1,2026-08-24T00:00:00.000
7613,20260616,50820,150,44,390,327,73,11,3,LTE007613,614,7613,1,1,2026-08-24T00:00:00.000
7614,20260823,63240,77,39,27,296,63,21,5,LTE007614,615,7614,1,1,2026-08-24T00:00:00.000
7615,20260818,2160,406,411,186,401,286,12,5,LTE007615,616,7615,1,1,2026-08-24T00:00:00.000
7616,20260626,65700,-1,-1,-1,-1,-1,3,-1,LTE007616,617,7616,1,1,2026-08-24T00:00:00.000
7617,20260709,21540,341,442,213,231,159,27,3,LTE007617,618,7617,1,1,2026-08-24T00:00:00.000
7618,20260730,83340,92,278,9,88,491,33,4,LTE007618,619,7618,1,1,2026-08-24T00:00:00.000
7619,20260614,27600,410,38,77,391,483,22,4,LTE007619,620,7619,1,1,2026-08-24T00:00:00.000
7620,20260612,13080,127,18,240,241,395,2,1,LTE007620,621,7620,1,1,2026-08-24T00:00:00.000
7621,20260730,60480,362,372,21,232,408,12,5,LTE007621,622,7621,1,1,2026-08-24T00:00:00.000
7622,20260531,1440,301,288,191,13,41,28,4,LTE007622,623,7622,1,1,2026-08-24T00:00:00.000
7623,20260613,3420,437,252,78,348,214,31,4,LTE007623,624,7623,1,1,2026-08-24T00:00:00.000
7624,20260814,39540,441,195,400,392,285,30,5,LTE007624,625,7624,1,1,2026-08-24T00:00:00.000
7625,20260712,40500,400,286,336,444,213,11,2,LTE007625,626,7625,1,1,2026-08-24T00:00:00.000
7626,20260724,48780,88,37,72,340,78,16,5,LTE007626,627,7626,1,1,2026-08-24T00:00:00.000
7627,20260807,70980,248,7,291,88,208,28,3,LTE007627,628,7627,1,1,2026-08-24T00:00:00.000
7628,20260718,24960,422,12,66,91,182,17,3,LTE007628,629,7628,1,1,2026-08-24T00:00:00.000
7629,20260812,31680,132,286,141,361,357,33,2,LTE007629,630,7629,1,1,2026-08-24T00:00:00.000
7630,20260727,360,187,474,499,127,461,26,4,LTE007630,631,7630,1,1,2026-08-24T00:00:00.000
7631,20260719,26100,280,189,223,59,32,9,3,LTE007631,632,7631,1,1,2026-08-24T00:00:00.000
7632,20260726,86280,422,39,474,261,281,11,4,LTE007632,633,7632,1,1,2026-08-24T00:00:00.000
7633,20260731,67140,-1,-1,-1,-1,-1,5,-1,LTE007633,634,7633,1,1,2026-08-24T00:00:00.000
7634,20260719,7500,419,353,55,119,18,27,5,LTE007634,635,7634,1,1,2026-08-24T00:00:00.000
7635,20260621,83640,167,362,28,310,23,32,1,LTE007635,636,7635,1,1,2026-08-24T00:00:00.000
7636,20260718,72480,103,82,332,373,162,33,2,LTE007636,637,7636,1,1,2026-08-24T00:00:00.000
7637,20260809,57360,133,82,355,221,145,10,4,LTE007637,638,7637,1,1,2026-08-24T00:00:00.000
7638,20260811,78840,97,162,361,132,239,25,1,LTE007638,639,7638,1,1,2026-08-24T00:00:00.000
7639,20260808,5280,28,141,128,137,483,35,2,LTE007639,640,7639,1,1,2026-08-24T00:00:00.000
7640,20260618,9420,36,173,229,267,462,19,1,LTE007640,641,7640,1,1,2026-08-24T00:00:00.000
7641,20260812,82440,216,418,68,100,402,28,5,LTE007641,642,7641,1,1,2026-08-24T00:00:00.000
7642,20260715,8940,47,453,113,385,489,13,1,LTE007642,643,7642,1,1,2026-08-24T00:00:00.000
7643,20260718,85140,430,233,417,207,372,31,1,LTE007643,644,7643,1,1,2026-08-24T00:00:00.000
7644,20260822,13320,442,162,85,475,7,4,4,LTE007644,645,7644,1,1,2026-08-24T00:00:00.000
7645,20260725,68040,107,380,131,59,8,9,2,LTE007645,646,7645,1,1,2026-08-24T00:00:00.000
7646,20260724,82800,249,51,284,215,87,28,2,LTE007646,647,7646,1,1,2026-08-24T00:00:00.000
7647,20260718,45780,458,197,43,495,346,1,3,LTE007647,648,7647,1,1,2026-08-24T00:00:00.000
7648,20260715,58380,31,400,74,357,147,24,4,LTE007648,649,7648,1,1,2026-08-24T00:00:00.000
7649,20260709,60540,241,189,366,76,400,17,2,LTE007649,650,7649,1,1,2026-08-24T00:00:00.000
7650,20260818,43140,-1,-1,-1,-1,-1,24,-1,LTE007650,651,7650,1,1,2026-08-24T00:00:00.000
7651,20260819,69180,351,134,456,459,164,7,1,LTE007651,652,7651,1,1,2026-08-24T00:00:00.000
7652,20260820,9840,176,99,301,310,428,8,1,LTE007652,653,7652,1,1,2026-08-24T00:00:00.000
7653,20260816,43560,234,214,432,40,101,18,4,LTE007653,654,7653,1,1,2026-08-24T00:00:00.000
7654,20260529,58320,50,86,483,19,144,3,3,LTE007654,655,7654,1,1,2026-08-24T00:00:00.000
7655,20260623,68460,441,209,100,314,97,20,1,LTE007655,656,7655,1,1,2026-08-24T00:00:00.000
7656,20260730,74220,306,212,104,347,213,11,4,LTE007656,657,7656,1,1,2026-08-24T00:00:00.000
7657,20260802,85200,40,99,203,330,218,12,5,LTE007657,658,7657,1,1,2026-08-24T00:00:00.000
7658,20260821,13620,270,351,86,221,488,10,3,LTE007658,659,7658,1,1,2026-08-24T00:00:00.000
7659,20260815,79140,213,395,366,74,473,23,2,LTE007659,660,7659,1,1,2026-08-24T00:00:00.000
7660,20260716,3840,406,10,14,219,46,15,2,LTE007660,661,7660,1,1,2026-08-24T00:00:00.000
7661,20260528,10380,491,262,312,349,210,22,1,LTE007661,662,7661,1,1,2026-08-24T00:00:00.000
7662,20260705,49500,239,186,246,418,453,10,1,LTE007662,663,7662,1,1,2026-08-24T00:00:00.000
7663,20260606,65040,489,74,403,469,307,9,3,LTE007663,664,7663,1,1,2026-08-24T00:00:00.000
7664,20260815,48780,392,36,352,260,204,21,5,LTE007664,665,7664,1,1,2026-08-24T00:00:00.000
7665,20260530,67920,4,410,310,41,54,7,1,LTE007665,666,7665,1,1,2026-08-24T00:00:00.000
7666,20260711,81180,273,140,283,43,287,20,3,LTE007666,667,7666,1,1,2026-08-24T00:00:00.000
7667,20260621,42660,-1,-1,-1,-1,-1,19,-1,LTE007667,668,7667,1,1,2026-08-24T00:00:00.000
7668,20260611,8640,479,52,448,399,221,24,4,LTE007668,669,7668,1,1,2026-08-24T00:00:00.000
7669,20260602,44880,180,133,55,145,270,28,5,LTE007669,670,7669,1,1,2026-08-24T00:00:00.000
7670,20260611,82020,456,176,176,58,406,28,1,LTE007670,671,7670,1,1,2026-08-24T00:00:00.000
7671,20260620,66300,497,192,380,59,278,14,3,LTE007671,672,7671,1,1,2026-08-24T00:00:00.000
7672,20260725,65280,13,156,359,343,415,6,2,LTE007672,673,7672,1,1,2026-08-24T00:00:00.000
7673,20260618,64860,471,420,172,19,256,13,4,LTE007673,674,7673,1,1,2026-08-24T00:00:00.000
7674,20260820,59100,291,331,3,195,157,34,4,LTE007674,675,7674,1,1,2026-08-24T00:00:00.000
7675,20260605,26280,405,357,160,410,177,18,2,LTE007675,676,7675,1,1,2026-08-24T00:00:00.000
7676,20260723,4020,297,388,127,12,73,19,4,LTE007676,677,7676,1,1,2026-08-24T00:00:00.000
7677,20260530,15840,88,310,385,338,171,3,3,LTE007677,678,7677,1,1,2026-08-24T00:00:00.000
7678,20260615,24480,252,7,31,219,401,22,2,LTE007678,679,7678,1,1,2026-08-24T00:00:00.000
7679,20260620,29040,66,326,340,266,76,22,2,LTE007679,680,7679,1,1,2026-08-24T00:00:00.000
7680,20260815,4260,166,232,346,280,491,33,3,LTE007680,681,7680,1,1,2026-08-24T00:00:00.000
7681,20260817,58320,268,498,351,136,336,11,2,LTE007681,682,7681,1,1,2026-08-24T00:00:00.000
7682,20260623,71280,448,85,18,454,326,3,5,LTE007682,683,7682,1,1,2026-08-24T00:00:00.000
7683,20260627,57360,148,55,289,133,317,34,5,LTE007683,684,7683,1,1,2026-08-24T00:00:00.000
7684,20260708,69840,-1,-1,-1,-1,-1,24,-1,LTE007684,685,7684,1,1,2026-08-24T00:00:00.000
7685,20260723,72000,434,412,390,155,247,2,4,LTE007685,686,7685,1,1,2026-08-24T00:00:00.000
7686,20260718,10740,128,417,156,395,396,10,1,LTE007686,687,7686,1,1,2026-08-24T00:00:00.000
7687,20260621,81480,477,13,33,407,415,16,4,LTE007687,688,7687,1,1,2026-08-24T00:00:00.000
7688,20260713,56820,431,486,389,27,106,22,3,LTE007688,689,7688,1,1,2026-08-24T00:00:00.000
7689,20260701,62100,459,89,180,324,313,22,3,LTE007689,690,7689,1,1,2026-08-24T00:00:00.000
7690,20260810,65580,278,107,27,103,403,33,5,LTE007690,691,7690,1,1,2026-08-24T00:00:00.000
7691,20260814,73800,9,303,223,339,69,9,5,LTE007691,692,7691,1,1,2026-08-24T00:00:00.000
7692,20260711,60,257,145,399,458,475,13,4,LTE007692,693,7692,1,1,2026-08-24T00:00:00.000
7693,20260623,10140,156,4,44,1,182,15,2,LTE007693,694,7693,1,1,2026-08-24T00:00:00.000
7694,20260720,19320,199,113,285,270,459,27,1,LTE007694,695,7694,1,1,2026-08-24T00:00:00.000
7695,20260805,18840,498,148,273,229,152,28,2,LTE007695,696,7695,1,1,2026-08-24T00:00:00.000
7696,20260812,38460,349,251,172,104,57,24,2,LTE007696,697,7696,1,1,2026-08-24T00:00:00.000
7697,20260624,50520,489,106,471,77,71,8,1,LTE007697,698,7697,1,1,2026-08-24T00:00:00.000
7698,20260731,72480,380,60,202,94,207,6,3,LTE007698,699,7698,1,1,2026-08-24T00:00:00.000
7699,20260728,63000,325,220,113,391,220,28,1,LTE007699,700,7699,1,1,2026-08-24T00:00:00.000
7700,20260723,14580,166,193,264,38,135,20,2,LTE007700,701,7700,1,1,2026-08-24T00:00:00.000
7701,20260604,5880,-1,-1,-1,-1,-1,21,-1,LTE007701,702,7701,1,1,2026-08-24T00:00:00.000
7702,20260723,18060,401,299,429,284,198,27,2,LTE007702,703,7702,1,1,2026-08-24T00:00:00.000
7703,20260728,1440,415,97,151,369,313,28,2,LTE007703,704,7703,1,1,2026-08-24T00:00:00.000
7704,20260810,62040,465,280,32,206,173,25,5,LTE007704,705,7704,1,1,2026-08-24T00:00:00.000
7705,20260807,80520,107,453,295,425,436,5,1,LTE007705,706,7705,1,1,2026-08-24T00:00:00.000
7706,20260718,16260,138,107,289,483,359,15,1,LTE007706,707,7706,1,1,2026-08-24T00:00:00.000
7707,20260824,63240,412,481,472,477,465,7,5,LTE007707,708,7707,1,1,2026-08-24T00:00:00.000
7708,20260802,27900,348,39,131,181,56,6,4,LTE007708,709,7708,1,1,2026-08-24T00:00:00.000
7709,20260816,67920,123,399,236,378,199,30,2,LTE007709,710,7709,1,1,2026-08-24T00:00:00.000
7710,20260717,75660,498,301,137,276,14,7,2,LTE007710,711,7710,1,1,2026-08-24T00:00:00.000
7711,20260809,8040,447,176,23,244,140,25,5,LTE007711,712,7711,1,1,2026-08-24T00:00:00.000
7712,20260709,31800,17,5,288,323,154,3,1,LTE007712,713,7712,1,1,2026-08-24T00:00:00.000
7713,20260605,76440,468,272,162,498,427,33,3,LTE007713,714,7713,1,1,2026-08-24T00:00:00.000
7714,20260714,33000,99,394,303,7,275,21,5,LTE007714,715,7714,1,1,2026-08-24T00:00:00.000
7715,20260814,79380,222,67,37,358,55,18,2,LTE007715,716,7715,1,1,2026-08-24T00:00:00.000
7716,20260622,35880,33,357,113,161,398,15,2,LTE007716,717,7716,1,1,2026-08-24T00:00:00.000
7717,20260530,4260,410,71,314,492,410,22,2,LTE007717,718,7717,1,1,2026-08-24T00:00:00.000
7718,20260619,43980,-1,-1,-1,-1,-1,16,-1,LTE007718,719,7718,1,1,2026-08-24T00:00:00.000
7719,20260727,72420,295,145,246,176,48,20,5,LTE007719,720,7719,1,1,2026-08-24T00:00:00.000
7720,20260608,57900,135,219,48,348,108,29,1,LTE007720,721,7720,1,1,2026-08-24T00:00:00.000
7721,20260814,32640,290,43,488,71,117,5,4,LTE007721,722,7721,1,1,2026-08-24T00:00:00.000
7722,20260811,72120,246,307,184,498,381,20,1,LTE007722,723,7722,1,1,2026-08-24T00:00:00.000
7723,20260802,15120,408,134,165,299,342,20,3,LTE007723,724,7723,1,1,2026-08-24T00:00:00.000
7724,20260811,76380,368,9,493,230,205,22,4,LTE007724,725,7724,1,1,2026-08-24T00:00:00.000
7725,20260802,45480,82,475,82,407,87,5,2,LTE007725,726,7725,1,1,2026-08-24T00:00:00.000
7726,20260713,22320,79,77,97,389,122,30,5,LTE007726,727,7726,1,1,2026-08-24T00:00:00.000
7727,20260625,34020,226,213,391,329,37,20,3,LTE007727,728,7727,1,1,2026-08-24T00:00:00.000
7728,20260811,20340,340,360,322,395,406,17,4,LTE007728,729,7728,1,1,2026-08-24T00:00:00.000
7729,20260819,76020,183,456,385,372,422,24,4,LTE007729,730,7729,1,1,2026-08-24T00:00:00.000
7730,20260726,39000,289,106,160,459,417,34,2,LTE007730,731,7730,1,1,2026-08-24T00:00:00.000
7731,20260717,36780,241,309,332,87,479,33,1,LTE007731,732,7731,1,1,2026-08-24T00:00:00.000
7732,20260620,2040,325,181,261,209,321,23,1,LTE007732,733,7732,1,1,2026-08-24T00:00:00.000
7733,20260710,63840,96,54,329,83,305,13,2,LTE007733,734,7733,1,1,2026-08-24T00:00:00.000
7734,20260607,4740,286,136,305,324,456,22,4,LTE007734,735,7734,1,1,2026-08-24T00:00:00.000
7735,20260719,65400,-1,-1,-1,-1,-1,3,-1,LTE007735,736,7735,1,1,2026-08-24T00:00:00.000
7736,20260718,64140,252,483,86,88,256,6,2,LTE007736,737,7736,1,1,2026-08-24T00:00:00.000
7737,20260614,16440,222,474,275,182,358,5,5,LTE007737,738,7737,1,1,2026-08-24T00:00:00.000
7738,20260727,50640,329,387,224,434,462,18,1,LTE007738,739,7738,1,1,2026-08-24T00:00:00.000
7739,20260703,38460,261,461,289,318,147,13,4,LTE007739,740,7739,1,1,2026-08-24T00:00:00.000
7740,20260713,41220,298,432,142,269,235,19,1,LTE007740,741,7740,1,1,2026-08-24T00:00:00.000
7741,20260817,4560,259,177,278,121,207,18,4,LTE007741,742,7741,1,1,2026-08-24T00:00:00.000
7742,20260529,48300,272,95,8,131,184,14,3,LTE007742,743,7742,1,1,2026-08-24T00:00:00.000
7743,20260812,29820,400,375,155,277,333,34,5,LTE007743,744,7743,1,1,2026-08-24T00:00:00.000
7744,20260713,55260,449,406,239,461,66,7,4,LTE007744,745,7744,1,1,2026-08-24T00:00:00.000
7745,20260804,13320,224,443,136,245,1,8,3,LTE007745,746,7745,1,1,2026-08-24T00:00:00.000
7746,20260629,57660,378,139,87,396,224,11,3,LTE007746,747,7746,1,1,2026-08-24T00:00:00.000
7747,20260712,26700,52,112,492,469,113,18,4,LTE007747,748,7747,1,1,2026-08-24T00:00:00.000
7748,20260813,69540,238,63,377,48,81,35,4,LTE007748,749,7748,1,1,2026-08-24T00:00:00.000
7749,20260711,30300,416,65,45,80,320,13,1,LTE007749,750,7749,1,1,2026-08-24T00:00:00.000
7750,20260611,28320,232,483,195,322,157,6,2,LTE007750,751,7750,1,1,2026-08-24T00:00:00.000
7751,20260610,11520,301,303,134,118,15,18,2,LTE007751,752,7751,1,1,2026-08-24T00:00:00.000
7752,20260609,1620,-1,-1,-1,-1,-1,26,-1,LTE007752,753,7752,1,1,2026-08-24T00:00:00.000
7753,20260721,37740,260,385,194,247,260,29,5,LTE007753,754,7753,1,1,2026-08-24T00:00:00.000
7754,20260608,12840,78,330,278,102,140,7,3,LTE007754,755,7754,1,1,2026-08-24T00:00:00.000
7755,20260707,13680,282,362,117,73,175,20,4,LTE007755,756,7755,1,1,2026-08-24T00:00:00.000
7756,20260708,21480,83,248,352,107,190,19,3,LTE007756,757,7756,1,1,2026-08-24T00:00:00.000
7757,20260707,12660,254,431,277,421,492,2,3,LTE007757,758,7757,1,1,2026-08-24T00:00:00.000
7758,20260723,73380,96,80,287,325,138,26,5,LTE007758,759,7758,1,1,2026-08-24T00:00:00.000
7759,20260823,28860,416,124,438,161,443,5,1,LTE007759,760,7759,1,1,2026-08-24T00:00:00.000
7760,20260606,31680,498,449,255,349,390,24,1,LTE007760,761,7760,1,1,2026-08-24T00:00:00.000
7761,20260729,72600,310,59,279,24,482,5,1,LTE007761,762,7761,1,1,2026-08-24T00:00:00.000
7762,20260722,24480,60,44,108,355,224,31,4,LTE007762,763,7762,1,1,2026-08-24T00:00:00.000
7763,20260717,48060,11,59,408,338,311,10,1,LTE007763,764,7763,1,1,2026-08-24T00:00:00.000
7764,20260614,57180,244,264,184,156,269,11,3,LTE007764,765,7764,1,1,2026-08-24T00:00:00.000
7765,20260726,65460,349,7,126,395,208,12,4,LTE007765,766,7765,1,1,2026-08-24T00:00:00.000
7766,20260625,75660,243,92,125,139,282,11,5,LTE007766,767,7766,1,1,2026-08-24T00:00:00.000
7767,20260802,40860,371,484,163,326,162,32,5,LTE007767,768,7767,1,1,2026-08-24T00:00:00.000
7768,20260713,45240,174,222,49,273,54,29,3,LTE007768,769,7768,1,1,2026-08-24T00:00:00.000
7769,20260817,19620,-1,-1,-1,-1,-1,6,-1,LTE007769,770,7769,1,1,2026-08-24T00:00:00.000
7770,20260703,12720,223,255,431,115,454,14,4,LTE007770,771,7770,1,1,2026-08-24T00:00:00.000
7771,20260608,75960,202,190,259,365,321,32,1,LTE007771,772,7771,1,1,2026-08-24T00:00:00.000
7772,20260724,7260,81,84,37,94,22,19,4,LTE007772,773,7772,1,1,2026-08-24T00:00:00.000
7773,20260720,44820,6,398,155,200,415,10,5,LTE007773,774,7773,1,1,2026-08-24T00:00:00.000
7774,20260731,34920,288,317,169,63,331,3,3,LTE007774,775,7774,1,1,2026-08-24T00:00:00.000
7775,20260703,16140,224,254,4,339,442,32,5,LTE007775,776,7775,1,1,2026-08-24T00:00:00.000
7776,20260620,39540,41,179,217,49,394,3,4,LTE007776,777,7776,1,1,2026-08-24T00:00:00.000
7777,20260624,34500,340,143,136,441,337,30,3,LTE007777,778,7777,1,1,2026-08-24T00:00:00.000
7778,20260823,49500,300,429,4,330,125,16,5,LTE007778,779,7778,1,1,2026-08-24T00:00:00.000
7779,20260626,6780,474,477,329,481,292,25,2,LTE007779,780,7779,1,1,2026-08-24T00:00:00.000
7780,20260618,27000,30,269,38,166,465,30,4,LTE007780,781,7780,1,1,2026-08-24T00:00:00.000
7781,20260604,37680,424,469,122,212,387,27,2,LTE007781,782,7781,1,1,2026-08-24T00:00:00.000
7782,20260620,50640,417,300,8,396,421,31,3,LTE007782,783,7782,1,1,2026-08-24T00:00:00.000
7783,20260527,75960,359,35,115,400,393,33,5,LTE007783,784,7783,1,1,2026-08-24T00:00:00.000
7784,20260816,780,259,313,272,406,160,3,4,LTE007784,785,7784,1,1,2026-08-24T00:00:00.000
7785,20260701,36240,197,151,317,245,390,20,2,LTE007785,786,7785,1,1,2026-08-24T00:00:00.000
7786,20260727,16680,-1,-1,-1,-1,-1,27,-1,LTE007786,787,7786,1,1,2026-08-24T00:00:00.000
7787,20260821,70320,62,99,40,182,173,15,5,LTE007787,788,7787,1,1,2026-08-24T00:00:00.000
7788,20260622,73800,55,331,267,5,389,21,2,LTE007788,789,7788,1,1,2026-08-24T00:00:00.000
7789,20260602,17220,240,302,394,47,31,35,1,LTE007789,790,7789,1,1,2026-08-24T00:00:00.000
7790,20260716,81660,20,478,304,65,345,16,2,LTE007790,791,7790,1,1,2026-08-24T00:00:00.000
7791,20260701,49080,461,57,337,163,222,20,2,LTE007791,792,7791,1,1,2026-08-24T00:00:00.000
7792,20260812,55620,54,88,161,333,43,28,5,LTE007792,793,7792,1,1,2026-08-24T00:00:00.000
7793,20260601,64860,358,201,240,79,486,13,4,LTE007793,794,7793,1,1,2026-08-24T00:00:00.000
7794,20260806,68580,42,131,382,96,212,19,2,LTE007794,795,7794,1,1,2026-08-24T00:00:00.000
7795,20260604,45660,324,429,423,112,56,22,1,LTE007795,796,7795,1,1,2026-08-24T00:00:00.000
7796,20260706,57480,469,156,473,335,500,12,5,LTE007796,797,7796,1,1,2026-08-24T00:00:00.000
7797,20260820,70440,205,478,392,459,419,14,2,LTE007797,798,7797,1,1,2026-08-24T00:00:00.000
7798,20260711,53700,66,247,327,409,407,21,1,LTE007798,799,7798,1,1,2026-08-24T00:00:00.000
7799,20260803,51960,365,475,418,416,162,33,1,LTE007799,800,7799,1,1,2026-08-24T00:00:00.000
7800,20260710,45120,340,50,403,428,391,4,4,LTE007800,801,7800,1,1,2026-08-24T00:00:00.000
7801,20260701,59100,380,335,74,457,32,28,3,LTE007801,802,7801,1,1,2026-08-24T00:00:00.000
7802,20260809,75600,457,214,70,241,158,10,3,LTE007802,803,7802,1,1,2026-08-24T00:00:00.000
7803,20260801,39300,-1,-1,-1,-1,-1,14,-1,LTE007803,804,7803,1,1,2026-08-24T00:00:00.000
7804,20260624,73080,180,167,112,379,421,6,2,LTE007804,805,7804,1,1,2026-08-24T00:00:00.000
7805,20260603,7440,321,189,285,91,316,26,3,LTE007805,806,7805,1,1,2026-08-24T00:00:00.000
