InventoryCycleCountKey,CountDateKey,ApprovalDateKey,PostingDateKey,CountTimeOfDayKey,ProductKey,PlantKey,InventoryBinKey,CounterEmployeeKey,ApproverEmployeeKey,InventoryCountStatusKey,UnitOfMeasureKey,CountSheetNumber,CountSheetLineNumber,SystemQuantity,CountedQuantity,VarianceQuantity,VarianceValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
877,20260817,20260725,20260603,58800,392,102,74,182,26,1,2,ICC000877,878,614.0000,614.0000,614.0000,1211.4900,1,1,2026-08-24T00:00:00.000
878,20260813,20260816,20260818,16740,263,259,398,443,213,6,7,ICC000878,879,614.7000,614.7000,614.7000,1212.8600,1,1,2026-08-24T00:00:00.000
879,20260824,20260626,20260609,22200,12,95,264,421,143,7,4,ICC000879,880,615.4000,615.4000,615.4000,1214.2300,1,1,2026-08-24T00:00:00.000
880,20260824,20260813,20260802,15780,227,244,277,21,429,7,1,ICC000880,881,616.1000,616.1000,616.1000,1215.6000,1,1,2026-08-24T00:00:00.000
881,20260709,20260715,20260614,19440,342,300,389,428,267,5,6,ICC000881,882,616.8000,616.8000,616.8000,1216.9700,1,1,2026-08-24T00:00:00.000
882,20260818,20260620,20260804,75000,464,124,152,473,285,5,5,ICC000882,883,617.5000,617.5000,617.5000,1218.3400,1,1,2026-08-24T00:00:00.000
883,20260630,20260703,20260611,72480,116,201,368,433,56,1,5,ICC000883,884,618.2000,618.2000,618.2000,1219.7100,1,1,2026-08-24T00:00:00.000
884,20260717,20260614,20260705,77880,237,316,279,-1,-1,3,1,ICC000884,885,618.9000,618.9000,618.9000,1221.0800,1,1,2026-08-24T00:00:00.000
885,20260611,20260703,20260529,20640,346,131,90,298,71,8,4,ICC000885,886,619.6000,619.6000,619.6000,1222.4500,1,1,2026-08-24T00:00:00.000
886,20260720,20260622,20260602,6960,411,224,81,167,261,4,1,ICC000886,887,620.3000,620.3000,620.3000,1223.8200,1,1,2026-08-24T00:00:00.000
887,20260730,20260616,20260807,50280,419,309,390,49,446,6,3,ICC000887,888,621.0000,621.0000,621.0000,1225.1900,1,1,2026-08-24T00:00:00.000
888,20260709,20260610,20260815,66360,476,78,423,21,420,7,6,ICC000888,889,621.7000,621.7000,621.7000,1226.5600,1,1,2026-08-24T00:00:00.000
889,20260709,20260812,20260820,36720,458,176,433,331,274,5,7,ICC000889,890,622.4000,622.4000,622.4000,1227.9300,1,1,2026-08-24T00:00:00.000
890,20260610,20260615,20260627,43920,370,152,145,358,305,3,4,ICC000890,891,623.1000,623.1000,623.1000,1229.3000,1,1,2026-08-24T00:00:00.000
891,20260817,20260716,20260807,44100,175,180,387,497,285,4,1,ICC000891,892,623.8000,623.8000,623.8000,1230.6700,1,1,2026-08-24T00:00:00.000
892,20260813,20260711,20260807,83940,169,66,310,474,458,8,6,ICC000892,893,624.5000,624.5000,624.5000,1232.0400,1,1,2026-08-24T00:00:00.000
893,20260614,20260702,20260811,55740,33,251,407,149,407,1,4,ICC000893,894,625.2000,625.2000,625.2000,1233.4100,1,1,2026-08-24T00:00:00.000
894,20260629,20260615,20260628,35460,216,143,164,493,469,3,5,ICC000894,895,625.9000,625.9000,625.9000,1234.7800,1,1,2026-08-24T00:00:00.000
895,20260807,20260802,20260629,32340,99,63,310,470,368,4,4,ICC000895,896,626.6000,626.6000,626.6000,1236.1500,1,1,2026-08-24T00:00:00.000
896,20260821,20260812,20260817,68340,409,240,302,454,373,5,1,ICC000896,897,627.3000,627.3000,627.3000,1237.5200,1,1,2026-08-24T00:00:00.000
897,20260626,20260623,20260606,16260,219,137,344,160,345,1,4,ICC000897,898,628.0000,628.0000,628.0000,1238.8900,1,1,2026-08-24T00:00:00.000
898,20260623,20260716,20260605,6660,106,229,159,301,335,6,1,ICC000898,899,628.7000,628.7000,628.7000,1240.2600,1,1,2026-08-24T00:00:00.000
899,20260704,20260824,20260815,5700,80,230,428,256,56,4,1,ICC000899,900,629.4000,629.4000,629.4000,1241.6300,1,1,2026-08-24T00:00:00.000
900,20260609,20260714,20260608,42540,21,115,140,377,334,8,7,ICC000900,901,630.1000,630.1000,630.1000,1243.0000,1,1,2026-08-24T00:00:00.000
901,20260603,20260612,20260822,68220,386,342,178,-1,-1,5,4,ICC000901,902,630.8000,630.8000,630.8000,1244.3700,1,1,2026-08-24T00:00:00.000
902,20260728,20260702,20260813,30420,460,157,313,417,312,4,4,ICC000902,903,631.5000,631.5000,631.5000,1245.7400,1,1,2026-08-24T00:00:00.000
903,20260618,20260720,20260704,54540,460,223,449,183,490,2,7,ICC000903,904,632.2000,632.2000,632.2000,1247.1100,1,1,2026-08-24T00:00:00.000
904,20260731,20260810,20260822,27180,254,155,194,408,83,8,4,ICC000904,905,632.9000,632.9000,632.9000,1248.4800,1,1,2026-08-24T00:00:00.000
905,20260726,20260711,20260529,39300,233,137,17,116,130,7,6,ICC000905,906,633.6000,633.6000,633.6000,1249.8500,1,1,2026-08-24T00:00:00.000
906,20260630,20260710,20260816,82620,33,187,340,119,51,4,3,ICC000906,907,634.3000,634.3000,634.3000,1251.2200,1,1,2026-08-24T00:00:00.000
907,20260803,20260711,20260607,17760,250,287,158,493,253,7,7,ICC000907,908,635.0000,635.0000,635.0000,1252.5900,1,1,2026-08-24T00:00:00.000
908,20260531,20260810,20260701,40740,168,265,27,56,30,1,3,ICC000908,909,635.7000,635.7000,635.7000,1253.9600,1,1,2026-08-24T00:00:00.000
909,20260617,20260619,20260531,86280,487,258,418,150,427,3,3,ICC000909,910,636.4000,636.4000,636.4000,1255.3300,1,1,2026-08-24T00:00:00.000
910,20260620,20260709,20260605,3000,160,160,338,40,394,4,3,ICC000910,911,637.1000,637.1000,637.1000,1256.7000,1,1,2026-08-24T00:00:00.000
911,20260703,20260729,20260529,68580,145,268,387,496,163,8,4,ICC000911,912,637.8000,637.8000,637.8000,1258.0700,1,1,2026-08-24T00:00:00.000
912,20260714,20260628,20260626,32580,39,338,216,47,363,1,3,ICC000912,913,638.5000,638.5000,638.5000,1259.4400,1,1,2026-08-24T00:00:00.000
913,20260705,20260810,20260602,56760,497,180,128,9,381,6,6,ICC000913,914,639.2000,639.2000,639.2000,1260.8100,1,1,2026-08-24T00:00:00.000
914,20260719,20260622,20260630,62220,385,73,420,239,111,3,1,ICC000914,915,639.9000,639.9000,639.9000,1262.1800,1,1,2026-08-24T00:00:00.000
915,20260808,20260726,20260822,78600,437,169,247,116,205,7,5,ICC000915,916,640.6000,640.6000,640.6000,1263.5500,1,1,2026-08-24T00:00:00.000
916,20260612,20260824,20260628,10740,110,261,475,212,49,2,1,ICC000916,917,641.3000,641.3000,641.3000,1264.9200,1,1,2026-08-24T00:00:00.000
917,20260723,20260717,20260617,48480,217,248,476,268,463,6,6,ICC000917,918,642.0000,642.0000,642.0000,1266.2900,1,1,2026-08-24T00:00:00.000
918,20260606,20260605,20260803,22320,283,247,167,-1,-1,5,1,ICC000918,919,642.7000,642.7000,642.7000,1267.6600,1,1,2026-08-24T00:00:00.000
919,20260809,20260702,20260624,22200,301,41,110,153,425,6,5,ICC000919,920,643.4000,643.4000,643.4000,1269.0300,1,1,2026-08-24T00:00:00.000
920,20260606,20260715,20260626,84000,114,6,72,438,227,2,4,ICC000920,921,644.1000,644.1000,644.1000,1270.4000,1,1,2026-08-24T00:00:00.000
921,20260709,20260615,20260601,23940,261,331,367,477,63,7,1,ICC000921,922,644.8000,644.8000,644.8000,1271.7700,1,1,2026-08-24T00:00:00.000
922,20260723,20260821,20260705,36960,362,52,41,26,246,2,2,ICC000922,923,645.5000,645.5000,645.5000,1273.1400,1,1,2026-08-24T00:00:00.000
923,20260610,20260814,20260713,40200,487,149,428,272,392,2,7,ICC000923,924,646.2000,646.2000,646.2000,1274.5100,1,1,2026-08-24T00:00:00.000
924,20260711,20260615,20260716,71280,115,32,147,258,266,2,1,ICC000924,925,646.9000,646.9000,646.9000,1275.8800,1,1,2026-08-24T00:00:00.000
925,20260730,20260602,20260717,17760,212,41,291,116,94,4,4,ICC000925,926,647.6000,647.6000,647.6000,1277.2500,1,1,2026-08-24T00:00:00.000
926,20260722,20260724,20260703,17160,188,251,454,147,380,1,6,ICC000926,927,648.3000,648.3000,648.3000,1278.6200,1,1,2026-08-24T00:00:00.000
927,20260609,20260602,20260530,32100,303,193,427,276,449,4,5,ICC000927,928,649.0000,649.0000,649.0000,1279.9900,1,1,2026-08-24T00:00:00.000
928,20260703,20260718,20260713,5760,211,200,90,183,258,7,5,ICC000928,929,649.7000,649.7000,649.7000,1281.3600,1,1,2026-08-24T00:00:00.000
929,20260707,20260630,20260601,45480,280,126,20,195,309,4,3,ICC000929,930,650.4000,650.4000,650.4000,1282.7300,1,1,2026-08-24T00:00:00.000
930,20260723,20260619,20260619,4680,249,276,41,41,48,8,5,ICC000930,931,651.1000,651.1000,651.1000,1284.1000,1,1,2026-08-24T00:00:00.000
931,20260729,20260823,20260818,72360,434,225,156,70,95,1,7,ICC000931,932,651.8000,651.8000,651.8000,1285.4700,1,1,2026-08-24T00:00:00.000
932,20260616,20260805,20260623,60420,64,120,330,55,403,2,5,ICC000932,933,652.5000,652.5000,652.5000,1286.8400,1,1,2026-08-24T00:00:00.000
933,20260614,20260603,20260722,78660,449,350,252,448,111,5,7,ICC000933,934,653.2000,653.2000,653.2000,1288.2100,1,1,2026-08-24T00:00:00.000
934,20260624,20260818,20260605,3360,202,149,161,447,31,1,5,ICC000934,935,653.9000,653.9000,653.9000,1289.5800,1,1,2026-08-24T00:00:00.000
935,20260706,20260529,20260716,50760,347,103,113,-1,-1,6,2,ICC000935,936,654.6000,654.6000,654.6000,1290.9500,1,1,2026-08-24T00:00:00.000
936,20260702,20260609,20260618,80460,260,59,227,112,353,8,2,ICC000936,937,655.3000,655.3000,655.3000,1292.3200,1,1,2026-08-24T00:00:00.000
937,20260803,20260805,20260606,73560,131,283,276,245,187,6,3,ICC000937,938,656.0000,656.0000,656.0000,1293.6900,1,1,2026-08-24T00:00:00.000
938,20260609,20260801,20260531,30180,91,142,27,88,261,2,6,ICC000938,939,656.7000,656.7000,656.7000,1295.0600,1,1,2026-08-24T00:00:00.000
939,20260724,20260811,20260630,18780,289,85,259,111,324,1,2,ICC000939,940,657.4000,657.4000,657.4000,1296.4300,1,1,2026-08-24T00:00:00.000
940,20260814,20260803,20260601,22560,234,157,226,386,369,8,2,ICC000940,941,658.1000,658.1000,658.1000,1297.8000,1,1,2026-08-24T00:00:00.000
941,20260614,20260616,20260614,54840,66,140,249,109,312,3,2,ICC000941,942,658.8000,658.8000,658.8000,1299.1700,1,1,2026-08-24T00:00:00.000
942,20260628,20260527,20260716,31080,263,333,28,249,217,3,6,ICC000942,943,659.5000,659.5000,659.5000,1300.5400,1,1,2026-08-24T00:00:00.000
943,20260616,20260614,20260709,48960,243,271,287,473,381,5,1,ICC000943,944,660.2000,660.2000,660.2000,1301.9100,1,1,2026-08-24T00:00:00.000
944,20260619,20260606,20260603,69780,374,254,193,310,53,1,4,ICC000944,945,660.9000,660.9000,660.9000,1303.2800,1,1,2026-08-24T00:00:00.000
945,20260527,20260801,20260613,68400,177,291,163,291,270,7,5,ICC000945,946,661.6000,661.6000,661.6000,1304.6500,1,1,2026-08-24T00:00:00.000
946,20260621,20260804,20260628,17700,309,31,241,485,487,7,2,ICC000946,947,662.3000,662.3000,662.3000,1306.0200,1,1,2026-08-24T00:00:00.000
947,20260621,20260720,20260726,66780,90,153,26,81,295,8,1,ICC000947,948,663.0000,663.0000,663.0000,1307.3900,1,1,2026-08-24T00:00:00.000
948,20260720,20260812,20260702,81240,15,111,127,74,421,7,2,ICC000948,949,663.7000,663.7000,663.7000,1308.7600,1,1,2026-08-24T00:00:00.000
949,20260810,20260806,20260822,51540,271,328,293,350,411,5,7,ICC000949,950,664.4000,664.4000,664.4000,1310.1300,1,1,2026-08-24T00:00:00.000
950,20260530,20260601,20260719,56700,342,179,418,179,233,4,4,ICC000950,951,665.1000,665.1000,665.1000,1311.5000,1,1,2026-08-24T00:00:00.000
951,20260626,20260621,20260615,59220,474,280,451,393,290,6,5,ICC000951,952,665.8000,665.8000,665.8000,1312.8700,1,1,2026-08-24T00:00:00.000
952,20260724,20260602,20260710,43380,231,23,136,-1,-1,6,6,ICC000952,953,666.5000,666.5000,666.5000,1314.2400,1,1,2026-08-24T00:00:00.000
953,20260603,20260711,20260729,4860,323,81,389,80,359,1,3,ICC000953,954,667.2000,667.2000,667.2000,1315.6100,1,1,2026-08-24T00:00:00.000
954,20260731,20260824,20260710,84000,320,281,35,98,352,2,2,ICC000954,955,667.9000,667.9000,667.9000,1316.9800,1,1,2026-08-24T00:00:00.000
955,20260730,20260822,20260616,46260,134,78,488,431,238,7,1,ICC000955,956,668.6000,668.6000,668.6000,1318.3500,1,1,2026-08-24T00:00:00.000
956,20260714,20260815,20260820,81840,74,267,87,416,461,4,7,ICC000956,957,669.3000,669.3000,669.3000,1319.7200,1,1,2026-08-24T00:00:00.000
957,20260623,20260727,20260606,24240,225,86,331,229,289,1,4,ICC000957,958,670.0000,670.0000,670.0000,1321.0900,1,1,2026-08-24T00:00:00.000
958,20260618,20260728,20260722,7380,455,161,476,499,46,7,5,ICC000958,959,670.7000,670.7000,670.7000,1322.4600,1,1,2026-08-24T00:00:00.000
959,20260717,20260710,20260606,40620,395,128,184,62,163,7,7,ICC000959,960,671.4000,671.4000,671.4000,1323.8300,1,1,2026-08-24T00:00:00.000
960,20260712,20260717,20260601,15120,349,259,390,271,143,6,6,ICC000960,961,672.1000,672.1000,672.1000,1325.2000,1,1,2026-08-24T00:00:00.000
961,20260620,20260623,20260725,70440,265,21,5,53,285,7,4,ICC000961,962,672.8000,672.8000,672.8000,1326.5700,1,1,2026-08-24T00:00:00.000
962,20260726,20260609,20260528,57120,326,125,426,496,337,3,4,ICC000962,963,673.5000,673.5000,673.5000,1327.9400,1,1,2026-08-24T00:00:00.000
963,20260620,20260627,20260729,960,19,285,463,416,331,2,1,ICC000963,964,674.2000,674.2000,674.2000,1329.3100,1,1,2026-08-24T00:00:00.000
964,20260730,20260630,20260802,79020,494,241,127,141,352,4,3,ICC000964,965,674.9000,674.9000,674.9000,1330.6800,1,1,2026-08-24T00:00:00.000
965,20260606,20260703,20260612,46680,129,188,54,449,281,1,5,ICC000965,966,675.6000,675.6000,675.6000,1332.0500,1,1,2026-08-24T00:00:00.000
966,20260701,20260704,20260615,13860,330,347,13,492,114,8,4,ICC000966,967,676.3000,676.3000,676.3000,1333.4200,1,1,2026-08-24T00:00:00.000
967,20260725,20260609,20260531,2460,50,304,468,206,39,7,2,ICC000967,968,677.0000,677.0000,677.0000,1334.7900,1,1,2026-08-24T00:00:00.000
968,20260719,20260527,20260822,53340,235,40,169,498,229,5,1,ICC000968,969,677.7000,677.7000,677.7000,1336.1600,1,1,2026-08-24T00:00:00.000
969,20260720,20260609,20260707,48900,337,209,53,-1,-1,1,6,ICC000969,970,678.4000,678.4000,678.4000,1337.5300,1,1,2026-08-24T00:00:00.000
970,20260810,20260611,20260601,27960,457,193,436,432,43,1,7,ICC000970,971,679.1000,679.1000,679.1000,1338.9000,1,1,2026-08-24T00:00:00.000
971,20260621,20260622,20260726,80760,435,307,270,60,11,5,2,ICC000971,972,679.8000,679.8000,679.8000,1340.2700,1,1,2026-08-24T00:00:00.000
972,20260814,20260806,20260717,41520,261,338,177,281,360,2,7,ICC000972,973,680.5000,680.5000,680.5000,1341.6400,1,1,2026-08-24T00:00:00.000
973,20260622,20260721,20260821,60540,115,308,133,129,13,8,4,ICC000973,974,681.2000,681.2000,681.2000,1343.0100,1,1,2026-08-24T00:00:00.000
974,20260606,20260702,20260607,25620,286,234,283,337,474,8,3,ICC000974,975,681.9000,681.9000,681.9000,1344.3800,1,1,2026-08-24T00:00:00.000
975,20260823,20260730,20260614,71760,48,262,254,259,132,4,2,ICC000975,976,682.6000,682.6000,682.6000,1345.7500,1,1,2026-08-24T00:00:00.000
976,20260715,20260801,20260712,19500,107,183,359,209,229,2,2,ICC000976,977,683.3000,683.3000,683.3000,1347.1200,1,1,2026-08-24T00:00:00.000
977,20260823,20260629,20260728,38880,392,71,318,275,377,4,6,ICC000977,978,684.0000,684.0000,684.0000,1348.4900,1,1,2026-08-24T00:00:00.000
978,20260713,20260722,20260731,12600,281,221,324,77,462,5,4,ICC000978,979,684.7000,684.7000,684.7000,1349.8600,1,1,2026-08-24T00:00:00.000
979,20260602,20260710,20260604,75360,462,69,59,454,482,7,7,ICC000979,980,685.4000,685.4000,685.4000,1351.2300,1,1,2026-08-24T00:00:00.000
980,20260624,20260822,20260622,44580,318,218,349,63,265,8,1,ICC000980,981,686.1000,686.1000,686.1000,1352.6000,1,1,2026-08-24T00:00:00.000
981,20260822,20260813,20260627,14820,305,148,341,266,54,5,6,ICC000981,982,686.8000,686.8000,686.8000,1353.9700,1,1,2026-08-24T00:00:00.000
982,20260707,20260629,20260727,69540,179,81,105,171,171,1,7,ICC000982,983,687.5000,687.5000,687.5000,1355.3400,1,1,2026-08-24T00:00:00.000
983,20260620,20260819,20260802,13380,212,54,140,449,98,2,1,ICC000983,984,688.2000,688.2000,688.2000,1356.7100,1,1,2026-08-24T00:00:00.000
984,20260528,20260629,20260807,72480,226,11,89,374,490,6,6,ICC000984,985,688.9000,688.9000,688.9000,1358.0800,1,1,2026-08-24T00:00:00.000
985,20260718,20260616,20260615,8520,11,340,333,209,201,1,5,ICC000985,986,689.6000,689.6000,689.6000,1359.4500,1,1,2026-08-24T00:00:00.000
986,20260604,20260726,20260530,78240,329,147,366,-1,-1,3,1,ICC000986,987,690.3000,690.3000,690.3000,1360.8200,1,1,2026-08-24T00:00:00.000
987,20260529,20260706,20260823,11940,235,290,405,367,316,1,3,ICC000987,988,691.0000,691.0000,691.0000,1362.1900,1,1,2026-08-24T00:00:00.000
988,20260604,20260621,20260605,73140,167,94,211,416,401,7,7,ICC000988,989,691.7000,691.7000,691.7000,1363.5600,1,1,2026-08-24T00:00:00.000
989,20260621,20260531,20260824,4200,266,218,324,345,401,2,5,ICC000989,990,692.4000,692.4000,692.4000,1364.9300,1,1,2026-08-24T00:00:00.000
990,20260808,20260615,20260618,20220,45,78,91,217,374,8,3,ICC000990,991,693.1000,693.1000,693.1000,1366.3000,1,1,2026-08-24T00:00:00.000
991,20260809,20260611,20260613,54900,371,325,165,300,251,3,3,ICC000991,992,693.8000,693.8000,693.8000,1367.6700,1,1,2026-08-24T00:00:00.000
992,20260824,20260530,20260824,8580,136,168,257,433,363,4,1,ICC000992,993,694.5000,694.5000,694.5000,1369.0400,1,1,2026-08-24T00:00:00.000
993,20260704,20260728,20260724,75840,405,161,465,128,353,2,1,ICC000993,994,695.2000,695.2000,695.2000,1370.4100,1,1,2026-08-24T00:00:00.000
994,20260613,20260803,20260614,59400,306,262,80,32,498,8,4,ICC000994,995,695.9000,695.9000,695.9000,1371.7800,1,1,2026-08-24T00:00:00.000
995,20260807,20260629,20260719,62580,116,215,281,250,198,5,5,ICC000995,996,696.6000,696.6000,696.6000,1373.1500,1,1,2026-08-24T00:00:00.000
996,20260615,20260712,20260617,30180,405,324,372,177,248,8,6,ICC000996,997,697.3000,697.3000,697.3000,1374.5200,1,1,2026-08-24T00:00:00.000
997,20260709,20260530,20260710,41700,381,85,228,383,20,5,2,ICC000997,998,698.0000,698.0000,698.0000,1375.8900,1,1,2026-08-24T00:00:00.000
998,20260617,20260716,20260729,41040,355,198,100,336,408,7,5,ICC000998,999,698.7000,698.7000,698.7000,1377.2600,1,1,2026-08-24T00:00:00.000
999,20260614,20260614,20260609,49860,239,44,34,202,410,5,3,ICC000999,1000,699.4000,699.4000,699.4000,1378.6300,1,1,2026-08-24T00:00:00.000
1000,20260809,20260623,20260721,45480,456,275,328,184,407,8,7,ICC001000,1,700.1000,700.1000,700.1000,1380.0000,1,1,2026-08-24T00:00:00.000
1001,20260724,20260608,20260629,24000,71,169,130,314,424,6,4,ICC001001,2,700.8000,700.8000,700.8000,1381.3700,1,1,2026-08-24T00:00:00.000
1002,20260704,20260722,20260724,79500,128,51,309,405,175,4,5,ICC001002,3,701.5000,701.5000,701.5000,1382.7400,1,1,2026-08-24T00:00:00.000
1003,20260531,20260727,20260708,7800,191,55,121,-1,-1,2,7,ICC001003,4,702.2000,702.2000,702.2000,1384.1100,1,1,2026-08-24T00:00:00.000
1004,20260628,20260624,20260527,17100,82,162,147,334,213,8,4,ICC001004,5,702.9000,702.9000,702.9000,1385.4800,1,1,2026-08-24T00:00:00.000
1005,20260731,20260629,20260616,70080,229,211,201,248,306,7,1,ICC001005,6,703.6000,703.6000,703.6000,1386.8500,1,1,2026-08-24T00:00:00.000
1006,20260723,20260612,20260610,32460,199,50,455,43,54,6,6,ICC001006,7,704.3000,704.3000,704.3000,1388.2200,1,1,2026-08-24T00:00:00.000
1007,20260621,20260803,20260609,65220,176,122,42,118,335,1,6,ICC001007,8,705.0000,705.0000,705.0000,1389.5900,1,1,2026-08-24T00:00:00.000
1008,20260627,20260614,20260702,60900,9,44,246,350,99,5,2,ICC001008,9,705.7000,705.7000,705.7000,1390.9600,1,1,2026-08-24T00:00:00.000
1009,20260813,20260804,20260612,77520,267,311,130,59,102,4,7,ICC001009,10,706.4000,706.4000,706.4000,1392.3300,1,1,2026-08-24T00:00:00.000
1010,20260625,20260809,20260629,85800,90,248,495,12,473,5,7,ICC001010,11,707.1000,707.1000,707.1000,1393.7000,1,1,2026-08-24T00:00:00.000
1011,20260728,20260721,20260816,32100,415,303,367,462,400,3,4,ICC001011,12,707.8000,707.8000,707.8000,1395.0700,1,1,2026-08-24T00:00:00.000
1012,20260811,20260725,20260805,65820,15,287,389,344,457,3,1,ICC001012,13,708.5000,708.5000,708.5000,1396.4400,1,1,2026-08-24T00:00:00.000
1013,20260823,20260609,20260824,52740,312,19,346,282,201,5,3,ICC001013,14,709.2000,709.2000,709.2000,1397.8100,1,1,2026-08-24T00:00:00.000
1014,20260822,20260613,20260812,73620,114,84,50,330,292,7,2,ICC001014,15,709.9000,709.9000,709.9000,1399.1800,1,1,2026-08-24T00:00:00.000
1015,20260630,20260821,20260528,66720,486,238,341,322,241,7,7,ICC001015,16,710.6000,710.6000,710.6000,1400.5500,1,1,2026-08-24T00:00:00.000
1016,20260820,20260714,20260807,46320,409,153,491,250,303,4,5,ICC001016,17,711.3000,711.3000,711.3000,1401.9200,1,1,2026-08-24T00:00:00.000
1017,20260625,20260731,20260702,1440,325,219,124,259,245,2,6,ICC001017,18,712.0000,712.0000,712.0000,1403.2900,1,1,2026-08-24T00:00:00.000
1018,20260616,20260601,20260702,29100,407,152,462,3,84,4,3,ICC001018,19,712.7000,712.7000,712.7000,1404.6600,1,1,2026-08-24T00:00:00.000
1019,20260602,20260709,20260708,75720,89,62,195,56,185,5,5,ICC001019,20,713.4000,713.4000,713.4000,1406.0300,1,1,2026-08-24T00:00:00.000
1020,20260805,20260529,20260531,66060,430,316,435,-1,-1,5,1,ICC001020,21,714.1000,714.1000,714.1000,1407.4000,1,1,2026-08-24T00:00:00.000
1021,20260708,20260606,20260710,28740,91,113,495,258,369,2,2,ICC001021,22,714.8000,714.8000,714.8000,1408.7700,1,1,2026-08-24T00:00:00.000
1022,20260702,20260726,20260724,61620,355,196,198,185,464,1,7,ICC001022,23,715.5000,715.5000,715.5000,1410.1400,1,1,2026-08-24T00:00:00.000
1023,20260816,20260817,20260529,38760,147,92,160,320,292,7,7,ICC001023,24,716.2000,716.2000,716.2000,1411.5100,1,1,2026-08-24T00:00:00.000
1024,20260625,20260623,20260615,48000,317,110,168,281,92,6,3,ICC001024,25,716.9000,716.9000,716.9000,1412.8800,1,1,2026-08-24T00:00:00.000
1025,20260816,20260824,20260809,55620,80,327,334,148,218,4,7,ICC001025,26,717.6000,717.6000,717.6000,1414.2500,1,1,2026-08-24T00:00:00.000
1026,20260708,20260625,20260626,65100,200,69,12,440,326,2,7,ICC001026,27,718.3000,718.3000,718.3000,1415.6200,1,1,2026-08-24T00:00:00.000
1027,20260813,20260704,20260717,12720,177,132,201,478,148,1,7,ICC001027,28,719.0000,719.0000,719.0000,1416.9900,1,1,2026-08-24T00:00:00.000
1028,20260722,20260605,20260627,60540,88,162,361,112,341,4,7,ICC001028,29,719.7000,719.7000,719.7000,1418.3600,1,1,2026-08-24T00:00:00.000
1029,20260801,20260531,20260731,61380,411,295,260,209,373,7,7,ICC001029,30,720.4000,720.4000,720.4000,1419.7300,1,1,2026-08-24T00:00:00.000
1030,20260615,20260719,20260628,78960,286,48,232,317,72,3,3,ICC001030,31,721.1000,721.1000,721.1000,1421.1000,1,1,2026-08-24T00:00:00.000
1031,20260606,20260601,20260625,11340,409,153,314,348,227,7,4,ICC001031,32,721.8000,721.8000,721.8000,1422.4700,1,1,2026-08-24T00:00:00.000
1032,20260705,20260708,20260613,35280,86,219,271,82,170,6,6,ICC001032,33,722.5000,722.5000,722.5000,1423.8400,1,1,2026-08-24T00:00:00.000
1033,20260708,20260728,20260717,8700,358,306,263,86,315,2,7,ICC001033,34,723.2000,723.2000,723.2000,1425.2100,1,1,2026-08-24T00:00:00.000
1034,20260726,20260607,20260731,52500,397,23,484,139,67,6,1,ICC001034,35,723.9000,723.9000,723.9000,1426.5800,1,1,2026-08-24T00:00:00.000
1035,20260619,20260630,20260723,15180,78,125,30,152,347,6,4,ICC001035,36,724.6000,724.6000,724.6000,1427.9500,1,1,2026-08-24T00:00:00.000
1036,20260612,20260721,20260604,19200,290,90,465,155,410,5,5,ICC001036,37,725.3000,725.3000,725.3000,1429.3200,1,1,2026-08-24T00:00:00.000
1037,20260819,20260623,20260605,76260,333,174,1,-1,-1,1,6,ICC001037,38,726.0000,726.0000,726.0000,1430.6900,1,1,2026-08-24T00:00:00.000
1038,20260720,20260806,20260722,1800,201,320,233,321,39,5,6,ICC001038,39,726.7000,726.7000,726.7000,1432.0600,1,1,2026-08-24T00:00:00.000
1039,20260722,20260708,20260703,6420,171,308,135,329,177,3,5,ICC001039,40,727.4000,727.4000,727.4000,1433.4300,1,1,2026-08-24T00:00:00.000
1040,20260702,20260810,20260802,34980,122,101,287,129,353,2,7,ICC001040,41,728.1000,728.1000,728.1000,1434.8000,1,1,2026-08-24T00:00:00.000
1041,20260823,20260527,20260714,22680,81,141,101,455,16,1,4,ICC001041,42,728.8000,728.8000,728.8000,1436.1700,1,1,2026-08-24T00:00:00.000
1042,20260803,20260630,20260615,43320,126,33,8,379,67,3,6,ICC001042,43,729.5000,729.5000,729.5000,1437.5400,1,1,2026-08-24T00:00:00.000
1043,20260606,20260709,20260803,41340,57,57,389,321,31,5,5,ICC001043,44,730.2000,730.2000,730.2000,1438.9100,1,1,2026-08-24T00:00:00.000
1044,20260820,20260731,20260710,10260,352,12,440,494,382,8,3,ICC001044,45,730.9000,730.9000,730.9000,1440.2800,1,1,2026-08-24T00:00:00.000
1045,20260718,20260811,20260703,46920,256,282,311,23,48,1,1,ICC001045,46,731.6000,731.6000,731.6000,1441.6500,1,1,2026-08-24T00:00:00.000
1046,20260627,20260813,20260722,31680,432,120,263,328,224,3,7,ICC001046,47,732.3000,732.3000,732.3000,1443.0200,1,1,2026-08-24T00:00:00.000
1047,20260808,20260706,20260730,12660,259,301,236,408,341,3,5,ICC001047,48,733.0000,733.0000,733.0000,1444.3900,1,1,2026-08-24T00:00:00.000
1048,20260805,20260714,20260616,57420,63,109,435,203,51,8,1,ICC001048,49,733.7000,733.7000,733.7000,1445.7600,1,1,2026-08-24T00:00:00.000
1049,20260803,20260630,20260704,54600,304,5,408,333,202,3,3,ICC001049,50,734.4000,734.4000,734.4000,1447.1300,1,1,2026-08-24T00:00:00.000
