QualityInspectionCharacteristicKey,InspectionCharacteristicCode,QualityCharacteristicTypeKey,UnitOfMeasureKey,QualityResultStatusKey,QualityInspectionCharacteristicName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
491,QIC000491,360,7,9,Liberty QualityInspectionCharacteristic 491,QIC000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c4a25f580f255d8939768d428a12b024c4a25f580f255d8939768d428a12b02
492,QIC000492,120,6,10,Atlas QualityInspectionCharacteristic 492,QIC000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,331745728b1857e69b0c3093d113ecd7331745728b1857e69b0c3093d113ecd7
493,QIC000493,472,5,6,Meridian QualityInspectionCharacteristic 493,QIC000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48395a88aa0656d88cc9918aef83311a48395a88aa0656d88cc9918aef83311a
494,QIC000494,261,7,4,Ion QualityInspectionCharacteristic 494,QIC000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e37a206c079055e8bf6922e2077a6b05e37a206c079055e8bf6922e2077a6b05
495,QIC000495,81,1,9,Atlas QualityInspectionCharacteristic 495,QIC000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bb55764ef645d2bb8ac9c8a315862121bb55764ef645d2bb8ac9c8a31586212
496,QIC000496,479,4,8,Meridian QualityInspectionCharacteristic 496,QIC000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aab4acd058d5b50a16de54ce06d0c9f5aab4acd058d5b50a16de54ce06d0c9f
497,QIC000497,127,5,10,Keystone QualityInspectionCharacteristic 497,QIC000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,290b6fbfaa4c541393befc8bdc40bca7290b6fbfaa4c541393befc8bdc40bca7
498,QIC000498,275,4,7,Quartz QualityInspectionCharacteristic 498,QIC000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b0f337c43115543b790af191a1cdc4b9b0f337c43115543b790af191a1cdc4b
499,QIC000499,142,7,12,Junction QualityInspectionCharacteristic 499,QIC000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2e2f42b35a55dfdb74eff00fd0f3129f2e2f42b35a55dfdb74eff00fd0f3129
500,QIC000500,253,6,10,Evergreen QualityInspectionCharacteristic 500,QIC000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d216d0698e95b7db4c483f62e0665520d216d0698e95b7db4c483f62e066552
