QualityNonConformanceKey,NonConformanceNumber,ProductKey,PlantKey,QualityDefectCodeKey,QualityDefectSeverityKey,SeverityKey,QualityResultStatusKey,QualityNonConformanceName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
485,QNC000485,228,175,1,9,3,4,Vertex QualityNonConformance 485,QNC000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,647e3690a1e95db2a9068027f2adce40647e3690a1e95db2a9068027f2adce40
486,QNC000486,462,215,490,7,3,6,Riverton QualityNonConformance 486,QNC000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7801eef95f645a728764da0ff3f36e347801eef95f645a728764da0ff3f36e34
487,QNC000487,474,189,85,12,2,8,Keystone QualityNonConformance 487,QNC000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ee4d9884cf65596854129fd5fd362405ee4d9884cf65596854129fd5fd36240
488,QNC000488,59,296,232,6,4,3,Unity QualityNonConformance 488,QNC000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55a467fc035c59bd90782aae58c2ffb655a467fc035c59bd90782aae58c2ffb6
489,QNC000489,5,349,128,5,5,3,Cedar QualityNonConformance 489,QNC000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e8710afd01f556cb73b4361fda8db338e8710afd01f556cb73b4361fda8db33
490,QNC000490,246,247,61,2,4,8,Summit QualityNonConformance 490,QNC000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6057ae1d000857b3ae7566fc87eeede46057ae1d000857b3ae7566fc87eeede4
491,QNC000491,227,99,96,2,2,2,Ion QualityNonConformance 491,QNC000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,339589c42f5758f7a26f3cfc61b10aef339589c42f5758f7a26f3cfc61b10aef
492,QNC000492,463,330,64,8,5,3,Granite QualityNonConformance 492,QNC000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c75cab0c4cb5ea39f431c2b411d26ad2c75cab0c4cb5ea39f431c2b411d26ad
493,QNC000493,-1,58,455,10,4,5,Zenith QualityNonConformance 493,QNC000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d00376ec339156c89b64d3cef13298f8d00376ec339156c89b64d3cef13298f8
494,QNC000494,412,68,414,7,1,3,Summit QualityNonConformance 494,QNC000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8dcfb96bc555367895f625705e6dfddd8dcfb96bc555367895f625705e6dfdd
495,QNC000495,461,273,376,8,1,4,Harbor QualityNonConformance 495,QNC000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3691131636615b0c9ece67b9683a47a73691131636615b0c9ece67b9683a47a7
496,QNC000496,102,20,423,8,2,1,Summit QualityNonConformance 496,QNC000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bc0ecda57aa5109a624d8d6b0d8daa86bc0ecda57aa5109a624d8d6b0d8daa8
497,QNC000497,402,152,229,10,4,2,Willow QualityNonConformance 497,QNC000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eff1c0435611553da0b31347335c633aeff1c0435611553da0b31347335c633a
498,QNC000498,47,287,275,8,3,7,Delta QualityNonConformance 498,QNC000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e62e0a02980a59a6b97278df4129edc7e62e0a02980a59a6b97278df4129edc7
499,QNC000499,436,111,265,5,2,10,Zenith QualityNonConformance 499,QNC000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6adbdc0125ff566592b63897f84131ef6adbdc0125ff566592b63897f84131ef
500,QNC000500,65,23,156,11,2,7,Vertex QualityNonConformance 500,QNC000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c05ce14d77115746a997a0186ad5f429c05ce14d77115746a997a0186ad5f429
