EngineeringMaterialSpecificationKey,MaterialSpecificationCode,EngineeringDisciplineKey,MeasurementSystemKey,ComplianceStandardKey,EngineeringMaterialSpecificationName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
490,EMS000490,11,1,3,Liberty EngineeringMaterialSpecification 490,EMS000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33dfaed032495bd59c8a4571ebb004ed33dfaed032495bd59c8a4571ebb004ed
491,EMS000491,9,3,2,Unity EngineeringMaterialSpecification 491,EMS000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cd41486db8858c3921883603a901f461cd41486db8858c3921883603a901f46
492,EMS000492,18,2,17,Summit EngineeringMaterialSpecification 492,EMS000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac186dc4b2ac5d519f66744782edd21dac186dc4b2ac5d519f66744782edd21d
493,EMS000493,30,1,8,Titan EngineeringMaterialSpecification 493,EMS000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f21a6657dda35cffa7872959b07133dcf21a6657dda35cffa7872959b07133dc
494,EMS000494,27,1,3,Liberty EngineeringMaterialSpecification 494,EMS000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c445c73f07f150d58c06809903bf44adc445c73f07f150d58c06809903bf44ad
495,EMS000495,29,1,25,Orion EngineeringMaterialSpecification 495,EMS000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a69745722d9a52d4a1446922b60c311ca69745722d9a52d4a1446922b60c311c
496,EMS000496,24,2,6,Evergreen EngineeringMaterialSpecification 496,EMS000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6cde3195cc45f2e98be5176adbdf352a6cde3195cc45f2e98be5176adbdf352
497,EMS000497,23,3,25,Atlas EngineeringMaterialSpecification 497,EMS000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b5960ae43305db6b6afd3052237d26f4b5960ae43305db6b6afd3052237d26f
498,EMS000498,8,2,22,Liberty EngineeringMaterialSpecification 498,EMS000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25f468c27ecc50a387367bbe6d3d7a0025f468c27ecc50a387367bbe6d3d7a00
499,EMS000499,9,3,10,Evergreen EngineeringMaterialSpecification 499,EMS000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6da967e00bd75732a02a926db1c9550b6da967e00bd75732a02a926db1c9550b
500,EMS000500,21,3,2,Delta EngineeringMaterialSpecification 500,EMS000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b197d355950f5f7188b3a90478a9fee5b197d355950f5f7188b3a90478a9fee5
