LogisticsShipmentHeaderKey,ShipmentNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,OriginPlantKey,DestinationCustomerCustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,ShipmentName,ProNumber,BillOfLadingNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
474,LSH000474,418,414,290,397,8,19,Pioneer LogisticsShipmentHeader 474,LSH000474,LSH000474,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1779afe7e7a5368a8f6f5acc54917ada1779afe7e7a5368a8f6f5acc54917ad
475,LSH000475,229,475,262,3,6,9,Pioneer LogisticsShipmentHeader 475,LSH000475,LSH000475,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7dd8c3c61cb54f68fbc154f0576efdcd7dd8c3c61cb54f68fbc154f0576efdc
476,LSH000476,469,80,-1,-1,3,2,Evergreen LogisticsShipmentHeader 476,LSH000476,LSH000476,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e18281cbf835508b0926685961398721e18281cbf835508b092668596139872
477,LSH000477,41,370,245,231,12,4,Forge LogisticsShipmentHeader 477,LSH000477,LSH000477,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5da4049e4d305c16a8e00330a8e791185da4049e4d305c16a8e00330a8e79118
478,LSH000478,285,126,172,29,14,2,Keystone LogisticsShipmentHeader 478,LSH000478,LSH000478,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d924af21ac645d55b1372488f6561067d924af21ac645d55b1372488f6561067
479,LSH000479,66,432,111,53,1,4,Liberty LogisticsShipmentHeader 479,LSH000479,LSH000479,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f9e1a9b3c7c5f0785baed7253c8fdbe7f9e1a9b3c7c5f0785baed7253c8fdbe
480,LSH000480,208,307,96,359,6,10,Atlas LogisticsShipmentHeader 480,LSH000480,LSH000480,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c227f6962e025dc4980f4c9c75974c3ac227f6962e025dc4980f4c9c75974c3a
481,LSH000481,270,291,93,462,5,15,Keystone LogisticsShipmentHeader 481,LSH000481,LSH000481,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5de274aff465b0c978f0b43d50cdfe6c5de274aff465b0c978f0b43d50cdfe6
482,LSH000482,294,231,156,339,6,8,Titan LogisticsShipmentHeader 482,LSH000482,LSH000482,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09b86d152e8e5ccebf657c8897d9d81509b86d152e8e5ccebf657c8897d9d815
483,LSH000483,364,384,52,46,5,2,Granite LogisticsShipmentHeader 483,LSH000483,LSH000483,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c63782db959529386f5f65ad67855645c63782db959529386f5f65ad6785564
484,LSH000484,53,446,27,237,10,8,Beacon LogisticsShipmentHeader 484,LSH000484,LSH000484,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a174822fc665aa284367de365bf31de6a174822fc665aa284367de365bf31de
485,LSH000485,428,292,252,299,4,6,Forge LogisticsShipmentHeader 485,LSH000485,LSH000485,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0923af902da55d4929b630e726e858ac0923af902da55d4929b630e726e858a
486,LSH000486,175,210,36,236,8,5,Forge LogisticsShipmentHeader 486,LSH000486,LSH000486,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07f34091dd6c51e685a1ccaf69de198307f34091dd6c51e685a1ccaf69de1983
487,LSH000487,354,326,339,279,9,20,Beacon LogisticsShipmentHeader 487,LSH000487,LSH000487,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,191f61215dbe5ccaa0fbd24c7db1a93d191f61215dbe5ccaa0fbd24c7db1a93d
488,LSH000488,16,133,218,136,5,11,Granite LogisticsShipmentHeader 488,LSH000488,LSH000488,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dcb410e8784511b9156138ad0bc21505dcb410e8784511b9156138ad0bc2150
489,LSH000489,445,406,152,293,7,14,Northstar LogisticsShipmentHeader 489,LSH000489,LSH000489,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b78dc4fe90c55d11b7aa7243a89f31c4b78dc4fe90c55d11b7aa7243a89f31c4
490,LSH000490,73,359,245,345,3,20,Forge LogisticsShipmentHeader 490,LSH000490,LSH000490,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae8999f2798352b6a2491580e3207de2ae8999f2798352b6a2491580e3207de2
491,LSH000491,354,296,181,57,13,17,Quartz LogisticsShipmentHeader 491,LSH000491,LSH000491,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b062528d6a555b8b424f36645182d6f3b062528d6a555b8b424f36645182d6f
492,LSH000492,323,265,94,171,3,17,Cedar LogisticsShipmentHeader 492,LSH000492,LSH000492,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,711826eb959d5cbcb78361b8861063d5711826eb959d5cbcb78361b8861063d5
493,LSH000493,278,399,-1,-1,4,20,Junction LogisticsShipmentHeader 493,LSH000493,LSH000493,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c030c18feec5b20a3c34856ad47cd017c030c18feec5b20a3c34856ad47cd01
494,LSH000494,141,373,286,72,2,18,Zenith LogisticsShipmentHeader 494,LSH000494,LSH000494,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cfe3ed60151599eae74f6db359a0d2c8cfe3ed60151599eae74f6db359a0d2c
495,LSH000495,75,50,129,110,1,18,Ion LogisticsShipmentHeader 495,LSH000495,LSH000495,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe28293f2dd053c6b4cd8e58d3aeb51ffe28293f2dd053c6b4cd8e58d3aeb51f
496,LSH000496,349,387,200,340,4,12,Harbor LogisticsShipmentHeader 496,LSH000496,LSH000496,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dbf5bdf45b954fa9fac62d241df93ba3dbf5bdf45b954fa9fac62d241df93ba
497,LSH000497,151,431,115,226,2,6,Unity LogisticsShipmentHeader 497,LSH000497,LSH000497,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b30fd6b678cf5c56bca4fa4e0e2d02eeb30fd6b678cf5c56bca4fa4e0e2d02ee
498,LSH000498,137,221,23,294,3,12,Delta LogisticsShipmentHeader 498,LSH000498,LSH000498,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a3e78d233345c01bd4e3a1d939684a71a3e78d233345c01bd4e3a1d939684a7
499,LSH000499,276,430,243,194,6,11,Liberty LogisticsShipmentHeader 499,LSH000499,LSH000499,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f32b892a43915007bb34e3ef35aa7106f32b892a43915007bb34e3ef35aa7106
500,LSH000500,60,119,135,169,6,19,Ion LogisticsShipmentHeader 500,LSH000500,LSH000500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,148ad198725f5fd8b9563e2769d6643a148ad198725f5fd8b9563e2769d6643a
