SupplierKey,SupplierNumber,GeoPostalCodeKey,SupplierTierKey,SupplierCategoryKey,SupplierRiskClassKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,SupplierQualificationStatusKey,RecordStatusKey,SupplierName,SupplierLegalName,AccountOpenedDate,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,MinorityOwnedFlag,QualityCertifiedFlag,OnTimeTargetPercent,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
399,S000399,482,20,148,7,3,6,17,3,2,Keystone Supplier 399,Atlas Supplier 399,2022-02-03,S000399,CAD,S000399,S000399,1,1,0.0399,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1230fd0c2fb57c9ac3cc340a24d36add1230fd0c2fb57c9ac3cc340a24d36ad
400,S000400,177,5,141,9,4,5,5,5,2,Junction Supplier 400,Liberty Supplier 400,2022-02-04,S000400,MXN,S000400,S000400,0,0,0.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bdae268fa2e5507bb99e6f68da98ce39bdae268fa2e5507bb99e6f68da98ce3
401,S000401,60,16,284,1,2,7,11,8,2,Riverton Supplier 401,Ion Supplier 401,2022-02-05,S000401,JPY,S000401,S000401,1,1,0.0401,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2e79e3491b654a3b2a9194e0216d1bfa2e79e3491b654a3b2a9194e0216d1bf
402,S000402,419,11,233,4,5,6,6,6,3,Northstar Supplier 402,Orion Supplier 402,2022-02-06,S000402,USD,S000402,S000402,1,1,0.0402,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbba3fa6d23454c6bfbdc1a7bcc37a45cbba3fa6d23454c6bfbdc1a7bcc37a45
403,S000403,35,15,218,7,1,1,9,3,3,Ion Supplier 403,Meridian Supplier 403,2022-02-07,S000403,EUR,S000403,S000403,1,1,0.0403,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0517bd04422152629cc6191fe53635e90517bd04422152629cc6191fe53635e9
404,S000404,228,7,146,5,3,14,14,5,4,Liberty Supplier 404,Unity Supplier 404,2022-02-08,S000404,GBP,S000404,S000404,1,1,0.0404,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43a420406d225d2d8cd2e2a74aa4b49943a420406d225d2d8cd2e2a74aa4b499
405,S000405,284,9,48,3,2,10,9,2,4,Junction Supplier 405,Unity Supplier 405,2022-02-09,S000405,CAD,S000405,S000405,0,0,0.0405,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca9a6fd873c85601a681851c5ac6d179ca9a6fd873c85601a681851c5ac6d179
406,S000406,407,4,257,12,3,5,8,2,3,Beacon Supplier 406,Northstar Supplier 406,2022-02-10,S000406,MXN,S000406,S000406,1,1,0.0406,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bea44319e5a158d198ab31edabdd4522bea44319e5a158d198ab31edabdd4522
407,S000407,39,19,171,2,3,16,2,2,2,Northstar Supplier 407,Quartz Supplier 407,2022-02-11,S000407,JPY,S000407,S000407,1,1,0.0407,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5c3f3fb7d85501e9be73b1bc9bca0e1a5c3f3fb7d85501e9be73b1bc9bca0e1
408,S000408,391,15,23,6,5,16,14,9,3,Granite Supplier 408,Cedar Supplier 408,2022-02-12,S000408,USD,S000408,S000408,1,1,0.0408,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e132d045bdb57e0801e3b774df7ed2a2e132d045bdb57e0801e3b774df7ed2a
409,S000409,479,2,69,10,5,6,18,6,2,Unity Supplier 409,Meridian Supplier 409,2022-02-13,S000409,EUR,S000409,S000409,1,1,0.0409,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8735570f2a055ed86c654e2a7f26680c8735570f2a055ed86c654e2a7f26680
410,S000410,150,16,82,4,4,4,8,2,4,Beacon Supplier 410,Quartz Supplier 410,2022-02-14,S000410,GBP,S000410,S000410,0,0,0.0410,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4be7e3d3a268501ea41131df57c73e264be7e3d3a268501ea41131df57c73e26
411,S000411,175,7,59,8,2,14,3,10,2,Riverton Supplier 411,Northstar Supplier 411,2022-02-15,S000411,CAD,S000411,S000411,1,1,0.0411,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,187065942119586aa5e4e2036283b811187065942119586aa5e4e2036283b811
412,S000412,321,11,230,6,3,3,12,2,2,Meridian Supplier 412,Vertex Supplier 412,2022-02-16,S000412,MXN,S000412,S000412,1,1,0.0412,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adad2d27cceb5596b32847107864c9c1adad2d27cceb5596b32847107864c9c1
413,S000413,265,6,90,9,1,6,2,5,1,Granite Supplier 413,Keystone Supplier 413,2022-02-17,S000413,JPY,S000413,S000413,1,1,0.0413,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b72dc44a5b8e587a8b86efb3e7306462b72dc44a5b8e587a8b86efb3e7306462
414,S000414,351,2,108,3,2,12,5,10,2,Delta Supplier 414,Keystone Supplier 414,2022-02-18,S000414,USD,S000414,S000414,1,1,0.0414,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,639346a6c1695148964093c81cea72eb639346a6c1695148964093c81cea72eb
415,S000415,329,4,226,9,1,1,9,1,3,Delta Supplier 415,Liberty Supplier 415,2022-02-19,S000415,EUR,S000415,S000415,0,0,0.0415,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,138a86dae616584489c28b002e7c7456138a86dae616584489c28b002e7c7456
416,S000416,72,17,278,8,5,13,5,5,4,Liberty Supplier 416,Riverton Supplier 416,2022-02-20,S000416,GBP,S000416,S000416,1,1,0.0416,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a96150e547e584daf94de17991fd24e6a96150e547e584daf94de17991fd24e
417,S000417,368,16,44,7,3,10,5,7,3,Atlas Supplier 417,Titan Supplier 417,2022-02-21,S000417,CAD,S000417,S000417,1,1,0.0417,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90eb77141b0553ab8d6112022a7500b090eb77141b0553ab8d6112022a7500b0
418,S000418,470,16,206,4,5,3,2,3,3,Unity Supplier 418,Liberty Supplier 418,2022-02-22,S000418,MXN,S000418,S000418,1,1,0.0418,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b44dba96bd915f6fa1804ef47e2c3016b44dba96bd915f6fa1804ef47e2c3016
419,S000419,168,1,34,2,5,13,15,3,2,Forge Supplier 419,Granite Supplier 419,2022-02-23,S000419,JPY,S000419,S000419,1,1,0.0419,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86746f3fc9985f6cb906d298a08b9b9b86746f3fc9985f6cb906d298a08b9b9b
420,S000420,295,12,20,6,5,13,4,2,3,Junction Supplier 420,Meridian Supplier 420,2022-02-24,S000420,USD,S000420,S000420,0,0,0.0420,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d355c44ea6e5d8fbd387e2c49bd29a78d355c44ea6e5d8fbd387e2c49bd29a7
421,S000421,45,7,183,12,5,6,5,3,2,Vertex Supplier 421,Ion Supplier 421,2022-02-25,S000421,EUR,S000421,S000421,1,1,0.0421,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b2c5d77a63558469caa49cf36a3d3fe5b2c5d77a63558469caa49cf36a3d3fe
422,S000422,75,11,252,1,2,1,6,3,3,Summit Supplier 422,Meridian Supplier 422,2022-02-26,S000422,GBP,S000422,S000422,1,1,0.0422,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e53ceeb9193e56668c8cd100e15542cce53ceeb9193e56668c8cd100e15542cc
423,S000423,500,5,169,7,4,6,18,10,4,Forge Supplier 423,Titan Supplier 423,2022-02-27,S000423,CAD,S000423,S000423,1,1,0.0423,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f330a4189995981b279bb2c9907a6110f330a4189995981b279bb2c9907a611
424,S000424,58,4,143,1,1,13,6,9,4,Harbor Supplier 424,Delta Supplier 424,2022-02-28,S000424,MXN,S000424,S000424,1,1,0.0424,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9289ab579bdb5871ae00228cf60cc07c9289ab579bdb5871ae00228cf60cc07c
425,S000425,316,15,236,6,2,14,14,10,4,Liberty Supplier 425,Willow Supplier 425,2022-03-01,S000425,JPY,S000425,S000425,0,0,0.0425,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe2bad1b44835a4f8acdfb73f7598343fe2bad1b44835a4f8acdfb73f7598343
426,S000426,153,1,76,10,2,10,14,2,1,Riverton Supplier 426,Willow Supplier 426,2022-03-02,S000426,USD,S000426,S000426,1,1,0.0426,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d60db02d2870577e909d34e860e9ece0d60db02d2870577e909d34e860e9ece0
427,S000427,186,7,68,5,2,6,11,10,1,Summit Supplier 427,Vertex Supplier 427,2022-03-03,S000427,EUR,S000427,S000427,1,1,0.0427,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ffe07a34a115cacade0f1a07aca45ca2ffe07a34a115cacade0f1a07aca45ca
428,S000428,448,10,273,11,1,4,12,6,2,Summit Supplier 428,Orion Supplier 428,2022-03-04,S000428,GBP,S000428,S000428,1,1,0.0428,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cabe17f60b08570db0943577e2cdbd10cabe17f60b08570db0943577e2cdbd10
429,S000429,77,8,286,6,5,2,2,1,4,Riverton Supplier 429,Evergreen Supplier 429,2022-03-05,S000429,CAD,S000429,S000429,1,1,0.0429,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d50e2f9104c533dbb2fef6fee0b1e234d50e2f9104c533dbb2fef6fee0b1e23
430,S000430,84,9,263,1,1,16,9,6,4,Delta Supplier 430,Quartz Supplier 430,2022-03-06,S000430,MXN,S000430,S000430,0,0,0.0430,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04d05d4bd0df5c9f9d93028d8505077f04d05d4bd0df5c9f9d93028d8505077f
431,S000431,327,3,211,7,3,15,18,8,1,Forge Supplier 431,Unity Supplier 431,2022-03-07,S000431,JPY,S000431,S000431,1,1,0.0431,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4201d4c5c3c5263be9852ea29e62279a4201d4c5c3c5263be9852ea29e62279
432,S000432,206,9,147,1,3,1,13,3,2,Ion Supplier 432,Cedar Supplier 432,2022-03-08,S000432,USD,S000432,S000432,1,1,0.0432,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0cd223be2c15bdda0610ee1ef330b62b0cd223be2c15bdda0610ee1ef330b62
433,S000433,328,15,170,11,1,3,7,9,1,Delta Supplier 433,Riverton Supplier 433,2022-03-09,S000433,EUR,S000433,S000433,1,1,0.0433,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81e5fbe607b95ffa8a7c979f274141e981e5fbe607b95ffa8a7c979f274141e9
434,S000434,168,16,270,8,5,16,6,3,1,Orion Supplier 434,Vertex Supplier 434,2022-03-10,S000434,GBP,S000434,S000434,1,1,0.0434,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61670e8758c85c6485479f3fecbfc9c561670e8758c85c6485479f3fecbfc9c5
435,S000435,57,2,147,10,1,10,2,7,2,Meridian Supplier 435,Pioneer Supplier 435,2022-03-11,S000435,CAD,S000435,S000435,0,0,0.0435,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bee388d3724c5d78b4d7ad92c4f9dd4ebee388d3724c5d78b4d7ad92c4f9dd4e
436,S000436,342,8,192,6,1,5,7,6,3,Orion Supplier 436,Titan Supplier 436,2022-03-12,S000436,MXN,S000436,S000436,1,1,0.0436,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44094f5877075666b03538c8f535255644094f5877075666b03538c8f5352556
437,S000437,418,2,283,9,5,1,4,9,2,Orion Supplier 437,Summit Supplier 437,2022-03-13,S000437,JPY,S000437,S000437,1,1,0.0437,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ac631133e885b6183ac7e4c0076f7ae7ac631133e885b6183ac7e4c0076f7ae
438,S000438,338,14,90,4,1,4,13,10,4,Delta Supplier 438,Harbor Supplier 438,2022-03-14,S000438,USD,S000438,S000438,1,1,0.0438,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed310fbc93b75df9a1afd8e5c04d1cf8ed310fbc93b75df9a1afd8e5c04d1cf8
439,S000439,264,7,166,10,4,9,11,5,1,Unity Supplier 439,Zenith Supplier 439,2022-03-15,S000439,EUR,S000439,S000439,1,1,0.0439,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f60d9675aeec513b8b2b53b5f7f112c6f60d9675aeec513b8b2b53b5f7f112c6
440,S000440,173,11,7,10,1,15,17,8,2,Liberty Supplier 440,Cedar Supplier 440,2022-03-16,S000440,GBP,S000440,S000440,0,0,0.0440,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8391ce2cf78555caf30bc2a4a7ea537f8391ce2cf78555caf30bc2a4a7ea537
441,S000441,377,7,242,7,3,11,12,3,1,Liberty Supplier 441,Titan Supplier 441,2022-03-17,S000441,CAD,S000441,S000441,1,1,0.0441,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d3467591d305c82a6a1ab116317bba92d3467591d305c82a6a1ab116317bba9
442,S000442,25,3,20,5,4,13,9,9,1,Delta Supplier 442,Granite Supplier 442,2022-03-18,S000442,MXN,S000442,S000442,1,1,0.0442,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fec2d2cee15956be8f5ae27068414a8afec2d2cee15956be8f5ae27068414a8a
443,S000443,135,18,280,11,3,5,5,9,3,Beacon Supplier 443,Northstar Supplier 443,2022-03-19,S000443,JPY,S000443,S000443,1,1,0.0443,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65ffdcbc5d245a0ebdedff3b298150b165ffdcbc5d245a0ebdedff3b298150b1
444,S000444,55,5,171,4,2,1,17,10,2,Cedar Supplier 444,Harbor Supplier 444,2022-03-20,S000444,USD,S000444,S000444,1,1,0.0444,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9556e4fb36345ab9ad93fa057c8a5dab9556e4fb36345ab9ad93fa057c8a5dab
445,S000445,172,7,29,5,1,10,9,9,2,Willow Supplier 445,Zenith Supplier 445,2022-03-21,S000445,EUR,S000445,S000445,0,0,0.0445,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aed564708e095be2a74718af58d01588aed564708e095be2a74718af58d01588
446,S000446,342,8,264,1,2,14,4,8,1,Unity Supplier 446,Ion Supplier 446,2022-03-22,S000446,GBP,S000446,S000446,1,1,0.0446,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8156a6f27f04556f83e25540746b7eb48156a6f27f04556f83e25540746b7eb4
447,S000447,418,1,116,7,2,2,9,5,2,Riverton Supplier 447,Beacon Supplier 447,2022-03-23,S000447,CAD,S000447,S000447,1,1,0.0447,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f7450a8b0e4557290e630a6ce744b719f7450a8b0e4557290e630a6ce744b71
448,S000448,159,9,144,4,4,5,10,2,4,Unity Supplier 448,Vertex Supplier 448,2022-03-24,S000448,MXN,S000448,S000448,1,1,0.0448,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cda2ae3b1f675879bad984607ac577d7cda2ae3b1f675879bad984607ac577d7
449,S000449,342,9,121,10,1,14,3,4,4,Pioneer Supplier 449,Willow Supplier 449,2022-03-25,S000449,JPY,S000449,S000449,1,1,0.0449,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd34c5ab4be75d6bb9a9cb52b5bea0f8dd34c5ab4be75d6bb9a9cb52b5bea0f8
450,S000450,227,6,193,5,2,12,9,10,4,Liberty Supplier 450,Meridian Supplier 450,2022-03-26,S000450,USD,S000450,S000450,0,0,0.0450,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efe4238439565e5992b2388925600064efe4238439565e5992b2388925600064
451,S000451,211,2,138,3,3,13,10,9,2,Vertex Supplier 451,Riverton Supplier 451,2022-03-27,S000451,EUR,S000451,S000451,1,1,0.0451,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10c39d5a98e8537fbc6d656b0cffb1e810c39d5a98e8537fbc6d656b0cffb1e8
452,S000452,468,2,155,6,2,6,15,3,3,Quartz Supplier 452,Orion Supplier 452,2022-03-28,S000452,GBP,S000452,S000452,1,1,0.0452,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e404afc9c425e9eb0fc5790ab44e6e30e404afc9c425e9eb0fc5790ab44e6e3
453,S000453,237,6,209,11,1,9,4,1,1,Titan Supplier 453,Evergreen Supplier 453,2022-03-29,S000453,CAD,S000453,S000453,1,1,0.0453,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a40c38382383526b85457d40ceacd9f4a40c38382383526b85457d40ceacd9f4
454,S000454,69,8,67,4,3,3,13,7,4,Liberty Supplier 454,Granite Supplier 454,2022-03-30,S000454,MXN,S000454,S000454,1,1,0.0454,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f279742c7ec5a7988f9a943759d75502f279742c7ec5a7988f9a943759d7550
455,S000455,429,8,24,10,3,12,4,2,3,Titan Supplier 455,Harbor Supplier 455,2022-03-31,S000455,JPY,S000455,S000455,0,0,0.0455,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fe47024f47b5714a5cea790809f9f7f8fe47024f47b5714a5cea790809f9f7f
456,S000456,8,17,36,3,3,12,2,2,1,Meridian Supplier 456,Zenith Supplier 456,2022-04-01,S000456,USD,S000456,S000456,1,1,0.0456,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4eab038a8cd5ce6a6ff525ab8e4d4d6a4eab038a8cd5ce6a6ff525ab8e4d4d6
457,S000457,174,16,115,7,1,12,8,1,4,Evergreen Supplier 457,Cedar Supplier 457,2022-04-02,S000457,EUR,S000457,S000457,1,1,0.0457,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86539dcdbd65599ebc6a451deda48a6886539dcdbd65599ebc6a451deda48a68
458,S000458,76,6,196,2,1,14,7,9,4,Atlas Supplier 458,Cedar Supplier 458,2022-04-03,S000458,GBP,S000458,S000458,1,1,0.0458,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76a396f9a13a50339e39cc933e778eed76a396f9a13a50339e39cc933e778eed
459,S000459,280,6,241,9,1,16,4,1,2,Cedar Supplier 459,Junction Supplier 459,2022-04-04,S000459,CAD,S000459,S000459,1,1,0.0459,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fbe573e2ef255888142b31571445fbc2fbe573e2ef255888142b31571445fbc
460,S000460,128,17,129,6,4,3,10,10,3,Pioneer Supplier 460,Unity Supplier 460,2022-04-05,S000460,MXN,S000460,S000460,0,0,0.0460,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3c29e5d1db855118ca09c3e937278f1b3c29e5d1db855118ca09c3e937278f1
461,S000461,254,20,210,10,3,8,2,7,1,Zenith Supplier 461,Northstar Supplier 461,2022-04-06,S000461,JPY,S000461,S000461,1,1,0.0461,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b632441de475440850a8015fbab4f0d3b632441de475440850a8015fbab4f0d
462,S000462,384,4,226,2,5,12,15,9,4,Summit Supplier 462,Junction Supplier 462,2022-04-07,S000462,USD,S000462,S000462,1,1,0.0462,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96a2cc8ff4cc561f882375e6c4b9283896a2cc8ff4cc561f882375e6c4b92838
463,S000463,162,9,219,9,5,6,15,6,2,Forge Supplier 463,Pioneer Supplier 463,2022-04-08,S000463,EUR,S000463,S000463,1,1,0.0463,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce57f0cec8675d6ab5b11a426e74fc2cce57f0cec8675d6ab5b11a426e74fc2c
464,S000464,106,19,296,6,3,6,18,7,1,Liberty Supplier 464,Riverton Supplier 464,2022-04-09,S000464,GBP,S000464,S000464,1,1,0.0464,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d8c507c0141512d818885cecb7e6eb11d8c507c0141512d818885cecb7e6eb1
465,S000465,223,8,191,1,3,15,15,8,3,Granite Supplier 465,Summit Supplier 465,2022-04-10,S000465,CAD,S000465,S000465,0,0,0.0465,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23c79a89123b537691d6057de7ae8aea23c79a89123b537691d6057de7ae8aea
466,S000466,386,13,286,10,2,3,12,4,1,Keystone Supplier 466,Liberty Supplier 466,2022-04-11,S000466,MXN,S000466,S000466,1,1,0.0466,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d0045815bd85b0a8826c11964e975cd8d0045815bd85b0a8826c11964e975cd
467,S000467,38,16,196,7,5,5,15,4,3,Willow Supplier 467,Forge Supplier 467,2022-04-12,S000467,JPY,S000467,S000467,1,1,0.0467,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cc2fb26d9835a30b2c3f111a157105e8cc2fb26d9835a30b2c3f111a157105e
468,S000468,191,5,300,5,5,14,4,3,4,Junction Supplier 468,Vertex Supplier 468,2022-04-13,S000468,USD,S000468,S000468,1,1,0.0468,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f43b6c62d6d753b8b7047c05096a08f2f43b6c62d6d753b8b7047c05096a08f2
469,S000469,173,12,141,8,2,2,7,3,1,Quartz Supplier 469,Vertex Supplier 469,2022-04-14,S000469,EUR,S000469,S000469,1,1,0.0469,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03dc9e542fae5c7c96df77791514829c03dc9e542fae5c7c96df77791514829c
470,S000470,341,18,280,12,2,11,6,7,1,Orion Supplier 470,Vertex Supplier 470,2022-04-15,S000470,GBP,S000470,S000470,0,0,0.0470,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8e4f2964aaa564da7c44b5fd2a55207f8e4f2964aaa564da7c44b5fd2a55207
471,S000471,350,1,30,2,4,6,8,1,3,Northstar Supplier 471,Willow Supplier 471,2022-04-16,S000471,CAD,S000471,S000471,1,1,0.0471,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c22ff1f71eda59bea7db2631b9051f30c22ff1f71eda59bea7db2631b9051f30
472,S000472,470,13,173,12,4,14,1,7,2,Zenith Supplier 472,Evergreen Supplier 472,2022-04-17,S000472,MXN,S000472,S000472,1,1,0.0472,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f82e4c83a965c5dbf8a1433e90c267d1f82e4c83a965c5dbf8a1433e90c267d
473,S000473,237,14,103,6,5,6,4,6,4,Quartz Supplier 473,Liberty Supplier 473,2022-04-18,S000473,JPY,S000473,S000473,1,1,0.0473,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11d901efd4bf5a6b99aeaf148a93adfc11d901efd4bf5a6b99aeaf148a93adfc
474,S000474,481,8,297,5,4,9,7,1,2,Atlas Supplier 474,Summit Supplier 474,2022-04-19,S000474,USD,S000474,S000474,1,1,0.0474,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b48aecb96125b15a068595baff7525c0b48aecb96125b15a068595baff7525c
475,S000475,200,13,247,7,4,2,9,2,2,Zenith Supplier 475,Unity Supplier 475,2022-04-20,S000475,EUR,S000475,S000475,0,0,0.0475,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c6489cfc6f15ef18b0aa4162211f67b7c6489cfc6f15ef18b0aa4162211f67b
476,S000476,90,5,176,9,5,7,15,9,3,Atlas Supplier 476,Riverton Supplier 476,2022-04-21,S000476,GBP,S000476,S000476,1,1,0.0476,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a7a7d87f51159378443656e1aff57a47a7a7d87f51159378443656e1aff57a4
477,S000477,257,1,226,10,3,6,10,9,1,Granite Supplier 477,Delta Supplier 477,2022-04-22,S000477,CAD,S000477,S000477,1,1,0.0477,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c16f81cc4195bdd867074470b368d376c16f81cc4195bdd867074470b368d37
478,S000478,285,16,4,1,5,14,6,1,4,Summit Supplier 478,Granite Supplier 478,2022-04-23,S000478,MXN,S000478,S000478,1,1,0.0478,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a776975c87a8533fbb0dc814403ece25a776975c87a8533fbb0dc814403ece25
