CustomerKey,CustomerNumber,GeoPostalCodeKey,CustomerSegmentKey,CustomerChannelKey,CustomerGroupKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,CustomerStatusKey,RecordStatusKey,CustomerName,CustomerLegalName,AccountOpenedDate,CreditLimitAmount,CreditHoldFlag,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,StrategicAccountFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
404,C000404,258,303,37,61,1,12,2,8,2,Atlas Customer 404,Unity Customer 404,2022-02-08,563.4800,1,C000404,GBP,C000404,C000404,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,873e8d04f85254748601157ff1022928873e8d04f85254748601157ff1022928
405,C000405,341,34,54,328,4,1,3,1,4,Keystone Customer 405,Delta Customer 405,2022-02-09,564.8500,0,C000405,CAD,C000405,C000405,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c649b248d0f15af38cd590875c53a9ffc649b248d0f15af38cd590875c53a9ff
406,C000406,221,17,39,242,2,12,13,5,4,Unity Customer 406,Granite Customer 406,2022-02-10,566.2200,1,C000406,MXN,C000406,C000406,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d141968c15375a0fb8e0a2cfb0e7d485d141968c15375a0fb8e0a2cfb0e7d485
407,C000407,131,310,64,147,5,9,17,5,4,Orion Customer 407,Granite Customer 407,2022-02-11,567.5900,1,C000407,JPY,C000407,C000407,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fd99d32b7e65a63b6c394381bc1e4699fd99d32b7e65a63b6c394381bc1e469
408,C000408,243,146,27,210,3,13,13,9,1,Forge Customer 408,Liberty Customer 408,2022-02-12,568.9600,1,C000408,USD,C000408,C000408,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e4afe2c7b2756d7bf4275aa96817a180e4afe2c7b2756d7bf4275aa96817a18
409,C000409,156,152,46,132,5,10,10,8,3,Junction Customer 409,Keystone Customer 409,2022-02-13,570.3300,1,C000409,EUR,C000409,C000409,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f32ebf4e98b459a9a09ee4b014fd5f35f32ebf4e98b459a9a09ee4b014fd5f35
410,C000410,42,474,57,141,3,1,2,4,2,Orion Customer 410,Keystone Customer 410,2022-02-14,571.7000,0,C000410,GBP,C000410,C000410,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4146c38cefc15444a1a930588133fd044146c38cefc15444a1a930588133fd04
411,C000411,207,382,6,377,3,8,11,8,1,Summit Customer 411,Harbor Customer 411,2022-02-15,573.0700,1,C000411,CAD,C000411,C000411,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66f6c5bba9995096b2f6a628c5b7128e66f6c5bba9995096b2f6a628c5b7128e
412,C000412,346,323,30,177,1,8,18,6,2,Titan Customer 412,Meridian Customer 412,2022-02-16,574.4400,1,C000412,MXN,C000412,C000412,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7393a593e22252a592312ad6591a48f67393a593e22252a592312ad6591a48f6
413,C000413,26,198,62,371,2,7,10,3,2,Beacon Customer 413,Delta Customer 413,2022-02-17,575.8100,1,C000413,JPY,C000413,C000413,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f166b30442cc5d77bb2fa7dec7795133f166b30442cc5d77bb2fa7dec7795133
414,C000414,475,348,79,360,4,2,11,9,1,Granite Customer 414,Unity Customer 414,2022-02-18,577.1800,1,C000414,USD,C000414,C000414,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,190b0d2c271f5867a57394f9183985e3190b0d2c271f5867a57394f9183985e3
415,C000415,462,47,1,79,4,14,14,2,1,Junction Customer 415,Meridian Customer 415,2022-02-19,578.5500,0,C000415,EUR,C000415,C000415,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57da811ac3d256509fa086899698740357da811ac3d256509fa0868996987403
416,C000416,424,288,61,258,3,13,5,9,4,Junction Customer 416,Orion Customer 416,2022-02-20,579.9200,1,C000416,GBP,C000416,C000416,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a6437171b655244bbf45e797e782a1e0a6437171b655244bbf45e797e782a1e
417,C000417,341,313,34,203,4,15,10,8,2,Delta Customer 417,Summit Customer 417,2022-02-21,581.2900,1,C000417,CAD,C000417,C000417,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dad049139e48598f9fcff48572692615dad049139e48598f9fcff48572692615
418,C000418,439,11,35,247,1,2,12,3,2,Northstar Customer 418,Forge Customer 418,2022-02-22,582.6600,1,C000418,MXN,C000418,C000418,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50df385d77c553e080c2388d4dfd3f3b50df385d77c553e080c2388d4dfd3f3b
419,C000419,298,464,22,248,4,5,6,7,2,Granite Customer 419,Vertex Customer 419,2022-02-23,584.0300,1,C000419,JPY,C000419,C000419,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,990bb76875a8597da096adea7f34fae7990bb76875a8597da096adea7f34fae7
420,C000420,486,455,55,355,1,6,16,9,4,Evergreen Customer 420,Atlas Customer 420,2022-02-24,585.4000,0,C000420,USD,C000420,C000420,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,534973c2c9675ca795c431f7d951338a534973c2c9675ca795c431f7d951338a
421,C000421,3,399,50,262,3,13,5,3,2,Harbor Customer 421,Evergreen Customer 421,2022-02-25,586.7700,1,C000421,EUR,C000421,C000421,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c020542d0505bf7ba63500c728269125c020542d0505bf7ba63500c72826912
422,C000422,336,301,12,348,1,6,10,3,2,Ion Customer 422,Keystone Customer 422,2022-02-26,588.1400,1,C000422,GBP,C000422,C000422,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17430d1ac5ff5fadb05a59066b97ddf817430d1ac5ff5fadb05a59066b97ddf8
423,C000423,469,278,39,300,2,12,18,9,3,Keystone Customer 423,Evergreen Customer 423,2022-02-27,589.5100,1,C000423,CAD,C000423,C000423,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52acb1384160562ea41faadcd4a96b9e52acb1384160562ea41faadcd4a96b9e
424,C000424,361,363,25,170,1,7,6,8,2,Evergreen Customer 424,Granite Customer 424,2022-02-28,590.8800,1,C000424,MXN,C000424,C000424,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f7de0ab5c45579c82d8aad181ef37f66f7de0ab5c45579c82d8aad181ef37f6
425,C000425,364,431,43,50,4,8,6,6,3,Granite Customer 425,Delta Customer 425,2022-03-01,592.2500,0,C000425,JPY,C000425,C000425,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b71c38c065f85ea0831879e2fe6abc91b71c38c065f85ea0831879e2fe6abc91
426,C000426,91,460,65,32,2,2,18,3,3,Cedar Customer 426,Zenith Customer 426,2022-03-02,593.6200,1,C000426,USD,C000426,C000426,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c50e9b5900325873a02de81adde67cdcc50e9b5900325873a02de81adde67cdc
427,C000427,36,342,67,228,5,11,2,9,2,Vertex Customer 427,Forge Customer 427,2022-03-03,594.9900,1,C000427,EUR,C000427,C000427,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3b01e04a2015fb6999e4199b0689745f3b01e04a2015fb6999e4199b0689745
428,C000428,88,101,65,279,1,11,6,5,2,Orion Customer 428,Granite Customer 428,2022-03-04,596.3600,1,C000428,GBP,C000428,C000428,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f91331ac674059f290780e91ad71b65ef91331ac674059f290780e91ad71b65e
429,C000429,480,63,80,385,3,9,2,9,3,Willow Customer 429,Zenith Customer 429,2022-03-05,597.7300,1,C000429,CAD,C000429,C000429,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9d4b5bd61855df9a3c19a3afca0e8bef9d4b5bd61855df9a3c19a3afca0e8be
430,C000430,91,108,23,288,5,14,1,9,2,Zenith Customer 430,Ion Customer 430,2022-03-06,599.1000,0,C000430,MXN,C000430,C000430,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26d75a199c5d506fa71ba4a6858ed2d826d75a199c5d506fa71ba4a6858ed2d8
431,C000431,479,446,25,381,1,4,6,5,4,Meridian Customer 431,Cedar Customer 431,2022-03-07,600.4700,1,C000431,JPY,C000431,C000431,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0332d54a281b5e8a9ff23fc90f3ec86e0332d54a281b5e8a9ff23fc90f3ec86e
432,C000432,31,403,36,113,3,4,4,10,2,Meridian Customer 432,Summit Customer 432,2022-03-08,601.8400,1,C000432,USD,C000432,C000432,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01d0419573eb5902be0d21efe6d04d4501d0419573eb5902be0d21efe6d04d45
433,C000433,467,16,27,252,3,13,15,6,3,Orion Customer 433,Riverton Customer 433,2022-03-09,603.2100,1,C000433,EUR,C000433,C000433,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a55841f8b1325d339438ab6e96aaf130a55841f8b1325d339438ab6e96aaf130
434,C000434,330,147,57,124,3,14,5,1,3,Zenith Customer 434,Keystone Customer 434,2022-03-10,604.5800,1,C000434,GBP,C000434,C000434,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,532e5db8b08353d494eb4e48cd795a6d532e5db8b08353d494eb4e48cd795a6d
435,C000435,384,136,4,265,4,13,4,3,3,Meridian Customer 435,Pioneer Customer 435,2022-03-11,605.9500,0,C000435,CAD,C000435,C000435,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5505a20741f35ab1a21385e1ff2215045505a20741f35ab1a21385e1ff221504
436,C000436,229,474,55,197,3,5,18,1,2,Unity Customer 436,Riverton Customer 436,2022-03-12,607.3200,1,C000436,MXN,C000436,C000436,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b80f187a68654e88f1b643975b01c367b80f187a68654e88f1b643975b01c36
437,C000437,446,380,33,160,2,7,4,7,1,Quartz Customer 437,Junction Customer 437,2022-03-13,608.6900,1,C000437,JPY,C000437,C000437,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbacb6a851df581d9328bcbc3a810011dbacb6a851df581d9328bcbc3a810011
438,C000438,357,302,48,4,1,14,2,5,2,Unity Customer 438,Cedar Customer 438,2022-03-14,610.0600,1,C000438,USD,C000438,C000438,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43e76cbc706f5e7da64a0346291d47b143e76cbc706f5e7da64a0346291d47b1
439,C000439,421,436,15,259,3,14,11,1,4,Northstar Customer 439,Summit Customer 439,2022-03-15,611.4300,1,C000439,EUR,C000439,C000439,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeaf93dce1bf5160b8df424299e966dfaeaf93dce1bf5160b8df424299e966df
440,C000440,1,236,48,15,4,2,13,4,4,Meridian Customer 440,Evergreen Customer 440,2022-03-16,612.8000,0,C000440,GBP,C000440,C000440,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,117d83336ed75d338f6dc639e874d20b117d83336ed75d338f6dc639e874d20b
441,C000441,353,461,9,153,3,7,7,2,2,Willow Customer 441,Ion Customer 441,2022-03-17,614.1700,1,C000441,CAD,C000441,C000441,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a1f6d68590f5cc1a333c14999b8bd599a1f6d68590f5cc1a333c14999b8bd59
442,C000442,272,363,80,235,4,9,5,10,2,Northstar Customer 442,Forge Customer 442,2022-03-18,615.5400,1,C000442,MXN,C000442,C000442,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25a734c511785126b4f54d9e472340cb25a734c511785126b4f54d9e472340cb
443,C000443,233,175,73,188,4,7,10,3,1,Meridian Customer 443,Granite Customer 443,2022-03-19,616.9100,1,C000443,JPY,C000443,C000443,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27826edc970959b1bcf398ad66a1556227826edc970959b1bcf398ad66a15562
444,C000444,300,282,17,238,5,15,11,8,2,Zenith Customer 444,Forge Customer 444,2022-03-20,618.2800,1,C000444,USD,C000444,C000444,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5f8b37d5a9e5e1bb4f1e699789e81fdf5f8b37d5a9e5e1bb4f1e699789e81fd
445,C000445,37,180,24,372,4,13,13,7,2,Summit Customer 445,Willow Customer 445,2022-03-21,619.6500,0,C000445,EUR,C000445,C000445,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a046fc17b66a5746ab0ab8928f18b0c6a046fc17b66a5746ab0ab8928f18b0c6
446,C000446,95,187,18,289,4,15,1,7,3,Meridian Customer 446,Cedar Customer 446,2022-03-22,621.0200,1,C000446,GBP,C000446,C000446,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fd4096ab03c53d68298ada2f29c09d20fd4096ab03c53d68298ada2f29c09d2
447,C000447,459,354,13,294,4,13,11,3,2,Cedar Customer 447,Atlas Customer 447,2022-03-23,622.3900,1,C000447,CAD,C000447,C000447,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f6f600c2f1354138fd0d08991b2b2e54f6f600c2f1354138fd0d08991b2b2e5
448,C000448,57,436,76,174,3,5,2,1,3,Zenith Customer 448,Riverton Customer 448,2022-03-24,623.7600,1,C000448,MXN,C000448,C000448,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c831d3cc71ad5e12a9aa98b8f5f17540c831d3cc71ad5e12a9aa98b8f5f17540
449,C000449,241,146,52,158,4,10,17,8,3,Evergreen Customer 449,Meridian Customer 449,2022-03-25,625.1300,1,C000449,JPY,C000449,C000449,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e9bca9c17ad5637978921667405f94d4e9bca9c17ad5637978921667405f94d
450,C000450,239,279,56,117,5,4,9,8,3,Cedar Customer 450,Beacon Customer 450,2022-03-26,626.5000,0,C000450,USD,C000450,C000450,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,658c5b028e6755baada49a3085087a2c658c5b028e6755baada49a3085087a2c
451,C000451,143,138,62,4,1,12,16,7,3,Titan Customer 451,Ion Customer 451,2022-03-27,627.8700,1,C000451,EUR,C000451,C000451,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d4719ea03e3572488321d42edc51db30d4719ea03e3572488321d42edc51db3
452,C000452,483,178,32,312,4,7,16,8,4,Atlas Customer 452,Keystone Customer 452,2022-03-28,629.2400,1,C000452,GBP,C000452,C000452,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66314cf8920458fbb6bfe796a711898a66314cf8920458fbb6bfe796a711898a
453,C000453,364,443,61,329,5,1,2,10,4,Orion Customer 453,Forge Customer 453,2022-03-29,630.6100,1,C000453,CAD,C000453,C000453,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,633b142d1e505857ac4aca7fc7b98a07633b142d1e505857ac4aca7fc7b98a07
454,C000454,119,471,68,331,5,3,7,3,4,Cedar Customer 454,Ion Customer 454,2022-03-30,631.9800,1,C000454,MXN,C000454,C000454,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cac585b6aa1a5994b38ffd46bbf1ffd5cac585b6aa1a5994b38ffd46bbf1ffd5
455,C000455,376,61,14,121,5,7,8,5,3,Willow Customer 455,Unity Customer 455,2022-03-31,633.3500,0,C000455,JPY,C000455,C000455,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,575b9e5161ed57639a426402c9a9708d575b9e5161ed57639a426402c9a9708d
456,C000456,18,39,60,292,3,1,18,2,4,Atlas Customer 456,Forge Customer 456,2022-04-01,634.7200,1,C000456,USD,C000456,C000456,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5220b9321fb75fdb852101604dd134245220b9321fb75fdb852101604dd13424
457,C000457,125,67,39,78,5,3,6,4,2,Forge Customer 457,Junction Customer 457,2022-04-02,636.0900,1,C000457,EUR,C000457,C000457,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4de8ed18ab505dc6b6fcb6d894639c764de8ed18ab505dc6b6fcb6d894639c76
458,C000458,131,395,43,20,2,9,11,1,3,Keystone Customer 458,Atlas Customer 458,2022-04-03,637.4600,1,C000458,GBP,C000458,C000458,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6795793f9bf5c319e025a2cf320c360c6795793f9bf5c319e025a2cf320c360
459,C000459,493,176,77,391,2,15,13,10,3,Northstar Customer 459,Riverton Customer 459,2022-04-04,638.8300,1,C000459,CAD,C000459,C000459,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5a1803405ed592496f954445cef8e62e5a1803405ed592496f954445cef8e62
460,C000460,113,232,78,7,1,1,15,6,3,Evergreen Customer 460,Northstar Customer 460,2022-04-05,640.2000,0,C000460,MXN,C000460,C000460,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8b6ef3b6b91503bac8328b3c0b3a952f8b6ef3b6b91503bac8328b3c0b3a952
461,C000461,439,473,46,248,4,6,10,2,3,Vertex Customer 461,Pioneer Customer 461,2022-04-06,641.5700,1,C000461,JPY,C000461,C000461,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f67df5e9b6a2519c9c0e87e24f7fab5ff67df5e9b6a2519c9c0e87e24f7fab5f
462,C000462,220,494,66,388,5,7,18,5,2,Liberty Customer 462,Cedar Customer 462,2022-04-07,642.9400,1,C000462,USD,C000462,C000462,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b061261df52552848a161b88aa151522b061261df52552848a161b88aa151522
463,C000463,111,141,47,240,3,5,16,9,3,Delta Customer 463,Liberty Customer 463,2022-04-08,644.3100,1,C000463,EUR,C000463,C000463,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6579647e9d395b8f8e0efc7da16b47ef6579647e9d395b8f8e0efc7da16b47ef
464,C000464,205,413,20,119,3,13,7,7,4,Delta Customer 464,Unity Customer 464,2022-04-09,645.6800,1,C000464,GBP,C000464,C000464,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49b9be2714cd547fb8a3a6b543bbe2aa49b9be2714cd547fb8a3a6b543bbe2aa
465,C000465,162,247,26,70,3,6,9,1,3,Quartz Customer 465,Vertex Customer 465,2022-04-10,647.0500,0,C000465,CAD,C000465,C000465,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba6e1b6e99525353baf8115089c5a9d6ba6e1b6e99525353baf8115089c5a9d6
466,C000466,80,310,65,6,2,1,6,1,1,Zenith Customer 466,Orion Customer 466,2022-04-11,648.4200,1,C000466,MXN,C000466,C000466,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12778f2cbd9359c786766ed93f2753c412778f2cbd9359c786766ed93f2753c4
467,C000467,220,468,64,138,2,3,6,8,1,Pioneer Customer 467,Keystone Customer 467,2022-04-12,649.7900,1,C000467,JPY,C000467,C000467,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19461385ba695f15b89d1b0fdc682e0b19461385ba695f15b89d1b0fdc682e0b
468,C000468,27,46,5,125,4,1,6,5,3,Unity Customer 468,Orion Customer 468,2022-04-13,651.1600,1,C000468,USD,C000468,C000468,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,879bf1a50ae35dc4ac2487d4d1806131879bf1a50ae35dc4ac2487d4d1806131
469,C000469,431,418,42,193,4,9,5,2,4,Forge Customer 469,Keystone Customer 469,2022-04-14,652.5300,1,C000469,EUR,C000469,C000469,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fafc60e387fc55dab305717ae9eb324bfafc60e387fc55dab305717ae9eb324b
470,C000470,176,218,45,158,1,4,17,6,3,Keystone Customer 470,Orion Customer 470,2022-04-15,653.9000,0,C000470,GBP,C000470,C000470,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42ae00d6346a5b3181d2da302a8be5a842ae00d6346a5b3181d2da302a8be5a8
471,C000471,80,491,1,115,1,1,1,1,2,Unity Customer 471,Orion Customer 471,2022-04-16,655.2700,1,C000471,CAD,C000471,C000471,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,365371a1829558f59efbf62fd2bae77a365371a1829558f59efbf62fd2bae77a
472,C000472,191,334,60,195,3,3,8,3,3,Vertex Customer 472,Northstar Customer 472,2022-04-17,656.6400,1,C000472,MXN,C000472,C000472,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac94ed7a624e5febbeb19e18db3745c1ac94ed7a624e5febbeb19e18db3745c1
473,C000473,273,188,17,66,2,5,11,3,4,Forge Customer 473,Beacon Customer 473,2022-04-18,658.0100,1,C000473,JPY,C000473,C000473,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76d7812e0cc95ba8af6f8aa8837dc8d776d7812e0cc95ba8af6f8aa8837dc8d7
474,C000474,355,333,65,76,3,12,4,8,1,Unity Customer 474,Keystone Customer 474,2022-04-19,659.3800,1,C000474,USD,C000474,C000474,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,013dcd350c875afcac8a86536b24226b013dcd350c875afcac8a86536b24226b
475,C000475,336,378,9,103,2,12,7,1,4,Vertex Customer 475,Riverton Customer 475,2022-04-20,660.7500,0,C000475,EUR,C000475,C000475,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,849173f89f335ce89fd146538d7f1f14849173f89f335ce89fd146538d7f1f14
476,C000476,90,144,8,189,2,4,7,3,1,Ion Customer 476,Delta Customer 476,2022-04-21,662.1200,1,C000476,GBP,C000476,C000476,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fdad52572115f778feb5d9d5c423af87fdad52572115f778feb5d9d5c423af8
477,C000477,167,381,36,189,4,16,14,7,4,Zenith Customer 477,Vertex Customer 477,2022-04-22,663.4900,1,C000477,CAD,C000477,C000477,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3831004147e54dd99c0053b11ecd232f3831004147e54dd99c0053b11ecd232
478,C000478,5,400,25,189,3,4,8,1,4,Harbor Customer 478,Liberty Customer 478,2022-04-23,664.8600,1,C000478,MXN,C000478,C000478,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27d3f5806b0553369a3f834b8908634127d3f5806b0553369a3f834b89086341
479,C000479,307,165,52,384,2,12,9,8,2,Quartz Customer 479,Pioneer Customer 479,2022-04-24,666.2300,1,C000479,JPY,C000479,C000479,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb047f5f60485b038e2f97787c9b2922eb047f5f60485b038e2f97787c9b2922
480,C000480,71,284,23,193,1,8,8,10,3,Zenith Customer 480,Orion Customer 480,2022-04-25,667.6000,0,C000480,USD,C000480,C000480,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63b32c3224675ea5b9fcbc38b26a0b9d63b32c3224675ea5b9fcbc38b26a0b9d
481,C000481,48,195,53,6,5,16,9,6,1,Meridian Customer 481,Meridian Customer 481,2022-04-26,668.9700,1,C000481,EUR,C000481,C000481,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5fbabc36fcc5f11a5fd39e3b5dea5d4b5fbabc36fcc5f11a5fd39e3b5dea5d4
482,C000482,308,438,1,319,2,4,7,4,2,Delta Customer 482,Beacon Customer 482,2022-04-27,670.3400,1,C000482,GBP,C000482,C000482,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72480bab04555e699f93a0139f525bd472480bab04555e699f93a0139f525bd4
483,C000483,395,474,32,54,5,11,3,1,2,Titan Customer 483,Orion Customer 483,2022-04-28,671.7100,1,C000483,CAD,C000483,C000483,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,721bd1d3798f58559c623fe4d13eabc6721bd1d3798f58559c623fe4d13eabc6
484,C000484,210,254,65,360,2,9,11,4,2,Quartz Customer 484,Delta Customer 484,2022-04-29,673.0800,1,C000484,MXN,C000484,C000484,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7bedee919985b928ec6143c1d52636ca7bedee919985b928ec6143c1d52636c
