MaintenanceConditionPointKey,ConditionPointNumber,AssetKey,MaintenanceAssetComponentTypeKey,MaintenanceConditionTypeKey,UnitOfMeasureKey,MaintenanceConditionPointName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
487,MCP000487,309,191,3,3,Willow MaintenanceConditionPoint 487,MCP000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ee123d0c3a0553993da5e358fe0ceb21ee123d0c3a0553993da5e358fe0ceb2
488,MCP000488,226,426,5,1,Harbor MaintenanceConditionPoint 488,MCP000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b13589c3aa4f540796670d1b3709236bb13589c3aa4f540796670d1b3709236b
489,MCP000489,87,216,8,4,Riverton MaintenanceConditionPoint 489,MCP000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55cbbf11feb65c679f21ac5082da80dd55cbbf11feb65c679f21ac5082da80dd
490,MCP000490,11,291,3,6,Liberty MaintenanceConditionPoint 490,MCP000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf4d04c081225433a7e266136964c84dbf4d04c081225433a7e266136964c84d
491,MCP000491,310,58,1,7,Evergreen MaintenanceConditionPoint 491,MCP000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20f89ced84b75cba877323ee7432fb3d20f89ced84b75cba877323ee7432fb3d
492,MCP000492,280,25,2,5,Titan MaintenanceConditionPoint 492,MCP000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc71416ef6d45b0cbb59583a375afd50fc71416ef6d45b0cbb59583a375afd50
493,MCP000493,373,400,10,7,Cedar MaintenanceConditionPoint 493,MCP000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,937105d8819958d6a9c20d0f43d2d10e937105d8819958d6a9c20d0f43d2d10e
494,MCP000494,384,478,9,5,Pioneer MaintenanceConditionPoint 494,MCP000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1ce956b2c395655b19a8e1be4c06d7ef1ce956b2c395655b19a8e1be4c06d7e
495,MCP000495,12,296,8,3,Keystone MaintenanceConditionPoint 495,MCP000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3372246100a6504390e7092ebbb1c6ed3372246100a6504390e7092ebbb1c6ed
496,MCP000496,142,15,9,6,Junction MaintenanceConditionPoint 496,MCP000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b206505ea0651adbcd7ccc2272ebe4f6b206505ea0651adbcd7ccc2272ebe4f
497,MCP000497,378,107,10,1,Pioneer MaintenanceConditionPoint 497,MCP000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11c6d270b96e59ca80a149384cb64d6611c6d270b96e59ca80a149384cb64d66
498,MCP000498,211,159,7,6,Junction MaintenanceConditionPoint 498,MCP000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b77a5be84f2d50af9b1a4f1c8ce7e5d7b77a5be84f2d50af9b1a4f1c8ce7e5d7
499,MCP000499,356,96,10,5,Atlas MaintenanceConditionPoint 499,MCP000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ada919baabc85aae8286b852254f97a7ada919baabc85aae8286b852254f97a7
500,MCP000500,183,258,9,1,Cedar MaintenanceConditionPoint 500,MCP000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14d28330eb3653578d91f84fd06acb8e14d28330eb3653578d91f84fd06acb8e
