SalesPromotionKey,PromotionCode,SalesPromotionTacticKey,ProductKey,CustomerKey,SalesPriceConditionTypeKey,CurrencyKey,PromotionName,EffectiveDate,ExpirationDate,MaximumDiscountAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
479,SP000479,387,136,484,7,1,Keystone SalesPromotion 479,2021-04-24,2021-04-24,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb6822f0f43e5ef997eb9d40d95f3605cb6822f0f43e5ef997eb9d40d95f3605
480,SP000480,317,471,382,17,5,Summit SalesPromotion 480,2021-04-25,2021-04-25,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,702e18eb11f950b8944039b3c559231a702e18eb11f950b8944039b3c559231a
481,SP000481,196,62,348,1,5,Ion SalesPromotion 481,2021-04-26,2021-04-26,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,512f65386f155714b0618ebcae38cf86512f65386f155714b0618ebcae38cf86
482,SP000482,91,294,482,5,4,Willow SalesPromotion 482,2021-04-27,2021-04-27,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f6457e38d725da7afc2367f612276390f6457e38d725da7afc2367f61227639
483,SP000483,169,196,276,15,4,Junction SalesPromotion 483,2021-04-28,2021-04-28,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3207ed0ad1c35fe49dca4bf3de24c2e83207ed0ad1c35fe49dca4bf3de24c2e8
484,SP000484,168,163,445,17,1,Cedar SalesPromotion 484,2021-04-29,2021-04-29,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19a26ef5af7b544d9f37909d43f0c43a19a26ef5af7b544d9f37909d43f0c43a
485,SP000485,362,119,226,17,5,Quartz SalesPromotion 485,2021-04-30,2021-04-30,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fe9a5066176565f9082b890d1ca0dc62fe9a5066176565f9082b890d1ca0dc6
486,SP000486,464,458,171,16,5,Titan SalesPromotion 486,2021-05-01,2021-05-01,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2dbee391d6c5df482f89606a60692bed2dbee391d6c5df482f89606a60692be
487,SP000487,14,196,316,8,4,Liberty SalesPromotion 487,2021-05-02,2021-05-02,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,deacc8428ea35545a2989295a8f6a02ddeacc8428ea35545a2989295a8f6a02d
488,SP000488,135,206,210,13,5,Meridian SalesPromotion 488,2021-05-03,2021-05-03,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60e5d7a6f714567483a08594a4dbda3260e5d7a6f714567483a08594a4dbda32
489,SP000489,128,222,472,11,3,Beacon SalesPromotion 489,2021-05-04,2021-05-04,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6474370f69b569d8a7435b414222e96f6474370f69b569d8a7435b414222e96
490,SP000490,75,318,347,12,1,Harbor SalesPromotion 490,2021-05-05,2021-05-05,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf3582d898695ac48efd6e9259d82703cf3582d898695ac48efd6e9259d82703
491,SP000491,360,494,167,18,3,Orion SalesPromotion 491,2021-05-06,2021-05-06,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9062c65b1ec053f98456ac8a842227fe9062c65b1ec053f98456ac8a842227fe
492,SP000492,161,331,154,5,4,Orion SalesPromotion 492,2021-05-07,2021-05-07,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2a8cc53cede558195914170e4db3b02d2a8cc53cede558195914170e4db3b02
493,SP000493,74,-1,-1,15,2,Beacon SalesPromotion 493,2021-05-08,2021-05-08,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd51acb27bf354b2b9fd8450da09d4a9fd51acb27bf354b2b9fd8450da09d4a9
494,SP000494,132,199,111,6,1,Zenith SalesPromotion 494,2021-05-09,2021-05-09,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aba42ea1b838572dbc57c6c8f1ac06ababa42ea1b838572dbc57c6c8f1ac06ab
495,SP000495,487,128,377,6,1,Liberty SalesPromotion 495,2021-05-10,2021-05-10,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b35ae647665515d82b63f4edc991aa85b35ae647665515d82b63f4edc991aa8
496,SP000496,152,177,191,12,4,Ion SalesPromotion 496,2021-05-11,2021-05-11,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a02c54abddd053b7885fbd70f5ebc94ca02c54abddd053b7885fbd70f5ebc94c
497,SP000497,404,268,78,15,5,Riverton SalesPromotion 497,2021-05-12,2021-05-12,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e7082f133195d26b6cfb62f32e84f3d7e7082f133195d26b6cfb62f32e84f3d
498,SP000498,339,290,323,17,4,Unity SalesPromotion 498,2021-05-13,2021-05-13,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15ce132322c55459b7f3c69d831c7fe415ce132322c55459b7f3c69d831c7fe4
499,SP000499,423,299,476,12,2,Forge SalesPromotion 499,2021-05-14,2021-05-14,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc0d6048c90e568782c2f22aa69bc8d5dc0d6048c90e568782c2f22aa69bc8d5
500,SP000500,198,473,45,4,5,Summit SalesPromotion 500,2021-05-15,2021-05-15,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41f4f6be6f12526ca9addd48ef59f55641f4f6be6f12526ca9addd48ef59f556
