QualityInspectionPlanKey,InspectionPlanNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,QualityInspectionTypeKey,EngineeringLifecycleStatusKey,QualityInspectionPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
486,QIP000486,78,475,169,2,10,Orion QualityInspectionPlan 486,QIP000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ce0bd24819e53a68e80e96e15adc15e8ce0bd24819e53a68e80e96e15adc15e
487,QIP000487,323,279,226,8,2,Zenith QualityInspectionPlan 487,QIP000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db0baabbfada575dbee7f72243226fecdb0baabbfada575dbee7f72243226fec
488,QIP000488,19,498,229,11,7,Summit QualityInspectionPlan 488,QIP000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bddaddb249de53ab903b832856ef4ff2bddaddb249de53ab903b832856ef4ff2
489,QIP000489,155,246,230,6,7,Junction QualityInspectionPlan 489,QIP000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a71edb0a11d5bb38028269fabe48c551a71edb0a11d5bb38028269fabe48c55
490,QIP000490,397,60,113,7,2,Quartz QualityInspectionPlan 490,QIP000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26f8c1ba68dc5110b2fd3d96a1ea283426f8c1ba68dc5110b2fd3d96a1ea2834
491,QIP000491,6,386,72,6,4,Cedar QualityInspectionPlan 491,QIP000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3d79517813750da9bad9d0ccd97d742d3d79517813750da9bad9d0ccd97d742
492,QIP000492,446,190,194,8,2,Titan QualityInspectionPlan 492,QIP000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c4536666d6c5e4da143c818932576382c4536666d6c5e4da143c81893257638
493,QIP000493,-1,-1,37,7,-1,Junction QualityInspectionPlan 493,QIP000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e6b23d287d1547582895f2bdd4803204e6b23d287d1547582895f2bdd480320
494,QIP000494,36,116,84,3,6,Orion QualityInspectionPlan 494,QIP000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4ffe46e547c5812b2751ebebfcc457eb4ffe46e547c5812b2751ebebfcc457e
495,QIP000495,274,435,190,10,2,Willow QualityInspectionPlan 495,QIP000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44048e83b0e95f39ba637a59566814d444048e83b0e95f39ba637a59566814d4
496,QIP000496,200,125,27,6,8,Liberty QualityInspectionPlan 496,QIP000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fcac0d41b6453f3a2c6a05352a79e665fcac0d41b6453f3a2c6a05352a79e66
497,QIP000497,272,76,110,11,7,Pioneer QualityInspectionPlan 497,QIP000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4ace4b18528513a8c528c83b4586ec1f4ace4b18528513a8c528c83b4586ec1
498,QIP000498,488,490,226,3,2,Atlas QualityInspectionPlan 498,QIP000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6acfb59c32ef5ddbbece82f9f2b894276acfb59c32ef5ddbbece82f9f2b89427
499,QIP000499,349,326,95,5,9,Titan QualityInspectionPlan 499,QIP000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a860c695fbbc550cad31b08781d48e34a860c695fbbc550cad31b08781d48e34
500,QIP000500,482,358,93,9,10,Riverton QualityInspectionPlan 500,QIP000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9ae2a4c790057a18e86d4ee9b66a93dc9ae2a4c790057a18e86d4ee9b66a93d
