QualityCertificateAnalysisKey,CertificateAnalysisNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,ComplianceStandardKey,ApprovalStatusKey,QualityCertificateAnalysisName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
479,QCA000479,35,266,201,5,3,Pioneer QualityCertificateAnalysis 479,QCA000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b96fab37f327524991c1c25f0189a3d6b96fab37f327524991c1c25f0189a3d6
480,QCA000480,87,119,68,17,2,Atlas QualityCertificateAnalysis 480,QCA000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd1ff36ad4ca5f078592d326521c6597dd1ff36ad4ca5f078592d326521c6597
481,QCA000481,263,484,63,25,4,Cedar QualityCertificateAnalysis 481,QCA000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3622eb1c4d5057c2a68c58fbecd1cc403622eb1c4d5057c2a68c58fbecd1cc40
482,QCA000482,129,275,72,15,4,Cedar QualityCertificateAnalysis 482,QCA000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46086bf50ffe56c6921894a6be2fd7fa46086bf50ffe56c6921894a6be2fd7fa
483,QCA000483,329,28,170,8,5,Forge QualityCertificateAnalysis 483,QCA000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92afba42456952ad93c1af63b516ddfb92afba42456952ad93c1af63b516ddfb
484,QCA000484,319,403,15,10,4,Meridian QualityCertificateAnalysis 484,QCA000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c3f2f4aca58501cbccc11b2ad7a50038c3f2f4aca58501cbccc11b2ad7a5003
485,QCA000485,355,162,135,8,3,Evergreen QualityCertificateAnalysis 485,QCA000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8390d4609f957208df3afb946ef0b3fd8390d4609f957208df3afb946ef0b3f
486,QCA000486,210,242,190,7,3,Forge QualityCertificateAnalysis 486,QCA000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c9b168b03335a74b8346f9985efb32b4c9b168b03335a74b8346f9985efb32b
487,QCA000487,53,484,166,17,3,Summit QualityCertificateAnalysis 487,QCA000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61c30787b4c452cdb2c27c3dde0bfac561c30787b4c452cdb2c27c3dde0bfac5
488,QCA000488,290,93,53,21,2,Atlas QualityCertificateAnalysis 488,QCA000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a2adf315ed257acb8360a769dd93e757a2adf315ed257acb8360a769dd93e75
489,QCA000489,217,96,126,25,3,Northstar QualityCertificateAnalysis 489,QCA000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c90c206a5eb556982f3133a1bc185a32c90c206a5eb556982f3133a1bc185a3
490,QCA000490,377,321,172,14,3,Quartz QualityCertificateAnalysis 490,QCA000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1439d67f3cdf584abfefbc9ae9d372e01439d67f3cdf584abfefbc9ae9d372e0
491,QCA000491,182,255,133,17,1,Forge QualityCertificateAnalysis 491,QCA000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e322f8b4dffa5f9f8dadd6c415ead712e322f8b4dffa5f9f8dadd6c415ead712
492,QCA000492,215,89,163,10,3,Beacon QualityCertificateAnalysis 492,QCA000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f80db20097b9519488a1250b7d8d7cc0f80db20097b9519488a1250b7d8d7cc0
493,QCA000493,256,-1,93,20,2,Riverton QualityCertificateAnalysis 493,QCA000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fc10b412a395410a67d21958e69602a4fc10b412a395410a67d21958e69602a
494,QCA000494,81,108,240,15,1,Delta QualityCertificateAnalysis 494,QCA000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6b032f53ff356bfadf9e832ef8f6733a6b032f53ff356bfadf9e832ef8f6733
495,QCA000495,330,84,79,8,3,Northstar QualityCertificateAnalysis 495,QCA000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0d1e5dcf52853399ebb0971cc57f15bd0d1e5dcf52853399ebb0971cc57f15b
496,QCA000496,402,385,184,23,3,Pioneer QualityCertificateAnalysis 496,QCA000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bccfcaf0900c545fb8b9fad885ce1566bccfcaf0900c545fb8b9fad885ce1566
497,QCA000497,296,23,10,7,1,Forge QualityCertificateAnalysis 497,QCA000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5ab0f36b5925743b54c54dad9aed4c7e5ab0f36b5925743b54c54dad9aed4c7
498,QCA000498,437,402,9,8,3,Meridian QualityCertificateAnalysis 498,QCA000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cccebb71451959d3bcc23edb6fa794f0cccebb71451959d3bcc23edb6fa794f0
499,QCA000499,213,283,128,5,2,Riverton QualityCertificateAnalysis 499,QCA000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff527e68070350b68a8113cac1d1e720ff527e68070350b68a8113cac1d1e720
500,QCA000500,94,49,227,15,1,Summit QualityCertificateAnalysis 500,QCA000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85b3db55619651c582f2db2bf951340085b3db55619651c582f2db2bf9513400
