MaintenanceWorkRequestKey,WorkRequestNumber,AssetKey,PlantKey,RequesterEmployeeKey,PriorityKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,MaintenanceWorkRequestName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
474,MWR000474,419,96,152,5,12,10,Orion MaintenanceWorkRequest 474,MWR000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7ddd2afc6a55591af1b1111592126b0d7ddd2afc6a55591af1b1111592126b0
475,MWR000475,136,206,22,1,4,8,Willow MaintenanceWorkRequest 475,MWR000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4f0339d1ed25eb1815ac87793e475a1f4f0339d1ed25eb1815ac87793e475a1
476,MWR000476,15,302,-1,3,3,6,Cedar MaintenanceWorkRequest 476,MWR000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d91186c9338547d908e8830aa59f7ee0d91186c9338547d908e8830aa59f7ee
477,MWR000477,123,130,426,3,6,2,Quartz MaintenanceWorkRequest 477,MWR000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3dc1682297351c99879cb3b5e61524db3dc1682297351c99879cb3b5e61524d
478,MWR000478,322,244,22,5,9,12,Pioneer MaintenanceWorkRequest 478,MWR000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb594900f1555094b6e99ed09093a607bb594900f1555094b6e99ed09093a607
479,MWR000479,303,296,241,5,8,7,Quartz MaintenanceWorkRequest 479,MWR000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ec2d57b7a25515fb96ef106d4bbc2f93ec2d57b7a25515fb96ef106d4bbc2f9
480,MWR000480,21,277,105,1,5,3,Riverton MaintenanceWorkRequest 480,MWR000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c34789e117b25af6986b4b14e19f5312c34789e117b25af6986b4b14e19f5312
481,MWR000481,314,317,326,4,2,9,Harbor MaintenanceWorkRequest 481,MWR000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04ee4f536aa351a8807e72861026b25e04ee4f536aa351a8807e72861026b25e
482,MWR000482,474,119,181,3,3,5,Meridian MaintenanceWorkRequest 482,MWR000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9282d57680bb5d8eb235649f908c788e9282d57680bb5d8eb235649f908c788e
483,MWR000483,306,225,389,2,3,10,Summit MaintenanceWorkRequest 483,MWR000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97bed43c83755a369bf0cf153bad24c297bed43c83755a369bf0cf153bad24c2
484,MWR000484,191,88,13,2,9,4,Vertex MaintenanceWorkRequest 484,MWR000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d631e5e7aef65154872ca6ec92adaa08d631e5e7aef65154872ca6ec92adaa08
485,MWR000485,207,216,124,2,8,3,Vertex MaintenanceWorkRequest 485,MWR000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87517c5c913f52d59ce2492d8aef4c3f87517c5c913f52d59ce2492d8aef4c3f
486,MWR000486,169,22,235,2,5,2,Northstar MaintenanceWorkRequest 486,MWR000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feec91096e8b5c96bf5bd7f2ade477f4feec91096e8b5c96bf5bd7f2ade477f4
487,MWR000487,198,248,114,1,10,4,Pioneer MaintenanceWorkRequest 487,MWR000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85250c7cfd1e5976a13fad2184a3bb3385250c7cfd1e5976a13fad2184a3bb33
488,MWR000488,318,96,408,5,4,1,Orion MaintenanceWorkRequest 488,MWR000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0e5450f13bf5470b53a7d771044af73b0e5450f13bf5470b53a7d771044af73
489,MWR000489,365,189,157,3,9,2,Unity MaintenanceWorkRequest 489,MWR000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f2fa762f1ce5b7b8580e11c9656b9327f2fa762f1ce5b7b8580e11c9656b932
490,MWR000490,134,255,477,2,3,1,Atlas MaintenanceWorkRequest 490,MWR000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f4fc3206b165088b2b4b5420a47b3f59f4fc3206b165088b2b4b5420a47b3f5
491,MWR000491,397,126,408,2,2,5,Junction MaintenanceWorkRequest 491,MWR000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3d750d71f8558869f42c0d4d117cb73b3d750d71f8558869f42c0d4d117cb73
492,MWR000492,23,97,263,1,9,9,Orion MaintenanceWorkRequest 492,MWR000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1799391c21925074b6d57ec8310f9f6b1799391c21925074b6d57ec8310f9f6b
493,MWR000493,494,287,-1,3,6,7,Meridian MaintenanceWorkRequest 493,MWR000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44bb584257d05bd49a4a3377f6f74e8744bb584257d05bd49a4a3377f6f74e87
494,MWR000494,239,298,107,2,3,2,Willow MaintenanceWorkRequest 494,MWR000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4ef3f0751775f0cb2ad1256a755be0cc4ef3f0751775f0cb2ad1256a755be0c
495,MWR000495,289,267,477,2,12,2,Forge MaintenanceWorkRequest 495,MWR000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e74ddeae387853898f62c205a51de974e74ddeae387853898f62c205a51de974
496,MWR000496,497,131,135,5,11,4,Beacon MaintenanceWorkRequest 496,MWR000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93b948a5985d589cbc30b836413ca9f393b948a5985d589cbc30b836413ca9f3
497,MWR000497,387,349,382,4,8,1,Zenith MaintenanceWorkRequest 497,MWR000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16d4e258976b5935a3a3e5868065194916d4e258976b5935a3a3e58680651949
498,MWR000498,135,309,394,3,12,12,Quartz MaintenanceWorkRequest 498,MWR000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e01ab75831895581a7a9104a64c6d44be01ab75831895581a7a9104a64c6d44b
499,MWR000499,379,1,111,1,7,11,Orion MaintenanceWorkRequest 499,MWR000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b2e5fc46d1a53618233ba6be802b42a8b2e5fc46d1a53618233ba6be802b42a
500,MWR000500,490,301,368,2,10,10,Evergreen MaintenanceWorkRequest 500,MWR000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73ae33f4aa1453b0a9bc85ac066010c373ae33f4aa1453b0a9bc85ac066010c3
