SalesOrderLineKey,SalesOrderLineCode,SalesOrderHeaderKey,ProductKey,CustomerKey,SalesOrderLifecycleStatusKey,UnitOfMeasureKey,LineSequenceNumber,CustomerLineReference,RequestedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
489,SOL000489,289,456,467,12,4,489,SalesOrderLine-CustomerLineReference-489,2021-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,874659d9cad85980a4fd98930e44b3ca874659d9cad85980a4fd98930e44b3ca
490,SOL000490,70,222,182,1,2,490,SalesOrderLine-CustomerLineReference-490,2021-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ad6cd44162c548f8780deaeaf0bf00d9ad6cd44162c548f8780deaeaf0bf00d
491,SOL000491,477,226,187,12,4,491,SalesOrderLine-CustomerLineReference-491,2021-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cc6aba0b8f152fab2851e830f3c55485cc6aba0b8f152fab2851e830f3c5548
492,SOL000492,405,446,277,4,4,492,SalesOrderLine-CustomerLineReference-492,2021-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cff8d11f2a86581390025e57ce21e55dcff8d11f2a86581390025e57ce21e55d
493,SOL000493,460,77,302,14,6,493,SalesOrderLine-CustomerLineReference-493,2021-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,473e96385d9d51d68fea4cd40511cc8b473e96385d9d51d68fea4cd40511cc8b
494,SOL000494,272,404,481,3,1,494,SalesOrderLine-CustomerLineReference-494,2021-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56a9f1eccc0b571599ebd1b8c440b56456a9f1eccc0b571599ebd1b8c440b564
495,SOL000495,15,171,158,12,5,495,SalesOrderLine-CustomerLineReference-495,2021-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,388627765a3b53e39da543800b61c16b388627765a3b53e39da543800b61c16b
496,SOL000496,359,498,457,10,5,496,SalesOrderLine-CustomerLineReference-496,2021-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76b80c4e26fd5c89b32d4620a4746fdf76b80c4e26fd5c89b32d4620a4746fdf
497,SOL000497,414,27,396,9,5,497,SalesOrderLine-CustomerLineReference-497,2021-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d02a09c138e5b2abe5cbaf719f6d0a46d02a09c138e5b2abe5cbaf719f6d0a4
498,SOL000498,57,465,451,7,2,498,SalesOrderLine-CustomerLineReference-498,2021-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3f3797d547f5bc183b266933a925dd5c3f3797d547f5bc183b266933a925dd5
499,SOL000499,249,47,466,3,6,499,SalesOrderLine-CustomerLineReference-499,2021-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f173b003edd5745984d4dad169b7a2a6f173b003edd5745984d4dad169b7a2a
500,SOL000500,217,347,425,8,5,500,SalesOrderLine-CustomerLineReference-500,2021-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f52f9fdf655e54838fdfea3ac7415125f52f9fdf655e54838fdfea3ac7415125
