WorkCenterKey,WorkCenterCode,SiteKey,WorkCenterTypeKey,WorkCenterCapabilityKey,UnitOfMeasureKey,RecordStatusKey,ShiftCodeKey,WorkCenterName,WorkCenterDescription,CapacityPerHourValue,CrewSizeValue,SetupTimeMinutes,QueueTimeMinutes,FiniteCapacityFlag,BottleneckFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
427,WC000427,254,22,251,2,1,8,Junction WorkCenter 427,WorkCenter starter record 427,594.9900,594.99,432.0000,432.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26e91ffdf4955884b6aae9efbeb24a4226e91ffdf4955884b6aae9efbeb24a42
428,WC000428,283,37,87,7,1,9,Zenith WorkCenter 428,WorkCenter starter record 428,596.3600,596.36,433.0000,433.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,768b581d959d51f1a2933b8c82dfb85d768b581d959d51f1a2933b8c82dfb85d
429,WC000429,397,14,410,1,4,6,Junction WorkCenter 429,WorkCenter starter record 429,597.7300,597.73,434.0000,434.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39a44174e5a758bcb5e93264e94f744039a44174e5a758bcb5e93264e94f7440
430,WC000430,272,27,318,5,4,8,Atlas WorkCenter 430,WorkCenter starter record 430,599.1000,599.10,435.0000,435.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c55e8f1deb115eddb10c477972977870c55e8f1deb115eddb10c477972977870
431,WC000431,474,30,119,6,2,10,Delta WorkCenter 431,WorkCenter starter record 431,600.4700,600.47,436.0000,436.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f37e1e95670b5fb8a3c53cb0e4a8adfff37e1e95670b5fb8a3c53cb0e4a8adff
432,WC000432,102,20,415,2,1,4,Unity WorkCenter 432,WorkCenter starter record 432,601.8400,601.84,437.0000,437.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e62219ab205f57d69587fc3e41564e66e62219ab205f57d69587fc3e41564e66
433,WC000433,468,4,109,5,4,11,Evergreen WorkCenter 433,WorkCenter starter record 433,603.2100,603.21,438.0000,438.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aae6bd3f81f558bb1527136f3d0d0c45aae6bd3f81f558bb1527136f3d0d0c4
434,WC000434,402,40,207,6,3,5,Willow WorkCenter 434,WorkCenter starter record 434,604.5800,604.58,439.0000,439.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,466db01553495518a5ada6bcf762d396466db01553495518a5ada6bcf762d396
435,WC000435,330,18,112,4,1,7,Riverton WorkCenter 435,WorkCenter starter record 435,605.9500,605.95,440.0000,440.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a371f0940105e3ca5a703a2261432ba2a371f0940105e3ca5a703a2261432ba
436,WC000436,351,20,57,7,3,1,Keystone WorkCenter 436,WorkCenter starter record 436,607.3200,607.32,441.0000,441.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbf21fec865e5c678f42f6d9dc84cb7abbf21fec865e5c678f42f6d9dc84cb7a
437,WC000437,159,1,312,5,1,1,Pioneer WorkCenter 437,WorkCenter starter record 437,608.6900,608.69,442.0000,442.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,654cd03fe2e25c059197c94dd776900f654cd03fe2e25c059197c94dd776900f
438,WC000438,187,17,67,2,3,9,Beacon WorkCenter 438,WorkCenter starter record 438,610.0600,610.06,443.0000,443.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de88e3c06fd15bfda3b2c791164e4b7dde88e3c06fd15bfda3b2c791164e4b7d
439,WC000439,370,39,197,3,1,7,Beacon WorkCenter 439,WorkCenter starter record 439,611.4300,611.43,444.0000,444.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeea74d09a7a53c687a04e65394859edaeea74d09a7a53c687a04e65394859ed
440,WC000440,440,35,466,1,2,9,Harbor WorkCenter 440,WorkCenter starter record 440,612.8000,612.80,445.0000,445.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37dec967d6ad5c35899c2a1f2377b9b637dec967d6ad5c35899c2a1f2377b9b6
441,WC000441,405,24,175,7,3,7,Keystone WorkCenter 441,WorkCenter starter record 441,614.1700,614.17,446.0000,446.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7219a8163939570da7dca8febca492617219a8163939570da7dca8febca49261
442,WC000442,488,5,84,1,3,2,Zenith WorkCenter 442,WorkCenter starter record 442,615.5400,615.54,447.0000,447.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f616a65c192459b383c3a215f38b2b01f616a65c192459b383c3a215f38b2b01
443,WC000443,373,20,469,1,1,12,Forge WorkCenter 443,WorkCenter starter record 443,616.9100,616.91,448.0000,448.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dfdd4418f835d28a65e87fc6dee1e4a8dfdd4418f835d28a65e87fc6dee1e4a
444,WC000444,123,12,54,2,4,6,Titan WorkCenter 444,WorkCenter starter record 444,618.2800,618.28,449.0000,449.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5859d014ad805938932519e3480d8f675859d014ad805938932519e3480d8f67
445,WC000445,344,21,433,2,4,3,Liberty WorkCenter 445,WorkCenter starter record 445,619.6500,619.65,450.0000,450.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6aa823d3821538d9ac9309fb8d9ab57f6aa823d3821538d9ac9309fb8d9ab57
446,WC000446,471,16,217,6,4,4,Northstar WorkCenter 446,WorkCenter starter record 446,621.0200,621.02,451.0000,451.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2db2f5bf64d753d6bd4f3b9451dec3a32db2f5bf64d753d6bd4f3b9451dec3a3
447,WC000447,155,10,216,1,2,4,Quartz WorkCenter 447,WorkCenter starter record 447,622.3900,622.39,452.0000,452.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1cc7296421d5eb9950255127a7dbe28c1cc7296421d5eb9950255127a7dbe28
448,WC000448,389,10,282,4,2,6,Liberty WorkCenter 448,WorkCenter starter record 448,623.7600,623.76,453.0000,453.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba1a7582bf3959b18a300e51ea9f8ea6ba1a7582bf3959b18a300e51ea9f8ea6
449,WC000449,90,2,220,7,1,12,Ion WorkCenter 449,WorkCenter starter record 449,625.1300,625.13,454.0000,454.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0775b403655586a84fa6be53427341ea0775b403655586a84fa6be53427341e
450,WC000450,384,13,277,2,2,4,Quartz WorkCenter 450,WorkCenter starter record 450,626.5000,626.50,455.0000,455.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff3d8f246ab159dca85948d327feed13ff3d8f246ab159dca85948d327feed13
451,WC000451,273,39,13,1,4,10,Orion WorkCenter 451,WorkCenter starter record 451,627.8700,627.87,456.0000,456.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f97c91b1fc2b54339b99cdb5ec5263a5f97c91b1fc2b54339b99cdb5ec5263a5
452,WC000452,379,36,8,7,1,9,Unity WorkCenter 452,WorkCenter starter record 452,629.2400,629.24,457.0000,457.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5861060f1dac5e719569f804e038ebd35861060f1dac5e719569f804e038ebd3
453,WC000453,476,5,211,6,4,9,Cedar WorkCenter 453,WorkCenter starter record 453,630.6100,630.61,458.0000,458.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4daf902f06ca524f911f54ff9c64ed054daf902f06ca524f911f54ff9c64ed05
454,WC000454,463,29,255,1,2,1,Delta WorkCenter 454,WorkCenter starter record 454,631.9800,631.98,459.0000,459.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,374d7961916d5878a9cb6f68379bddca374d7961916d5878a9cb6f68379bddca
455,WC000455,385,18,241,4,4,1,Meridian WorkCenter 455,WorkCenter starter record 455,633.3500,633.35,460.0000,460.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15b79ade95765824bb1cf14093dfc79915b79ade95765824bb1cf14093dfc799
456,WC000456,312,40,40,1,4,11,Atlas WorkCenter 456,WorkCenter starter record 456,634.7200,634.72,461.0000,461.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18c20b3e78875fb79082561aa248503a18c20b3e78875fb79082561aa248503a
457,WC000457,463,39,74,1,1,11,Granite WorkCenter 457,WorkCenter starter record 457,636.0900,636.09,462.0000,462.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5480c9a4331c55bfa046d74cb8a0f0b05480c9a4331c55bfa046d74cb8a0f0b0
458,WC000458,219,21,310,1,1,6,Harbor WorkCenter 458,WorkCenter starter record 458,637.4600,637.46,463.0000,463.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35a93cdb38525d74a151bbd1b477c04335a93cdb38525d74a151bbd1b477c043
459,WC000459,30,9,55,6,3,4,Zenith WorkCenter 459,WorkCenter starter record 459,638.8300,638.83,464.0000,464.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76e79471f6cf5e64bea2d59777eb891b76e79471f6cf5e64bea2d59777eb891b
460,WC000460,173,1,421,5,3,10,Unity WorkCenter 460,WorkCenter starter record 460,640.2000,640.20,465.0000,465.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6400eacdf7975ed9bcdc108828c9e02f6400eacdf7975ed9bcdc108828c9e02f
461,WC000461,458,1,393,4,1,6,Keystone WorkCenter 461,WorkCenter starter record 461,641.5700,641.57,466.0000,466.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,379e46b07c5652f8a881ca89ba3f04fb379e46b07c5652f8a881ca89ba3f04fb
462,WC000462,9,4,328,3,4,8,Forge WorkCenter 462,WorkCenter starter record 462,642.9400,642.94,467.0000,467.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d14f51f6f5bf599bb32fc2e88febdf9ed14f51f6f5bf599bb32fc2e88febdf9e
463,WC000463,62,38,237,2,2,7,Evergreen WorkCenter 463,WorkCenter starter record 463,644.3100,644.31,468.0000,468.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60400e03854d5708a033ae6eac71bc2960400e03854d5708a033ae6eac71bc29
464,WC000464,245,18,13,5,3,9,Northstar WorkCenter 464,WorkCenter starter record 464,645.6800,645.68,469.0000,469.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9daa600334735690b79b04e88bcb4ea29daa600334735690b79b04e88bcb4ea2
465,WC000465,256,26,36,3,2,10,Pioneer WorkCenter 465,WorkCenter starter record 465,647.0500,647.05,470.0000,470.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1134512b90ab5b7ead7436843c4622a71134512b90ab5b7ead7436843c4622a7
466,WC000466,486,11,370,7,2,11,Junction WorkCenter 466,WorkCenter starter record 466,648.4200,648.42,471.0000,471.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,255b25cc99885de190865ea79c5fed4f255b25cc99885de190865ea79c5fed4f
467,WC000467,253,3,145,4,4,12,Unity WorkCenter 467,WorkCenter starter record 467,649.7900,649.79,472.0000,472.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c37413869c15e98bf264fc6766287454c37413869c15e98bf264fc676628745
468,WC000468,182,8,64,6,4,10,Northstar WorkCenter 468,WorkCenter starter record 468,651.1600,651.16,473.0000,473.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5436fd1a0495ebf901187276f177ea6d5436fd1a0495ebf901187276f177ea6
469,WC000469,146,39,270,4,4,1,Vertex WorkCenter 469,WorkCenter starter record 469,652.5300,652.53,474.0000,474.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56a4ca4e648951409aed0b12dba9f64856a4ca4e648951409aed0b12dba9f648
470,WC000470,29,13,213,3,2,6,Forge WorkCenter 470,WorkCenter starter record 470,653.9000,653.90,475.0000,475.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,014ebd17c822570bb34e4b2ea155d808014ebd17c822570bb34e4b2ea155d808
471,WC000471,90,5,53,3,4,9,Summit WorkCenter 471,WorkCenter starter record 471,655.2700,655.27,476.0000,476.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b87107e1ec3650a0bf452e2f38e7211cb87107e1ec3650a0bf452e2f38e7211c
472,WC000472,270,13,64,6,1,10,Cedar WorkCenter 472,WorkCenter starter record 472,656.6400,656.64,477.0000,477.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,702a6b7942055cfa8fef5589a3b19687702a6b7942055cfa8fef5589a3b19687
473,WC000473,340,17,428,6,2,9,Quartz WorkCenter 473,WorkCenter starter record 473,658.0100,658.01,478.0000,478.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8284ad85dcb35d8d9a74cfedd305b1908284ad85dcb35d8d9a74cfedd305b190
474,WC000474,207,19,499,4,2,12,Willow WorkCenter 474,WorkCenter starter record 474,659.3800,659.38,479.0000,479.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8d41db41d8c5cc88be4ef4396f8e480b8d41db41d8c5cc88be4ef4396f8e480
475,WC000475,1,35,378,4,3,4,Pioneer WorkCenter 475,WorkCenter starter record 475,660.7500,660.75,480.0000,480.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f5d8a3107a356e5abb7b4750bf4b2ae6f5d8a3107a356e5abb7b4750bf4b2ae
476,WC000476,47,15,454,3,4,9,Quartz WorkCenter 476,WorkCenter starter record 476,662.1200,662.12,481.0000,481.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,896db354fd7c52919bd29ff7b2484a52896db354fd7c52919bd29ff7b2484a52
477,WC000477,393,5,422,5,1,5,Ion WorkCenter 477,WorkCenter starter record 477,663.4900,663.49,482.0000,482.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32b442f4e359511aac0e9ed60575d89732b442f4e359511aac0e9ed60575d897
478,WC000478,128,8,185,7,2,11,Titan WorkCenter 478,WorkCenter starter record 478,664.8600,664.86,483.0000,483.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,428d46574e2452af960322a6e93b31a6428d46574e2452af960322a6e93b31a6
479,WC000479,95,18,449,2,3,4,Beacon WorkCenter 479,WorkCenter starter record 479,666.2300,666.23,484.0000,484.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f82358393c25e889746ca157a886cd15f82358393c25e889746ca157a886cd1
480,WC000480,352,17,419,6,2,6,Cedar WorkCenter 480,WorkCenter starter record 480,667.6000,667.60,485.0000,485.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,357d64d14cc551d799fd1bac06a1a03c357d64d14cc551d799fd1bac06a1a03c
481,WC000481,96,19,263,2,1,7,Northstar WorkCenter 481,WorkCenter starter record 481,668.9700,668.97,486.0000,486.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,819e5df7a37f5e1999e6d57d9c848027819e5df7a37f5e1999e6d57d9c848027
482,WC000482,402,20,130,5,3,11,Cedar WorkCenter 482,WorkCenter starter record 482,670.3400,670.34,487.0000,487.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f366cacf7ba35210b3adfc5e50ecb2edf366cacf7ba35210b3adfc5e50ecb2ed
483,WC000483,438,26,146,3,4,8,Orion WorkCenter 483,WorkCenter starter record 483,671.7100,671.71,488.0000,488.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b14c782a61005a61ba58705d89f3011ab14c782a61005a61ba58705d89f3011a
484,WC000484,355,18,226,1,4,7,Pioneer WorkCenter 484,WorkCenter starter record 484,673.0800,673.08,489.0000,489.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7323438e5fe5c638baaaea2a45f309de7323438e5fe5c638baaaea2a45f309d
485,WC000485,499,25,452,4,2,11,Quartz WorkCenter 485,WorkCenter starter record 485,674.4500,674.45,490.0000,490.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79fedf81347551aeb067aeb308ed833979fedf81347551aeb067aeb308ed8339
486,WC000486,372,28,314,2,1,11,Ion WorkCenter 486,WorkCenter starter record 486,675.8200,675.82,491.0000,491.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,759d3b1bafd352b48ca297b0361db231759d3b1bafd352b48ca297b0361db231
487,WC000487,308,25,362,1,3,6,Forge WorkCenter 487,WorkCenter starter record 487,677.1900,677.19,492.0000,492.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c99fa5b3b1f9583c94430fe2eb3b3349c99fa5b3b1f9583c94430fe2eb3b3349
488,WC000488,24,34,494,7,4,1,Summit WorkCenter 488,WorkCenter starter record 488,678.5600,678.56,493.0000,493.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca79ec37a3e8561b9987e53b6e3e99ddca79ec37a3e8561b9987e53b6e3e99dd
489,WC000489,266,27,478,4,4,1,Junction WorkCenter 489,WorkCenter starter record 489,679.9300,679.93,494.0000,494.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d143b50738e55c78a006001f365306c8d143b50738e55c78a006001f365306c
490,WC000490,270,19,346,4,1,6,Ion WorkCenter 490,WorkCenter starter record 490,681.3000,681.30,495.0000,495.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56e4565ffda55049a55efb39ade177a156e4565ffda55049a55efb39ade177a1
491,WC000491,466,15,202,3,2,4,Liberty WorkCenter 491,WorkCenter starter record 491,682.6700,682.67,496.0000,496.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e78ea27ea69354d6b139de524702a6c9e78ea27ea69354d6b139de524702a6c9
492,WC000492,71,25,467,7,4,7,Atlas WorkCenter 492,WorkCenter starter record 492,684.0400,684.04,497.0000,497.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d26743c6d5a54a8ba2c03604c364acf4d26743c6d5a54a8ba2c03604c364acf
493,WC000493,243,8,406,7,3,2,Evergreen WorkCenter 493,WorkCenter starter record 493,685.4100,685.41,498.0000,498.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54d2509f2f1c506fbe3a8f86db1e60ef54d2509f2f1c506fbe3a8f86db1e60ef
494,WC000494,398,33,117,5,4,2,Summit WorkCenter 494,WorkCenter starter record 494,686.7800,686.78,499.0000,499.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d627d4bcdc675b7c8d477d462b4d89fdd627d4bcdc675b7c8d477d462b4d89fd
495,WC000495,232,14,273,1,1,3,Cedar WorkCenter 495,WorkCenter starter record 495,688.1500,688.15,500.0000,500.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de30ca09ce09583fb4ab25414e2e9bffde30ca09ce09583fb4ab25414e2e9bff
496,WC000496,70,12,128,2,4,8,Junction WorkCenter 496,WorkCenter starter record 496,689.5200,689.52,501.0000,501.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,797221aa739551c2a31b34db461528fb797221aa739551c2a31b34db461528fb
497,WC000497,57,12,239,4,4,2,Junction WorkCenter 497,WorkCenter starter record 497,690.8900,690.89,502.0000,502.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1691350e80995f49a08c96ab5cf481191691350e80995f49a08c96ab5cf48119
498,WC000498,458,25,179,2,3,9,Cedar WorkCenter 498,WorkCenter starter record 498,692.2600,692.26,503.0000,503.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c82ea8a952675e4ba2a026da18abea34c82ea8a952675e4ba2a026da18abea34
499,WC000499,260,13,153,2,2,2,Atlas WorkCenter 499,WorkCenter starter record 499,693.6300,693.63,504.0000,504.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fbdb0b822ab5469869bf96a0cd019227fbdb0b822ab5469869bf96a0cd01922
500,WC000500,481,22,165,5,1,11,Northstar WorkCenter 500,WorkCenter starter record 500,695.0000,695.00,505.0000,505.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d71c8089c5256c49f8487897266bbc13d71c8089c5256c49f8487897266bbc1
