MaintenanceWorkOrderKey,MaintenanceWorkOrderNumber,MaintenanceWorkRequestKey,AssetKey,CostCenterKey,MaintenanceTaskTypeKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,PriorityKey,MaintenanceWorkOrderName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
465,MWO000465,379,270,314,30,1,11,1,Summit MaintenanceWorkOrder 465,MWO000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47f4e5ddaebb516d8f0e4bbfec1e358847f4e5ddaebb516d8f0e4bbfec1e3588
466,MWO000466,431,311,374,192,7,5,4,Delta MaintenanceWorkOrder 466,MWO000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1074535da708567e9276a2dafa388cc81074535da708567e9276a2dafa388cc8
467,MWO000467,432,73,446,269,9,5,1,Ion MaintenanceWorkOrder 467,MWO000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c57e0858c4b598f8c985bc4aa9a452e0c57e0858c4b598f8c985bc4aa9a452e
468,MWO000468,342,255,329,352,3,9,3,Summit MaintenanceWorkOrder 468,MWO000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5b6ff569b2b543d837b1896f626255ae5b6ff569b2b543d837b1896f626255a
469,MWO000469,227,461,371,207,2,9,4,Evergreen MaintenanceWorkOrder 469,MWO000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7370c3e607e55b29fc5571173569231a7370c3e607e55b29fc5571173569231
470,MWO000470,356,305,102,322,9,11,2,Beacon MaintenanceWorkOrder 470,MWO000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a4d1167970b5e289c29b932c229f3003a4d1167970b5e289c29b932c229f300
471,MWO000471,350,309,255,309,4,11,5,Granite MaintenanceWorkOrder 471,MWO000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbf80dc0aa1452ad82c45581eecaf43ecbf80dc0aa1452ad82c45581eecaf43e
472,MWO000472,62,341,46,339,8,7,3,Delta MaintenanceWorkOrder 472,MWO000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65b39d5f82875ceb9b7e1a211be37bdc65b39d5f82875ceb9b7e1a211be37bdc
473,MWO000473,135,126,2,36,9,11,4,Junction MaintenanceWorkOrder 473,MWO000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e091469e154b56419152154b9118627fe091469e154b56419152154b9118627f
474,MWO000474,179,282,359,467,11,2,4,Forge MaintenanceWorkOrder 474,MWO000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61d6cf76bc1f534eb3f601bee0ff173661d6cf76bc1f534eb3f601bee0ff1736
475,MWO000475,211,296,173,411,12,9,5,Orion MaintenanceWorkOrder 475,MWO000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dae88dc79a65f1e8dd1b6f17359f5459dae88dc79a65f1e8dd1b6f17359f545
476,MWO000476,-1,286,473,78,7,6,2,Atlas MaintenanceWorkOrder 476,MWO000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c61392085695d798870749742c867f70c61392085695d798870749742c867f7
477,MWO000477,111,477,201,129,5,3,1,Summit MaintenanceWorkOrder 477,MWO000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1ecb7c32d7954c88f38dea43adf633aa1ecb7c32d7954c88f38dea43adf633a
478,MWO000478,497,192,378,138,11,11,4,Cedar MaintenanceWorkOrder 478,MWO000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef5955937bea5021bb0da473c2d11308ef5955937bea5021bb0da473c2d11308
479,MWO000479,274,170,165,147,11,10,5,Junction MaintenanceWorkOrder 479,MWO000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f98e5647afb8585ca84b1a2a6ea8f7ccf98e5647afb8585ca84b1a2a6ea8f7cc
480,MWO000480,342,148,249,171,2,2,5,Unity MaintenanceWorkOrder 480,MWO000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8077a174e43d503f91e4c90b29c016ef8077a174e43d503f91e4c90b29c016ef
481,MWO000481,195,31,154,297,5,9,1,Unity MaintenanceWorkOrder 481,MWO000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3dcdab12a7b5f98a43d956338cdbd1ce3dcdab12a7b5f98a43d956338cdbd1c
482,MWO000482,112,71,204,36,7,5,3,Zenith MaintenanceWorkOrder 482,MWO000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d499a374420f5c8a9cace80fc8a6759ad499a374420f5c8a9cace80fc8a6759a
483,MWO000483,261,75,19,364,2,5,2,Vertex MaintenanceWorkOrder 483,MWO000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc5899fb37dd515c871b619f97eb0f41bc5899fb37dd515c871b619f97eb0f41
484,MWO000484,430,288,28,492,9,3,1,Northstar MaintenanceWorkOrder 484,MWO000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d31b4208dcab55a78b5da53e3a350d6bd31b4208dcab55a78b5da53e3a350d6b
485,MWO000485,156,275,344,212,1,9,5,Vertex MaintenanceWorkOrder 485,MWO000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1322642b4df050b0911a08fa6e7512c61322642b4df050b0911a08fa6e7512c6
486,MWO000486,311,469,67,110,10,6,5,Junction MaintenanceWorkOrder 486,MWO000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2257db02563c572e9947b3e3cb42a65c2257db02563c572e9947b3e3cb42a65c
487,MWO000487,393,79,167,95,5,12,5,Beacon MaintenanceWorkOrder 487,MWO000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,942074f96324555a8ae1d0ddcba0b955942074f96324555a8ae1d0ddcba0b955
488,MWO000488,216,143,411,261,1,10,4,Willow MaintenanceWorkOrder 488,MWO000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48e7ef3dfda8547ca655b2dc400d153a48e7ef3dfda8547ca655b2dc400d153a
489,MWO000489,443,247,135,130,8,10,5,Unity MaintenanceWorkOrder 489,MWO000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b0a8e5db01853c8a4d25364a71d521c1b0a8e5db01853c8a4d25364a71d521c
490,MWO000490,329,348,188,113,2,2,4,Keystone MaintenanceWorkOrder 490,MWO000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3091213f302c58299ce4bab20dc7da123091213f302c58299ce4bab20dc7da12
491,MWO000491,467,495,104,128,11,8,2,Beacon MaintenanceWorkOrder 491,MWO000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c990f68bbe6d52e6a3293c27d7865537c990f68bbe6d52e6a3293c27d7865537
492,MWO000492,360,380,366,455,10,6,1,Quartz MaintenanceWorkOrder 492,MWO000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20d2baa0241352cfb19b77e96340d2d120d2baa0241352cfb19b77e96340d2d1
493,MWO000493,-1,19,40,319,11,8,3,Summit MaintenanceWorkOrder 493,MWO000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6917b066039c53338d20257e6abe1f786917b066039c53338d20257e6abe1f78
494,MWO000494,301,349,378,28,1,10,5,Quartz MaintenanceWorkOrder 494,MWO000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bfc55c1f50c5680b219ada015714f9e9bfc55c1f50c5680b219ada015714f9e
495,MWO000495,473,178,499,304,8,11,2,Granite MaintenanceWorkOrder 495,MWO000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6ed753ee1f55869bb30c382e24171b6e6ed753ee1f55869bb30c382e24171b6
496,MWO000496,399,444,366,132,1,12,3,Keystone MaintenanceWorkOrder 496,MWO000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b830b03c8b2e52b0a123e44cf1f1fd87b830b03c8b2e52b0a123e44cf1f1fd87
497,MWO000497,374,177,62,367,8,9,2,Summit MaintenanceWorkOrder 497,MWO000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3289cc3794f57c1b2312ad1e0b4812bb3289cc3794f57c1b2312ad1e0b4812b
498,MWO000498,249,440,181,352,3,1,2,Vertex MaintenanceWorkOrder 498,MWO000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,badc7e9eff5e5076947986a8031a46d1badc7e9eff5e5076947986a8031a46d1
499,MWO000499,412,418,432,321,10,11,3,Cedar MaintenanceWorkOrder 499,MWO000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a291e336d94512396f2c6eb23f2d3271a291e336d94512396f2c6eb23f2d327
500,MWO000500,113,120,329,104,9,10,1,Northstar MaintenanceWorkOrder 500,MWO000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39c7b38e1bab59aba4576383a97b909c39c7b38e1bab59aba4576383a97b909c
