MaintenancePmPlanKey,PmPlanNumber,AssetKey,MaintenancePlanClassKey,UnitOfMeasureKey,MaintenanceWorkTypeKey,RecordStatusKey,MaintenancePmPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
487,MPP000487,252,12,4,8,3,Northstar MaintenancePmPlan 487,MPP000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f234dab393e0539ea30cc371dea52709f234dab393e0539ea30cc371dea52709
488,MPP000488,251,17,2,4,1,Keystone MaintenancePmPlan 488,MPP000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b79c4cbda4ef5fc88f7b763b440cd18db79c4cbda4ef5fc88f7b763b440cd18d
489,MPP000489,201,15,2,3,2,Quartz MaintenancePmPlan 489,MPP000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c459f839a8595ab29cfe16caced17ccdc459f839a8595ab29cfe16caced17ccd
490,MPP000490,485,42,7,12,1,Orion MaintenancePmPlan 490,MPP000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25abc0ff472655feba0a5b12ad33316425abc0ff472655feba0a5b12ad333164
491,MPP000491,262,57,3,6,1,Pioneer MaintenancePmPlan 491,MPP000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b93c5ae972855798b373749b0c00af5fb93c5ae972855798b373749b0c00af5f
492,MPP000492,482,50,5,4,2,Harbor MaintenancePmPlan 492,MPP000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,360bde784f2d523c947b74175d2eeb37360bde784f2d523c947b74175d2eeb37
493,MPP000493,-1,14,4,2,2,Zenith MaintenancePmPlan 493,MPP000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a54acbaf9dcb5f24a62a26628cdd8cc3a54acbaf9dcb5f24a62a26628cdd8cc3
494,MPP000494,172,39,6,1,1,Ion MaintenancePmPlan 494,MPP000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf404d7fed105fdc8c966cc0f7b288f6bf404d7fed105fdc8c966cc0f7b288f6
495,MPP000495,346,35,3,8,3,Zenith MaintenancePmPlan 495,MPP000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a806c54ad61570ca93733a4cb93b18f9a806c54ad61570ca93733a4cb93b18f
496,MPP000496,96,12,2,7,1,Liberty MaintenancePmPlan 496,MPP000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac0d15a5d1865b92a79395be4e50f75dac0d15a5d1865b92a79395be4e50f75d
497,MPP000497,32,30,3,9,1,Beacon MaintenancePmPlan 497,MPP000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e8df1452b885e8582f0b3c2fac191044e8df1452b885e8582f0b3c2fac19104
498,MPP000498,296,39,6,9,4,Harbor MaintenancePmPlan 498,MPP000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,246b6e6d45d85c06ad0082ee7663fbc8246b6e6d45d85c06ad0082ee7663fbc8
499,MPP000499,288,9,6,1,1,Liberty MaintenancePmPlan 499,MPP000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b867fada4e35803b4a45ef59010ab170b867fada4e35803b4a45ef59010ab17
500,MPP000500,85,47,1,12,1,Atlas MaintenancePmPlan 500,MPP000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edc666ff6776512e9b6f92cb7777236cedc666ff6776512e9b6f92cb7777236c
