EnergyEmissionFactorKey,EmissionFactorCode,EnergyCarrierKey,PlantKey,EnergySourceKey,EnergyEmissionScopeKey,UnitOfMeasureKey,FactorValue,FactorSourceName,CarbonDioxideEquivalentRatio,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
487,EEF000487,17,109,4,1,3,0.04870000,Keystone EnergyEmissionFactor 487,488.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3460e5818c285c74aafd12775d63cee33460e5818c285c74aafd12775d63cee3
488,EEF000488,36,308,12,1,7,0.04880000,Northstar EnergyEmissionFactor 488,489.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d33dc691b11a59ed9e63d129b3ea6fc6d33dc691b11a59ed9e63d129b3ea6fc6
489,EEF000489,16,91,6,4,2,0.04890000,Vertex EnergyEmissionFactor 489,490.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,437ed5255e66528a933b45bf61e51996437ed5255e66528a933b45bf61e51996
490,EEF000490,45,125,16,3,2,0.04900000,Unity EnergyEmissionFactor 490,491.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,011a3e751bbc58b188a8ebe76fb3e169011a3e751bbc58b188a8ebe76fb3e169
491,EEF000491,15,344,8,2,7,0.04910000,Atlas EnergyEmissionFactor 491,492.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,748e01bf81c4522ba16d8cb28a7779f7748e01bf81c4522ba16d8cb28a7779f7
492,EEF000492,25,198,16,5,2,0.04920000,Beacon EnergyEmissionFactor 492,493.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fa9255f6f775e038504e28a3813c6cd5fa9255f6f775e038504e28a3813c6cd
493,EEF000493,32,-1,11,2,4,0.04930000,Delta EnergyEmissionFactor 493,494.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cfa6bcd179654fdbe521c0f1845a7510cfa6bcd179654fdbe521c0f1845a751
494,EEF000494,16,84,8,2,4,0.04940000,Liberty EnergyEmissionFactor 494,495.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ba66432389e58d68f907569eb0fa20d4ba66432389e58d68f907569eb0fa20d
495,EEF000495,52,19,1,4,5,0.04950000,Zenith EnergyEmissionFactor 495,496.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fffe5fcb9b5d55c2803598909bdeee1cfffe5fcb9b5d55c2803598909bdeee1c
496,EEF000496,10,86,9,3,6,0.04960000,Quartz EnergyEmissionFactor 496,497.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e4f327452e9578091e1ba7c9e75cdb97e4f327452e9578091e1ba7c9e75cdb9
497,EEF000497,11,316,7,1,6,0.04970000,Zenith EnergyEmissionFactor 497,498.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13c8e50f59055ec299ce78b75ce9846413c8e50f59055ec299ce78b75ce98464
498,EEF000498,22,239,7,5,3,0.04980000,Pioneer EnergyEmissionFactor 498,499.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b65bb26808d55ce3bab56826673e90c6b65bb26808d55ce3bab56826673e90c6
499,EEF000499,25,251,7,1,5,0.04990000,Titan EnergyEmissionFactor 499,500.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee6a0550d6ca571dad2d7e04a17f3a98ee6a0550d6ca571dad2d7e04a17f3a98
500,EEF000500,19,98,2,5,4,0.05000000,Orion EnergyEmissionFactor 500,501.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3f0441e2b7554d2aae80ee9638d6bd1e3f0441e2b7554d2aae80ee9638d6bd1
