LogisticsTransportLoadKey,TransportLoadNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,PlannerEmployeeKey,LogisticsShipmentStatusKey,TransportLoadName,PlannedDepartureDate,PlannedArrivalDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
485,LTL000485,78,191,280,14,Evergreen LogisticsTransportLoad 485,2021-04-30,2021-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e474f55667d65a41875993e1343e6a33e474f55667d65a41875993e1343e6a33
486,LTL000486,191,284,184,1,Northstar LogisticsTransportLoad 486,2021-05-01,2021-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,299070dbefd35c3daf3f2ffa9f5347c8299070dbefd35c3daf3f2ffa9f5347c8
487,LTL000487,279,42,110,6,Cedar LogisticsTransportLoad 487,2021-05-02,2021-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5951ef1024e2554e9a3c71004b47e4d15951ef1024e2554e9a3c71004b47e4d1
488,LTL000488,232,450,494,6,Quartz LogisticsTransportLoad 488,2021-05-03,2021-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e43b74750c525cfbabc99e1b00771165e43b74750c525cfbabc99e1b00771165
489,LTL000489,311,79,201,3,Northstar LogisticsTransportLoad 489,2021-05-04,2021-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b21ca73244c75ebe8514fa30a33e4462b21ca73244c75ebe8514fa30a33e4462
490,LTL000490,237,307,33,8,Keystone LogisticsTransportLoad 490,2021-05-05,2021-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,181fa01b873b5b188d5744c95d680dde181fa01b873b5b188d5744c95d680dde
491,LTL000491,450,95,451,12,Keystone LogisticsTransportLoad 491,2021-05-06,2021-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94461079db485a16b3c619f9fe10b2d694461079db485a16b3c619f9fe10b2d6
492,LTL000492,182,211,397,12,Granite LogisticsTransportLoad 492,2021-05-07,2021-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f56ed6a04c65e809a9ad14e41e11fa27f56ed6a04c65e809a9ad14e41e11fa2
493,LTL000493,73,471,-1,4,Harbor LogisticsTransportLoad 493,2021-05-08,2021-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc6f65841db759119eaa8cba8c6f2fe8fc6f65841db759119eaa8cba8c6f2fe8
494,LTL000494,97,240,389,10,Harbor LogisticsTransportLoad 494,2021-05-09,2021-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ba90511ac595f069b765909122c15ea6ba90511ac595f069b765909122c15ea
495,LTL000495,423,488,378,13,Summit LogisticsTransportLoad 495,2021-05-10,2021-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8160c6c69c325c6a91086398064e990e8160c6c69c325c6a91086398064e990e
496,LTL000496,152,434,228,6,Atlas LogisticsTransportLoad 496,2021-05-11,2021-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,795e3982b5b55e27803d1af17d952098795e3982b5b55e27803d1af17d952098
497,LTL000497,422,118,199,5,Pioneer LogisticsTransportLoad 497,2021-05-12,2021-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb6810442e755189875b82393162cafdeb6810442e755189875b82393162cafd
498,LTL000498,405,132,259,1,Willow LogisticsTransportLoad 498,2021-05-13,2021-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8f958fa859f550e84357fa283559379d8f958fa859f550e84357fa283559379
499,LTL000499,437,415,474,12,Pioneer LogisticsTransportLoad 499,2021-05-14,2021-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f60fef1612305c12a6b8b981ee56ad18f60fef1612305c12a6b8b981ee56ad18
500,LTL000500,76,361,15,14,Delta LogisticsTransportLoad 500,2021-05-15,2021-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4aa402a5ece5c918300b2394dfa0e07a4aa402a5ece5c918300b2394dfa0e07
