PurchaseSupplierContractKey,SupplierContractNumber,SupplierKey,PurchaseContractLineFamilyKey,ContractOwnerEmployeeKey,CurrencyKey,PurchasePaymentTermKey,ApprovalStatusKey,SupplierContractName,EffectiveDate,ExpirationDate,MinimumCommitmentAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
456,PSC000456,413,166,71,5,16,5,Beacon PurchaseSupplierContract 456,2021-04-01,2021-04-01,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,662d84459e1a52adbeafa23f5c6e90b4662d84459e1a52adbeafa23f5c6e90b4
457,PSC000457,164,38,358,2,9,5,Quartz PurchaseSupplierContract 457,2021-04-02,2021-04-02,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20913ebbe6b55f3fadf5e650110ae85020913ebbe6b55f3fadf5e650110ae850
458,PSC000458,267,453,243,2,6,3,Junction PurchaseSupplierContract 458,2021-04-03,2021-04-03,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3b2e8a6dd5456f49ae837a1f9bda09ec3b2e8a6dd5456f49ae837a1f9bda09e
459,PSC000459,105,420,-1,1,3,4,Willow PurchaseSupplierContract 459,2021-04-04,2021-04-04,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a6c12ad0d7e50c49a01690bcccd401d7a6c12ad0d7e50c49a01690bcccd401d
460,PSC000460,186,437,75,3,39,3,Orion PurchaseSupplierContract 460,2021-04-05,2021-04-05,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1db70e77fdaa5ad59a1c299d33a3c0911db70e77fdaa5ad59a1c299d33a3c091
461,PSC000461,61,435,432,3,5,5,Willow PurchaseSupplierContract 461,2021-04-06,2021-04-06,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50b6f42817a454db8ae3d78030f5b1bc50b6f42817a454db8ae3d78030f5b1bc
462,PSC000462,110,56,478,1,24,1,Evergreen PurchaseSupplierContract 462,2021-04-07,2021-04-07,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ff15e68fa115d2da1036b4422248f8e5ff15e68fa115d2da1036b4422248f8e
463,PSC000463,438,227,316,2,37,4,Delta PurchaseSupplierContract 463,2021-04-08,2021-04-08,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f32b8948f905296bc07b3d21e01be082f32b8948f905296bc07b3d21e01be08
464,PSC000464,99,497,107,4,4,5,Pioneer PurchaseSupplierContract 464,2021-04-09,2021-04-09,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf52cb816712547687f4c6cb1b547923bf52cb816712547687f4c6cb1b547923
465,PSC000465,346,480,194,4,4,2,Keystone PurchaseSupplierContract 465,2021-04-10,2021-04-10,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7a53030ce0154a08f06ac43a14e43bbc7a53030ce0154a08f06ac43a14e43bb
466,PSC000466,323,494,68,3,17,3,Liberty PurchaseSupplierContract 466,2021-04-11,2021-04-11,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc0585db31275b3bb14de5a8d1e3f322bc0585db31275b3bb14de5a8d1e3f322
467,PSC000467,297,475,250,3,23,5,Orion PurchaseSupplierContract 467,2021-04-12,2021-04-12,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a91e6c518fa54a2b9ec889d163c8a559a91e6c518fa54a2b9ec889d163c8a55
468,PSC000468,99,61,155,4,39,1,Forge PurchaseSupplierContract 468,2021-04-13,2021-04-13,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faf0c2d8f7ef5e9f8206c0769c8998d4faf0c2d8f7ef5e9f8206c0769c8998d4
469,PSC000469,403,240,213,2,19,3,Keystone PurchaseSupplierContract 469,2021-04-14,2021-04-14,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,509318702f5e501793a01dff9f083441509318702f5e501793a01dff9f083441
470,PSC000470,241,285,316,3,14,5,Titan PurchaseSupplierContract 470,2021-04-15,2021-04-15,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,167ae6467ae35c169b9ded1463a1de3d167ae6467ae35c169b9ded1463a1de3d
471,PSC000471,445,200,130,4,13,2,Beacon PurchaseSupplierContract 471,2021-04-16,2021-04-16,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76971f8f916e5dde9c8a094ff33b20d776971f8f916e5dde9c8a094ff33b20d7
472,PSC000472,449,448,23,4,8,4,Orion PurchaseSupplierContract 472,2021-04-17,2021-04-17,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2e091ec6db15f8c84a1f9ec38b1a19fd2e091ec6db15f8c84a1f9ec38b1a19f
473,PSC000473,364,81,392,5,22,4,Riverton PurchaseSupplierContract 473,2021-04-18,2021-04-18,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec458f6e42195747ac7ce9d21e25bf05ec458f6e42195747ac7ce9d21e25bf05
474,PSC000474,340,48,246,2,31,3,Liberty PurchaseSupplierContract 474,2021-04-19,2021-04-19,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,960a848d4ff353948bec935f0d38ce63960a848d4ff353948bec935f0d38ce63
475,PSC000475,200,495,68,2,13,4,Cedar PurchaseSupplierContract 475,2021-04-20,2021-04-20,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,657e56a4a8ff5e91a0d81f299c908a50657e56a4a8ff5e91a0d81f299c908a50
476,PSC000476,159,82,-1,3,27,2,Riverton PurchaseSupplierContract 476,2021-04-21,2021-04-21,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,497b40a85e635bc58fc3ee31d3fcd9f8497b40a85e635bc58fc3ee31d3fcd9f8
477,PSC000477,251,29,432,3,8,1,Riverton PurchaseSupplierContract 477,2021-04-22,2021-04-22,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,641caa910870558f867042eb13fd7547641caa910870558f867042eb13fd7547
478,PSC000478,142,377,323,4,12,3,Unity PurchaseSupplierContract 478,2021-04-23,2021-04-23,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e2ec7bcc41c57a89586baebe9029a9c7e2ec7bcc41c57a89586baebe9029a9c
479,PSC000479,239,87,179,2,10,3,Riverton PurchaseSupplierContract 479,2021-04-24,2021-04-24,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77bfbd6de12d560fbbd33e0258e5f91977bfbd6de12d560fbbd33e0258e5f919
480,PSC000480,351,29,194,4,5,5,Liberty PurchaseSupplierContract 480,2021-04-25,2021-04-25,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d850edb9af4b5bce93234b4bae2bf065d850edb9af4b5bce93234b4bae2bf065
481,PSC000481,396,169,57,4,39,2,Quartz PurchaseSupplierContract 481,2021-04-26,2021-04-26,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c956d1c1aa65543b5574190b9ac30f22c956d1c1aa65543b5574190b9ac30f2
482,PSC000482,222,226,416,2,1,1,Evergreen PurchaseSupplierContract 482,2021-04-27,2021-04-27,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,815a618f9eb5558590b43b52730d7a26815a618f9eb5558590b43b52730d7a26
483,PSC000483,283,255,376,3,9,4,Summit PurchaseSupplierContract 483,2021-04-28,2021-04-28,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c30437328105f86b9caf13f6263df7e3c30437328105f86b9caf13f6263df7e
484,PSC000484,138,472,31,3,26,1,Summit PurchaseSupplierContract 484,2021-04-29,2021-04-29,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb3e4a061b7759279637b61805d319acbb3e4a061b7759279637b61805d319ac
485,PSC000485,298,283,194,2,26,1,Unity PurchaseSupplierContract 485,2021-04-30,2021-04-30,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7c7a2ecdf285d469bfef1d0eeab0c6fd7c7a2ecdf285d469bfef1d0eeab0c6f
486,PSC000486,107,273,284,1,1,5,Granite PurchaseSupplierContract 486,2021-05-01,2021-05-01,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,932282a840f8560cbe994ce1ad393975932282a840f8560cbe994ce1ad393975
487,PSC000487,48,396,484,4,26,4,Ion PurchaseSupplierContract 487,2021-05-02,2021-05-02,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f984be877f95cb481892f6f81c73bbd9f984be877f95cb481892f6f81c73bbd
488,PSC000488,360,389,137,5,37,3,Pioneer PurchaseSupplierContract 488,2021-05-03,2021-05-03,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6aae4e886a4258a6b88478523a3f260a6aae4e886a4258a6b88478523a3f260a
489,PSC000489,432,245,171,1,15,5,Zenith PurchaseSupplierContract 489,2021-05-04,2021-05-04,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c6474f535cb5c71980de180004c25f04c6474f535cb5c71980de180004c25f0
490,PSC000490,393,81,403,4,21,1,Pioneer PurchaseSupplierContract 490,2021-05-05,2021-05-05,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0394e7021425ee080f9512be255b8d0a0394e7021425ee080f9512be255b8d0
491,PSC000491,138,287,121,4,22,2,Riverton PurchaseSupplierContract 491,2021-05-06,2021-05-06,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4bbd4184b5b5744bbaeed62fada562dc4bbd4184b5b5744bbaeed62fada562d
492,PSC000492,235,492,493,1,17,3,Summit PurchaseSupplierContract 492,2021-05-07,2021-05-07,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2ee54e6f7be5fd1a85d5078542decf3d2ee54e6f7be5fd1a85d5078542decf3
493,PSC000493,242,298,-1,4,9,2,Keystone PurchaseSupplierContract 493,2021-05-08,2021-05-08,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db5804edee305940bacd195ec089b625db5804edee305940bacd195ec089b625
494,PSC000494,304,45,314,4,22,1,Zenith PurchaseSupplierContract 494,2021-05-09,2021-05-09,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f83d8adb24bd575890e1506ca74eb24bf83d8adb24bd575890e1506ca74eb24b
495,PSC000495,299,355,298,1,10,1,Harbor PurchaseSupplierContract 495,2021-05-10,2021-05-10,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c3e3a848ac7571da4370dc261cfd9442c3e3a848ac7571da4370dc261cfd944
496,PSC000496,128,26,180,3,38,1,Delta PurchaseSupplierContract 496,2021-05-11,2021-05-11,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f02c88a3bbba565c8d442f9d2a16506ff02c88a3bbba565c8d442f9d2a16506f
497,PSC000497,423,363,123,2,1,2,Titan PurchaseSupplierContract 497,2021-05-12,2021-05-12,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a88189174fff56e1ba1e6950a0721249a88189174fff56e1ba1e6950a0721249
498,PSC000498,160,339,279,1,9,5,Harbor PurchaseSupplierContract 498,2021-05-13,2021-05-13,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6758d94a49e50079516be7b510799d5d6758d94a49e50079516be7b510799d5
499,PSC000499,137,304,25,4,35,1,Cedar PurchaseSupplierContract 499,2021-05-14,2021-05-14,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9b27b03ccf05761917ae386c043ab58a9b27b03ccf05761917ae386c043ab58
500,PSC000500,144,185,197,3,39,1,Meridian PurchaseSupplierContract 500,2021-05-15,2021-05-15,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba71961b69b85cdda7fbae97af073fc5ba71961b69b85cdda7fbae97af073fc5
