FinanceJournalHeaderKey,JournalEntryNumber,BusinessUnitKey,PreparerEmployeeKey,ApproverEmployeeKey,FinancePostingStatusKey,FinanceJournalSourceKey,CurrencyKey,JournalEntryName,FiscalDocumentNumber,ReversalJournalEntryNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
480,FJH000480,215,434,216,7,9,3,Evergreen FinanceJournalHeader 480,FJH000480,FJH000480,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50e84c4c1ac45ca29c2a2b790498a15d50e84c4c1ac45ca29c2a2b790498a15d
481,FJH000481,156,193,386,4,16,5,Evergreen FinanceJournalHeader 481,FJH000481,FJH000481,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf85053de24057bdb41e5fa9d42bc4d2bf85053de24057bdb41e5fa9d42bc4d2
482,FJH000482,150,84,483,6,1,5,Delta FinanceJournalHeader 482,FJH000482,FJH000482,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,814868b5e5925778b16813d2d2471925814868b5e5925778b16813d2d2471925
483,FJH000483,265,144,494,10,1,2,Delta FinanceJournalHeader 483,FJH000483,FJH000483,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b69682d96065d9b94231397c21bbf0d0b69682d96065d9b94231397c21bbf0d
484,FJH000484,172,464,66,2,5,1,Vertex FinanceJournalHeader 484,FJH000484,FJH000484,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22d4dcf46356599db6bb00292069042c22d4dcf46356599db6bb00292069042c
485,FJH000485,498,309,418,5,22,2,Meridian FinanceJournalHeader 485,FJH000485,FJH000485,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,570d00776bcc55cc8392d348d919da4c570d00776bcc55cc8392d348d919da4c
486,FJH000486,72,257,429,3,21,5,Keystone FinanceJournalHeader 486,FJH000486,FJH000486,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,398a1dce409b5e43a6198b2cebc0d4ab398a1dce409b5e43a6198b2cebc0d4ab
487,FJH000487,490,401,65,2,3,5,Pioneer FinanceJournalHeader 487,FJH000487,FJH000487,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59df137f196d5db9ab6e889aaf04b1ee59df137f196d5db9ab6e889aaf04b1ee
488,FJH000488,117,415,160,8,6,2,Vertex FinanceJournalHeader 488,FJH000488,FJH000488,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5535509335295dd48844a7d4391ae57c5535509335295dd48844a7d4391ae57c
489,FJH000489,106,487,312,8,13,2,Pioneer FinanceJournalHeader 489,FJH000489,FJH000489,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d83a4486cb35ad89910bfb1817a31381d83a4486cb35ad89910bfb1817a3138
490,FJH000490,163,90,119,6,25,1,Titan FinanceJournalHeader 490,FJH000490,FJH000490,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,117611c2ad265c828bcfd9fca2cf16af117611c2ad265c828bcfd9fca2cf16af
491,FJH000491,352,286,406,9,24,1,Quartz FinanceJournalHeader 491,FJH000491,FJH000491,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c2517e005085f68a89824541ad3cc866c2517e005085f68a89824541ad3cc86
492,FJH000492,94,392,212,2,25,5,Evergreen FinanceJournalHeader 492,FJH000492,FJH000492,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e18361927132575ea8bd34a4469c2b29e18361927132575ea8bd34a4469c2b29
493,FJH000493,8,-1,-1,8,23,5,Ion FinanceJournalHeader 493,FJH000493,FJH000493,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75bf5c826f7b5f25a2f400626b9b301975bf5c826f7b5f25a2f400626b9b3019
494,FJH000494,468,37,28,1,10,3,Titan FinanceJournalHeader 494,FJH000494,FJH000494,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e34294f847e2554e921ca259dd9be017e34294f847e2554e921ca259dd9be017
495,FJH000495,25,76,243,7,18,3,Pioneer FinanceJournalHeader 495,FJH000495,FJH000495,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92153239472c5ec0a9d8574f76a3ffa692153239472c5ec0a9d8574f76a3ffa6
496,FJH000496,21,426,52,9,17,4,Summit FinanceJournalHeader 496,FJH000496,FJH000496,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c55941258248520d8eb366e04bec1730c55941258248520d8eb366e04bec1730
497,FJH000497,15,371,416,4,6,1,Delta FinanceJournalHeader 497,FJH000497,FJH000497,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2604616e2cd5f98a2fd109a80e669dcf2604616e2cd5f98a2fd109a80e669dc
498,FJH000498,388,124,229,7,21,2,Keystone FinanceJournalHeader 498,FJH000498,FJH000498,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bf5c9f1eaa951af89ad6a360ece48997bf5c9f1eaa951af89ad6a360ece4899
499,FJH000499,376,22,482,3,11,3,Keystone FinanceJournalHeader 499,FJH000499,FJH000499,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,566f9d207e2551f882d45fc468e50ef1566f9d207e2551f882d45fc468e50ef1
500,FJH000500,98,65,360,6,24,5,Unity FinanceJournalHeader 500,FJH000500,FJH000500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec677ea13b9a5203b59eb2a91b039288ec677ea13b9a5203b59eb2a91b039288
