DateKey,CalendarWeekKey,FiscalPeriodKey,YesNoFlagKey,FullDate,DayName,DayOfWeekNumber,IsoDayOfWeekNumber,DayOfMonthNumber,DayOfYearNumber,WeekOfYearNumber,IsoWeekNumber,CalendarMonthNumber,CalendarMonthName,CalendarMonthShortName,CalendarQuarterNumber,CalendarYearNumber,FiscalPeriodNumber,FiscalQuarterNumber,FiscalYearNumber,IsWeekend,IsHoliday,HolidayName,JulianDayNumber,DaysFromToday,WeeksFromToday,MonthsFromToday,IsMonthEnd,IsQuarterEnd,IsYearEnd,SourceSystemKey,BatchId,LoadedAtUtc
20201118,47,5,1,2020-11-18,Wednesday,4,3,18,323,47,47,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737747,-2105,-301,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201119,47,5,1,2020-11-19,Thursday,5,4,19,324,47,47,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737748,-2104,-301,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201120,47,5,1,2020-11-20,Friday,6,5,20,325,47,47,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737749,-2103,-301,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201121,47,5,2,2020-11-21,Saturday,7,6,21,326,47,47,11,November,Nov,4,2020,5,2,2021,1,0,N/A,737750,-2102,-301,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201122,47,5,2,2020-11-22,Sunday,1,7,22,327,48,47,11,November,Nov,4,2020,5,2,2021,1,0,N/A,737751,-2101,-301,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201123,48,5,1,2020-11-23,Monday,2,1,23,328,48,48,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737752,-2100,-300,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201124,48,5,1,2020-11-24,Tuesday,3,2,24,329,48,48,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737753,-2099,-300,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201125,48,5,1,2020-11-25,Wednesday,4,3,25,330,48,48,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737754,-2098,-300,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201126,48,5,1,2020-11-26,Thursday,5,4,26,331,48,48,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737755,-2097,-300,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201127,48,5,1,2020-11-27,Friday,6,5,27,332,48,48,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737756,-2096,-300,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201128,48,5,2,2020-11-28,Saturday,7,6,28,333,48,48,11,November,Nov,4,2020,5,2,2021,1,0,N/A,737757,-2095,-300,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201129,48,5,2,2020-11-29,Sunday,1,7,29,334,49,48,11,November,Nov,4,2020,5,2,2021,1,0,N/A,737758,-2094,-300,-69,0,0,0,1,1,2026-08-24T00:00:00.000
20201130,49,5,1,2020-11-30,Monday,2,1,30,335,49,49,11,November,Nov,4,2020,5,2,2021,0,0,N/A,737759,-2093,-299,-69,1,0,0,1,1,2026-08-24T00:00:00.000
20201201,49,6,1,2020-12-01,Tuesday,3,2,1,336,49,49,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737760,-2092,-299,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201202,49,6,1,2020-12-02,Wednesday,4,3,2,337,49,49,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737761,-2091,-299,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201203,49,6,1,2020-12-03,Thursday,5,4,3,338,49,49,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737762,-2090,-299,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201204,49,6,1,2020-12-04,Friday,6,5,4,339,49,49,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737763,-2089,-299,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201205,49,6,2,2020-12-05,Saturday,7,6,5,340,49,49,12,December,Dec,4,2020,6,2,2021,1,0,N/A,737764,-2088,-299,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201206,49,6,2,2020-12-06,Sunday,1,7,6,341,50,49,12,December,Dec,4,2020,6,2,2021,1,0,N/A,737765,-2087,-299,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201207,50,6,1,2020-12-07,Monday,2,1,7,342,50,50,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737766,-2086,-298,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201208,50,6,1,2020-12-08,Tuesday,3,2,8,343,50,50,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737767,-2085,-298,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201209,50,6,1,2020-12-09,Wednesday,4,3,9,344,50,50,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737768,-2084,-298,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201210,50,6,1,2020-12-10,Thursday,5,4,10,345,50,50,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737769,-2083,-298,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201211,50,6,1,2020-12-11,Friday,6,5,11,346,50,50,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737770,-2082,-298,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201212,50,6,2,2020-12-12,Saturday,7,6,12,347,50,50,12,December,Dec,4,2020,6,2,2021,1,0,N/A,737771,-2081,-298,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201213,50,6,2,2020-12-13,Sunday,1,7,13,348,51,50,12,December,Dec,4,2020,6,2,2021,1,0,N/A,737772,-2080,-298,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201214,51,6,1,2020-12-14,Monday,2,1,14,349,51,51,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737773,-2079,-297,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201215,51,6,1,2020-12-15,Tuesday,3,2,15,350,51,51,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737774,-2078,-297,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201216,51,6,1,2020-12-16,Wednesday,4,3,16,351,51,51,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737775,-2077,-297,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201217,51,6,1,2020-12-17,Thursday,5,4,17,352,51,51,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737776,-2076,-297,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201218,51,6,1,2020-12-18,Friday,6,5,18,353,51,51,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737777,-2075,-297,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201219,51,6,2,2020-12-19,Saturday,7,6,19,354,51,51,12,December,Dec,4,2020,6,2,2021,1,0,N/A,737778,-2074,-297,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201220,51,6,2,2020-12-20,Sunday,1,7,20,355,52,51,12,December,Dec,4,2020,6,2,2021,1,0,N/A,737779,-2073,-297,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201221,52,6,1,2020-12-21,Monday,2,1,21,356,52,52,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737780,-2072,-296,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201222,52,6,1,2020-12-22,Tuesday,3,2,22,357,52,52,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737781,-2071,-296,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201223,52,6,1,2020-12-23,Wednesday,4,3,23,358,52,52,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737782,-2070,-296,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201224,52,6,1,2020-12-24,Thursday,5,4,24,359,52,52,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737783,-2069,-296,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201225,52,6,1,2020-12-25,Friday,6,5,25,360,52,52,12,December,Dec,4,2020,6,2,2021,0,1,Christmas Day,737784,-2068,-296,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201226,52,6,2,2020-12-26,Saturday,7,6,26,361,52,52,12,December,Dec,4,2020,6,2,2021,1,0,N/A,737785,-2067,-296,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201227,52,6,2,2020-12-27,Sunday,1,7,27,362,53,52,12,December,Dec,4,2020,6,2,2021,1,0,N/A,737786,-2066,-296,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201228,53,6,1,2020-12-28,Monday,2,1,28,363,53,53,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737787,-2065,-295,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201229,53,6,1,2020-12-29,Tuesday,3,2,29,364,53,53,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737788,-2064,-295,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201230,53,6,1,2020-12-30,Wednesday,4,3,30,365,53,53,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737789,-2063,-295,-68,0,0,0,1,1,2026-08-24T00:00:00.000
20201231,53,6,1,2020-12-31,Thursday,5,4,31,366,53,53,12,December,Dec,4,2020,6,2,2021,0,0,N/A,737790,-2062,-295,-68,1,1,1,1,1,2026-08-24T00:00:00.000
20210101,53,7,1,2021-01-01,Friday,6,5,1,1,1,53,1,January,Jan,1,2021,7,3,2021,0,1,New Year's Day,737791,-2061,-295,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210102,53,7,2,2021-01-02,Saturday,7,6,2,2,1,53,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737792,-2060,-295,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210103,53,7,2,2021-01-03,Sunday,1,7,3,3,2,53,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737793,-2059,-295,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210104,1,7,1,2021-01-04,Monday,2,1,4,4,2,1,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737794,-2058,-294,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210105,1,7,1,2021-01-05,Tuesday,3,2,5,5,2,1,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737795,-2057,-294,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210106,1,7,1,2021-01-06,Wednesday,4,3,6,6,2,1,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737796,-2056,-294,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210107,1,7,1,2021-01-07,Thursday,5,4,7,7,2,1,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737797,-2055,-294,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210108,1,7,1,2021-01-08,Friday,6,5,8,8,2,1,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737798,-2054,-294,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210109,1,7,2,2021-01-09,Saturday,7,6,9,9,2,1,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737799,-2053,-294,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210110,1,7,2,2021-01-10,Sunday,1,7,10,10,3,1,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737800,-2052,-294,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210111,2,7,1,2021-01-11,Monday,2,1,11,11,3,2,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737801,-2051,-293,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210112,2,7,1,2021-01-12,Tuesday,3,2,12,12,3,2,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737802,-2050,-293,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210113,2,7,1,2021-01-13,Wednesday,4,3,13,13,3,2,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737803,-2049,-293,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210114,2,7,1,2021-01-14,Thursday,5,4,14,14,3,2,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737804,-2048,-293,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210115,2,7,1,2021-01-15,Friday,6,5,15,15,3,2,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737805,-2047,-293,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210116,2,7,2,2021-01-16,Saturday,7,6,16,16,3,2,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737806,-2046,-293,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210117,2,7,2,2021-01-17,Sunday,1,7,17,17,4,2,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737807,-2045,-293,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210118,3,7,1,2021-01-18,Monday,2,1,18,18,4,3,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737808,-2044,-292,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210119,3,7,1,2021-01-19,Tuesday,3,2,19,19,4,3,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737809,-2043,-292,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210120,3,7,1,2021-01-20,Wednesday,4,3,20,20,4,3,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737810,-2042,-292,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210121,3,7,1,2021-01-21,Thursday,5,4,21,21,4,3,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737811,-2041,-292,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210122,3,7,1,2021-01-22,Friday,6,5,22,22,4,3,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737812,-2040,-292,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210123,3,7,2,2021-01-23,Saturday,7,6,23,23,4,3,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737813,-2039,-292,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210124,3,7,2,2021-01-24,Sunday,1,7,24,24,5,3,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737814,-2038,-292,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210125,4,7,1,2021-01-25,Monday,2,1,25,25,5,4,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737815,-2037,-291,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210126,4,7,1,2021-01-26,Tuesday,3,2,26,26,5,4,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737816,-2036,-291,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210127,4,7,1,2021-01-27,Wednesday,4,3,27,27,5,4,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737817,-2035,-291,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210128,4,7,1,2021-01-28,Thursday,5,4,28,28,5,4,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737818,-2034,-291,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210129,4,7,1,2021-01-29,Friday,6,5,29,29,5,4,1,January,Jan,1,2021,7,3,2021,0,0,N/A,737819,-2033,-291,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210130,4,7,2,2021-01-30,Saturday,7,6,30,30,5,4,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737820,-2032,-291,-67,0,0,0,1,1,2026-08-24T00:00:00.000
20210131,4,7,2,2021-01-31,Sunday,1,7,31,31,6,4,1,January,Jan,1,2021,7,3,2021,1,0,N/A,737821,-2031,-291,-67,1,0,0,1,1,2026-08-24T00:00:00.000
20210201,5,8,1,2021-02-01,Monday,2,1,1,32,6,5,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737822,-2030,-290,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210202,5,8,1,2021-02-02,Tuesday,3,2,2,33,6,5,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737823,-2029,-290,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210203,5,8,1,2021-02-03,Wednesday,4,3,3,34,6,5,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737824,-2028,-290,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210204,5,8,1,2021-02-04,Thursday,5,4,4,35,6,5,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737825,-2027,-290,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210205,5,8,1,2021-02-05,Friday,6,5,5,36,6,5,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737826,-2026,-290,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210206,5,8,2,2021-02-06,Saturday,7,6,6,37,6,5,2,February,Feb,1,2021,8,3,2021,1,0,N/A,737827,-2025,-290,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210207,5,8,2,2021-02-07,Sunday,1,7,7,38,7,5,2,February,Feb,1,2021,8,3,2021,1,0,N/A,737828,-2024,-290,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210208,6,8,1,2021-02-08,Monday,2,1,8,39,7,6,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737829,-2023,-289,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210209,6,8,1,2021-02-09,Tuesday,3,2,9,40,7,6,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737830,-2022,-289,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210210,6,8,1,2021-02-10,Wednesday,4,3,10,41,7,6,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737831,-2021,-289,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210211,6,8,1,2021-02-11,Thursday,5,4,11,42,7,6,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737832,-2020,-289,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210212,6,8,1,2021-02-12,Friday,6,5,12,43,7,6,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737833,-2019,-289,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210213,6,8,2,2021-02-13,Saturday,7,6,13,44,7,6,2,February,Feb,1,2021,8,3,2021,1,0,N/A,737834,-2018,-289,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210214,6,8,2,2021-02-14,Sunday,1,7,14,45,8,6,2,February,Feb,1,2021,8,3,2021,1,0,N/A,737835,-2017,-289,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210215,7,8,1,2021-02-15,Monday,2,1,15,46,8,7,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737836,-2016,-288,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210216,7,8,1,2021-02-16,Tuesday,3,2,16,47,8,7,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737837,-2015,-288,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210217,7,8,1,2021-02-17,Wednesday,4,3,17,48,8,7,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737838,-2014,-288,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210218,7,8,1,2021-02-18,Thursday,5,4,18,49,8,7,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737839,-2013,-288,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210219,7,8,1,2021-02-19,Friday,6,5,19,50,8,7,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737840,-2012,-288,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210220,7,8,2,2021-02-20,Saturday,7,6,20,51,8,7,2,February,Feb,1,2021,8,3,2021,1,0,N/A,737841,-2011,-288,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210221,7,8,2,2021-02-21,Sunday,1,7,21,52,9,7,2,February,Feb,1,2021,8,3,2021,1,0,N/A,737842,-2010,-288,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210222,8,8,1,2021-02-22,Monday,2,1,22,53,9,8,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737843,-2009,-287,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210223,8,8,1,2021-02-23,Tuesday,3,2,23,54,9,8,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737844,-2008,-287,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210224,8,8,1,2021-02-24,Wednesday,4,3,24,55,9,8,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737845,-2007,-287,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210225,8,8,1,2021-02-25,Thursday,5,4,25,56,9,8,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737846,-2006,-287,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210226,8,8,1,2021-02-26,Friday,6,5,26,57,9,8,2,February,Feb,1,2021,8,3,2021,0,0,N/A,737847,-2005,-287,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210227,8,8,2,2021-02-27,Saturday,7,6,27,58,9,8,2,February,Feb,1,2021,8,3,2021,1,0,N/A,737848,-2004,-287,-66,0,0,0,1,1,2026-08-24T00:00:00.000
20210228,8,8,2,2021-02-28,Sunday,1,7,28,59,10,8,2,February,Feb,1,2021,8,3,2021,1,0,N/A,737849,-2003,-287,-66,1,0,0,1,1,2026-08-24T00:00:00.000
20210301,9,9,1,2021-03-01,Monday,2,1,1,60,10,9,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737850,-2002,-286,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210302,9,9,1,2021-03-02,Tuesday,3,2,2,61,10,9,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737851,-2001,-286,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210303,9,9,1,2021-03-03,Wednesday,4,3,3,62,10,9,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737852,-2000,-286,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210304,9,9,1,2021-03-04,Thursday,5,4,4,63,10,9,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737853,-1999,-286,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210305,9,9,1,2021-03-05,Friday,6,5,5,64,10,9,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737854,-1998,-286,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210306,9,9,2,2021-03-06,Saturday,7,6,6,65,10,9,3,March,Mar,1,2021,9,3,2021,1,0,N/A,737855,-1997,-286,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210307,9,9,2,2021-03-07,Sunday,1,7,7,66,11,9,3,March,Mar,1,2021,9,3,2021,1,0,N/A,737856,-1996,-286,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210308,10,9,1,2021-03-08,Monday,2,1,8,67,11,10,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737857,-1995,-285,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210309,10,9,1,2021-03-09,Tuesday,3,2,9,68,11,10,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737858,-1994,-285,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210310,10,9,1,2021-03-10,Wednesday,4,3,10,69,11,10,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737859,-1993,-285,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210311,10,9,1,2021-03-11,Thursday,5,4,11,70,11,10,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737860,-1992,-285,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210312,10,9,1,2021-03-12,Friday,6,5,12,71,11,10,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737861,-1991,-285,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210313,10,9,2,2021-03-13,Saturday,7,6,13,72,11,10,3,March,Mar,1,2021,9,3,2021,1,0,N/A,737862,-1990,-285,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210314,10,9,2,2021-03-14,Sunday,1,7,14,73,12,10,3,March,Mar,1,2021,9,3,2021,1,0,N/A,737863,-1989,-285,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210315,11,9,1,2021-03-15,Monday,2,1,15,74,12,11,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737864,-1988,-284,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210316,11,9,1,2021-03-16,Tuesday,3,2,16,75,12,11,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737865,-1987,-284,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210317,11,9,1,2021-03-17,Wednesday,4,3,17,76,12,11,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737866,-1986,-284,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210318,11,9,1,2021-03-18,Thursday,5,4,18,77,12,11,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737867,-1985,-284,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210319,11,9,1,2021-03-19,Friday,6,5,19,78,12,11,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737868,-1984,-284,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210320,11,9,2,2021-03-20,Saturday,7,6,20,79,12,11,3,March,Mar,1,2021,9,3,2021,1,0,N/A,737869,-1983,-284,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210321,11,9,2,2021-03-21,Sunday,1,7,21,80,13,11,3,March,Mar,1,2021,9,3,2021,1,0,N/A,737870,-1982,-284,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210322,12,9,1,2021-03-22,Monday,2,1,22,81,13,12,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737871,-1981,-283,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210323,12,9,1,2021-03-23,Tuesday,3,2,23,82,13,12,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737872,-1980,-283,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210324,12,9,1,2021-03-24,Wednesday,4,3,24,83,13,12,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737873,-1979,-283,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210325,12,9,1,2021-03-25,Thursday,5,4,25,84,13,12,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737874,-1978,-283,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210326,12,9,1,2021-03-26,Friday,6,5,26,85,13,12,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737875,-1977,-283,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210327,12,9,2,2021-03-27,Saturday,7,6,27,86,13,12,3,March,Mar,1,2021,9,3,2021,1,0,N/A,737876,-1976,-283,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210328,12,9,2,2021-03-28,Sunday,1,7,28,87,14,12,3,March,Mar,1,2021,9,3,2021,1,0,N/A,737877,-1975,-283,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210329,13,9,1,2021-03-29,Monday,2,1,29,88,14,13,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737878,-1974,-282,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210330,13,9,1,2021-03-30,Tuesday,3,2,30,89,14,13,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737879,-1973,-282,-65,0,0,0,1,1,2026-08-24T00:00:00.000
20210331,13,9,1,2021-03-31,Wednesday,4,3,31,90,14,13,3,March,Mar,1,2021,9,3,2021,0,0,N/A,737880,-1972,-282,-65,1,1,0,1,1,2026-08-24T00:00:00.000
20210401,13,10,1,2021-04-01,Thursday,5,4,1,91,14,13,4,April,Apr,2,2021,10,4,2021,0,0,N/A,737881,-1971,-282,-64,0,0,0,1,1,2026-08-24T00:00:00.000
20210402,13,10,1,2021-04-02,Friday,6,5,2,92,14,13,4,April,Apr,2,2021,10,4,2021,0,0,N/A,737882,-1970,-282,-64,0,0,0,1,1,2026-08-24T00:00:00.000
